,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,831757001.40,502531442.81,256179164.00,933257286.96,639043925.00,404397231.80,219561427.68,1485231818.93,564824305.50,359662537.74,154101362.22,915499284.97,592580716.24,474617055.10,164016813.59,928181374.65,571249427.63,375289050.99,123146297.90,1245153611.02,666054483.97,603194360.89,175363812.91,1539192431.97,863195318.61,654144528.08,256853397.28,1437171336.40,849607367.45,595309289.49,188805052.71,1423725145.21,813924005.75,510451001.68,274570729.71,1379537818.95,747274573.91,506339501.05,204592962.41,1057512174.41,650442890.97,474478935.08,160205770.81,1378892075.25,911917380.26,633347504.94,258367364.75,1061992750.96,682324253.25,504977860.07,193102187.47,1141238562.36,806376570.21,551049769.55,189052175.88,998491600.09,801652228.63,552887066.02,183848970.00,917908617.09,699858523.01,474421894.06,623638008.60,0.0
3,收到的税费返还,63569150.82,39757515.11,15144610.24,77715852.77,52834974.24,31985314.90,15012495.68,119947891.97,19261203.45,14066197.56,7000588.67,27709264.67,19634528.47,8350947.57,2475252.24,20059343.90,13278632.93,6998176.60,387137.98,25928498.18,21356727.36,8268822.68,4063436.71,46242703.50,31494623.55,20666866.84,6786805.77,26972681.45,20916252.50,8892739.06,1589143.76,46944558.83,36508690.71,22433221.94,15577360.61,33888311.20,26142556.18,0,4312352.44,28519145.43,22555888.61,11167238.59,5811166.56,36310318.87,25418476.26,15169231.21,9911617.75,45879681.44,35784946.98,23628119.01,11428834.38,52801709.55,28385657.18,21269026.08,8847261.69,30578296.10,11309529.32,6707272.73,5947054.40,67312465.20,49179311.41,37702897.95,9039004.76,0.0
4,收到的其他与经营活动有关的现金,135922648.91,66174402.88,15036584.42,150387516.24,119795060.91,77506393.65,42233324.61,123261442.39,101551146.76,93004388.20,3784235.43,100813944.38,108202366.55,87161396.27,38011551.46,87204424.07,111179839.67,77450725.06,7540587.87,163283967.93,135455356.61,141773460.61,14555304.87,219225278.33,182571722.47,206544168.75,102128307.77,141951819.85,228126669.65,133208999.16,206914596.05,87061257.36,49343292.39,45552917.04,76826916.65,57599097.67,23844252.41,31935404.87,5836864.00,47800755.64,24764946.04,31974613.95,5569344.39,42115619.14,6048842.05,3382590.93,4368213.79,13451027.85,9906619.55,4342107.55,2110200.58,12413371.70,3645860.29,4055049.22,764633.83,6948056.22,6290000.31,3227818.76,1145662.11,9554877.88,8803028.31,5918546.21,10488160.20,0.0
5,经营活动现金流入小计,1031248801.13,608463360.80,286360358.66,1161360655.97,811673960.15,513888940.35,276807247.97,1728441153.29,685636655.71,466733123.50,164886186.32,1044022494.02,720417611.26,570129398.94,204503617.29,1035445142.62,695707900.23,459737952.65,131074023.75,1434366077.13,822866567.94,753236644.18,193982554.49,1804660413.80,1077261664.63,881355563.67,365768510.82,1606095837.70,1098650289.60,737411027.71,397308792.52,1557730961.40,899775988.85,578437140.66,366975006.97,1471025227.82,797261382.50,549101584.36,214742178.85,1133832075.48,697763725.62,517620787.62,171586281.76,1457318013.26,943384698.57,651899327.08,272647196.29,1121323460.25,728015819.78,532948086.63,206641222.43,1206453643.61,838408087.68,576373844.85,198664071.40,1036017952.41,819251758.26,562822157.51,190941686.51,994775960.17,757840862.73,518043338.22,643165173.56,0.0
6,购买商品、接受劳务支付的现金,252776176.33,128028753.97,71892867.35,202269232.49,168710962.44,98130389.35,57095710.14,795514400.75,489954454.68,314107890.91,95935917.93,799969971.84,476469766.92,411155778.70,129540753.01,793768014.76,491465351.62,368856576.13,80466094.56,1016426034.22,531573812.46,526833096.62,134887715.01,1401815083.86,786718917.37,629537453.81,295572443.24,1055391836.86,608296177.35,426074560.85,121263682.27,1176418512.60,593267797.73,388711420.46,221594359.43,1202735207.60,641009587.46,424113965.45,194827361.79,883397287.38,557361265.75,364043783.87,142330567.36,1110250466.19,737901626.37,512344241.76,234708563.68,985321324.52,577874329.63,382228744.71,198384650.42,1053227763.07,702042222.54,454741703.27,157971180.71,922526173.32,750859048.31,513383952.66,213041173.61,803040348.06,604993876.34,422123132.45,571224502.09,0.0
7,支付给职工以及为职工支付的现金,96846165.54,68412505.44,31786423.09,102373545.62,72787301.04,50255282.59,27878731.83,117181512.96,29808964.02,18296550.81,11103871.49,47361432.28,29205921.14,16438702.17,10273600.95,43524992.11,26494795.55,18858089.87,8909498.33,108052181.56,77764492.65,52098193.34,27945639.06,116399408.94,74761592.35,55106807.87,35280720.19,104757253.09,51828578.55,44420385.25,31305654.73,102430943.87,78083588.03,57021246.27,35169721.07,86884310.88,73375012.60,46805436.32,27066522.78,86386219.56,64521592.31,43500241.04,21583866.60,102511297.76,69328084.31,49594110.08,17313367.02,55769590.98,31916372.04,22026572.58,10207474.69,40362998.35,32924868.87,23609674.53,12024872.40,43361032.78,20861906.21,12480677.42,8553762.72,31271630.16,21306973.40,13936037.22,21209626.55,0.0
8,支付的各项税费,164524821.83,102096231.17,40618944.70,174790065.98,136688558.72,99322348.28,39794512.40,179637254.34,28676137.29,22156519.79,8643840.59,17741530.80,25704590.88,19693328.18,9968544.35,10132912.02,17845836.79,12202949.26,3473644.42,30802328.04,29221668.78,9292282.72,2083535.11,20391795.46,22619605.23,14242075.10,7338632.13,33475193.33,30766856.41,25769656.15,8299171.30,29900730.52,22107718.56,11695018.58,1851372.68,32338027.32,26542377.71,13940564.60,6086673.21,24313163.65,20508432.42,14886708.97,5716820.27,32764907.86,27643539.01,19545712.24,6129433.92,18711071.40,11335523.79,10074463.06,5131510.41,18292796.94,13321200.27,9309457.01,3668004.80,25442054.84,8613873.36,6228042.78,3841803.64,15022951.24,12692878.52,6642005.47,6085206.43,0.0
