,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,20000630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,10534595.43,4058077.23,970311.43,33026362.71,4311092.00,834371.00,78329.00,14487064.99,2317821.63,1633965.63,1378865.00,13645119.00,1232148.01,250166.81,141574.50,10809503.45,1725070.31,1344944.68,745796.11,13802235.95,3394473.46,3122337.70,1133918.80,9797688.00,4057358.97,3077084.52,1816901.00,8007171.89,1740621.24,1442416.96,389731.50,5391172.66,3307208.96,2138448.55,1469356.07,114203892.31,18830222.68,14284166.34,8568989.42,95243050.16,17190090.00,11364515.91,4831413.55,19948857.77,209917.04,14554.71,25594.99,13226344.17,195661.58,178891.50,81865.23,11542681.20,675994122.31,18402773.27,15487340.33,227173169.13,181880404.07,180072809.65,182279689.42,340687407.40,141081505.02,25934856.42,23211774.83,113888409.88,65763142.12,54349779.72,40643918.26,88532863.18,45336661.37,133815408.18,68833084.43,130641742.34,59151927.46,0.0
3,收到的税费返还,281.21,815.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028300.00,3003300.00,3003300.00,933000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,399800.00,399800.00,0,0,122000.00,0,0,0,0,8880000.00,0,10000000.00,10000000.00,0.0
4,收到的其他与经营活动有关的现金,5525244.07,4772707.48,5172153.12,4095500.73,3860533.92,2266894.50,967023.04,14851918.62,18719580.93,16544412.45,2667331.25,22312413.81,54506793.89,53984390.18,55427110.85,7089179.81,2369990.88,1857305.43,2385145.70,20896264.11,23486184.74,22312029.42,12725783.73,10824072.19,11296987.90,1229630.04,222855.82,1623827.85,5046436.47,2404947.19,5721725.66,36620440.84,11506315.70,6882234.43,4136824.60,4684878.38,17598230.47,14041725.91,5906706.80,1766393.26,8901266.10,7103095.87,4072926.71,31433928.10,39307944.54,36030567.58,21257715.72,15101222.77,60347958.69,32797690.99,17867511.61,148373256.93,36869425.24,26334837.60,4557528.05,40747270.84,52308485.14,46255951.70,1458216.95,29229063.75,31389009.55,27602263.08,16720236.67,125451578.54,120055480.17,34483266.10,10410071.28,332865381.96,38641056.88,209383470.10,173558209.04,39570665.24,25788485.04,0.0
5,经营活动现金流入小计,16060120.71,8831600.50,6142464.55,37121863.44,8171625.92,3101265.50,1045352.04,29338983.61,21037402.56,18178378.08,4046196.25,35957532.81,55738941.90,54234556.99,55568685.35,17898683.26,4095061.19,3202250.11,3130941.81,34698500.06,26880658.20,25434367.12,13859702.53,20621760.19,15354346.87,4306714.56,2039756.82,9630999.74,6787057.71,3847364.15,6111457.16,42011613.50,14813524.66,9020682.98,5606180.67,118888770.69,36428453.15,28325892.25,14475696.22,97009443.42,26091356.10,18467611.78,8904340.26,56411085.87,42521161.58,39048422.29,22216310.71,28327566.94,60543620.27,32976582.49,17949376.84,159915938.13,712863547.55,44737610.87,20044868.38,267920439.97,234188889.21,226328761.35,183737906.37,369916471.15,172870314.57,53936919.50,39932011.50,239339988.42,185940622.29,88833045.82,51053989.54,421398245.14,83977718.25,352078878.28,242391293.47,180212407.58,94940412.50,0.0
6,购买商品、接受劳务支付的现金,9908682.11,2498759.32,405189.00,33039969.22,4568353.40,0,0,7619888.60,760093.22,760093.22,236898.26,9050871.00,541400.89,315156.40,124665.49,3940863.42,1617967.42,2582549.12,778457.47,8459351.20,4169967.78,3407339.40,1501906.24,6213005.50,2870668.62,2791917.64,1432043.21,4600926.63,279084.38,260324.38,243276.72,951700.53,772629.36,580602.36,447876.04,0,3514765.98,3370765.98,2392813.88,0,5060989.98,3569301.40,2038788.98,109456460.14,107379055.09,104764139.01,100730464.30,309614572.98,22547751.88,17037859.91,13957247.45,67517619.54,147320344.18,14009891.97,8013858.13,268340064.47,235615923.21,232524596.58,208177866.53,133788039.85,36718345.10,-7601659.91,3636822.70,250265133.14,190288990.76,86762859.08,63481776.65,270441643.07,20299689.93,54447251.70,28197255.05,55058495.68,26856588.95,0.0
7,支付给职工以及为职工支付的现金,5008067.86,3092288.82,1352406.36,6337662.78,4833210.00,3144013.18,1274611.00,6666252.26,4435061.68,2989747.76,1846948.28,6808589.88,3579343.10,2205328.17,1123923.01,4867779.03,4432116.54,3329470.11,653591.71,3758787.12,2942154.20,2033592.03,1366132.58,4399274.48,3394965.16,2174917.77,1104383.44,5082229.37,3197016.81,2594568.92,1827012.57,7634144.89,4445426.59,3378355.99,1654537.10,9961245.99,8999465.91,6433349.48,1305591.24,4559669.63,1940893.05,1332294.40,987112.80,3886823.65,4204120.27,4042292.15,1091223.50,10373306.95,4622280.54,2789746.63,691642.10,11903804.57,10387985.45,7698304.49,1826062.61,4080151.51,4186516.93,2760382.44,1043566.32,9123160.75,6142340.26,3543016.25,3184035.52,20544204.23,11162813.30,6650625.12,5201494.21,11095073.23,3830244.70,8125463.59,3981648.02,7563478.03,2931765.28,0.0
8,支付的各项税费,439945.58,433083.21,234688.97,267697.31,91492.28,37348.85,25114.33,365786.96,372317.62,329019.24,109979.33,136039.93,113235.11,73999.71,37728.05,193553.41,139952.90,57301.94,24660.63,728335.65,881243.11,51561.79,24951.30,102245.46,75031.00,50304.45,25137.87,392877.98,311290.25,231917.56,166830.71,575132.12,478687.98,283214.91,136202.68,15635565.95,3608919.02,1736500.38,540264.95,2383252.14,1817507.50,958834.17,694663.06,24554095.56,23078319.14,23056554.17,13507230.51,3343336.89,2692195.08,2674434.17,637186.68,2293609.55,185021.30,165415.23,53077.63,2908772.31,1873726.65,505597.14,99736.91,4613761.24,2798756.60,2551177.48,1325412.63,18871274.96,11674083.93,10460452.42,2966345.12,13653772.15,2624383.58,28026111.43,4097700.00,16966802.48,4929637.05,0.0
