,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3634021967.35,2642438295.58,1758490399.15,653466775.36,1859912722.08,1319847598.54,853990060.10,431939270.48,1684964761.52,1423198055.38,824260103.68,481330625.36,1263437947.45,870759559.97,539248353.10,137439817.83,1095014999.00,932666106.28,468910275.10,209292112.91,1165270875.32,658537999.04,368434009.98,130216673.18,875057344.03,579795221.61,432772527.36,236624054.12,1052021483.44,870059760.88,548304230.82,320622622.34,1130300664.18,765169710.83,422758259.18,161199192.68,986330673.12,351821008.94,178581537.07,93626644.88,1146062737.02,798581055.48,518289501.10,271718037.40,972241127.43,721174436.11,462167705.13,242660185.05,966214516.46,715109033.97,456347938.10,203751250.52,798576523.25,559595799.06,331327992.16,178053758.21,616318176.05,532205896.26,308205721.00,103645676.24,250286393.36,166913007.80,107312448.32,191664361.77,0.0
3,收到的税费返还,3278507.43,2443591.53,1860731.81,659463.25,3121254.56,2491280.09,1724451.18,1054240.28,3354117.40,2670938.52,1974799.42,887567.60,3854639.33,2579222.29,994201.72,569602.62,3465821.46,2692364.90,1932229.74,1232477.40,2436892.56,2080192.50,1406648.49,727597.15,3228679.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3605095.14,3605095.14,3605095.14,3605095.14,75453.59,0,0,0,443809.95,443809.95,443809.95,0,0,0,0,0,7819316.41,7819316.41,0,2996377.42,0.0
4,收到的其他与经营活动有关的现金,118781969.63,267525937.24,64049891.94,32166493.39,94788769.75,68294467.76,47806100.77,18071995.53,81890648.49,77067032.04,46686594.06,20958943.51,120790844.95,142727718.27,43877189.06,15925394.57,57792883.70,44985692.34,24076759.85,7184465.05,117137202.36,139864654.56,96978854.80,52058160.19,36716627.42,52244633.87,24916057.33,3485980.16,118162293.43,9864943.55,3595687.58,201260622.05,75097526.39,73823651.16,2661065.25,1238269.97,6231751.58,3264629.41,1832888.48,1138716.87,7333811.67,6754160.46,3560610.71,2643301.37,4396878.08,3128253.53,645593.58,308209.29,5186307.30,3449516.49,992401.95,1174238.94,2698681.22,2419328.65,777421.56,460465.66,54329947.60,12784819.64,10163322.22,4394741.04,8642287.63,9812543.02,7247343.89,6965868.67,0.0
5,经营活动现金流入小计,3836075372.94,2966031690.99,1858245885.87,702455341.61,2021649959.13,1438218178.12,934695158.94,465017584.77,1813495274.58,1546989347.72,901670223.89,516044731.31,1415561152.53,1036809662.49,598740239.78,161859452.53,1178096802.67,998321596.96,504368367.40,224080905.84,1297398522.87,812180487.66,472615346.60,183002430.52,919986619.90,632039855.48,457688584.69,240110034.28,1170183776.87,879924704.43,551899918.40,521883244.39,1205398190.57,838993361.99,425419324.43,162437462.65,992562424.70,355085638.35,180414425.55,94765361.75,1153396548.69,805335215.94,521850111.81,274361338.77,980243100.65,727907784.78,466418393.85,246573489.48,971476277.35,718558550.46,457340340.05,204925489.46,801719014.42,562458937.66,332549223.67,178514223.87,670648123.65,544990715.90,318369043.22,108040417.28,266747997.40,184544867.23,114559792.21,201626607.86,0.0
6,购买商品、接受劳务支付的现金,3064862768.18,2007316297.09,1251996627.04,636829614.89,1707878929.72,1281689679.32,629411526.22,424076077.44,1390354345.61,1220682362.92,907902509.26,413632578.62,1303382271.62,1055610059.82,670718496.07,318977885.53,895231350.09,834160720.40,591587282.10,219072758.94,1091580583.40,683659542.69,331787446.54,109497245.22,594414353.48,345525072.86,244065938.67,131180992.29,859342995.25,700577505.88,468894003.67,245612131.16,1060218481.23,730292540.30,527596366.42,225283011.08,875264766.59,258818575.03,130386848.05,63489746.92,913344140.58,663035156.32,446352611.75,227890340.14,878038225.69,653559443.24,425538893.18,228451189.97,802273876.25,599701455.56,379531290.27,155906107.34,641415168.19,413573419.71,234403860.54,119116859.82,605684512.09,530004820.56,334816968.20,161228512.20,197449363.15,146617847.15,79396678.16,109120567.49,0.0
7,支付给职工以及为职工支付的现金,187037679.15,115126324.91,72470315.42,18107896.98,79765612.34,49769218.73,33811290.95,16844137.23,67846571.24,44082770.99,28723555.85,13372274.03,56937534.32,35472004.54,23198658.37,11925315.59,51632424.49,34553733.85,22736945.49,11962999.12,43282829.03,26494629.29,16369253.38,9792445.61,31586090.74,21588079.80,13774186.65,7105779.70,28368435.24,18214814.16,11785393.11,5730231.79,16885688.46,9503055.86,5138869.19,2485923.50,12130818.99,8224860.91,5447636.12,2185215.38,15736574.80,9988803.86,7041747.31,3611554.79,15578451.09,10468170.46,7186224.56,3573088.35,14956887.39,9611703.82,6281309.78,2928926.50,12040355.79,7355488.57,4687468.08,2856771.71,11117086.38,7345832.63,4877426.34,2571590.74,8156681.51,7484252.02,4719243.03,9185778.25,0.0
8,支付的各项税费,93330843.39,75432129.98,52662880.12,19281334.12,72526205.27,55673082.51,35596576.35,19965554.05,54125625.31,44970994.10,32854460.63,19512266.92,52731710.11,41700640.41,30116577.42,14948174.43,63018641.27,51359538.59,37825003.41,23829012.76,84885071.65,73601730.75,34552003.38,21546677.21,37828749.86,33090615.95,22994505.75,11586779.06,64963748.66,37464326.09,25205912.56,11542510.67,64335438.95,42403350.73,30760169.98,16252080.87,43952802.83,30325358.28,18716341.98,11840212.50,43872221.22,35227321.84,19917078.70,11768569.49,32254473.13,24477082.38,19808690.33,8551302.93,50201741.51,36461581.51,24337929.44,8387684.10,46195017.98,34148240.67,21652808.85,12353441.79,34791674.78,25009194.72,13986051.87,6497872.27,25111529.86,19121150.56,12557207.55,29614455.39,0.0
