,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,3706709416.60,2306211754.78,1091250290.38,4334601512.96,3056306740.87,1912010053.76,962047913.18,3928049701.36,2744227634.34,1797788640.20,750535537.21,3670903051.02,2466396058.62,1562754027.11,656316190.26,2903127044.03,2163118633.61,1384682747.56,602380972.02,3075583849.25,2418421230.25,1512200206.63,665697730.00,3045926195.77,2123289017.96,1452682995.26,575052682.55,1926941228.06,1461481223.77,995863128.14,315903166.58,1780793211.96,1257844548.86,800792031.81,375220777.13,1663792852.80,1149068051.46,732546110.80,303601010.41,1458788486.34,999541140.86,569072328.31,187705799.60,1443212760.20,1045413550.54,664528640.76,330934957.43,1491231848.69,1004584482.63,623972956.43,221119912.19,1406782628.03,906137427.27,476667053.04,193176494.56,1138942881.69,676162386.13,442307679.31,207400935.37,890203603.48,645281578.92,345604795.85,745192808.30,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219706.36,219706.36,196206.36,825300.00,896375.00,0,0,1195380.17,1165984.72,1165984.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,85295081.96,72923650.09,61366224.34,76674686.81,42488784.67,46839792.38,14845499.30,66666234.07,55994232.35,39922353.97,20711413.13,78794475.74,49721581.56,46532202.61,22304308.59,67450572.54,31191062.90,46161323.08,18367685.32,44125125.70,56314887.71,43183589.54,17768853.67,48668641.12,39135469.76,22609794.41,9853494.52,37761936.46,19820004.62,14162943.93,9222596.62,23413094.37,18375043.29,11599829.06,8162633.34,19670075.09,56680658.67,55019657.33,53298831.11,55460208.01,12997900.62,6104831.85,2420720.87,49480322.01,17902423.23,11565216.57,6769634.61,2773554.29,664120.51,807291.19,530841.35,7778242.88,12791833.72,2026320.36,9544230.88,3762075.52,4340936.79,3660248.41,5135058.58,1195289.33,4367525.80,231873.17,218770.58,0.0
5,经营活动现金流入小计,3792004498.56,2379135404.87,1152616514.72,4411276199.77,3098795525.54,1958849846.14,976893412.48,3994715935.43,2800221866.69,1837710994.17,771246950.34,3749697526.76,2516117640.18,1609286229.72,678620498.85,2970577616.57,2194309696.51,1430844070.64,620748657.34,3119708974.95,2474736117.96,1555383796.17,683466583.67,3094594836.89,2162424487.72,1475292789.67,584906177.07,1964703164.52,1481301228.39,1010026072.07,325125763.20,1804206306.33,1276219592.15,812391860.87,383383410.47,1683462927.89,1205968416.49,787785474.49,357096047.88,1515073994.35,1013435416.48,575177160.16,190126520.47,1493888462.38,1064481958.49,677259842.05,337704592.04,1494005402.98,1005248603.14,624780247.62,221650753.54,1414560870.91,918929260.99,478693373.40,202720725.44,1142704957.21,680503322.92,445967927.72,212535993.95,891398892.81,649649104.72,345836669.02,745411578.88,0.0
6,购买商品、接受劳务支付的现金,1836450228.96,1186941222.98,472334672.74,1910646075.58,1331440942.99,874829868.43,445441059.39,1990940743.24,1392743240.59,944843166.73,468217139.27,1565533254.15,1020762548.77,667958773.32,359085939.20,1433202098.97,1103478136.61,720785015.26,308536356.56,1545692763.35,1318275191.43,0,485356369.64,1743050246.02,1228333351.78,834984759.66,405124105.46,1041402824.59,821094894.35,503247022.44,255128992.12,1081267980.67,789422031.26,525164392.55,243949598.09,908312758.50,674252186.97,447073173.73,231982085.64,854047951.74,563128731.08,352024651.29,211936227.01,988116141.06,757515898.67,482799717.98,305344606.33,962647230.33,761663044.86,524217980.41,229027411.66,909107153.86,660916433.81,384565525.87,184208849.91,783841312.12,483146220.74,315496457.18,183279258.24,622249720.22,476034278.61,261189720.56,473541968.16,0.0
7,支付给职工以及为职工支付的现金,404381495.15,283352299.75,155797971.85,488531208.13,364750766.05,255442315.44,137000658.56,424318598.23,309058636.92,211940808.14,113534329.80,401994795.16,300512323.58,208164101.14,113019713.28,415039706.13,314080108.13,237425742.86,125168889.65,393046125.12,302644124.36,208297155.52,101810923.26,363300493.33,263894230.96,180086993.26,97125608.55,174914567.80,144121841.42,104568409.63,45212639.45,136632648.58,102914860.29,74893149.81,41442110.69,110507136.71,82439413.19,58746350.42,31317815.47,81058214.11,51802377.74,34453681.88,16621369.15,76889415.14,56243022.96,38867798.42,16630883.92,67990424.47,54085562.28,34472538.33,20008600.43,68125146.99,51422193.42,34043066.25,17314636.82,53309727.53,39117181.33,24607126.98,14861348.43,47580502.18,34393720.79,20514534.44,33517764.65,0.0
8,支付的各项税费,320910078.12,230803527.34,112347404.02,455416518.62,350820192.51,228248944.63,89730527.54,408508945.20,311237760.66,211104797.59,85966687.77,373327869.98,275978992.10,167561713.73,69510936.73,304127344.35,227517288.80,151756250.38,60707298.57,299591075.05,206634492.81,134169364.79,57255545.48,234038111.56,188875314.74,116057761.90,42994328.31,187504012.64,128337896.13,76609117.11,21631831.46,145037696.29,100464596.08,65739643.19,26692061.87,142609258.08,94031930.00,59364545.18,26806187.67,96862912.00,68555979.05,46665999.83,22265641.03,93836593.34,72406235.66,53668909.85,29154352.67,82708387.34,62684909.06,38979756.12,20904911.53,78975459.10,52438627.85,33744070.59,16573663.99,57357218.88,37641290.31,28059073.62,14046327.97,37864842.00,33620218.84,22171959.46,64713408.89,0.0
