,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,处置交易性金融资产净增加额,0,0,0,0,-11129939386.94,-9218346266.32,-3906962914.54,-1868654088.69,8152621227.42,4605708560.11,6074238131.00,183646670.26,5058835326.54,3350108689.94,-8053233076.77,-3843301128.60,-11751569262.70,-17405370599.85,-2965939672.99,1258868036.48,-2558283688.30,-1836141871.90,-782795621.62,-601960461.59,-246716332.63,442108093.22,0,0,0,0,0,92729579.23,361927243.16,606813976.58,780978628.64,617566805.01,0,152210788.40,133690929.82,0,-624804530.38,-456087390.46,-591068331.55,-349088036.27,163033006.36,226291158.62,150081663.30,-75038321.31,235983426.42,23429853.51,0.0
3,处置可供出售金融资产净增加额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收取利息、手续费及佣金的现金,3405057966.92,2312238183.83,1573419951.35,767674717.67,3279688225.81,2206477734.54,1454755856.10,749045129.63,3577140204.95,2609578370.13,1640294071.94,830787882.39,4162045172.31,2944884535.78,1886233323.42,991424040.82,5785773124.98,4354299249.59,2992681632.31,995847038.07,2629242856.06,1580511872.98,914636511.49,504795336.56,1568467583.30,1134388416.51,679020905.61,339767254.46,1147323733.01,867991413.76,628850681.24,306532522.84,1242735492.87,992167055.02,699401842.63,378628428.75,1758008286.01,1186964716.94,765144433.08,428705381.43,1791804527.95,1274484774.31,753275481.67,336035581.72,1175248015.94,948055572.43,722527532.02,360630287.33,1944894429.50,1563208704.57,0.0
5,拆入资金净增加额,2400000000.00,900000000.00,300000000.00,1300000000.00,-1750000000.00,-950000000.00,-250000000.00,-1150000000.00,1660000000.00,1110000000.00,-90000000.00,-90000000.00,-414000000.00,-124000000.00,-4000000.00,-154000000.00,204000000.00,600000000.00,312000000.00,-268000000.00,-583000000.00,-383000000.00,617000000.00,-183000000.00,883000000.00,400000000.00,400000000.00,50000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98000000.00,-98000000.00,0.0
6,回购业务资金净增加额,-3393414016.44,-5669212528.45,1651882025.85,-498364989.67,8935178132.86,8443206433.43,4440003857.11,1386150872.43,-2398652418.58,4752040854.07,2313570604.96,-2513067916.28,-10424012032.43,-2504825318.26,7366061748.28,1811554614.97,6215313521.72,7205217723.66,2883194272.66,-2239408887.62,3864125804.82,2385731855.01,-905756771.77,-492772850.72,-992951475.24,1103618148.64,1767136236.31,1320564872.59,2378131000.00,1346278802.00,418316350.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,收到的其他与经营活动有关的现金,6373589168.01,4791391338.29,2778460871.97,6749440579.83,8671314848.75,10610512843.15,5194944116.26,6257842602.24,5514114088.29,824844942.41,1490440341.56,3830853092.25,2344380454.53,601850077.76,886283016.19,1553786714.33,695243121.30,712925872.77,101128987.68,107691676.21,681909163.97,1833216654.39,1548615436.58,570684126.47,463638335.46,86368481.86,565063995.00,315057236.96,293778564.96,655345305.09,345289558.94,256969455.03,664592294.16,289756362.42,279587607.48,117167160.48,973101798.33,1328660889.11,1256509010.82,1222917694.53,7911683124.43,6224483871.97,1435857368.82,1845120241.63,381325039.89,266671247.91,293806042.19,91334009.54,190118893.63,8520939518.73,0.0
8,经营活动现金流入小计,11545970391.33,4669405431.76,10366439150.74,13844075023.55,9442776448.68,12498276220.51,7833606507.17,6784406196.10,16505223102.08,13902172726.72,11847182611.79,2340219282.40,3486845245.43,6848904054.15,5074859017.74,3034864000.91,9116822121.77,3814512103.45,19710804088.76,4958821935.15,9738831869.35,6463966989.06,2375912304.76,323838789.16,1675438110.89,3166483140.23,3411221136.92,2141759007.54,3819233297.97,2869615520.85,1392456591.03,1242071033.22,2269255030.19,1888737394.02,1759968078.75,1113362394.24,2731110084.34,2667836394.45,2523344373.72,1651623075.96,9078683122.00,7042881255.82,1598064518.94,1832067787.08,1719606062.19,1441017978.96,1166415237.51,376925975.56,8294482915.45,10009578076.81,0.0
9,支付给职工以及为职工支付的现金,1219628399.79,955613318.73,673205980.59,260391286.97,1356135121.79,1154271965.74,906758997.57,453867667.46,1757933457.05,1371349003.58,1019942762.35,364280384.38,1958856765.49,1568824653.09,1365338163.41,940086212.84,1125549199.70,799667082.08,600564610.74,339113689.35,651687874.60,453387466.43,298079589.18,129348077.32,592112129.56,457143945.51,314478345.54,188412073.21,408570858.85,301063282.72,196734609.68,87408400.89,514239451.93,366886170.57,261325093.64,111992545.98,470201936.36,315068033.43,259733148.14,117842853.81,329181044.56,223583384.07,132134315.45,62588817.28,326719432.60,237643017.85,230334426.24,81806478.87,240592871.04,177836763.14,0.0
10,支付的各项税费,375363979.30,334289497.56,247010294.97,109513950.48,357536377.95,470994970.15,300712632.54,123882157.06,499364244.76,517679446.93,419016222.79,115264002.76,1097194225.61,817986627.45,575625124.77,188523432.05,1392878748.68,1098157359.17,620589542.33,217373436.89,316329082.42,336425219.82,211787030.76,117636002.68,262283875.33,279676824.79,169536450.69,52517763.80,68323318.08,236078591.72,129509089.95,72479932.14,161528681.71,184787017.29,163196750.27,127786658.66,257180133.04,267330020.41,201548983.63,98210015.59,286071947.56,193508909.18,121716787.49,23590248.79,393950999.29,372213998.46,315933715.21,21604268.78,480182970.47,351793619.36,0.0
11,支付其他与经营活动有关的现金,6230769658.33,6880915049.70,4243954026.98,8102570708.18,6601884493.11,7519112209.80,3198123078.97,4733303090.94,4368985949.89,4709629295.52,3936209472.99,287608677.46,9359822542.79,8278852740.32,3020087618.91,287045921.41,5921424270.28,4736138798.79,2265688902.53,415475990.86,718339005.27,809515109.49,489628701.30,475308943.02,393069039.26,4079156834.48,2833274484.09,753873847.66,4133466231.83,1158748739.70,349858355.24,130333077.99,6904322771.79,369007564.80,312266674.81,172399503.76,1577795335.72,303761148.65,204216852.69,105566015.18,1732615806.21,618467997.85,275165269.38,279120399.54,4451584446.51,4739916518.80,2044669007.10,1836853446.44,528136055.12,321089531.28,0.0
12,支付利息、手续费及佣金的现金,784429432.03,623761042.21,428459851.48,215279422.04,744641895.46,1100982360.40,798764242.17,475089279.30,802708726.97,1147910886.41,909075372.65,386893443.37,2096499994.18,1458572176.08,1139630471.91,608300964.88,1672532671.07,1094770299.86,672015708.61,339051517.53,480494889.08,294182090.31,166439347.27,95758897.19,384191469.48,236195525.93,138503888.14,36674271.06,217988056.87,100594629.70,74388468.75,39689742.74,179173974.81,159912198.57,113339167.04,58690517.20,227826489.92,144559647.30,106822187.74,55976262.31,224602832.93,186106143.19,108872222.62,47676938.85,144074854.82,115467765.34,84223029.20,79190967.34,246619234.95,226338953.16,0.0
13,经营活动现金流出小计,3717843059.74,1930220007.16,6073428858.73,8411540885.54,10157832067.87,11433595018.31,5204358951.25,6249720315.44,12004252567.37,11384738031.57,8192775144.38,1785619743.08,19715572143.81,17760792643.37,8894517791.75,4298299543.54,13026154713.66,7941527885.26,15377878668.47,7098783832.29,7411708225.18,4509316493.92,2348765156.40,1082813039.18,4046203305.32,5143666994.84,4290569114.40,2588027724.54,7069178733.31,4786744265.61,1860233159.36,434588334.69,7759264880.24,6952251703.78,5334362733.58,3472939016.00,3076053865.14,4343775409.15,3299817856.03,706536302.41,2572471631.26,1221666434.29,637888594.94,412976404.46,5316329733.22,5465241300.45,2675160177.75,2019455161.43,1495531131.58,1077058866.94,0.0
14,经营活动产生的现金流量净额,7828127331.59,2739185424.60,4293010292.01,5432534138.01,-715055619.19,1064681202.20,2629247555.92,534685880.66,4500970534.71,2517434695.15,3654407467.41,554599539.32,-16228726898.38,-10911888589.22,-3819658774.01,-1263435542.63,-3909332591.89,-4127015781.81,4332925420.29,-2139961897.14,2327123644.17,1954650495.14,27147148.36,-758974250.02,-2370765194.43,-1977183854.61,-879347977.48,-446268717.00,-3249945435.34,-1917128744.76,-467776568.33,807482698.53,-5490009850.05,-5063514309.76,-3574394654.83,-2359576621.76,-344943780.80,-1675939014.70,-776473482.31,945086773.55,6506211490.74,5821214821.53,960175924.00,1419091382.62,-3596723671.03,-4024223321.49,-1508744940.24,-1642529185.87,6798951783.87,8932519209.87,0.0
15,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,收回投资收到的现金,2538817755.66,0,0,187737376.17,7925120699.59,60539930.99,45199984.99,1263437100.22,5877269215.31,4976957161.07,270000000.00,260000000.00,6083852520.31,2333394245.78,2272394245.78,1096269871.31,9128868473.74,1806000000.00,1978000000.00,1631343144.93,2363067484.53,2213471596.98,1493299852.60,483899852.60,2519500000.00,1986000000.00,1040000000.00,300000000.00,0,0,0,0,0,0,0,0,0,0,2710597.06,0,0,0,0,0,0,0,0,0,0,0,0.0
17,取得投资收益收到的现金,483090388.57,21475089.84,0,4096421.14,607288401.59,29834958.27,28669638.27,110361143.67,255277086.65,94317493.92,8232464.27,4000000.00,334839281.97,83252752.34,33738247.22,12798587.54,112230257.77,33543250.31,100535113.01,3011239.50,38838273.61,36336380.55,34927516.68,895985.91,29890000.10,32546600.10,32546600.10,500000.00,28414827.21,28465757.21,28414827.21,28414827.21,49317586.21,49317586.21,49317586.21,49317586.21,46623418.49,44623418.49,44623418.49,0,36361527.99,36663605.96,36361527.99,0,47626645.19,47626645.19,51277587.65,29186.60,14280675.79,14280675.79,0.0
18,处置固定资产、无形资产及其他长期资产收回的现金净额,183838.00,1141600.00,1124600.00,46000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989301.27,444687.27,351825.00,12568707.41,12496746.14,12474168.00,13400.00,31287129.69,28148629.96,28100629.96,41170.00,23040000.00,0,0,0,483395.22,0,0,0,0,0,0,0,0,0,0.0
19,收到其他与投资活动有关的现金,9749000.00,0,0,0,11508.11,1855013.30,1714564.45,3627403.08,212011.00,12876527.20,155897.29,71702.73,540942.19,484300.17,334300.17,147453.42,1520217.07,48458.56,940178.56,933967.56,288594.25,135669.26,96398.96,22612.00,32514226.08,30169331.04,30169331.04,30169331.04,0,0,0,0,0,0,0,0,0,6436481.04,6368976.67,9765.00,0,349599.20,293534.20,90003.20,740.00,0,244815.00,22645.00,0,26515.50,0.0
20,投资活动现金流入小计,3031840982.23,22616689.84,1124600.00,191879797.31,8532420609.29,92229902.56,75584187.71,1377425646.97,6135482599.41,5084151182.19,278388361.56,264071702.73,6419232744.47,2417131298.29,2306466793.17,1109015912.27,9242618948.58,1839591708.87,2079475291.57,1635288351.99,2402194352.39,2249943646.79,1528323768.24,484818450.51,2581904226.18,2049705232.41,1103160618.41,331021156.04,40983534.62,40962503.35,40888995.21,28428227.21,80604715.90,77466216.17,77418216.17,49358756.21,74382478.67,53770496.59,53702992.22,2720362.06,37944923.21,37013205.16,36655062.19,90003.20,56064687.01,47626645.19,51522402.65,51831.60,14280675.79,14307191.29,0.0
21,投资支付的现金,3060375296.35,0,0,331392000.00,8204167067.64,395283933.51,1000000.00,1141610954.55,5634794308.17,4777149062.56,169815000.00,187615018.40,4628397311.30,1731754188.19,1838074099.94,1721290729.91,11162274169.54,1860000000.00,2059000000.00,1782857757.24,2208741852.60,2298618476.67,1586201024.15,651014370.72,2934184851.73,2465684851.73,1266584112.00,456584112.00,200593980.00,50593980.00,50593980.00,10593980.00,146001200.00,66001200.00,35251200.00,35251200.00,40500000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
22,购建固定资产、无形资产和其他长期资产支付的现金,98745386.75,44971356.91,60952920.25,39117828.27,110861720.47,56715239.57,19552175.89,99697838.78,233582664.99,105412260.11,61772032.83,31677325.65,154114265.20,87327344.41,48491694.26,27109818.62,154365869.81,91920589.97,42257382.78,17037900.41,69054374.56,40070751.33,23389155.45,5979714.64,45216072.71,25112403.31,14827067.93,6192367.20,53947633.96,27161653.23,17784055.93,8161156.58,83581322.40,68188555.29,52633767.67,20064277.08,106018856.68,69592359.20,40742672.15,14125635.15,461433304.21,435846809.22,27031696.68,13877995.94,67716514.36,31769314.73,22500096.10,7867538.99,46196898.01,28750548.69,0.0
23,支付其他与投资活动有关的现金,17673449.24,0,0,0,0,0,0,0,0,11371599.70,1000.00,0,2451609.97,737034.44,0,0,0,2446374.30,2446374.30,0,0,0,0,0,0,0,18000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432000.00,432000.00,0,0,0.0
24,投资活动现金流出小计,3176794132.34,44971356.91,60952920.25,370509828.27,8315028788.11,451999173.08,20552175.89,1241308793.33,5868376973.16,4893932922.37,231588032.83,219292344.05,4784963186.47,1819818567.04,1886565794.20,1748400548.53,11316640039.35,1954366964.27,2103703757.08,1799895657.65,2277796227.16,2338689228.00,1609590179.60,656994085.36,2979400924.44,2490797255.04,1281429179.93,462776479.20,254541613.96,77755633.23,68378035.93,18755136.58,229582522.40,134189755.29,87884967.67,55315477.08,146518856.68,69592359.20,40742672.15,14125635.15,461433304.21,435846809.22,27031696.68,13877995.94,67716514.36,31769314.73,22932096.10,8299538.99,46196898.01,28750548.69,0.0
25,投资活动产生的现金流量净额,-144953150.11,-22354667.07,-59828320.25,-178630030.96,217391821.18,-359769270.52,55032011.82,136116853.64,267105626.25,190218259.82,46800328.73,44779358.68,1634269558.00,597312731.25,419900998.97,-639384636.26,-2074021090.77,-114775255.40,-24228465.51,-164607305.66,124398125.23,-88745581.21,-81266411.36,-172175634.85,-397496698.26,-441092022.63,-178268561.52,-131755323.16,-213558079.34,-36793129.88,-27489040.72,9673090.63,-148977806.50,-56723539.12,-10466751.50,-5956720.87,-72136378.01,-15821862.61,12960320.07,-11405273.09,-423488381.00,-398833604.06,9623365.51,-13787992.74,-11651827.35,15857330.46,28590306.55,-8247707.39,-31916222.22,-14443357.40,0.0
26,三、筹资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,吸收投资收到的现金,0,0,0,0,0,0,0,0,138340000.00,87340000.00,51340000.00,42340000.00,4067738988.79,3491938988.79,3480742988.79,19800000.00,228014625.00,73100000.00,14000000.00,0,25000000.00,25000000.00,25000000.00,0,48500000.00,36000000.00,36000000.00,36000000.00,3961999996.72,3961999996.72,0,0,2000000.00,2000000.00,2000000.00,2000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,取得借款收到的现金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,发行债券收到的现金,22636750000.00,18491860000.00,12854630000.00,4158520000.00,19567000000.00,14446152955.20,9676887310.22,6500000000.00,7950000000.00,7400000000.00,6750000000.00,3050000000.00,29640420000.00,16027560000.00,6209370000.00,4200000000.00,29389820000.00,16900000000.00,14900000000.00,7200000000.00,3227180000.00,3598200000.00,2398800000.00,1199400000.00,1880650000.00,1499145000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,收到其他与筹资活动有关的现金,0,0,20000000.00,0,0,94000000.00,40000000.00,0,0,0,0,0,0,0,0,0,0,7039820000.00,6919820000.00,997790000.00,0,829903.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000000.00,1200000000.00,0,0,900000000.00,900000000.00,900000000.00,0,0,0,0,0,0,0,0.0
31,筹资活动现金流入小计,22636750000.00,18491860000.00,12874630000.00,4158520000.00,19567000000.00,14540152955.20,9716887310.22,6500000000.00,8088340000.00,7487340000.00,6801340000.00,3092340000.00,33708158988.79,19519498988.79,9690112988.79,4219800000.00,29617834625.00,24012920000.00,21833820000.00,8197790000.00,3252180000.00,3624029903.02,2423800000.00,1199400000.00,1929150000.00,1535145000.00,36000000.00,36000000.00,3961999996.72,3961999996.72,0.00,0.00,2000000.00,2000000.00,2000000.00,2000000.00,1200000000.00,1200000000.00,0,0,900000000.00,900000000.00,900000000.00,0,0,0,0,0,0,0,0.0
32,偿还债务支付的现金,2000000000.00,6000000000.00,4500000000.00,2000000000.00,7101020000.00,0,10400000000.00,5200000000.00,12700000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000000.00,2100000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000.00,50000000.00,0.0
33,分配股利、利润或偿付利息所支付的现金,1247152017.19,844542300.04,751693595.56,363011173.30,1200646975.38,238431124.83,234045291.50,0,1406600168.03,252678734.13,6172520.33,6225000.00,543099374.51,492130465.95,492130465.95,24039882.95,176815072.67,119578852.68,119578852.68,5662841.72,236998234.43,78286641.28,78286641.28,0,195716603.20,195716603.20,195716603.20,0,97354166.66,97354166.66,75816666.66,0,238535822.93,219697390.06,197014096.58,16641666.67,158110200.53,139929868.22,131096534.89,0,174357940.50,168387772.25,167956717.75,0,0,0,0,0,742140.00,742140.00,0.0
34,支付其他与筹资活动有关的现金,20071310000.00,9912300000.00,6758570000.00,2511936907.92,11278951080.60,14593541026.60,2036833.33,0,5521411957.66,16021067009.32,14063280000.00,4451930000.00,19796081491.15,13006443000.00,8044000000.00,4963100000.00,14183000000.00,11211740530.23,5047719779.55,1239565919.79,0,2430723859.40,1216697360.11,0,0,0,0,0,3589270.57,339270.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
35,筹资活动现金流出小计,23318462017.19,16756842300.04,12010263595.56,4874948081.22,19580618055.98,14831972151.43,10636082124.83,5200000000.00,19628012125.69,16273745743.45,14069452520.33,4458155000.00,20339180865.66,13498573465.95,8536130465.95,4987139882.95,14359815072.67,11331319382.91,5167298632.23,1245228761.51,236998234.43,2509010500.68,1294984001.39,0.00,195716603.20,195716603.20,195716603.20,0.00,2200943437.23,2197693437.23,75816666.66,0.00,238535822.93,219697390.06,197014096.58,16641666.67,158110200.53,139929868.22,131096534.89,0,174357940.50,168387772.25,167956717.75,0,0,0,0,0,50742140.00,50742140.00,0.0
36,筹资活动产生的现金流量净额,-681712017.19,1735017699.96,864366404.44,-716428081.22,-13618055.98,-291819196.23,-919194814.61,1300000000.00,-11539672125.69,-8786405743.45,-7268112520.33,-1365815000.00,13368978123.13,6020925522.84,1153982522.84,-767339882.95,15258019552.33,12681600617.09,16666521367.77,6952561238.49,3015181765.57,1115019402.34,1128815998.61,1199400000.00,1733433396.80,1339428396.80,-159716603.20,36000000.00,1761056559.49,1764306559.49,-75816666.66,0.00,-236535822.93,-217697390.06,-195014096.58,-14641666.67,1041889799.47,1060070131.78,-131096534.89,0,725642059.50,731612227.75,732043282.25,0,0,0,0,0,-50742140.00,-50742140.00,0.0
37,四、汇率变动对现金及现金等价物的影响,2752287.70,3711615.60,85435.53,-2538834.27,5245214.77,7047190.66,1189245.83,-5198779.79,-8793122.27,-6598508.56,-3536765.25,-849794.67,1501571.14,4219660.25,3119192.22,-881342.65,9141357.97,5696695.49,-241077.34,312933.19,-233164.00,730984.61,783624.08,767399.87,-2968091.12,-2185618.45,-1737503.77,-317392.33,-212588.69,523437.68,293196.53,-79528.88,-630916.71,-3994297.02,-2248307.95,-948347.64,-2000526.03,-1869652.88,-577411.65,-54297.80,4390.21,-63890.13,-17612.20,14742.25,-4888085.42,-427807.57,-4643132.91,-2587934.68,-1144723.39,-3827955.70,0.0
38,五、现金及现金等价物净增加额,7004214451.99,4455560073.09,5097633811.73,4534937191.56,-506036639.22,420139926.11,1766273998.96,1965603954.51,-6780389087.00,-6085351297.04,-3570441489.44,-767285896.67,-1223977646.11,-4289430674.88,-2242656059.98,-2671041404.49,9283807227.64,8445506275.37,20974977245.21,4648304968.88,5466470370.97,2981655300.88,1075480359.69,269017515.00,-1037796587.01,-1081033098.89,-1219070645.97,-542341432.49,-1702659543.88,-189091877.47,-570789079.18,817076260.28,-5876154396.19,-5341929535.96,-3782123810.86,-2381123356.94,622809114.63,-633560398.41,-895187108.78,933627202.66,6808369559.45,6153929555.09,1701824959.56,1405318132.13,-3613263583.80,-4008793798.60,-1484797766.60,-1653364827.94,6715148698.26,8863505756.77,0.0
39,加:期初现金及现金等价物余额,12716978221.00,12716978221.00,12716978221.00,12716978221.00,13223014860.22,13223014860.22,13223014860.22,13223014860.22,20003403947.22,20003403947.22,20003403947.22,20003403947.22,21227381593.33,21227381593.33,21227381593.33,21227381593.33,11943574365.69,11943574365.69,11943574365.69,11943574365.69,6477103994.72,6477103994.72,6477103994.72,6477103994.72,7514900581.73,7514900581.73,7514900581.73,7514900581.73,9217560125.61,9327335034.34,9327335034.34,9327335034.34,15203489430.53,15203489430.53,15203489430.53,15203489430.53,14580680315.90,14580680315.90,14580680315.90,14580680315.90,7772310756.45,7772310756.45,7772310756.45,7772310756.45,11385574340.25,11385574340.25,11385574340.25,11385574340.25,4670425641.99,4670425641.99,0.0
40,六、期末现金及现金等价物余额,19721192672.99,17172538294.09,17814612032.73,17251915412.56,12716978221.00,13643154786.33,14989288859.18,15188618814.73,13223014860.22,13918052650.18,16432962457.78,19236118050.55,20003403947.22,16937950918.45,18984725533.35,18556340188.84,21227381593.33,20389080641.06,32918551610.90,16591879334.57,11943574365.69,9458759295.60,7552584354.41,6746121509.72,6477103994.72,6433867482.84,6295829935.76,6972559149.24,7514900581.73,9138243156.87,8756545955.16,10144411294.62,9327335034.34,9861559894.57,11421365619.67,12822366073.59,15203489430.53,13947119917.49,13685493207.12,15514307518.56,14580680315.90,13926240311.54,9474135716.01,9177628888.58,7772310756.45,7376780541.65,9900776573.65,9732209512.31,11385574340.25,13533931398.76,0.0
41,附注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,净利润,1043345906.73,0,604138892.37,0,311954563.76,0,258492004.13,0,702702988.60,0,326090208.67,0,1362089505.60,0,599606682.43,0,2692144355.76,0,1852777088.65,0,1074646103.84,0,334744311.06,0,483162701.40,0,308773280.14,187000000.00,151230367.26,0,123469295.96,0,-151004596.13,0,89123209.35,0,527534652.78,0,110464135.21,0,912884875.95,0,476452061.85,0,409974239.93,0,343360008.68,0,1113813362.05,0,0.0
43,加:少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
44,资产减值准备,0,0,74470365.14,0,681125085.08,0,50939942.01,0,231045482.53,0,-11593688.75,0,120018459.62,0,11558069.40,0,145587568.08,0,413726.18,0,767786.66,0,8847794.18,0,31159863.70,0,3694124.29,0,-3139525.31,0,-3584790.63,0,4850729.17,0,-19154.42,0,12744671.50,0,-73865.70,0,15281073.29,0,9672420.87,0,1842560.93,0,-118056.95,0,37075428.86,0,0.0
45,风险准备金支出,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
46,固定资产折旧、油气资产折耗、生产性生物资产折旧,68036012.34,0,32125545.64,0,64743513.76,0,30880376.51,0,61629717.25,0,30234118.35,0,55073724.50,0,26691437.46,0,52233742.86,0,26477846.48,0,55260771.48,0,30020398.11,0,61500119.77,0,31900852.10,15000000.00,62375397.79,0,30524140.89,0,58405658.80,0,27940436.49,0,42135517.69,0,23830303.85,0,33776319.47,0,15520208.49,0,30054158.63,0,15772545.67,0,27543766.41,0,0.0
47,无形资产、递延资产及其他资产摊销,48882084.27,0,23747259.89,0,55761406.13,0,21066018.74,0,47143953.27,0,22055171.71,0,42506008.75,0,16388213.90,0,30350733.90,0,14788910.47,0,30079755.71,0,15283336.23,0,31932316.68,0,15586119.90,6000000.00,27176299.28,0,12796674.87,0,26084022.92,0,12861865.97,0,22733738.23,0,12870742.04,0,18107912.79,0,8067878.39,0,21394934.89,0,7537534.84,0,14436472.83,0,0.0
48,其中:无形资产摊销,35867650.93,0,17438970.63,0,31164358.55,0,15081602.40,0,26165785.32,0,12487933.75,0,20316101.97,0,9760362.45,0,14220408.67,0,6455754.21,0,10540685.59,0,5007968.13,0,8508742.09,0,4014723.60,0,5578474.27,0,2702334.82,0,6895268.37,0,3255332.28,0,6559991.90,0,3384935.09,0,5976912.22,0,2929989.69,0,6317244.83,0,2962771.02,0,5474920.62,0,0.0
49,长期待摊费用摊销,13014433.34,0,6308289.26,0,24597047.58,0,5984416.34,0,20978167.95,0,9567237.96,0,22189906.78,0,6627851.45,0,16130325.23,0,8333156.26,0,19539070.12,0,10275368.10,0,23423574.59,0,11571396.30,6000000.00,21597825.01,0,10094340.05,0,19188754.55,0,9606533.69,0,16173746.33,0,9485806.95,0,12131000.57,0,5137888.70,0,15077690.06,0,4574763.82,0,8961552.21,0,0.0
50,长期资产摊销,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
51,待摊费用减少(减:增加),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
