,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,1541290920.82,977123194.23,695353954.85,310710441.14,1313442991.77,980249698.21,670643901.01,312765661.99,1550142287.35,964349968.38,685737067.39,308490572.20,1943792635.05,1324287955.78,947081417.45,389740578.65,1560594396.20,975460522.27,642530327.42,300949265.57,1258137946.87,749768164.16,492763969.97,241145182.00,1170662709.28,769158272.90,498736561.36,220571900.98,1131231569.75,770175284.33,530467446.86,227372027.65,821022418.93,575213241.42,393422597.80,148507661.35,826550161.32,554645197.84,373225577.49,203125971.65,616138995.40,454912944.78,631681305.82,576221674.60,0.0
3,收到的税费返还,24809454.09,20444789.92,10492052.10,1643289.41,29070450.43,20582314.26,13257538.95,7616050.62,31660602.63,24123823.58,16117457.77,8837581.25,24885091.48,21521922.45,12184991.48,8247257.67,20621012.08,16338556.29,13423931.72,6892370.18,10193573.31,3940593.06,3490529.44,2406262.05,4228235.68,2812432.75,1943191.73,1900941.70,6412855.60,5680433.96,5297659.26,1712217.33,14657757.97,13040201.63,10078340.83,1283122.85,20955257.92,16294914.71,13423829.38,5024563.59,17578861.09,15010945.97,10851834.75,9013805.20,0.0
4,收到的其他与经营活动有关的现金,61234715.66,122743251.78,60706738.94,58424978.86,114563035.95,94876375.64,61905036.05,25432940.04,104524060.67,166568891.65,153423406.75,124313838.52,124463883.40,203366183.02,92692280.62,59029295.57,51275992.40,76554785.34,51885682.30,25538238.41,59905351.05,50362541.51,40101004.92,16624734.77,61831073.73,51605704.02,29493858.41,18108506.00,47448762.14,37050146.17,21890597.14,11653562.25,41114515.86,29767307.64,23481595.37,16727415.17,33357838.17,27180108.27,19477727.71,14947348.80,30729137.49,16055461.25,17706730.99,12754644.66,0.0
5,经营活动现金流入小计,1627335090.57,1120311235.93,766552745.89,370778709.41,1457076478.15,1095708388.11,745806476.01,345814652.65,1686326950.65,1155042683.61,855277931.91,441641991.97,2093141609.93,1549176061.25,1051958689.55,457017131.89,1632491400.68,1068353863.90,707839941.44,333379874.16,1328236871.23,804071298.73,536355504.33,260176178.82,1236722018.69,823576409.67,530173611.50,240581348.68,1185093187.49,812905864.46,557655703.26,240737807.23,876794692.76,618020750.69,426982534.00,166518199.37,880863257.41,598120220.82,406127134.58,223097884.04,664446993.98,485979352.00,660239871.56,597990124.46,0.0
6,购买商品、接受劳务支付的现金,727996708.63,466778905.95,261431017.91,155518827.10,878403393.05,674973757.23,472469957.86,248731247.55,1132231333.83,698521394.26,479167999.14,293009495.00,1278858930.81,946493657.99,603659108.52,281079648.29,1068308610.25,664125932.93,403835212.78,225561561.54,852621536.92,582141331.15,377293138.27,243993284.07,865705163.56,626610648.25,373243642.08,218235978.02,711440122.53,495505479.46,342956919.22,199702775.09,761426510.01,583052578.13,442475265.16,220746766.91,639167043.89,481040872.14,297882438.00,173222844.68,423897594.05,306448923.66,402823368.77,487133967.88,0.0
7,支付给职工以及为职工支付的现金,260732329.29,178068427.22,127006115.06,82283481.14,254092417.89,166608625.73,118432298.56,70897311.65,241484532.47,168534037.04,119191038.29,72597857.74,249722384.64,168187108.91,116845640.79,67126581.12,169058011.58,117601101.08,76993681.47,42262229.89,120483331.26,82214246.86,57257639.34,32986363.30,106122370.49,77787845.65,52654900.68,30012800.67,88737229.06,65481470.87,44251290.43,24834029.00,90208077.09,67519972.65,45389291.94,25690448.61,67207610.26,48733487.25,33178400.90,19016010.30,55247162.63,40551823.43,48226399.81,45122594.71,0.0
8,支付的各项税费,94880886.64,75192655.27,61966636.05,42939405.25,122312031.15,85659613.20,45919297.89,26003543.08,130411423.25,92473565.69,63420023.82,22916099.29,156534076.80,105717662.88,71754290.04,33540335.35,118705229.90,73727120.45,45057007.19,16288621.31,82283523.16,57519341.77,42314018.95,20893147.05,57034609.10,42249391.29,33358192.39,8787772.93,53468923.90,42480954.23,23794031.91,13538363.39,48514258.81,31421272.33,18379290.74,10892258.76,41346425.37,32806174.23,17154471.21,11298528.57,24816319.70,17606181.73,68510995.60,27318182.74,0.0
