,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,34867723536.33,24203143239.44,14847982847.46,7683183133.23,22878931349.35,15338997720.56,11062646305.11,7052014898.79,24075745412.44,16962446946.38,10855580996.05,5179469744.49,17373898336.26,10747893410.33,6720645213.44,3422613434.56,14661075038.23,9719618579.59,6781573870.36,3925592645.09,12315973157.30,8452360441.07,6189038475.74,3279104714.67,8537522853.48,5633910697.99,3967643300.57,2122194609.60,6340976052.03,3834626887.55,2286716405.22,1070759855.55,3715036718.77,2249729054.90,1402719779.27,635701831.07,2388867012.88,1612276728.65,859625698.21,380674730.64,991105615.18,598724068.13,335975129.67,176160446.09,1009553961.99,760723575.76,437786371.81,197592562.76,593387452.40,353966100.85,193058928.69,82497519.80,175671958.67,102658319.75,0.0
3,收到的税费返还,1735494983.26,1210314172.56,784041078.06,448465642.50,1715045463.20,1256403433.37,809602593.51,438028000.35,1960965748.52,1320505889.75,720121582.85,283770888.70,911008406.69,563198200.78,309597169.83,149474869.76,692185143.97,563299801.61,285249658.11,121733131.44,659796466.16,476801770.22,299896553.78,175292056.32,419584318.09,292882729.49,162839733.02,77490371.02,416461659.26,324344303.17,199383002.90,103428078.28,298428479.75,188907955.12,106564304.93,54735812.50,209633088.02,135487882.15,60005492.52,22399896.97,47026836.56,19749522.17,6509100.02,3112663.93,30765223.79,18792608.69,14131694.30,5596789.61,14461581.03,8738847.62,5903973.61,3186518.71,831823.92,558316.10,0.0
4,收到的其他与经营活动有关的现金,673580380.41,388453608.35,257252123.80,79421245.26,496743951.28,333583309.93,292197468.03,256656271.09,339945762.89,192111724.89,145888837.50,55189878.12,307442703.30,110415735.84,59226636.90,12424566.98,146157997.61,62439712.10,35075137.38,10840997.60,125925340.26,91130472.90,77640489.31,30518136.09,121879563.25,79816107.68,42143209.54,4765310.69,84798911.68,42723982.93,34818325.22,11266483.92,58298595.45,37942669.25,31652444.81,13485452.27,31646959.43,27891272.23,8861566.04,3836816.23,24032153.39,20398232.16,7075454.48,1573182.36,11493893.39,2554543.62,1602502.97,1079799.18,0,0,0,2141765.12,0,0,0.0
5,经营活动现金流入小计,37276798900.00,25801911020.35,15889276049.32,8211070020.99,25090720763.83,16928984463.86,12164446366.65,7746699170.23,26376656923.85,18475064561.02,11721591416.40,5518430511.31,18592349446.25,11421507346.95,7089469020.17,3584512871.30,15499418179.81,10345358093.30,7101898665.85,4058166774.13,13101694963.72,9020292684.19,6566575518.83,3484914907.08,9078986734.82,6006609535.16,4172626243.13,2204450291.31,6842236622.97,4201695173.65,2520917733.34,1185454417.75,4071763793.97,2476579679.27,1540936529.01,703923095.84,2630147060.33,1775655883.03,928492756.77,406911443.84,1062164605.13,638871822.46,349559684.17,180846292.38,1051813079.17,782070728.07,453520569.08,204269151.55,607849033.43,362704948.47,198962902.30,87825803.63,176503782.59,103216635.85,0.0
6,购买商品、接受劳务支付的现金,25280174189.17,18033941111.34,10676584857.21,6106160904.38,16935151754.70,11760697230.38,8123437405.45,5432561696.00,17418641836.92,13126849825.38,7496649844.69,3734670350.93,12087093439.14,8212489228.54,4917414348.74,2567669409.45,9795754231.57,7378980778.59,4768888912.81,2795242323.90,9437399969.00,6836532988.59,4701704228.46,2404594014.09,6448015188.99,4546298329.90,2971066877.47,1551445345.59,5065724831.55,3114364847.93,1839924052.98,890990131.27,2767167888.25,1727126231.93,1108269826.32,522013701.31,1935145179.03,1391407242.93,736811940.85,340747386.04,782377317.81,470229273.85,233800319.81,115898729.49,810447510.38,583215288.06,326438026.66,139416484.01,428280219.61,244888766.03,101359158.77,50466567.15,49848906.71,44653015.56,0.0
7,支付给职工以及为职工支付的现金,4319153772.25,3339399842.42,2234872104.35,1206351870.56,4179347508.94,3129093086.19,2117195698.35,1122036440.74,3646842724.75,2564958832.57,1710198291.46,950314775.75,2688479669.14,1879298272.47,1173195166.63,659323119.86,2025547482.12,1351762815.62,854028808.39,491884231.53,1425780453.69,989417924.75,669558086.95,379855480.90,1001374930.22,725399726.14,493584719.34,284205347.29,692683447.08,485170531.73,289488176.00,145740726.22,367361519.83,256864082.70,161855881.35,80792735.80,202283900.97,134692858.85,85458683.33,26585522.04,116467153.42,67028644.74,37028868.58,20404072.15,90903376.53,60562129.71,38092414.60,19788596.00,75427027.71,50186554.24,33625114.22,14408889.02,31923053.21,25510653.27,0.0
8,支付的各项税费,430873556.84,333233796.86,278299527.80,167288249.17,487224178.17,360704586.15,338056216.58,277204386.52,596323366.73,465022013.21,361837530.47,220757273.85,511986060.09,397755025.57,242031632.33,163096003.84,462836163.65,429887967.01,369129648.66,285438361.69,525621048.28,380492045.59,303256905.82,175852884.98,355428221.07,268816931.85,186377112.13,116330583.19,196642454.65,134669471.66,100227686.75,50952421.26,183544542.87,126647858.04,69963968.95,38887849.88,65534734.36,39333889.88,22886550.87,12708284.67,39074307.64,33856406.69,27513564.12,13456872.37,49015155.59,35288742.20,21218916.11,10612300.72,36767077.90,30128027.29,21162186.46,903984.95,2762653.28,236280.99,0.0
