,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,171535000000.00,126797000000.00,78654000000.00,38189000000.00,159144000000.00,119284000000.00,73837000000.00,36343000000.00,139219000000.00,102151000000.00,64117000000.00,31303000000.00,125335000000.00,92532000000.00,56789000000.00,28052000000.00,121976000000.00,91369000000.00,57208000000.00,28160000000.00,117116000000.00,82544000000.00,53027000000.00,25693000000.00,108454000000.00,82029000000.00,50826000000.00,23948000000.00,104036000000.00,78104000000.00,47044000000.00,22345000000.00,95014000000.00,70792000000.00,42785000000.00,20141000000.00,79259000000.00,58385000000.00,34333000000.00,16305000000.00,56449000000.00,41077000000.00,24551000000.00,12521000000.00,58116000000.00,42529000000.00,27610000000.00,13734000000.00,56563000000.00,41369000000.00,25035000000.00,11612000000.00,48378000000.00,34802000000.00,21089000000.00,9327000000.00,39513000000.00,29810000000.00,18517000000.00,8184000000.00,24134000000.00,18091402000.00,10810450000.00,4843700000.00,17542503000.00,11916402000.00,7048892000.00,19074268000.00,0.0
3,收到的税费返还,187000000.00,30000000.00,27000000.00,48000000.00,242000000.00,108000000.00,108000000.00,80000000.00,459000000.00,74000000.00,74000000.00,40000000.00,677000000.00,12000000.00,12000000.00,0,591000000.00,383000000.00,383000000.00,298000000.00,1307000000.00,580000000.00,580000000.00,0,0,0,0,0,0,0,0,0,128000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000.00,15000000.00,15000000.00,0,27000000.00,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,4531000000.00,2641000000.00,1688000000.00,462000000.00,4090000000.00,2549000000.00,1830000000.00,343000000.00,3629000000.00,2026000000.00,1838000000.00,412000000.00,3510000000.00,1771000000.00,1541000000.00,293000000.00,2937000000.00,1710000000.00,1347000000.00,162000000.00,2399000000.00,1624000000.00,1466000000.00,133000000.00,1398000000.00,536000000.00,262000000.00,148000000.00,1466000000.00,1073000000.00,958000000.00,285000000.00,901000000.00,718000000.00,524000000.00,56000000.00,628000000.00,291000000.00,221000000.00,145000000.00,1947000000.00,1572000000.00,857000000.00,702000000.00,970000000.00,728000000.00,419000000.00,84000000.00,377000000.00,264000000.00,41000000.00,63000000.00,227000000.00,272000000.00,199000000.00,93000000.00,347000000.00,128000000.00,91000000.00,245000000.00,116000000.00,92577000.00,82361000.00,46754000.00,181567000.00,177558000.00,70823000.00,133298000.00,0.0
5,经营活动现金流入小计,176253000000.00,129468000000.00,80369000000.00,38699000000.00,163476000000.00,121941000000.00,75775000000.00,36766000000.00,143307000000.00,104251000000.00,66029000000.00,31755000000.00,129522000000.00,94315000000.00,58342000000.00,28345000000.00,125504000000.00,93462000000.00,58938000000.00,28620000000.00,120822000000.00,84748000000.00,55073000000.00,25826000000.00,109852000000.00,82565000000.00,51088000000.00,24096000000.00,105502000000.00,79177000000.00,48002000000.00,22630000000.00,96043000000.00,71510000000.00,43309000000.00,20197000000.00,79887000000.00,58676000000.00,34554000000.00,16450000000.00,58396000000.00,42649000000.00,25408000000.00,13223000000.00,59086000000.00,43257000000.00,28029000000.00,13818000000.00,56940000000.00,41633000000.00,25076000000.00,11675000000.00,48623000000.00,35089000000.00,21303000000.00,9420000000.00,39887000000.00,29938000000.00,18608000000.00,8429000000.00,24250000000.00,18183979000.00,10892811000.00,4890454000.00,17724070000.00,12093960000.00,7119715000.00,19207566000.00,0.0
6,购买商品、接受劳务支付的现金,107054000000.00,82998000000.00,50400000000.00,25207000000.00,113611000000.00,83559000000.00,50794000000.00,23877000000.00,94017000000.00,67070000000.00,43145000000.00,21082000000.00,77984000000.00,57149000000.00,36249000000.00,16588000000.00,76611000000.00,56893000000.00,36050000000.00,17700000000.00,85794000000.00,59047000000.00,40398000000.00,19911000000.00,80697000000.00,58002000000.00,38898000000.00,16586000000.00,73993000000.00,54357000000.00,34910000000.00,16579000000.00,65544000000.00,48915000000.00,30489000000.00,14181000000.00,55910000000.00,41153000000.00,26380000000.00,12096000000.00,38606000000.00,27013000000.00,16856000000.00,8149000000.00,46409000000.00,32983000000.00,21011000000.00,10533000000.00,40224000000.00,27813000000.00,18617000000.00,8220000000.00,38294000000.00,26425000000.00,16447000000.00,7267000000.00,28159000000.00,21834000000.00,13333000000.00,5717000000.00,16125000000.00,11361404000.00,7273914000.00,4156282000.00,12271446000.00,6805206000.00,4107511000.00,10151516000.00,0.0
7,支付给职工以及为职工支付的现金,26816000000.00,18101000000.00,13622000000.00,7235000000.00,25245000000.00,17476000000.00,12782000000.00,7163000000.00,23007000000.00,15826000000.00,11322000000.00,6836000000.00,20427000000.00,13149000000.00,10174000000.00,5609000000.00,18466000000.00,13202000000.00,9211000000.00,4822000000.00,16342000000.00,12162000000.00,8099000000.00,4321000000.00,14399000000.00,10471000000.00,7442000000.00,4084000000.00,13393000000.00,9810000000.00,6969000000.00,3898000000.00,11340000000.00,6860000000.00,5210000000.00,2748000000.00,8308000000.00,6100000000.00,4063000000.00,2113000000.00,6538000000.00,4540000000.00,3225000000.00,1577000000.00,6424000000.00,4354000000.00,3259000000.00,1519000000.00,5329000000.00,3692000000.00,2597000000.00,1235000000.00,4432000000.00,2823000000.00,1907000000.00,1116000000.00,4061000000.00,2499000000.00,1549000000.00,823000000.00,2272000000.00,1764994000.00,967209000.00,389711000.00,1633970000.00,1240920000.00,807631000.00,1613409000.00,0.0
8,支付的各项税费,3091000000.00,2649000000.00,2328000000.00,759000000.00,3247000000.00,3244000000.00,2148000000.00,750000000.00,3854000000.00,3208000000.00,1954000000.00,758000000.00,3043000000.00,2158000000.00,1521000000.00,706000000.00,3542000000.00,2692000000.00,1780000000.00,397000000.00,1969000000.00,1811000000.00,1467000000.00,333000000.00,2718000000.00,2152000000.00,1554000000.00,626000000.00,4245000000.00,3040000000.00,1997000000.00,1120000000.00,5182000000.00,3714000000.00,2621000000.00,1084000000.00,2402000000.00,1730000000.00,1130000000.00,489000000.00,1888000000.00,1385000000.00,908000000.00,325000000.00,2080000000.00,1856000000.00,1207000000.00,395000000.00,1456000000.00,1771000000.00,680000000.00,326000000.00,1424000000.00,820000000.00,612000000.00,349000000.00,1110000000.00,975000000.00,321000000.00,203000000.00,955000000.00,574034000.00,392743000.00,218638000.00,463614000.00,349744000.00,347003000.00,1839596000.00,0.0
