,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2262054541.81,1610139349.25,650630568.05,2212631434.95,1943943043.94,1268869356.89,534088675.11,2307746820.49,1772521133.94,1052205662.61,499922651.35,2019996130.88,1336197756.70,854394472.03,517344868.86,1724654657.54,1124747662.37,726762516.23,359058670.42,1625601181.10,1034623686.14,603593006.80,325222733.75,2225002277.68,1462116542.67,865170795.40,419979308.38,1753925780.75,1659021668.85,989367254.18,623761743.25,1578646650.06,1025714911.65,680596789.80,229665175.64,1420181517.75,1070939038.30,641449470.15,259238978.08,1410881686.44,823445717.29,1430325350.91,1479246575.70,0.0
3,收到的税费返还,0,0,0,0,0,0,0,301816.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,24324885.83,60717977.81,35224797.66,139980354.54,28392072.42,47343905.96,12671562.16,127347486.86,11430327.17,12431715.08,10356536.65,65273937.01,18262975.78,28776404.97,26486658.47,87894019.60,38802273.48,114784008.53,10522093.80,117211786.91,130747333.73,115645613.71,9204998.30,96299953.38,69785764.22,15715394.39,632187.63,46603113.23,33265797.20,24858896.58,9137963.37,41538957.62,49558293.59,4567137.72,15425572.23,214598926.50,30172209.25,11928364.31,4895767.74,29116246.42,51679052.24,43294690.50,2643958.62,0.0
5,经营活动现金流入小计,2286379427.64,1670857327.06,685855365.71,2352611789.49,1972335116.36,1316213262.85,546760237.27,2435396123.47,1783951461.11,1064637377.69,510279188.00,2085270067.89,1354460732.48,883170877.00,543831527.33,1812548677.14,1163549935.85,841546524.76,369580764.22,1742812968.01,1165371019.87,719238620.51,334427732.05,2321302231.06,1531902306.89,880886189.79,420611496.01,1800528893.98,1692287466.05,1014226150.76,632899706.62,1620185607.68,1075273205.24,685163927.52,245090747.87,1634780444.25,1101111247.55,653377834.46,264134745.82,1439997932.86,875124769.53,1473620041.41,1481890534.32,0.0
6,购买商品、接受劳务支付的现金,1680599327.79,1076371869.15,485920917.13,1204087558.89,1147498174.25,844707389.12,454021389.81,1487571153.43,1262717802.97,772450597.94,468290321.03,1219036631.29,828952410.86,407084398.45,290043530.98,1245762994.26,771791114.46,606613307.14,369598823.24,1137145652.60,795862827.41,630053716.23,350455470.90,1601133038.33,1246269285.50,563511372.71,335643087.45,1408114556.22,1323754867.27,859563726.92,367080100.63,1556868094.36,1061512820.35,823709768.84,362409273.42,1139090588.91,791322153.68,518182697.44,243811399.27,945154623.94,583765638.83,1171625617.78,1256164829.90,0.0
7,支付给职工以及为职工支付的现金,110512393.91,69469138.37,37614884.50,139986998.75,104045782.34,70664256.42,32968891.72,157171702.05,119870748.75,80322914.33,40840625.21,133723826.87,94445239.22,63346201.74,32573827.47,123702368.33,88764061.20,58114273.13,29350709.06,119302730.65,91599894.10,61253345.60,30426462.28,134493044.35,100758822.32,65807053.28,29446827.37,114852872.85,83963477.83,50891096.24,24864136.49,106833669.09,76702462.54,49745215.49,23258105.02,94113420.32,66852965.50,43866038.49,19749377.37,86685196.75,57550043.88,47745743.99,33843457.64,0.0
8,支付的各项税费,171237192.83,117279787.71,81867678.79,177982144.53,103180092.60,60975888.42,34119902.50,165995380.05,130874785.26,85234309.31,28495280.76,91336104.95,58623699.08,38853100.29,19290916.53,69717011.69,54034478.88,34871927.29,12527563.82,72122445.13,58837107.94,41354604.85,17680636.32,117589287.63,97923370.74,68051238.72,35674511.21,135838338.23,121016071.21,89903610.07,55538989.46,157493378.03,120792841.64,93189703.71,59206579.33,123643100.51,88763782.26,55960234.23,34005461.91,75129887.98,33932320.34,66906379.26,38764229.65,0.0
9,支付的其他与经营活动有关的现金,194438704.89,131956458.50,65017903.97,253468954.46,216856103.88,163262067.90,101770033.38,389548629.97,165401795.26,90348857.30,73753424.06,216968299.98,116200035.21,78187429.92,18610875.02,133472214.03,93588202.04,141956738.22,25659713.45,186954636.68,74555079.28,66603442.14,34175019.34,275479582.59,50976005.70,105025910.39,16045293.79,202394588.37,126156365.79,60627720.08,42344201.11,145662174.50,147064918.60,74349284.20,45761578.42,131290621.77,143021909.37,70238921.41,38083383.05,228658632.48,195252935.32,137989179.85,157449931.10,0.0
10,经营活动现金流出小计,2156787619.42,1395077253.73,670421384.39,1775525656.63,1571580153.07,1139609601.86,622880217.41,2200286865.50,1678865132.24,1028356678.88,611379651.06,1661064863.09,1098221384.37,587471130.40,360519150.00,1572654588.31,1008177856.58,841556245.78,437136809.57,1515525465.06,1020854908.73,799265108.82,432737588.84,2128694952.90,1495927484.26,802395575.10,416809719.82,1861200355.67,1654890782.10,1060986153.31,489827427.69,1966857315.98,1406073043.13,1040993972.24,490635536.19,1488137731.51,1089960810.81,688247891.57,335649621.60,1335628341.15,870500938.37,1424266920.88,1486222448.29,0.0
