,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,156551916.38,27683446.24,8520000.00,84710000.00,63290000.00,42690000.00,25800000.00,163885384.13,134847296.84,103220000.00,25500000.00,82420000.00,37350000.00,6670000.00,0,78770000.00,78770000.00,71330000.00,48360000.00,215320000.00,156510000.00,121190000.00,67160000.00,209580000.00,152670000.00,102340000.00,53180000.00,305580794.62,229910000.00,158220000.00,85690000.00,315060000.00,223460000.00,129560000.00,49130000.00,338770000.00,263682000.00,172760000.00,90750000.00,122657550.80,158140567.72,139690567.72,64206800.00,257347233.52,180317751.20,98168475.20,35688358.40,209440957.90,192605283.20,11963519.69,15323577.25,164406301.70,173005069.85,169251500.44,23460203.58,220043386.77,275965253.97,184629614.64,43382648.00,375496822.02,279686535.28,212101254.33,75503240.87,662182301.64,448765149.12,301440612.82,187464624.01,365169527.15,262051093.66,445281206.55,250478321.11,477609655.97,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,10550388.88,4408113.28,4143200.22,341152.28,1178933.16,837.38,275.87,1161444.09,1160960.79,61788.63,44593.39,1809733.53,1605300.24,1112863.38,617996.09,70078080.34,3858257.92,3863084.74,6490.47,9109173.55,456159.02,155258.58,153338.60,10386150.14,1120441.73,31181.47,14770.70,3133994.26,355738.03,353317.45,351205.34,688089.75,205224.55,22656.06,2253.77,29503400.56,907902.20,580971.83,81616.04,388646.78,102560639.55,52168639.55,23359347.55,55362327.84,47880212.37,18496926.57,414622.28,9783.72,224174159.04,82.11,1622082.11,1122106.53,1121944.39,1121944.39,1121874.00,2061660.58,2060335.33,2060175.83,2060175.83,121777387.99,110928370.92,108779589.55,98119209.04,296386775.74,8128665.28,771787.63,297.42,0,25821.53,0,0,196995.40,0.0
5,经营活动现金流入小计,167102305.26,32091559.52,12663200.22,85051152.28,64468933.16,42690837.38,25800275.87,165046828.22,136008257.63,103281788.63,25544593.39,84229733.53,38955300.24,7782863.38,617996.09,148848080.34,82628257.92,75193084.74,48366490.47,224429173.55,156966159.02,121345258.58,67313338.60,219966150.14,153790441.73,102371181.47,53194770.70,308714788.88,230265738.03,158573317.45,86041205.34,315748089.75,223665224.55,129582656.06,49132253.77,368273400.56,264589902.20,173340971.83,90831616.04,123046197.58,260701207.27,191859207.27,87566147.55,312709561.36,228197963.57,116665401.77,36102980.68,209450741.62,416779442.24,11963601.80,16945659.36,165528408.23,174127014.24,170373444.83,24582077.58,222105047.35,278025589.30,186689790.47,45442823.83,497274210.01,390614906.20,320880843.88,173622449.91,1016839031.09,456893814.40,302212400.45,187464921.43,365169527.15,262076915.19,445281206.55,250478321.11,477806651.37,0.0
6,购买商品、接受劳务支付的现金,261984225.22,109756541.87,52992462.35,80531702.13,42105024.38,28501949.58,23316691.10,82406081.40,53731669.67,35390762.10,17603302.97,57684522.66,48551538.23,29322301.13,4016445.14,50810988.41,52215253.70,46467576.74,31642318.71,146684134.25,94337328.85,64958004.87,29174992.85,126665720.45,88355287.40,57048092.92,25126330.27,107708260.00,126561327.66,79209279.44,31936456.72,157014962.37,125262183.92,67736509.09,28625790.48,153156891.40,99807805.87,62566949.65,25696635.80,85351164.33,138932491.59,105777172.16,63158406.64,296956651.98,204283244.31,116752205.10,54112296.68,142212546.14,81685914.15,9725714.29,14676712.93,156718036.04,166013978.20,162599508.53,22521818.79,161536270.18,222640780.64,181603692.04,44931463.08,307871854.85,210666189.12,152543218.33,71254991.29,324525545.97,249969172.00,202382586.94,124934212.08,331620676.19,164382759.52,274332991.49,159423089.21,356246416.30,0.0
7,支付给职工以及为职工支付的现金,28415963.68,19770673.49,15073990.23,25078586.62,11978695.48,5937508.48,579051.89,36828902.82,25710956.20,13218110.95,5790814.40,34973118.82,24792026.72,22223283.72,8857067.02,37227042.50,29621593.50,24239937.50,20325593.50,36614197.50,26198286.00,19729972.00,13188396.00,43531393.50,31889649.50,21827555.50,11908113.00,35972145.00,29727614.75,14696533.00,3402362.00,57326930.61,38444815.90,25980205.90,14978299.90,73465600.25,45242786.00,32637613.88,19802106.24,22627363.00,22203731.12,19632527.12,8490895.12,31391975.07,19169687.71,11021044.71,5642267.15,12795404.37,3855461.39,1472931.72,1601198.49,5762113.12,4650576.77,4586306.77,1127104.43,12772614.18,11059263.83,5220745.21,1430483.35,15445298.78,8436217.96,4453169.85,2292526.66,19423778.14,12339802.68,8850030.37,258454.05,17984020.25,16032631.04,13529985.14,5963825.62,12755714.21,0.0
8,支付的各项税费,5010972.44,2751297.54,0,6787690.68,5159690.68,4653466.13,8535.00,7324387.08,6163681.22,2226592.92,2034896.92,14303257.81,6500715.99,1500547.69,1000081.00,1355772.95,335000.00,335000.00,35000.00,17043839.22,7129000.04,7000000.04,1000000.00,53270434.66,52694080.46,45595080.46,13078865.42,20231860.62,3043640.62,3000000.00,0,41099648.41,33400000.06,29000000.06,5000000.04,22235221.16,11000000.00,0,0,4192941.47,4142941.47,4142941.47,0,6558877.42,2388234.68,2388234.68,353700.39,11633297.33,968143.98,968143.98,968143.98,0,0,0,0,1630.00,0,0,0,3000000.00,3000000.00,3000000.00,3000000.00,10689528.26,4081750.25,4081750.25,2000000.00,38265976.04,25811720.70,19271998.62,6928246.31,42239359.65,0.0
