,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20020930,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,2885990227.91,1827852638.56,816928522.53,4502052739.02,2529854056.45,1448286937.69,654549425.17,5086434400.99,3205296867.25,1787413366.30,811973471.66,7266237755.74,4208399105.41,2479184157.45,963598636.84,6234704671.69,3004074128.98,1703598158.49,691578188.11,4247715481.68,2120134157.03,1161846642.40,510653686.99,3299886677.97,1886211624.24,1048434532.29,532938467.34,1746413160.83,874677434.96,458765737.82,259151829.85,1652420290.14,1047277026.36,624371352.24,309116982.24,1560688375.20,920503596.30,476348811.35,188602083.15,1392839959.08,1073776368.77,539491394.30,274531036.45,1637377486.01,1532311417.26,640487185.35,345299048.97,1270247895.68,839113367.13,526857479.91,250627590.62,776600853.57,463092394.25,233824666.75,98444862.59,294123294.85,182814870.57,65864583.41,26457947.56,205436351.68,137271369.98,91855909.04,44004478.34,185933430.93,104792837.93,63554459.93,156236368.50,156236368.50,126073695.87,105289626.82,0.0
3,收到的税费返还,3466207.70,3446089.89,227859.90,9770663.66,4956476.62,1132212.53,0,6878000.00,1179051.61,969313.02,0,11372978.30,11382855.74,433606.21,0,10383370.92,0,0,0,596542.18,4601374.35,600434.79,374841.50,9126057.69,1028664.98,293300.90,0,0,180450.06,0,0,0,19819281.39,449681.39,0,0,16059955.99,110752.69,805.00,0,148369.57,166451.22,144984.62,6048920.55,5182854.08,5182854.08,4679567.02,0,888956.60,888956.60,0,5394606.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425256.81,425256.81,1713353.17,0,0.0
4,收到的其他与经营活动有关的现金,331821819.81,192457618.79,137771219.44,534769421.22,104607787.94,192934445.65,83471291.60,500557615.42,255429487.15,145279240.50,80306916.75,317811788.85,184586351.81,123470418.00,45805396.87,317462172.53,157042246.21,94918080.27,42851671.80,185062251.14,137825909.16,70068736.69,192246511.69,272562935.92,132081849.21,118106728.43,148857996.03,19938734.11,24448495.68,17651497.61,3878147.46,27724764.59,19152766.58,20141726.61,5179355.34,24677436.37,32738970.31,22555551.14,4161764.65,16646901.79,29128078.23,6867475.78,5006788.80,20339322.24,17780978.21,9911529.38,3199973.78,2974191.52,4592901.61,2132594.31,580487.00,2260729.85,47998944.05,41023363.83,41663943.24,2365681.94,7638634.24,1839395.82,724946.56,1918450.82,-224274.61,799583.73,139114.38,3310827.62,810876.16,420309.78,7354810.17,7354810.17,20191975.74,55463606.88,0.0
5,经营活动现金流入小计,3221278255.42,2023756347.24,954927601.87,5046592823.90,2639418321.01,1642353595.87,738020716.77,5593870016.41,3461905406.01,1933661919.82,892280388.41,7595422522.89,4404368312.96,2603088181.66,1009404033.71,6562550215.14,3161116375.19,1798516238.76,734429859.91,4433374275.00,2262561440.54,1232515813.88,703275040.18,3581575671.58,2019322138.43,1166834561.62,681796463.37,1766351894.94,899306380.70,476417235.43,263029977.31,1680145054.73,1086249074.33,644962760.24,314296337.58,1585365811.57,969302522.60,499015115.18,192764652.80,1409486860.87,1103052816.57,546525321.30,279682809.87,1663765728.80,1555275249.55,655581568.81,353178589.77,1273222087.20,844595225.34,529879030.82,251208077.62,784256190.00,511091338.30,274848030.58,140108805.83,296488976.79,190453504.81,67703979.23,27182894.12,207354802.50,137047095.37,92655492.77,44143592.72,189244258.55,105603714.09,63974769.71,164016435.48,164016435.48,147979024.78,160753233.70,0.0
6,购买商品、接受劳务支付的现金,2656136380.46,1846870619.54,955436851.49,3327519053.72,2381313893.74,1663432851.09,889584029.33,4919568378.00,3691388290.49,2303028005.03,942789742.37,4911776796.85,3725020672.62,2237194596.81,1179444574.53,4810107533.42,2734990859.92,1705722064.48,816277528.08,3478769789.54,2051362332.40,1209563342.73,496780149.45,2834920345.79,1690539289.61,1116031031.96,558806154.57,1190423445.93,682928588.18,363177216.38,215363239.62,1165327938.45,724369252.90,501754727.40,202762808.44,1082835929.94,660300118.19,363039192.74,153397181.55,967426544.02,774792345.42,454139833.63,196628046.04,1091888841.40,1538343051.77,749868939.16,330719873.16,990940346.47,694343705.19,456320159.79,202447180.42,595177564.58,430480073.48,250348953.74,109578298.03,217981719.56,137353209.94,60617378.13,25071190.15,131915776.44,95146155.53,62086239.59,33503963.46,94167798.45,47052101.01,27844843.41,107874847.20,107874847.20,78160830.30,83337869.64,0.0
7,支付给职工以及为职工支付的现金,250997293.35,183674530.87,117489906.05,347919801.56,263601607.94,187640413.68,114835761.15,327011768.57,244000538.91,162477337.45,96186472.11,354377674.04,233648055.29,166888764.39,94746581.50,542490551.55,150514392.64,109688503.14,68060646.42,244070817.08,139720825.41,97537289.18,58375125.19,156677426.17,120962891.77,81851939.39,48290743.51,82242003.99,49506936.80,34765724.58,22152938.19,68789740.15,46767750.86,33220279.98,20564437.96,79657632.50,50245807.48,35805281.11,20317614.24,63461802.29,43244100.74,28954045.96,16708846.84,46531937.22,30653731.71,21198033.24,12636879.76,31682165.26,23286290.58,17061081.91,10127129.13,24751106.54,12796977.68,7988107.68,4446739.28,12369246.80,8644698.75,6396759.87,2708417.30,10139422.30,8006990.62,5381904.01,3093432.53,11566348.74,7142987.32,4732367.00,8715618.65,8715618.65,8112133.02,6493238.28,0.0
8,支付的各项税费,168717762.53,156052558.33,108005751.00,198279795.36,151656141.55,113728800.83,80062064.77,391094299.06,301139427.94,227926654.76,153952648.49,360809298.95,282551795.39,233465716.09,164361038.39,355857245.13,197073351.23,131743596.64,88095584.32,300044844.22,245482185.60,170208469.32,126462396.61,182626128.45,144002272.05,111966318.86,77847741.34,119790885.12,76889232.42,53850525.35,33565111.37,116550437.91,103529396.30,63514026.33,40474689.66,178649190.04,164950100.56,92204491.53,49725871.00,155819045.21,137584349.11,82359189.88,53769898.55,138657028.07,101738261.17,75572883.66,55392913.84,94579360.05,55828104.70,39967101.15,25121280.04,50213171.31,33108233.60,17303792.42,13107377.84,24361694.73,16866589.26,9731009.38,5662015.16,18984827.53,14886372.89,9871744.29,6504401.41,21068309.47,14069504.01,11232716.35,20399641.10,20399641.10,18800755.24,5688982.73,0.0
9,支付的其他与经营活动有关的现金,518294410.23,360047383.04,161380291.16,1034348508.98,660093472.07,508752695.61,339287303.32,713924198.01,595972186.66,358476795.40,178754968.29,696234267.82,475086868.50,337407000.64,157172545.95,683140429.51,431897807.56,234936819.46,87922272.96,369052088.71,344776963.06,208082093.79,282115879.85,328272985.41,296214317.81,200391713.11,188567058.23,89770132.32,77835311.75,65834850.47,15796993.50,74133242.54,77006427.13,50682586.56,21037940.01,89094146.34,60899729.06,38887489.00,17104901.90,79092077.77,74678144.75,51278241.63,38893984.21,76883815.62,114573704.08,40092279.21,23520995.92,66749841.75,42925376.45,40280632.82,23849461.43,62153704.68,86265803.85,65825393.17,51845103.39,51530098.59,34761244.77,18910521.40,8560407.37,28221030.32,19068247.74,13770800.99,4528540.13,17116257.84,13840393.11,9237384.93,14808027.28,14808027.28,17808017.74,10493330.97,0.0
10,经营活动现金流出小计,3594145846.57,2546645091.78,1342312799.70,4908067159.62,3456665115.30,2473554761.21,1423769158.57,6351598643.64,4832500444.00,3051908792.64,1371683831.26,6323198037.66,4716307391.80,2974956077.93,1595724740.37,6391595759.61,3514476411.35,2182090983.72,1060356031.78,4391937539.55,2781342306.47,1685391195.02,963733551.10,3502496885.82,2251718771.24,1510241003.32,873511697.65,1482226467.36,887160069.15,517628316.78,286878282.68,1424801359.05,951672827.19,649171620.27,284839876.07,1430236898.82,936395755.29,529936454.38,240545568.69,1265799469.29,1030298940.02,616731311.10,306000775.64,1353961622.31,1785308748.73,886732135.27,422270662.68,1183951713.53,816383476.92,553628975.67,261545051.02,732295547.11,562651088.61,341466247.01,178977518.54,306242759.68,197625742.72,95655668.78,42002029.98,189261056.59,137107766.78,91110688.88,47630337.53,143918714.50,82104985.45,53047311.69,151798134.23,151798134.23,122881736.30,106013421.62,0.0
11,经营活动产生的现金流量净额,-372867591.15,-522888744.54,-387385197.83,138525664.28,-817246794.29,-831201165.34,-685748441.80,-757728627.23,-1370595037.99,-1118246872.82,-479403442.85,1272224485.23,-311939078.84,-371867896.27,-586320706.66,170954455.53,-353360036.16,-383574744.96,-325926171.87,41436735.45,-518780865.93,-452875381.14,-260458510.92,79078785.76,-232396632.81,-343406441.70,-191715234.28,284125427.58,12146311.55,-41211081.35,-23848305.37,255343695.68,134576247.14,-4208860.03,29456461.51,155128912.75,32906767.31,-30921339.20,-47780915.89,143687391.58,72753876.55,-70205989.80,-26317965.77,309804106.49,-230033499.18,-231150566.46,-69092072.91,89270373.67,28211748.42,-23749944.85,-10336973.40,51960642.89,-51559750.31,-66618216.43,-38868712.71,-9753782.89,-7172237.91,-27951689.55,-14819135.86,18093745.91,-60671.41,1544803.89,-3486744.81,45325544.05,23498728.64,10927458.02,12218301.25,12218301.25,25097288.48,54739812.08,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,2188901.01,2118357.60,757857.60,2625000.00,0,0,0,7753489.50,200610.00,200610.00,1235288.50,10000000.00,10000000.00,10000000.00,0,0,0,0,0,0,0,0,0,223204.27,100000.00,0,0,0,0,0,0,0,0,0,0,50000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000.00,300000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507021.00,0,0.0
14,取得投资收益所收到的现金,70110.90,45000.00,0,3302303.37,0,0,0,4396316.06,34645.50,34645.50,247899.50,4099041.38,0,0,0,2000000.00,0,0,0,0,0,0,0,0,123204.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43103449.68,47103449.68,47103449.68,0,6025494.83,6025494.83,6025494.83,0,86560.03,86560.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
