,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,155854310.65,991405973.48,707530719.57,454639282.89,233252029.71,973102763.31,682456841.71,421138036.59,217796505.27,813272727.83,453226110.29,262781468.18,129790244.51,394684268.99,299710695.03,176502715.81,80970408.96,338896181.93,225552188.84,140724108.62,64181060.88,319174183.32,222037511.44,144530864.67,64488448.94,351663571.77,237593018.28,148760948.28,60574361.36,332641748.77,222045118.36,145006767.78,63351651.23,333309871.90,235509964.28,153692672.91,66415483.34,318921412.99,232903189.14,142558149.86,65654441.95,244267659.24,170674881.33,151585104.20,113437668.29,0.0
3,收到的税费返还,4075593.24,19835089.18,18658587.08,13192171.87,5904941.42,24377246.92,19717720.39,13437341.77,6980511.96,19483133.36,17161662.28,10492085.77,4158039.20,15720538.66,13560500.11,8171404.21,4249479.85,13882875.63,10729553.36,6505302.64,3482960.12,14329596.00,10936474.36,6351584.91,2517467.32,16342933.81,15495340.88,8959282.19,5664496.26,17031428.16,13897467.96,9222248.59,4419421.73,17399910.13,10072897.91,8604482.03,1450237.59,17762675.85,13971627.17,7743995.48,5298282.76,13765486.93,12222080.02,6901634.89,1122336.12,0.0
4,收到的其他与经营活动有关的现金,24551817.96,23419863.66,55125909.17,28625061.20,9956093.96,27448932.89,44049368.26,43113528.09,22927186.24,38770054.43,27427362.64,17252341.79,2457123.37,14102160.47,21571417.67,3884490.61,8270054.41,19231103.99,5299924.08,4016183.75,751824.19,9910856.31,3967544.93,3581277.57,2249178.00,7066358.90,6087146.64,3879039.67,2672454.08,6459992.33,5546980.21,4913270.17,2097539.50,13687685.31,25408476.70,11366857.72,7590968.67,7354880.98,2034183.93,629499.71,1743619.00,12739786.97,5532366.71,23799389.74,5714716.70,0.0
5,经营活动现金流入小计,184481721.85,1034660926.32,781315215.82,496456515.96,249113065.09,1024928943.12,746223930.36,477688906.45,247704203.47,871525915.62,497815135.21,290525895.74,136405407.08,424506968.12,334842612.81,188558610.63,93489943.22,372010161.55,241581666.28,151245595.01,68415845.19,343414635.63,236941530.73,154463727.15,69255094.26,375072864.48,259175505.80,161599270.14,68911311.70,356133169.26,241489566.53,159142286.54,69868612.46,364397467.34,270991338.89,173664012.66,75456689.60,344038969.82,248909000.24,150931645.05,72696343.71,270772933.14,188429328.06,182286128.83,120274721.11,0.0
6,购买商品、接受劳务支付的现金,108147963.62,576023056.31,452481085.25,273552653.62,149054083.58,611206031.32,451011327.00,310778450.97,144480185.25,420747058.01,260166486.15,143104856.06,73471855.28,223724127.95,193136410.98,123488593.42,60934674.64,164258308.75,109447651.09,63829767.88,30950868.17,101056304.06,88293126.60,56499811.61,27518722.24,169638423.30,120261480.85,80807341.67,34108618.01,125003532.60,93271483.28,56571594.69,26198368.95,140314771.75,87590016.12,61557372.55,30649450.97,134801424.52,106551610.41,68018467.35,50170825.29,109787580.96,62967827.04,71081022.20,32889985.71,0.0
7,支付给职工以及为职工支付的现金,44151757.78,206624675.48,152907737.47,101059776.47,44880514.61,163871911.53,113196694.09,77226441.17,35445734.82,124891923.68,83387523.72,55810640.33,30486639.70,88490779.28,66285677.87,44928543.93,23201040.39,77965576.46,59130612.48,39875120.10,18803806.66,72097997.49,54310841.35,38143908.95,21757307.23,71466858.25,50754509.91,34303806.74,18404486.26,63308336.05,47165521.49,30887637.84,16701743.41,70301989.18,58463887.40,43859774.45,26080530.31,62827660.05,43837172.38,27095700.70,12981477.19,32697244.48,21978072.81,14888052.82,5902379.22,0.0
8,支付的各项税费,28604167.07,69605445.09,55824396.56,45549239.28,23648359.84,88835640.86,74685747.33,53654641.73,29781551.88,67580569.92,55792554.12,35339975.06,18995049.93,42267129.06,35833536.76,20498131.06,10516027.93,45133110.13,35080673.90,24147490.43,9393303.23,41922079.55,30760578.22,21143997.51,9420879.56,41908806.79,33134296.92,22372122.98,10898360.37,42664380.54,30624589.38,21477242.87,8270715.90,41332903.24,31859929.54,19699345.01,8975338.53,34707235.48,25621590.27,13462951.95,6125835.42,20561986.04,14040910.54,17578895.66,11514507.48,0.0
9,支付的其他与经营活动有关的现金,69345621.31,162823970.52,176119685.90,111337937.43,52314156.76,197446934.15,171252081.49,112607877.45,55477083.67,156292074.04,125355745.48,72293573.68,42354265.70,100025174.00,79104848.20,41672796.49,28037452.98,89911892.26,64239656.43,39231527.67,19050062.23,95086988.99,58390472.99,37680571.28,24352436.20,107406101.34,84840016.81,55020258.54,29218904.06,105278619.37,71969317.58,49251229.20,23017079.76,79011783.73,53958106.59,27514823.43,12006002.26,49204292.17,39424641.01,19738805.10,9698234.39,40753847.96,27610682.43,35045243.95,17072279.00,0.0
10,经营活动现金流出小计,250249509.78,1015077147.40,837332905.18,531499606.80,269897114.79,1061360517.86,810145849.91,554267411.32,265184555.62,769511625.65,524702309.47,306549045.13,165307810.61,454507210.29,374360473.81,230588064.90,122689195.94,377268887.60,267898593.90,167083906.08,78198040.29,310163370.09,231755019.16,153468289.35,83049345.23,390420189.68,288990304.49,192503529.93,92630368.70,336254868.56,243030911.73,158187704.60,74187908.02,330961447.90,231871939.65,152631315.44,77711322.07,281540612.22,215435014.07,128315925.10,78976372.29,203800659.44,126597492.82,138593214.63,67379151.41,0.0
11,经营活动产生的现金流量净额,-65767787.93,19583778.92,-56017689.36,-35043090.84,-20784049.70,-36431574.74,-63921919.55,-76578504.87,-17480352.15,102014289.97,-26887174.26,-16023149.39,-28902403.53,-30000242.17,-39517861.00,-42029454.27,-29199252.72,-5258726.05,-26316927.62,-15838311.07,-9782195.10,33251265.54,5186511.57,995437.80,-13794250.97,-15347325.20,-29814798.69,-30904259.79,-23719057.00,19878300.70,-1541345.20,954581.94,-4319295.56,33436019.44,39119399.24,21032697.22,-2254632.47,62498357.60,33473986.17,22615719.95,-6280028.58,66972273.70,61831835.24,43692914.20,52895569.70,0.0
12,二、投资活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,收回投资所收到的现金,0,5440710.94,0,2050000.00,725000.00,0,135000000.00,52000000.00,0,9150000.00,103350000.00,71700000.00,1600000.00,0,610000000.00,470000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,取得投资收益所收到的现金,0,3717407.24,750265.28,750265.28,0,5489496.25,3030716.31,677729.23,435678.09,1719248.53,1743172.31,792172.37,510577.00,6731780.78,4434963.01,3267843.15,863732.49,3483979.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,处置固定资产、无形资产和其他长期资产所收回的现金净额,8000.00,395774.85,11000.00,11000.00,0,1244003.48,902876.00,415800.00,343800.00,297664.55,0,0,0,163063.48,106230.00,106230.00,16230.00,92636.23,48003.75,47863.25,0,188137.69,132000.00,0,0,242951.94,0,0,0,0,0,0,0,123300.00,121000.00,0,0,0,0,0,0,15000.00,15000.00,683927.09,2000.00,0.0
16,处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,-1253691.56,0,0,0,0,0,0,0,757591.12,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,收到的其他与投资活动有关的现金,20217500.00,420000000.00,262319669.86,321014904.11,0,471000000.00,0,0.00,40119503.20,196400000.00,3000000.00,0.00,0,837000000.00,0.00,0.00,0,414000000.00,110102.52,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,投资活动现金流入小计,20225500.00,429553893.03,263080935.14,323826169.39,725000.00,476479808.17,138933592.31,53093529.23,40898981.29,207566913.08,108093172.31,72492172.37,2110577.00,844652435.38,614541193.01,473374073.15,879962.49,417576615.68,158106.27,47863.25,0.00,188137.69,132000.00,0.00,0.00,242951.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123300.00,121000.00,0.00,0,0,0,0,0,15000.00,15000.00,683927.09,2000.00,0.0
19,购建固定资产、无形资产和其他长期资产所支付的现金,5324073.91,80008398.07,12577510.15,5048652.46,2778860.76,34716707.13,16558580.75,12539091.32,7029892.93,66191927.70,22900827.40,17092962.63,10008914.67,15004969.27,7274592.42,5133409.75,4003707.02,14746183.40,8241446.51,6963028.85,3857474.22,11232965.43,3652675.60,3109082.66,2156857.58,32543508.24,22815723.80,16606277.68,1230842.00,15282472.90,8122006.01,5233506.01,3461551.99,15946492.07,14509878.87,10185190.97,6770476.43,40436646.17,26229970.03,13794099.48,7342439.52,45513160.49,28429515.98,27007277.26,37031689.68,0.0
20,投资所支付的现金,2496358.47,0,0,0,0,2580000.00,276000000.00,216603.00,216603.00,50000000.00,190723967.28,160983667.72,80802800.00,11460789.47,641460789.47,500460789.47,5000000.00,46250000.00,200000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.00,0,0.0
21,取得子公司及其他营业单位支付的现金净额,0,103135678.33,135282046.29,96273830.54,0,116265647.54,118854139.54,116274139.54,0,270385334.79,170142995.95,177877900.00,0,78268071.24,6750000.00,6750000.00,0,42946185.58,107000000.00,60750000.00,0,0,0,0,0,-98852.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234102.85,0.0
22,支付的其他与投资活动有关的现金,30000000.00,320000000.00,143218223.53,253000000.00,63008215.75,551000000.00,0,181000000.00,35000000.00,171600000.00,3711500.00,0.00,0,687000000.00,0.00,0.00,0,614000000.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
