,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,84106968.30,62468862.83,21935651.54,317181452.90,209636567.96,152049274.72,71972689.45,514228200.74,348365707.61,248685044.47,156514366.91,851351755.57,355973173.02,179110744.59,111262465.56,1605047168.24,1061769019.09,651410885.15,356608620.01,16835594.38,7458182.50,2844000.00,700000.00,16248913.78,16073913.78,11292231.78,0,632628164.56,372685749.51,239754961.23,121635611.97,279828235.36,209350278.62,113661807.84,43759235.07,261205653.54,174110918.79,119849345.96,61350340.81,58953852.73,30392955.07,24281117.94,1145146.21,40522043.72,22015897.52,8541265.58,5518339.27,4951587.43,6566323.57,4936288.87,4657114.65,92205553.99,238117497.48,236204128.68,61883889.40,534231690.72,401265974.19,263501090.59,92193266.47,415541150.53,248519793.91,147773807.59,61866765.06,515124556.97,400066948.97,247857810.60,66310307.34,284508666.15,132675604.95,141999187.05,46971137.23,115140404.23,132025101.75,0.0
3,收到的税费返还,234157.77,54.69,0,672.91,1374338.39,1374338.39,0,5784414.97,2092564.30,2092564.30,0,0,0,0,0,684.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179743.80,179743.80,0,0,0,0,0,0,0,0,0,0,0,21162.49,0,0,0,0,0,0,0,0,0,0,32651432.58,32651432.58,31486226.04,20728776.59,0,13763903.58,1821063.85,1261501.11,0,762193.19,2830740.72,100000.00,0,0,0.0
4,收到的其他与经营活动有关的现金,92834909.84,13548180.79,12250104.82,39289963.80,142699819.71,41535847.50,5933684.08,13765063.85,15288936.34,8470248.66,4918052.56,17335408.79,25274180.93,5887570.07,2618516.39,72158389.29,150996252.32,31006151.90,2001477.56,1372909.15,1058251.92,600778.79,410592.06,25529383.74,56614565.14,51689250.80,35643852.48,140457059.44,45382103.83,32569741.61,53365161.61,202162441.61,108893955.30,67126092.12,18691487.23,109623166.90,52705754.61,73711299.00,14632114.49,40268561.72,17702927.31,22284465.83,12220564.81,99924876.39,35569608.43,38466411.14,18702801.57,20054669.38,41036807.44,18583095.16,1270424.64,27644410.49,42835859.71,39782847.89,25425906.04,141857373.45,53179735.35,34628748.78,5603872.15,30522494.46,24087331.24,6110191.05,27966556.93,29064981.28,14097879.90,5876596.59,26713601.72,8790384.50,5044673.43,6185354.34,439678.59,4046000.00,8102640.55,0.0
5,经营活动现金流入小计,177176035.91,76017098.31,34185756.36,356472089.61,353710726.06,194959460.61,77906373.53,533777679.56,365747208.25,259247857.43,161432419.47,868687164.36,381247353.95,184998314.66,113880981.95,1677206241.70,1212765271.41,682417037.05,358610097.57,18208503.53,8516434.42,3444778.79,1110592.06,41778297.52,72688478.92,62981482.58,35643852.48,773085224.00,418067853.34,272324702.84,175000773.58,481990676.97,318244233.92,180787899.96,62450722.30,371008564.24,226996417.20,193560644.96,75982455.30,99222414.45,48095882.38,46565583.77,13365711.02,140446920.11,57585505.95,47007676.72,24221140.84,25006256.81,47624293.50,23519384.03,5927539.29,119849964.48,280953357.19,275986976.57,87309795.44,676089064.17,454445709.54,298129839.37,97797138.62,478715077.57,305258557.73,185370224.68,110562098.58,544189538.25,427928732.45,255555471.04,94285410.17,293299050.65,138482471.57,151015282.11,47510815.82,119186404.23,151193161.82,0.0
6,购买商品、接受劳务支付的现金,213874505.00,164554045.70,28258243.90,429483243.81,236826059.62,159122794.93,62914381.00,287779244.84,185756338.25,126242920.25,123162115.60,288308591.97,54893735.58,43128642.16,13779318.27,395172994.80,397316892.86,245809399.94,64841548.23,48632141.67,22130339.00,17658300.31,11220000.00,9494716.43,14546312.65,7603977.03,0,399013333.83,176576338.69,118353202.30,118353202.30,101507533.66,70370937.86,35721445.95,12242739.27,73424737.49,62916800.07,41645872.93,29357142.42,29948826.28,6987854.41,4237763.81,714512.10,7469724.85,8051124.56,4087297.12,1459865.28,3340248.83,1627189.33,4600.00,4600.00,1317498.89,124406998.42,124309118.42,49400922.78,308359970.22,221106108.86,193745349.88,62816292.14,331947229.57,219992072.62,116030831.16,88341976.45,490659508.92,367691869.36,192052128.86,69762438.35,234317478.97,85621550.19,106451407.95,15832536.94,83816865.03,39644089.65,0.0
7,支付给职工以及为职工支付的现金,39468428.63,27956087.32,15425375.49,46454336.74,30371141.26,19394174.18,8921497.39,28084601.99,22100659.85,15405578.48,8355927.09,41676905.14,35621565.09,26307629.71,15245861.91,68461260.13,54638842.48,39268288.15,23292763.96,14733083.57,12011344.45,9943933.75,8799351.82,15053454.57,13499556.84,11930859.41,4732543.60,49657326.19,38039827.31,25283259.00,25283259.00,38008066.06,26367076.97,17576672.47,8662770.54,33345820.97,23276347.38,14968011.29,6041705.31,6809223.58,5620254.50,3970171.54,755145.40,7903373.61,3448246.19,2220008.50,772040.00,4748552.54,1652363.20,124640.00,62210.00,4506569.91,3887325.09,3059053.09,2999710.71,13934736.14,9847515.24,5140552.22,1862213.98,25285672.55,20939502.80,15956563.52,6649644.19,18721714.90,14261206.20,9761716.94,5261898.05,14674220.61,5891994.90,10576221.41,4388798.85,7492527.24,10452273.45,0.0
8,支付的各项税费,9100123.13,7583225.76,3235415.64,23093070.53,19797409.43,14573497.62,7701458.55,62839337.32,50588564.23,39872371.98,21966221.34,128755875.44,115141157.75,104349945.98,90081298.38,162440595.75,125494664.49,95501599.53,67538569.67,11685068.26,11455096.10,11403866.08,166545.04,216765.76,216765.76,216765.76,694225.78,27505357.02,13218374.32,10346697.60,10346697.59,56288875.82,38202017.23,19583674.62,9071501.33,52200867.20,25155179.95,24245972.03,16818394.68,7764783.00,4729772.76,3990551.12,521474.10,5765929.41,3531124.56,454254.56,648754.56,102100.00,146950.50,103810.00,80000.00,8165212.79,22344434.87,22078514.42,16713358.17,57737511.35,43049470.06,31766311.09,19706285.80,32616618.77,11026971.92,5947767.83,1527787.76,11903987.43,10270321.14,8219565.75,3504431.64,15741117.58,9715029.91,32769487.45,12962007.63,17188390.84,24767338.65,0.0
