,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030630,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,423198416.96,269419079.84,178036312.19,1567727279.12,814053485.35,630905896.42,500433528.97,1283299279.43,1372858312.73,824476002.15,178443374.80,1042670360.80,263578582.05,175121867.46,72020380.72,1184669490.53,369246917.91,271094434.98,140317217.53,1376258978.28,598711022.13,356816839.14,238218037.00,1438380916.53,531457873.11,306534756.19,209649768.20,2810771868.69,1694745396.65,730578407.32,388955620.29,1961036672.58,974340435.90,510803868.42,456196781.70,1841580888.52,1127478971.08,582166852.99,269729029.11,1546050678.26,738263824.20,625646267.34,180285912.52,1163462755.60,641476353.47,362189129.02,184517682.54,656140279.86,377783767.48,214940891.41,84873895.64,639496709.31,291924368.22,135338629.04,70003996.43,771167010.86,388765998.15,268639804.63,56792115.90,333695870.27,112316670.11,79150033.00,101602930.20,456995250.28,76547434.77,437273709.40,0.0
3,收到的税费返还,0,0,0,0,0,0,0,0,0,409000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3876150.00,3876150.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347145.38,0,0,763341.97,435882.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,71905793.53,42764322.98,21754999.14,85369179.15,42386844.70,33534167.99,15999560.24,227480447.90,51136744.06,40790535.86,20329691.21,67997093.76,51189620.07,37541994.10,6898907.94,56142267.06,40401763.03,86204024.08,15962794.82,146259058.01,48351782.40,28587985.44,20535532.83,126986903.58,68556906.87,58010492.07,450523169.51,88060235.73,45037741.65,4800470.90,199324876.41,35394684.43,19788723.89,17741191.96,114007016.61,27879943.77,122728534.40,99956339.81,133432571.98,45750992.93,184978116.60,189242342.94,116788528.78,53627809.47,228648752.52,120872915.17,4827269.62,58825897.27,70537998.62,3806916.51,25871309.88,27571166.00,14779455.58,16203130.52,10136461.64,24755511.45,73408378.97,69409301.80,4991323.84,1198416.40,175464916.98,47459967.27,286456.33,613004.55,308881.42,2227004.93,0.0
5,经营活动现金流入小计,495104210.49,312183402.82,199791311.33,1653096458.27,856440330.05,664440064.41,516433089.21,1510779727.33,1423995056.79,865675538.01,198773066.01,1110667454.56,314768202.12,212663861.56,78919288.66,1240811757.59,409648680.94,357298459.06,156280012.35,1522518036.29,647062804.53,385404824.58,258753569.83,1565367820.11,600014779.98,364545248.26,660172937.71,2898832104.42,1743659288.30,739255028.22,588280496.70,1996431357.01,994129159.79,528545060.38,570203798.31,1869460832.29,1250207505.48,682123192.80,403161601.09,1591801671.19,923241940.80,814888610.28,297074441.30,1217090565.07,870472251.37,483062044.19,189344952.16,715729519.10,448757648.37,218747807.92,110745205.52,667067875.31,306703823.80,151541759.56,80140458.07,795922522.31,462174377.12,338049106.43,61783439.74,334894286.67,287781587.09,126610000.27,101889386.53,457608254.83,76856316.19,439500714.33,0.0
6,购买商品、接受劳务支付的现金,246394894.55,212793484.05,164347302.05,1383686764.41,416024000.63,407558440.43,404989355.60,1552754854.61,1281167167.67,848278406.12,249806760.87,885541522.12,109273317.30,58782653.40,119657712.42,986202157.95,268064700.67,86751139.97,175690446.78,1170964477.05,446296635.07,355636199.28,247690365.00,1299471374.00,472204493.61,379875570.03,195500863.61,1989477640.34,1187810790.58,701820375.57,425583693.56,1793332384.11,706326904.57,468793431.56,550891731.70,1912124711.44,686264701.85,317983848.17,235911572.31,1560848338.49,256847422.36,246704405.45,131737656.44,1304671313.68,571950283.89,330352555.70,235950377.02,629244852.93,314802480.73,106999556.34,129260063.25,574116232.27,297457919.45,176050036.70,138488610.76,512606141.12,245766055.52,121106203.64,64369999.69,364030397.39,159406070.87,92033287.70,81277400.76,323844854.82,15837351.01,272504688.18,0.0
7,支付给职工以及为职工支付的现金,37597462.22,33166427.36,18258059.61,62156520.60,42306124.12,25170166.69,14493459.58,97448056.67,61670333.79,41367222.22,19794937.96,95901492.78,61448928.12,23016661.90,10237840.80,92733548.86,58405615.94,33317215.29,19070614.36,101129041.11,64261367.81,39425243.97,17522809.85,98059830.93,25762541.63,17017167.48,8564921.96,105284598.93,62136914.98,41302729.54,17509784.57,121718756.23,70606478.62,43192102.24,11846528.68,99634771.89,64142644.63,33972609.85,13807642.34,79280455.78,109144132.77,85153451.04,62424478.85,66385166.82,85645798.09,28397739.72,13877189.78,59038426.57,44462313.33,37033066.35,21020574.52,49539019.23,29157614.72,23764006.72,14962799.15,54667326.82,24586261.48,73001772.16,38214451.75,23826760.07,90347297.59,77118996.26,5561284.66,34861401.96,6178552.02,34280326.53,0.0
8,支付的各项税费,6955588.70,5518778.09,2553125.16,14740875.38,7640304.52,5088982.68,1517528.62,8499832.52,5586903.09,4969420.39,1451767.66,14800314.78,10299640.44,5492786.58,3295296.09,15529441.52,13289819.61,9947649.93,4655777.70,14126051.26,10442922.33,7528531.73,2942175.16,16039596.88,12220507.79,11782839.33,6055847.05,7392314.35,1128929.28,804102.95,397871.74,16767906.41,18785201.03,17632336.15,10769209.31,28705734.60,14427901.16,8837152.07,3322940.46,12133907.35,8853356.47,6259825.35,2049208.77,9622637.73,10939603.37,6696013.58,1739362.41,8235091.53,6296735.99,2621497.16,1892036.26,4979112.38,3079231.70,1237876.06,643404.41,1413832.53,2964424.23,1886245.05,216324.39,1747069.65,484553.10,1296987.70,0,1811201.11,0,2164387.63,0.0
