,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,17902300217.89,14792678810.69,10647633291.11,5176072264.50,21703486996.01,17966479969.41,12000859885.59,5631083428.67,21605604517.02,16075995168.15,10750881333.48,5300196325.09,16397913477.80,12387301114.09,7053334073.75,3197147698.51,21322066319.80,18130843822.34,12185028178.84,5082412701.66,21796137847.65,17231990599.07,10739875209.61,4636988984.53,20813972158.17,15904549552.35,8590088440.84,3384822510.21,14020522088.39,10304776675.22,6181109936.37,2460726564.93,7089488592.66,4529096083.86,3179240889.60,1421373722.93,5532909147.18,4013598863.92,2480175587.31,1118848630.88,4309228023.60,3162197889.37,1932167317.54,681421380.57,5230171311.53,4312506190.69,2871811999.31,1439535022.73,6849369084.90,5076594663.41,3212082929.76,1500961508.12,5102919440.83,3560016269.58,1932224693.18,797583155.83,1385887406.39,880128999.24,591154895.80,258264599.73,873656244.49,648688058.36,377321320.50,158780180.59,763941365.33,737774634.57,0.0
3,收到的税费返还,17437657.06,4527479.62,2634999.00,0,22552206.60,22406071.31,22406071.31,22406071.31,0,0,0,0,16885931.06,26540.77,1379.58,0,10007621.61,0,0,0,23284371.29,9575326.46,9575326.46,0,7192952.44,0,0,0,9151504.23,9151504.23,9151504.23,9188979.66,0,0,0,0,1964686.76,0,0,0,0,0,0,0,493183.44,493183.44,493183.44,0,717.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,243686143.32,185926373.16,154405799.86,74362292.86,128575535.59,87067382.88,57543104.94,24079559.57,158326059.61,184136272.51,74861143.80,30939428.50,116488630.94,94326976.86,52701049.89,27389659.92,109587222.83,85990411.73,49632248.66,41865187.47,72258257.85,39742575.94,17209511.68,28428777.66,94221354.96,54714477.45,26799035.12,14834650.99,85326911.62,139257811.45,40651273.37,23209609.13,103555582.57,79327203.67,48403580.90,10081793.29,44278585.66,21094482.84,18318743.84,14946561.01,30791059.63,22240117.24,14742721.09,18012700.10,38429589.54,36169315.82,8365547.95,21783717.49,27719010.90,37878959.36,17992210.03,8219426.30,14226299.42,13206008.92,6926268.68,12215292.95,4472062.75,6393356.70,5033824.30,2792495.88,39197324.22,40960682.27,38187698.70,35492099.58,7397344.91,1704974.19,0.0
5,经营活动现金流入小计,18163424018.27,14983132663.47,10804674089.97,5250434557.36,21854614738.20,18075953423.60,12080809061.84,5677569059.55,21763930576.63,16260131440.66,10825742477.28,5331135753.59,16531288039.80,12481654631.72,7106036503.22,3224537358.43,21441661164.24,18216834234.07,12234660427.50,5124277889.13,21891680476.79,17281308501.47,10766660047.75,4665417762.19,20915386465.57,15959264029.80,8616887475.96,3399657161.20,14115000504.24,10453185990.90,6230912713.97,2493125153.72,7193044175.23,4608423287.53,3227644470.50,1431455516.22,5579152419.60,4034693346.76,2498494331.15,1133795191.89,4340019083.23,3184438006.61,1946910038.63,699434080.67,5269094084.51,4349168689.95,2880670730.70,1461318740.22,6877088813.35,5114473622.77,3230075139.79,1509180934.42,5117145740.25,3573222278.50,1939150961.86,809798448.78,1390359469.14,886522355.94,596188720.10,261057095.61,912853568.71,689648740.63,415509019.20,194272280.17,771338710.24,739479608.76,0.0
6,购买商品、接受劳务支付的现金,12396586054.81,10271922343.83,7458093227.53,3758101821.78,15638355400.07,13158090984.41,8630107653.15,4150124992.78,14883960089.18,11638047579.00,7542188011.18,3950352504.26,12363160286.57,9470280327.56,5357135568.85,2564060381.67,17038206830.33,15274521583.13,10173598269.34,4259697648.22,18725350354.74,15040208455.53,9346391008.95,3972291595.34,18144405812.00,13967453008.80,7301076571.05,2727431310.20,10761000429.85,8071612451.59,4900089912.57,1950467121.72,4582240915.73,2856331079.50,1928372466.95,780864049.94,3363620559.50,2155926746.60,1547195565.15,957256494.44,2314449786.49,1328638173.77,692863869.58,289705364.77,2494936033.68,2140939561.17,1499056855.31,949186735.04,4243956036.91,2853996294.71,1663368896.35,794589187.93,3749029778.54,2487689064.71,1345556185.52,449088468.67,833176365.32,543704454.80,331118725.16,134324731.87,468769192.03,411631923.48,222902921.79,63808375.52,473009624.06,436470594.18,0.0
7,支付给职工以及为职工支付的现金,1657269355.54,1138550011.07,781193932.08,436760531.15,1530203193.26,1107603275.27,738887141.82,420903968.76,1386047769.26,1035841457.92,631919966.09,307486372.75,1224930374.93,881151910.07,561269214.11,287946160.14,1171171939.50,810444096.48,536092333.36,274775519.42,1175349078.43,793061521.59,524455011.42,245233440.63,962449220.60,813960075.37,533470486.20,255141279.51,1025825327.43,708063773.79,474092619.80,255715117.22,1017650529.84,737471189.18,505805101.00,252937930.35,861131666.06,624933553.97,414971460.12,207633228.44,813487400.07,600830432.16,383489156.69,183441657.00,737020626.00,515279739.57,324492538.16,148835693.21,628818278.02,436693184.06,236536378.83,105420132.35,393114537.27,236268670.41,153504371.10,70636777.74,211633785.00,138853035.16,88423495.22,45399214.24,141544428.88,79431941.04,64852349.95,22209695.44,125741825.78,121474911.81,0.0
8,支付的各项税费,1341484113.66,1106327748.36,903779617.31,421170291.12,1678471804.42,1375903001.16,1020804109.66,502211853.58,1624537125.85,1169722617.67,821582405.55,418373812.89,964325279.47,677615548.25,447348456.30,207993293.36,1148057324.70,778068732.94,522904590.23,201725503.51,924748207.97,683149346.96,430417973.62,169094659.07,787412308.27,573436762.55,383391163.03,125863943.60,686035505.89,502180436.02,357306446.42,113426528.85,457615112.50,395041388.46,242470760.54,46472703.39,579052982.32,341967788.66,179963907.12,28091634.09,516831573.14,404032972.74,259554743.36,101670509.73,582277654.42,473865260.19,311208873.24,62094522.71,834794046.75,587800208.15,335869047.11,89067332.11,474770683.18,355396661.93,240670978.25,100348526.96,118494394.62,90136269.53,69812881.55,32280551.98,66130669.98,44664924.37,27704267.89,14613655.52,55675375.18,57326892.87,0.0
