,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20071231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,164260749.78,103092332.52,50480938.00,253873595.57,191723513.97,139852994.72,92710554.68,412283848.44,313318572.14,147399557.76,67831747.96,252566242.47,192604858.64,124978242.30,45657644.63,222171843.13,132833698.01,96080427.21,50568300.68,195931253.62,110557955.74,72245798.42,46064097.09,286683758.48,235763102.87,113513348.52,81620870.41,134897850.49,66351779.06,44034907.40,16190862.32,149172571.80,89563149.31,59330996.64,25758247.67,127065252.06,75409759.99,44735552.02,28874426.77,200173185.71,115361666.75,72654606.86,28174078.53,146810603.46,92123046.58,0.0
3,收到的税费返还,380875.05,210162.72,30078.60,45807.39,708110.10,32043.24,32043.24,340758.83,241414.42,5611.67,0,571813.04,571813.04,170459.73,170459.73,5828057.37,5652665.60,5477224.33,5477224.33,3024171.17,850185.89,795482.19,0,14348583.99,12667585.70,12602065.58,7313097.47,4752630.83,90568.25,0,0,1040807.78,879605.40,742173.19,742173.19,168892.26,0,0,0,180238.48,180238.48,180238.48,126801.76,0,0,0.0
4,收到的其他与经营活动有关的现金,24197888.47,8068602.35,2728451.39,71154387.20,46170996.41,40657082.83,13012935.98,88900670.30,37378314.72,30726986.73,11612764.00,40993935.68,29104937.01,19932586.37,9158491.65,42300527.26,35201608.89,25267428.66,9277755.22,45733870.24,53827318.49,21629723.31,10963977.64,41751346.51,24393757.30,17511242.44,13628371.73,19085668.25,7024744.82,3782449.24,11310718.29,5980270.13,11367425.44,5352920.01,7219800.00,12470006.76,8307612.26,7746153.24,7183816.65,3544450.78,3495773.70,3319194.37,2618323.00,5398847.75,18171156.84,0.0
5,经营活动现金流入小计,188839513.30,111371097.59,53239467.99,325073790.16,238602620.48,180542120.79,105755533.90,501525277.57,350938301.28,178132156.16,79444511.96,294131991.19,222281608.69,145081288.40,54986596.01,270300427.76,173687972.50,126825080.20,65323280.23,244689295.03,165235460.12,94671003.92,57028074.73,342783688.98,272824445.87,143626656.54,102562339.61,158736149.57,73467092.13,47817356.64,27501580.61,156193649.71,101810180.15,65426089.84,33720220.86,139704151.08,83717372.25,52481705.26,36058243.42,203897874.97,119037678.93,76154039.71,30919203.29,152209451.21,110294203.42,0.0
6,购买商品、接受劳务支付的现金,88656995.73,57584661.39,25556418.52,158712138.45,121549091.77,91561002.73,44414549.57,225411123.56,250426508.39,113868208.94,59782648.27,153527467.03,121210281.65,80245820.54,44592070.75,167669610.71,127710853.19,84796611.55,40796315.54,182064311.02,125037971.53,84513598.42,42745109.63,159470584.81,119321070.27,70171878.94,47201643.72,119798838.94,80704532.23,62173897.36,28179194.55,121918052.90,91384825.34,53407988.30,26417397.09,107546577.28,76809167.85,55177526.48,26662326.59,102652866.34,68775516.32,41900889.92,32749336.21,84386589.88,69079008.02,0.0
7,支付给职工以及为职工支付的现金,17043311.37,12040317.84,6098119.28,34257222.99,21888289.78,14484398.40,7006285.78,29509919.08,20021247.05,12797417.34,5673415.95,24179572.88,17943742.93,11606301.77,4963351.82,21714002.26,17580134.97,10959368.09,4473464.69,23026909.08,17734566.17,10209127.31,5304886.10,19107400.76,13029674.90,7888282.83,3742565.46,14733799.05,9169104.59,5397552.42,2720583.20,9592293.50,5111969.71,3048310.20,1455817.27,6167153.63,4066121.78,2578956.84,1001471.24,5399935.25,4072503.17,2806516.70,1232458.49,4599741.67,4598779.00,0.0
8,支付的各项税费,9932904.40,5542097.22,1851830.78,21240674.08,17945246.01,8798065.75,3904882.68,31523955.96,26803214.06,17410329.66,6722946.02,27938021.56,21062700.90,12759959.71,1154313.41,14500297.06,8426244.24,4088241.16,1214642.24,8328672.16,6577966.76,6212590.65,2184835.16,7782986.23,5767185.19,4991327.87,853546.08,9657172.09,7846251.91,2890986.51,616485.53,16675720.42,10811009.12,6676162.53,1871944.63,15995773.30,13074862.58,8573843.91,3123980.53,15862364.51,11772002.65,5129077.19,2895890.88,15025878.39,9142577.54,0.0
