,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,销售商品、提供劳务收到的现金,4673818591.19,2673378635.02,1543203331.84,2776770646.43,1209122998.92,700507297.38,656950097.94,2977599498.49,1739920667.40,895095991.20,195279410.48,2187547922.59,1321400506.85,819234836.70,215588814.76,1682259446.95,1008281450.27,781191238.84,144171280.90,816280247.70,467815341.11,271781663.37,60511822.38,715633899.01,375882158.99,257274579.65,133851636.93,449114381.24,49629200.08,33837537.01,17708884.81,42683596.03,28993879.63,15521131.38,4411984.25,24310369.53,8137106.74,4815434.84,1858764.06,4820883.89,3771175.44,1101720.00,0,12096637.93,9897257.80,8311199.32,3273480.00,11629886.65,859362.26,859362.26,0,21276884.95,2900536.93,0,188249.43,41056678.00,55996393.44,51397963.44,36267319.80,161314175.82,105093748.23,67477910.78,33464226.84,405647216.94,0.0
3,收到的税费返还,3352264.62,145261.73,261576.21,24440630.54,13137162.67,13137162.67,13137162.67,31235596.05,4945058.75,0,0,0,4513855.96,0,0,0,1510254.70,0,0,0,0,0,0,0,0,0,0,6137874.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215233.87,215233.87,215233.87,86603.61,0,0,0,0,0,0.0
4,收到的其他与经营活动有关的现金,186613438.89,219285896.39,237481979.55,1992350453.80,657004058.80,439848981.47,230685291.42,575109176.19,444221653.25,189615267.08,24904866.21,292452031.47,260368566.59,119903094.16,55791992.55,236754863.31,121299855.29,99489665.73,7344499.47,288224338.28,27310984.91,23030898.84,9689758.94,313419022.93,242392187.46,118709012.05,2027383.41,25149515.03,1777671.89,1517949.33,751721.68,4721392.15,1676100.63,999910.67,90517.55,905418.47,547455.59,245727.54,21663.12,1355333.55,159916.40,554764.09,28175.08,15176426.86,2747185.71,1353831.82,1582925.22,99924496.07,817248.44,267248.64,273240.30,1745351.80,1033283.49,0,2685087.26,56191647.36,53438163.95,51028883.79,25446372.43,1702227.18,1190378.68,708381.65,56975.01,2169764.06,0.0
5,经营活动现金流入小计,4863784294.70,2892809793.14,1780946887.60,4793561730.77,1879264220.39,1153493441.52,900772552.03,3583944270.73,2189087379.40,1084711258.28,220184276.69,2479999954.06,1586282929.40,939137930.86,271380807.31,1919014310.26,1131091560.26,880680904.57,151515780.37,1104504585.98,495126326.02,294812562.21,70201581.32,1029052921.94,618274346.45,375983591.70,135879020.34,480401770.27,51406871.97,35355486.34,18460606.49,47404988.18,30669980.26,16521042.05,4502501.80,25215788.00,8684562.33,5061162.38,1880427.18,6176217.44,3931091.84,1656484.09,28175.08,27273064.79,12644443.51,9665031.14,4856405.22,111554382.72,1676610.70,1126610.90,273240.30,23022236.75,3933820.42,0,2873336.69,97463559.23,109649791.26,102642081.10,61800295.84,163016403.00,106284126.91,68186292.43,33521201.85,407816981.00,0.0
6,购买商品、接受劳务支付的现金,3296909591.78,1741770642.44,996497696.23,2162762843.98,1051586738.95,577104975.66,218722721.42,2996417678.96,2026516497.63,932274595.22,325365809.69,1775453081.44,1259589488.56,764302771.91,266226401.05,1220669733.68,773436924.15,558117422.61,200374014.72,189574340.64,133605532.90,77902203.57,37004752.82,95736689.51,54749602.23,31760909.46,18549107.95,79691404.19,30519410.82,21037803.32,8494582.22,34785496.79,23600766.13,14240945.13,872224.93,11190096.39,4105109.40,0,0,2880000.00,2880000.00,2880000.00,0,14463432.72,13632126.79,13977591.19,10349441.00,14664663.89,0,0,0,5420514.45,88999.85,0,88999.85,25680564.60,17670063.73,16694268.80,14153184.10,150776685.74,132606162.62,107918656.37,66883445.05,218807431.60,0.0
7,支付给职工以及为职工支付的现金,344079959.44,231748145.36,100809642.35,291686936.11,146560685.57,112654493.16,28147784.22,144221293.36,164546490.79,121039857.30,33840161.29,147548966.66,105318507.30,68760270.77,30648727.56,163697741.04,117762140.49,70766966.48,34978392.70,133739017.55,99734272.08,63865480.70,24925204.70,107918812.86,70432411.56,40397759.36,27395431.25,98573812.09,3365176.46,2177498.62,1100704.97,4378645.22,3166758.89,1724879.16,617447.16,1315080.76,1031298.96,730918.77,356564.03,1737789.25,1294643.88,740142.31,451168.55,2871492.58,1999263.45,1341651.78,991045.78,2993185.96,1099214.15,734722.26,0,2802986.69,1836598.69,0,873636.27,9041457.87,7953743.82,6179500.35,3792792.71,11157850.55,10244684.27,7160792.37,3326670.53,22115267.45,0.0
8,支付的各项税费,213402911.11,130705064.38,17837956.74,133126134.90,73946850.18,62065642.32,70790625.43,401369900.71,142038812.49,95006124.14,104099244.82,209956964.87,161996319.10,103610966.90,62608110.03,162374207.66,158620702.90,124982863.40,71672813.39,152168357.63,119556517.63,104433565.83,68774136.08,100203787.73,80205192.10,71808159.63,54708149.99,100819941.40,2216959.73,1644550.31,935276.87,3619572.50,3187537.13,1725549.10,1157150.06,1520306.58,1227395.62,611688.85,288625.27,654120.12,439317.57,144762.74,62546.55,2063709.96,1746924.99,1714852.74,527791.70,12736458.81,0,0,0,217774.25,0,0,0,3655661.30,3268569.40,3157108.55,3043038.56,13071267.12,11405976.55,8435050.95,0,30778768.91,0.0
9,支付的其他与经营活动有关的现金,433509792.29,207462685.24,131827097.29,1818921327.57,321127921.22,101906905.24,74216945.89,419996162.66,442394929.65,168068869.21,31964238.72,279454689.70,187189363.69,46348340.20,101004486.84,203552270.09,142749765.08,55268188.96,17313576.42,555899746.50,108639338.89,31200289.01,34484540.84,336239779.46,226446129.11,121601000.67,12171389.51,53643314.03,12443829.52,8046293.56,6329964.36,5791318.41,4599844.05,2161364.60,654339.65,2270991.16,1429337.51,1189872.35,565091.14,8287006.78,8250966.03,7639308.80,353945.16,15677592.80,3880598.48,1708060.06,566780.85,5004519.81,487134.58,301296.08,278036.73,14939070.26,2370577.15,0,1863597.28,46832989.10,42844907.51,10221089.41,5619661.52,25786422.55,38437913.16,27922622.12,12656155.19,24411882.70,0.0
10,经营活动现金流出小计,4287902254.62,2311686537.42,1246972392.61,4406497242.56,1593222195.92,853732016.38,391878076.96,3962005035.69,2775496730.56,1316389445.87,495269454.52,2412413702.67,1714093678.65,983022349.78,460487725.48,1750293952.47,1192569532.62,809135441.45,324338797.23,1031381462.32,461535661.50,277401539.11,165188634.44,640099069.56,431833335.00,265567829.12,112824078.70,332728471.71,48545376.53,32906145.81,16860528.42,48575032.92,34554906.20,19852737.99,3301161.80,16296474.89,7793141.49,2532479.97,1210280.44,13558916.15,12864927.48,11404213.85,867660.26,35076228.06,21258913.71,18742155.77,12435059.33,35398828.47,1586348.73,1036018.34,278036.73,23380345.65,4296175.69,0,2826233.40,85210672.87,71737284.46,36251967.11,26608676.89,200792225.96,192694736.60,151437121.81,86288288.57,296113350.66,0.0
