,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,688396,华润微,--,--,--,--,--,--
1,600868,梅雁吉祥,10.3609,10.3609,997.8654,-2288.6986,98.5508,1.4492
2,688058,宝兰德,43.4457,43.0019,2516.1389,-3875.1508,97.7413,2.2587
3,000416,民生控股,27.4122,27.4122,335.266,4376.3025,97.3445,2.6555
4,688196,卓越新能,40.1307,34.8779,792.5001,-7339.1621,97.289,2.711
5,300485,赛升药业,18.5189,16.5865,896.098,-1079.945,96.6403,3.3597
6,688388,嘉元科技,43.9802,40.5966,1529.4583,1947.8665,95.8485,4.1515
7,300235,方直科技,15.8959,15.686,1087.6002,-179.3214,95.531,4.469
8,688028,沃尔德,14.686,13.6591,965.6086,-1304.2333,95.0194,4.9806
9,300107,建新股份,17.7502,16.5635,1319.2967,-975.104,94.9219,5.0781
10,600883,博闻科技,29.8367,29.0558,1116.6287,-181.3336,94.8962,5.1038
11,300357,我武生物,17.4914,16.8781,1250.6682,-1336.631,94.6609,5.3391
12,300223,北京君正,18.9922,16.7626,302.415,-3481.8671,94.3409,5.6591
13,300127,银河磁体,14.2589,12.4124,895.3641,-636.6802,94.2554,5.7446
14,000722,湖南发展,24.6162,23.4543,1789.3779,-1010.2424,94.203,5.797
15,000557,西部创业,4.3265,4.1549,284.0828,-569.7251,94.1779,5.8221
16,300741,华宝股份,13.5625,12.7008,963.0326,-856.0284,94.106,5.894
17,002033,丽江股份,7.3099,7.2289,563.8798,-3249.893,94.1047,5.8953
18,688011,新光光电,17.7735,17.012,159.7086,7096.3471,93.9852,6.0148
19,688168,安博通,15.9782,15.6317,1218.0829,-43587.5848,93.9635,6.0365
20,688123,聚辰股份,17.9844,17.2702,1581.5686,-1834.0835,93.8138,6.1862
21,002320,海峡股份,7.2968,7.2399,711.4795,-1727.887,93.667,6.333
22,600867,通化东宝,6.32,4.2575,120.7204,7153.3815,93.6242,6.3758
23,600506,香梨股份,18.2205,17.2494,1085.4386,329.4374,93.4957,6.5043
24,688018,乐鑫科技,21.7696,20.503,176.1408,4624.9101,93.3205,6.6795
25,603500,祥和实业,11.1954,10.3297,432.202,-11431.6849,93.3088,6.6912
26,002333,*ST罗普,9.6531,8.5117,247.7936,-2239.7265,93.2074,6.7926
27,300701,森霸传感,12.5908,11.9904,152.6653,-4854.7205,93.0047,6.9953
28,300766,每日互动,11.7474,11.6754,925.438,-186.7687,92.9854,7.0146
29,000096,广聚能源,10.8212,10.7348,980.1675,-488.6047,92.857,7.143
30,603696,安记食品,8.4586,7.7802,235.5972,-4414.5048,92.7652,7.2348
31,300042,朗科科技,10.5332,8.5181,70.7578,66531.6193,92.5394,7.4606
32,600605,汇通能源,11.2559,11.2559,478.8284,774.5561,92.5225,7.4775
33,002222,福晶科技,8.2588,5.8442,280.9055,-3901.5055,92.4822,7.5178
34,688166,博瑞医药,9.8146,8.5496,522.1036,-4081.5184,92.3865,7.6135
35,603879,永悦科技,10.7224,10.1248,151.5033,-21890.0513,92.2952,7.7048
36,688016,心脉医疗,14.1321,13.3289,1268.8805,-1694.4083,92.2351,7.7649
37,603580,艾艾精工,10.6434,8.5154,461.6893,-1462.6407,92.2018,7.7982
38,688002,睿创微纳,15.3425,13.1609,1107.0423,-737.9581,92.0725,7.9275
39,300468,四方精创,7.8111,7.7464,568.9215,-891.5514,92.0682,7.9318
40,603058,永吉股份,7.853,7.0904,463.319,-1513.1959,91.9541,8.0459
41,688366,昊海生科,10.9604,10.2937,895.2265,-583.4839,91.8965,8.1035
42,600830,香溢融通,6.4087,6.3827,547.9301,-1944.3413,91.7586,8.2414
43,300795,米奥会展,14.0738,14.0738,1326.447,-1198.6146,91.6369,8.3631
44,300211,亿通科技,8.8471,8.6282,486.9964,-34.2307,91.6232,8.3768
45,300623,捷捷微电,9.4644,8.802,730.5323,-908.6298,91.5172,8.4828
46,300406,九强生物,6.7957,5.837,171.8073,-6374.4806,91.5003,8.4997
47,002802,洪汇新材,9.7333,8.9604,80.7633,-34451.569,91.4226,8.5774
48,002880,卫光生物,9.7823,5.2439,295.5664,-20089.7857,91.3814,8.6186
49,300639,凯普生物,6.2573,5.8485,242.2701,34155.0326,91.3392,8.6608
50,300534,陇神戎发,4.1755,3.5818,77.2043,1536196.1792,91.2038,8.7962
51,600722,金牛化工,9.5325,9.5132,786.9768,-194.468,91.1267,8.8733
52,300522,世名科技,8.0719,7.1252,423.9022,-2743.6682,91.0912,8.9088
53,002552,宝鼎科技,6.2785,4.0516,35.3351,-30253.4826,91.0753,8.9247
54,300628,亿联网络,10.2867,9.6606,24.8183,-12295.2506,91.0633,8.9367
55,600880,博瑞传播,5.7833,5.7652,438.8282,-420.2974,91.0379,8.9621
56,300726,宏达电子,10.9087,8.6492,148.4771,-6785.7878,91.0356,8.9644
57,002007,华兰生物,8.1859,6.5161,153.1408,42602.2546,90.7789,9.2211
58,688358,祥生医疗,13.7402,13.0914,1182.9021,-3160.3134,90.7241,9.2759
59,600171,上海贝岭,11.9209,11.0881,760.8597,-402.6801,90.6331,9.3669
60,300183,东软载波,9.1459,8.5545,670.4249,-440.2551,90.6101,9.3899
61,603938,三孚股份,8.8579,7.9569,234.0648,-2326.3841,90.5985,9.4015
62,603041,美思德,8.8902,8.3803,321.7847,-5581.26,90.5299,9.4701
63,600276,恒瑞医药,9.0233,8.3735,203.9786,-4425.2801,90.4961,9.5039
64,002903,宇环数控,9.3238,7.3225,407.4773,-1951.2389,90.3894,9.6106
65,300354,东华测试,9.0104,6.2336,185.2268,-5236.3723,90.3643,9.6357
66,688199,久日新材,7.8451,6.7975,100.6736,2675.2314,89.7358,10.2642
67,000655,金岭矿业,4.9935,4.6845,287.6088,-1711.7274,89.6813,10.3187
