,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,688058,宝兰德,105.4996,104.415,3069.2994,252.0875,99.0615,0.9385
1,002222,福晶科技,11.6431,8.25,366.9161,-2295.8732,94.2455,5.7545
2,000722,湖南发展,21.5855,20.62,1419.4460000000001,-648.1827,93.9166,6.0834
3,688166,博瑞医药,10.8415,9.099,510.5907,-2063.1481,93.3527,6.6473
4,600830,香溢融通,6.7585,6.7498,582.9241,-347.4751,92.1906,7.8094
5,688358,祥生医疗,16.705,15.829,1430.5562,-734.6404,92.0158,7.9842
6,600722,金牛化工,10.2023,10.1262,853.426,-228.8814,91.7118,8.2882
7,002802,洪汇新材,9.9675,9.2919,120.1124,-3678.0909,91.5884,8.4116
8,002007,华兰生物,8.8409,7.1132,162.5033,-28777.8224,91.4507,8.5493
9,300354,东华测试,10.1974,6.5782,114.7443,525.7819999999999,91.3516,8.6484
10,002724,海洋王,8.3121,7.5197,98.1703,-629.1133,90.5783,9.4217
11,002546,新联电子,9.4062,9.0315,64.9179,38260.5288,90.5513,9.4487
12,300628,亿联网络,9.6754,9.191,25.1813,-8872.4499,90.5206,9.4794
13,603657,春光科技,7.8558,7.2578,456.6908,-600.7256,89.8912,10.1088
14,603156,养元饮品,8.1697,7.7228,21.5565,-12694.5672,89.5691,10.4309
15,002109,兴化股份,2.4373,2.2365,123.8268,533.2322,88.7484,11.2516
16,600897,厦门空港,2.737,2.7357,55.5754,-1840.5554,88.1932,11.8068
17,300414,中光防雷,7.4745,6.5778,222.6142,-435.7591,87.4073,12.5927
18,300529,健帆生物,5.9313,5.6205,366.5201,-2337.2357,86.9836,13.0164
19,603058,永吉股份,8.2149,7.5257,440.457,-5076.4207,86.4977,13.5023
20,002296,辉煌科技,5.07,4.0117,123.5787,-1071.0278,85.8978,14.1022
21,600201,生物股份,4.5182,4.0902,224.5253,-4916.5727,85.6445,14.3555
22,603189,网达软件,4.8847,4.652,57.4461,3256.2177,84.5844,15.4156
23,002643,万润股份,3.0556,1.6806,109.3358,-6929.0318,84.4737,15.5263
24,300401,花园生物,2.8517,2.0687,136.454,-2674.7223,83.7435,16.2565
25,300508,维宏股份,4.3234,4.0402,12.6952,-4173.1602,83.3751,16.6249
26,002294,信立泰,3.4047,2.8793,128.1748,-7842.1235,83.2671,16.7329
27,002261,拓维信息,3.9778,3.4782,111.458,-12872.8679,83.0146,16.9854
28,300659,中孚信息,5.4692,4.9104,254.96099999999998,2946.6543,82.9198,17.0802
29,002759,天际股份,1.5193,1.2139,22.8175,-467.7712,82.8567,17.1433
30,000688,国城矿业,1.3322,1.2644,71.4009,-9377.8119,82.3907,17.6093
31,000929,兰州黄河,4.2249,3.341,240.8884,585.2426,81.6059,18.3941
32,300624,万兴科技,5.3308,5.2577,101.1141,6065.4014,80.0518,19.9482
33,000985,大庆华科,3.0298,2.145,202.02,3612.1954,79.9449,20.0551
34,300798,锦鸡股份,3.4077,2.4891,50.902,-1578.221,79.8451,20.1549
35,000799,酒鬼酒,3.843,2.3037,201.3548,-2717.2686,79.709,20.291
36,002978,安宁股份,2.5723,2.4319,114.1504,-37662.2931,79.3693,20.6307
37,002293,罗莱生活,3.3914,2.2257,167.3039,-420.0606,78.2305,21.7695
38,002465,海格通信,3.6832,2.8432,60.2721,1875.3983,78.0166,21.9834
39,300670,大烨智能,3.1357,2.8476,26.3917,-1036.499,77.8304,22.1696
40,300690,双一科技,3.3941,2.6713,27.2849,-2544.9631,77.2023,22.7977
41,600749,西藏旅游,2.0829,2.0487,34.9692,-2319.5570000000002,76.9795,23.0205
42,300707,威唐工业,2.9745,1.9584,119.03399999999999,-2258.1056,76.6478,23.3522
43,300770,新媒股份,3.4649,3.4648,287.2653,-2238.2571,75.2637,24.7363
44,300165,天瑞仪器,2.6432,1.7536,64.8534,1575.5654,75.0963,24.9037
45,603889,新澳股份,2.3774,1.2611,88.9141,5780.5167,74.9045,25.0955
46,300073,当升科技,3.2076,2.9224,208.3816,-321.6763,74.8292,25.1708
47,300479,神思电子,2.5921,1.8354,27.2301,-613.1444,74.5893,25.4107
48,002344,海宁皮城,1.1554,0.5043,31.2323,-2204.6992,74.3565,25.6435
49,002223,鱼跃医疗,2.3741,1.8816,85.4752,-4014.9804,74.347,25.653000000000002
50,002859,洁美科技,3.1197,2.2508,122.6713,-3854.784,74.3,25.7
51,300620,光库科技,2.7057,2.1995,104.9382,40675.5781,74.2402,25.7598
52,002858,力盛赛车,2.6303,2.3481,72.5263,74.9705,74.1911,25.8089
53,002138,顺络电子,1.6745,1.169,25.9758,1413.8106,74.1654,25.8346
54,603866,桃李面包,4.3376,4.1194,184.7772,2538.9179,72.5693,27.4307
55,002825,纳尔股份,2.2475,1.7169999999999999,49.5836,-1128.4923,72.4687,27.5313
56,300234,开尔新材,2.5738,1.8618,17.829,3931.2782,72.3204,27.6796
57,000026,飞亚达,2.5513,0.7213,26.6538,-146.2775,72.1782,27.8218
58,603385,惠达卫浴,2.46,1.9043,48.3276,-741.9914,71.9946,28.0054
59,000823,超声电子,2.1788,1.6854,69.7008,-567.5871,70.5149,29.4851
60,002970,锐明技术,3.3279,2.9078,176.9978,-1095.4949,70.0498,29.9502
61,300034,钢研高纳,2.2811,1.6455,24.0694,2778.6242,69.7552,30.2448
62,300114,中航电测,2.3641,1.742,72.7426,-1618.7546,69.6617,30.3383
63,300275,梅安森,1.6567,1.3022,4.8001,523.2735,69.6305,30.3695
64,002057,中钢天源,2.5057,2.0907,65.22399999999999,1023.1477,69.4871,30.5129
65,002675,东诚药业,1.5573,1.1056,33.3074,28166.2969,69.2021,30.7979
66,002923,润都股份,2.4022,1.7842,62.123000000000005,15123.8475,68.608,31.392
67,600433,冠豪高新,1.1947,0.7943,24.772,417.5778,68.5252,31.4748
68,600097,开创国际,2.9436,1.8892,131.3514,-190.0907,67.7748,32.2252
69,002829,星网宇达,2.3727,1.7493,13.9221,798.5371,66.4526,33.5474
70,000795,英洛华,2.3001,1.7173,67.3348,-515.6181,66.3422,33.6578
71,300383,光环新网,1.72,1.7164,30.9271,1041.7036,66.3368,33.6632
72,002735,王子新材,2.0014,1.636,37.8476,-1361.1587,65.2246,34.7754
73,000705,浙江震元,2.0685,1.4053,20.3907,-438.5991,64.8744,35.1256
74,000529,广弘控股,2.7723,2.2344,187.2138,-362.4831,64.5734,35.4266
75,300031,宝通科技,1.6979,1.4966,74.0012,3599.1907,64.361,35.639
76,002020,京新药业,1.9003,1.6951,28.3561,-3905.4221,63.9664,36.0336
77,000610,西安旅游,1.5489,1.535,60.783,-677.1669,63.9548,36.0452
78,002913,奥士康,1.7607,1.4907,24.6488,-236.9087,63.678999999999995,36.321
79,000818,航锦科技,0.9774,0.7053,12.43,1410.5005,63.1213,36.8787
80,603637,镇海股份,2.3832,2.3832,184.7082,13.2729,61.7619,38.2381
81,000530,冰山冷热,1.2659,0.9458,14.1832,-1520.2025,61.2381,38.7619
82,600775,南京熊猫,1.8659,1.4706,52.2908,-608.2744,61.0374,38.9626
83,002299,圣农发展,0.7425,0.3307,12.7254,2244.6634,60.9972,39.0028
84,300241,瑞丰光电,1.4615,1.1776,30.6542,-1358.7851,60.7865,39.2135
85,002324,普利特,1.7179,1.27,18.5817,640.9263,59.6739,40.3261
86,601799,星宇股份,1.9578,1.5188,55.8226,-6140.8419,59.4222,40.5778
87,601636,旗滨集团,0.9251,0.5432,14.4657,356.5708,59.1238,40.8762
88,300596,利安隆,1.3917,0.8785,37.9238,1402.7141,59.0415,40.9585
89,300496,中科创达,1.557,1.2737,86.6036,6775.3406,58.7367,41.2633
90,002838,道恩股份,1.8375,1.4001,30.3152,1640.6796,58.2226,41.7774
91,603185,上机数控,1.3394,0.9693,15.1997,2168.5574,58.1064,41.8936
92,300636,同和药业,1.5017,0.858,58.4694,718.5486,57.7376,42.2624
93,300428,四通新材,1.7807,1.295,45.8492,795.2784,57.4626,42.5374
94,300790,宇瞳光学,1.2535,0.8738,27.0453,542.2335,57.4309,42.5691
95,300136,信维通信,1.5903,1.3659,37.1201,463.4618,57.1281,42.8719
96,600422,昆药集团,1.6996,1.1877,30.7975,2380.8829,56.716,43.284
97,000555,神州信息,1.6155,1.3383,14.0611,384.2127,56.5021,43.4979
98,600681,百川能源,0.9793,0.8544,28.7284,1801.5729,55.8465,44.1535
99,000739,普洛药业,1.531,1.1793,46.343,-2694.9559,55.4763,44.5237
100,000721,西安饮食,0.6256,0.557,43.1848,-1755.6545,52.2785,47.7215
101,002225,濮耐股份,1.4743,1.0471,15.8384,166884.9519,52.1853,47.8147
102,300210,森远股份,1.1418,0.6722,13.4315,256.7244,50.6635,49.3365
103,603939,益丰药房,1.3575,0.8828,47.5542,2400.9593,50.4033,49.5967
104,300215,电科院,0.9169,0.9159,80.0516,-180.4956,50.0628,49.9372
105,300592,华凯创意,1.6540000000000001,0.9267,32.8498,-407.2552,49.5873,50.4127
106,601865,福莱特,1.0228,0.8851,16.2219,1288.4924,49.3866,50.6134
107,002661,克明面业,0.9708,0.8444,50.544,1219.2987,48.4397,51.5603
108,300201,海伦哲,1.2966,1.0014,20.8235,137.4248,47.8663,52.1337
109,000055,方大集团,1.2347,1.0321,34.396,586.0545,46.8115,53.1885
110,300686,智动力,1.0271,0.7627,33.5755,1668.1414,46.765,53.235
111,002429,兆驰股份,1.4380000000000002,1.1676,30.2193,458.9851,45.8435,54.1565
112,000534,万泽股份,1.1153,1.0573,51.3269,1324.6575,44.9787,55.0213
113,600132,重庆啤酒,1.2025,0.9669,41.2006,9448.5351,44.7094,55.2906
114,000059,华锦股份,1.4079,0.7931,51.6606,-872.7032,44.2449,55.7551
115,002579,中京电子,1.0749,0.7558,21.9812,300.9434,43.1138,56.8862
116,603799,华友钴业,0.8420000000000001,0.5612,24.1043,285.7558,42.383,57.617
117,002916,深南电路,1.225,0.8394,23.4213,1270.2844,42.2902,57.7098
118,600549,厦门钨业,1.0681,0.5927,16.2543,288.2478,41.7342,58.2658
119,002165,红宝丽,0.9428,0.7645,26.4992,366.2181,39.7389,60.2611
