,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,600868,梅雁吉祥,5.329,5.329,445.767,-3397.7945,97.6959,2.3041
1,600381,青海春天,35.4175,26.6785,764.5937,59.4995,97.6699,2.3301
2,000416,民生控股,25.0448,25.0448,182.5891,5928.4846,97.2217,2.7783
3,300235,方直科技,27.0803,26.2255,1219.6372,-212.7718,97.2209,2.7791
4,300333,兆日科技,20.9411,18.1851,1444.4557,-444.9025,97.0756,2.9244
5,002252,上海莱士,14.7828,8.687999999999999,361.9445,-5152.3366,97.0025,2.9975
6,600527,江南高纤,20.3636,14.7797,1181.4903,-113.4058,96.7052,3.2948
7,000503,国新健康,17.5108,17.509,1276.8242,1931.7037,96.6264,3.3736
8,300485,赛升药业,19.2061,17.1441,629.2256,-1458.4557,96.441,3.5589999999999997
9,002502,鼎龙文化,15.931,15.4927,267.0043,314.3355,96.4157,3.5843
10,300766,每日互动,25.3514,25.2938,1079.8991,-1298.3109,96.1949,3.8051
11,600084,*ST中葡,20.0213,3.1054,124.3101,449.41900000000004,96.0697,3.9303
12,688020,方邦股份,20.2461,19.4865,997.9334,-4282.4522,96.0299,3.9701
13,000813,德展健康,23.4631,21.7985,205.2615,-7716.4557,95.9821,4.0179
14,600539,ST狮头,29.8285,28.599,2683.4177,31.9996,95.9589,4.0411
15,300357,我武生物,20.3578,19.7173,1476.6139,-1157.5088,95.9207,4.0793
16,002932,明德生物,22.5304,21.2942,1394.0891,-2359.3681,95.884,4.1160000000000005
17,300127,银河磁体,20.6481,18.1187,1034.6861,-766.0989999999999,95.8629,4.1371
18,002820,桂发祥,20.511,19.2836,415.6349,-24094.5831,95.8522,4.1478
19,300223,北京君正,50.1691,45.7635,1464.8416,-3090.052,95.7597,4.2403
20,603696,安记食品,13.2433,11.9153,398.1227,-724.3739999999999,95.6878,4.3122
21,002033,丽江股份,10.2405,10.1016,970.2811,-1784.3104,95.6862,4.3138
22,002575,群兴玩具,6.6796,6.6796,465.036,6086.5753,95.62299999999999,4.377
23,000557,西部创业,5.817,5.5443,344.1495,-1581.7774,95.4097,4.5903
24,300406,九强生物,14.6431,12.9901,597.8519,-4451.2821,95.1969,4.8031
25,600345,长江通信,4.0137,3.6472,260.9888,-3000.6248,95.1107,4.8893
26,603655,朗博科技,15.9304,14.947000000000001,587.8249,-1727.5368,94.9999,5.0001
27,600883,博闻科技,29.7005,29.1231,933.2126,-233.0436,94.8397,5.1603
28,300042,朗科科技,15.2759,13.6403,224.7536,7974.2464,94.7973,5.2027
29,300054,鼎龙股份,12.4149,11.1519,474.2176,-2029.9907,94.7615,5.2385
30,600615,丰华股份,33.4329,32.8748,124.1464,6568.2091,94.7294,5.2706
31,300741,华宝股份,14.8143,13.6986,1048.2105,-694.0009,94.7277,5.2723
32,601028,玉龙股份,19.0942,19.0441,1468.9928,342.4854,94.7242,5.2758
33,600506,香梨股份,33.2121,31.5311,2037.4338,345.3558,94.7171,5.2829
34,603058,永吉股份,10.8228,9.3874,467.1045,-815.172,94.4437,5.5563
35,002320,海峡股份,8.1675,8.0916,783.8978,-16850.5901,94.4337,5.5663
36,300701,森霸传感,16.2158,15.4445,128.5931,-11753.1795,94.4333,5.5667
37,300386,飞天诚信,16.7725,12.6672,343.2472,-694.9379,94.3078,5.6922
38,000096,广聚能源,11.5031,10.9398,979.1096,-453.8959,94.2613,5.7387
39,300189,神农科技,5.882999999999999,4.3601,160.9124,14246.4605,94.18700000000001,5.813
40,603758,秦安股份,8.7438,6.7964,463.7856,716.5175,94.1211,5.8789
41,600847,万里股份,10.6216,8.1174,25.0352,-1283.1251,93.9522,6.0478
42,300445,康斯特,12.3768,10.8185,471.2752,-1102.4458,93.794,6.206
43,300076,GQY视讯,14.3503,14.0692,959.7571,-1298.9778,93.7882,6.2118
44,002515,金字火腿,35.9449,28.6104,201.9637,-1642.5853,93.7358,6.2642
45,300245,天玑科技,11.442,11.050999999999998,850.1911,-241.9486,93.7256,6.2744
46,300468,四方精创,9.5738,9.3593,676.4266,-610.7469,93.7184,6.2816
47,688198,佰仁医疗,12.9798,12.5315,1230.6161,-4519.6882,93.5816,6.4184
48,300530,达志科技,18.9105,18.0751,196.9999,-3669.3677,93.4695,6.5305
49,300107,建新股份,12.3059,11.3771,790.8907,-1934.6032,93.3762,6.6238
50,002933,新兴装备,14.1947,12.6972,388.5478,-4251.1627,93.3622,6.6378
51,300561,汇金科技,14.2807,13.1414,91.7519,-7838.7931,93.3049,6.6951
52,300099,精准信息,7.5461,6.2979,234.2737,616.4564,93.2191,6.7809
53,688039,当虹科技,13.9121,12.9603,748.985,-225.4826,93.1328,6.8672
54,002177,御银股份,6.555,6.0515,57.8148,14392.7868,93.051,6.949
55,000722,湖南发展,12.3284,11.6431,765.3177,-2129.7718,93.0101,6.9899
56,002947,恒铭达,12.8362,12.3545,277.2139,-58933.9418,92.9766,7.0234
57,002333,*ST罗普,8.5877,7.2518,218.4756,-7523.4705,92.9078,7.0922
58,300519,新光药业,13.894,12.8296,943.6515,-679.9069999999999,92.8845,7.1155
59,688188,柏楚电子,13.609000000000002,12.9708,312.566,-43203.2551,92.7579,7.2421
