,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600198,大唐电信,288.28,23.98,25.3225,579.5959,0.657,2416.5,2.7394
1,000585,ST东电,169.34,45.17,17.0713,14.5961,0.0167,32.3115,0.0369
2,000707,ST双环,72.84,3.6,-2.5748,135.7448,0.2924,3769.9456,8.1223
3,000737,ST南风,70.09,14.61,24.754,267.0719,0.4866,1827.2707,3.3298
4,600247,ST成城,66.55,23.44,31.65,7.4175,0.022000000000000002,31.6326,0.094
5,600399,ST抚钢,62.52,44.58,14.527000000000001,2607.3083,1.3219999999999998,5847.7317,2.9652
6,600408,ST安泰,54.95,9.3,15.3506,820.2496,0.8147,8815.5706,8.756
7,600793,宜宾纸业,54.49,13.49,16.2188,174.4625,1.6568,1292.7985,12.2772
8,600870,ST厦华,54.32,14.7,26.8814,4.5538,0.0087,30.9649,0.0591
9,000717,韶钢松山,53.52,12.19,17.68,3306.441,1.3665,27112.484,11.2057
10,300776,帝尔激光,52.51,46.01,62.0678,167.9069,3.3859,364.8842,7.3581
11,600738,兰州民百,52.36,114.59,34.9209,1584.2279999999998,2.023,1382.5132,1.7654
12,603195,公牛集团,51.63,18.49,36.6273,1676.8622,,9064.998,
13,603489,八方股份,50.36,24.66,39.4451,232.354,2.5817,942.1008,10.4677
14,000720,新能泰山,49.22,41.22,34.6671,1072.9872,0.8319,2602.7835,2.0182
15,688188,柏楚电子,48.0,56.78,81.168,139.2763,,245.2641,
16,600800,天津磁卡,47.37,49.88,19.3126,72.4829,0.1185,145.292,0.2376
17,600678,四川金顶,46.15,7.47,21.8256,31.6836,0.0907,424.0253,1.215
18,688358,祥生医疗,45.44,29.07,61.145,95.0631,,326.9657,
19,600507,方大特钢,45.41,16.93,32.8672,2927.0275,2.0188,17285.851000000002,11.9223
20,603379,三美股份,44.52,24.86,39.5897,1107.7143,2.9435,4454.3324,11.8364
21,600516,方大炭素,44.29,48.0,75.0978,5592.8091,3.0944,11650.9544,6.4462
22,688169,石头科技,43.97,10.08,28.7873,307.5878,,3051.2504,
23,601003,柳钢股份,43.78,9.73,14.3945,4609.6988,1.7987,47351.1102,18.4763
24,000055,方大集团,43.23,73.67,23.3128,2246.1646,1.9439,3048.6802,2.6384
25,000048,京基智农,43.08,12.72,42.8565,437.395,1.1193,3436.9409,8.7953
26,000672,上峰水泥,42.61,27.75,46.7035,1472.3558,1.8096,5304.5767,6.5197
