,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600083,博信股份,80.0,15.45,7.0418,23.9785,0.1042,155.1948,0.6747
1,000526,紫光学大,54.19,5.57,31.9815,94.2102,0.9793,1689.9526,17.5679
2,600768,宁波富邦,51.28,39.6,3.5518,121.7081,0.9099,307.27099999999996,2.2974
3,002234,民和股份,43.53,55.58,60.1898,868.8401,2.8765,1562.9997,5.1746
4,002458,益生股份,36.94,62.47,65.1303,903.5147,1.5739,1446.2913,2.5195
5,600319,ST亚星,36.25,2.16,12.5887,20.785,0.0658,960.8729,3.0446
6,688169,石头科技,35.48,18.13,32.5009,385.5217,,2125.3079,
7,600052,浙江广厦,32.9,2022.46,67.1759,1169.2789,1.3412,57.8145,0.0663
8,688016,心脉医疗,30.43,49.44,79.4349,85.0133,1.5749,171.9451,3.1854
9,688188,柏楚电子,28.96,67.69,81.3557,118.2966,1.5772,174.7576,2.3301
10,603489,八方股份,27.93,27.13,41.5842,163.3294,1.8147,601.8473,6.6871
11,300122,智飞生物,25.33,22.76,41.1694,1146.9698,0.7168,5038.6778,3.1491
12,300571,平治信息,25.29,13.47,30.9267,136.9123,1.1364,1016.1010000000001,8.4338
13,603195,公牛集团,24.71,21.44,40.2906,1066.238,1.9745,4971.4115,9.2063
14,300198,纳川股份,24.64,105.28,22.6796,380.2991,0.3686,361.2,0.3501
15,002607,中公教育,23.98,13.55,57.5169,493.0255,0.0799,3637.4195,0.5897
16,600132,重庆啤酒,23.95,13.02,40.6885,238.7295,0.4932,1832.746,3.7868
17,000672,上峰水泥,23.68,32.89,48.8633,950.0704,1.1677,2888.3437,3.5499
18,002190,*ST集成,23.67,47.67,13.0,557.4831,1.554,1169.3366,3.2596
19,002959,小熊电器,21.74,10.74,36.0047,127.7504,,1188.4189999999999,
20,300117,嘉寓股份,20.92,23.6,16.8629,361.3477,0.5041,1530.7699,2.1356
21,688388,嘉元科技,20.88,23.71,36.0847,180.6619,1.0438,761.9416,4.4023
22,688358,祥生医疗,20.76,23.96,60.5228,38.3248,,159.9386,
23,600779,水井坊,20.72,20.09,82.2112,339.5882,0.6951,1689.8496,3.4589
24,300816,艾可蓝,20.64,19.7,38.664,50.9897,0.8498,258.7903,4.3131
25,688029,南微医学,20.55,24.31,65.8575,150.1803,1.5018,617.6694,6.1766
26,603160,汇顶科技,20.37,35.22,61.7248,1016.8406,2.2261,2886.7153,6.3197
27,002299,圣农发展,20.36,25.21,31.6953,1652.9241,1.3335,6554.1366,5.2878
28,688199,久日新材,20.33,22.97,41.1275,181.2341,2.1725,788.9228,9.4572
29,603288,海天味业,19.67,27.06,44.8579,2750.172,1.0184,10159.9644,3.7624
30,688233,神工股份,19.46,48.65,67.2377,68.5574,,140.9087,
31,300783,三只松鼠,19.33,5.9,30.8566,266.4586,0.7401,4511.4079,12.5316
32,300800,力合科技,19.0,33.41,53.0096,121.3196,2.0219,363.097,6.0516
33,002016,世荣兆业,18.96,37.74,72.2591,535.3419,0.6616,1418.4270000000001,1.7531
34,300822,贝仕达克,18.88,19.39,34.8399,74.4072,,383.7356,
35,603755,日辰股份,18.86,29.1,50.3352,35.8241,0.4844,123.0685,1.6641
36,688357,建龙微纳,18.69,22.91,38.1132,49.5382,1.1424,216.1449,4.9848
37,600570,恒生电子,18.41,44.51,97.9426,678.3422,0.8446,1523.9621,1.8974
38,300417,南华仪器,18.37,36.0,62.9488,75.6757,0.9273,210.1814,2.5757
39,600802,福建水泥,18.32,16.02,29.6511,210.7383,0.5518,1314.6988,3.4427
40,002011,盾安环境,18.23,10.61,16.7173,497.744,0.5426,4688.1592,5.1113
41,300236,上海新阳,18.18,99.89,31.6003,276.8662,1.4288,277.1526,1.4303
42,002968,新大正,18.14,9.69,21.331,47.5098,0.9026,489.9056,9.3081
43,600340,华夏幸福,18.08,21.89,48.7283,8480.8261,2.8245,38730.1128,12.8988
44,002755,奥赛康,18.07,16.6,92.7987,382.1477,0.4117,2301.144,2.4792
45,688036,传音控股,18.05,7.78,29.1586,817.8999,1.1359,10504.1688,14.5891
46,600507,方大特钢,18.03,12.78,26.3056,1055.2159,0.7277,8253.0252,5.6922
47,600368,五洲交通,17.85,72.48,48.0999,748.6105,0.665,1032.7252,0.9174
48,600809,山西汾酒,17.75,18.66,71.4564,1190.1002,1.3655,6377.148,7.3172
49,601888,中国国旅,17.74,13.47,51.0494,3279.2332,1.6795,24344.2831,12.4684
50,002963,豪尔赛,17.68,22.69,41.4276,134.0166,1.1884,590.5892,5.2371
51,600566,济川药业,17.65,24.66,85.1204,963.6464,1.1825,3906.9293,4.7942
52,000895,双汇发展,17.57,9.36,19.5,2381.6265,0.7218,25433.5942,7.7081
53,600801,华新水泥,17.42,21.98,41.7546,3162.5236,1.5084,14387.1691,6.8621
54,600587,新华医疗,17.42,16.61,21.7322,693.29,1.7058,4171.9324,10.2648
55,600519,贵州茅台,17.38,50.52,91.8668,19951.0256,15.882,39487.7883,31.4343
56,002379,宏创控股,17.31,17.84,22.1802,263.8294,0.2847,1478.7796,1.5962
57,603444,吉比特,17.21,43.47,91.1017,465.4767,6.4755,1070.7095,14.8953
58,600031,三一重工,17.05,15.55,32.3573,6748.013000000001,0.8057,43386.44,5.1804
59,603508,思维列控,16.99,128.08,62.724,723.3532,3.7144,564.7243,2.8999
60,688018,乐鑫科技,16.93,19.68,47.5785,63.6441,1.0607,323.2895,5.3881
61,002555,三七互娱,16.75,17.01,86.1803,1033.0744,0.489,6070.9575,2.8741
62,603658,安图生物,16.74,27.15,65.3464,320.2514,0.7625,1179.364,2.8080000000000003
63,600398,海澜之家,16.66,19.82,41.6745,2125.2372,0.4808,10721.25,2.4256
64,300815,玉禾田,16.59,7.96,21.0702,135.7277,1.3075,1703.2594,16.409000000000002
65,300529,健帆生物,16.48,46.4,85.6525,305.7616,0.73,658.8478,1.5731
66,688006,杭可科技,16.4,28.43,48.105,179.0361,0.4973,629.6961,1.7491
67,000333,美的集团,16.4,9.87,29.4784,15187.069,2.1877,153770.3,22.1516
68,688298,东方生物,16.39,19.57,46.8074,33.2147,,169.6868,
69,300003,乐普医疗,16.35,29.46,73.3123,1155.3767,0.6484,3921.0233,2.2007
70,300628,亿联网络,16.19,51.66,65.189,606.7507,2.0256,1174.4595,3.9209
71,600678,四川金顶,16.11,8.54,23.9346,13.9302,0.0399,162.9502,0.4669
72,002304,洋河股份,16.08,34.88,70.9468,5581.7057,3.7038,15998.5829,10.6162
73,300577,开润股份,16.02,9.32,28.131999999999998,113.8669,0.5232,1221.2131,5.6118
74,002975,博杰股份,15.98,18.07,47.9408,73.2828,1.4065,405.4806,7.7827
75,300812,易天股份,15.95,20.72,44.2604,50.5258,0.8691,243.8329,4.1944
76,300638,广和通,15.89,9.38,27.1001,80.5816,0.6649,859.0517,7.0885
77,603369,今世缘,15.87,35.1,71.9596,1072.2992,0.8547,3054.8058,2.435
78,603610,麒盛科技,15.85,14.04,38.7536,160.2611,1.4213,1141.3849,10.1231
79,300792,壹网壹创,15.81,12.43,39.0344,69.5447,1.159,559.2188,9.3203
80,603638,艾迪精密,15.76,24.44,43.175,181.676,0.4712,743.1136,1.9276
81,603983,丸美股份,15.71,31.45,68.4215,256.3476,0.7120000000000001,814.8574,2.2634
82,000568,泸州老窖,15.69,34.31,79.7025,2749.781,1.8773,8013.035,5.4705
83,002970,锐明技术,15.65,12.18,43.6428,79.9736,1.2341,656.164,10.1259
84,601318,中国平安,15.61,15.28,18.2108,97676.0,5.3432,639155.0,34.9642
85,000596,古井贡酒,15.42,20.84,76.7179,1248.3163,2.4787,5988.113,11.8906
86,603719,良品铺子,15.36,5.56,32.4867,195.1996,0.5422,3504.5024,9.7347
87,603551,奥普家居,15.09,19.61,49.7601,162.1851,0.4505,826.7198,2.2964
88,601360,三六零,15.06,68.4,66.2932,4052.4970000000003,0.5991,5924.501,0.8758
89,600136,当代明诚,15.05,62.96,32.9341,627.881,1.2888,997.2027,2.0468
