,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600556,ST慧球,48.87,5.4,30.3982,1.8948,0.0047,35.0641,0.0888
1,300803,指南针,48.12,31.37,96.9584,55.8321,0.39,177.9638,1.2433
2,300738,奥飞数据,45.53,15.24,32.5969,10.2499,1.0249,67.2239,6.7223
3,000520,长航凤凰,44.69,27.4,13.1748,108.5768,0.1072,396.2464,0.3915
4,002568,百润股份,39.36,36.3,78.4668,612.8619,1.3679,1688.0454,3.7679
5,002506,协鑫集成,37.58,5.26,9.2169,187.9071,0.0744,3567.7022,1.4137
6,002015,协鑫能科,37.1,100.91,4.8693,130.0994,0.3246,128.9164,0.3217
7,300059,东方财富,35.99,66.36,87.8024,1041.8901,0.6152,1569.9619,0.927
8,603169,兰石重装,34.53,38.49,55.6091,657.1657,0.6947,1707.3284,1.805
9,603980,吉华集团,29.26,31.27,51.8935,533.8519,,1707.2269,
10,603583,捷昌驱动,28.53,27.11,45.7775,44.1426,0.528,162.803,1.9474
11,600185,格力地产,26.49,797.15,22.4773,918.0983,1.5894,115.1719,0.1993
12,603377,东方时尚,26.26,27.7,57.3453,184.0789,0.4975,664.4742,1.7958
13,000963,华东医药,26.24,6.41,25.1811,666.5936,1.5357,10383.5013,23.9218
14,600340,华夏幸福,26.14,17.96,37.9655,3030.8025,1.1455,16872.2437,6.377000000000001
15,600647,同达创业,24.35,101.55,35.5183,66.0039,0.4743,64.9914,0.467
16,603233,大参林,24.32,7.48,40.5302,189.6812,,2535.3477,
17,000626,远大控股,24.15,0.81,1.5266,204.9914,1.0123,25296.4545,124.9207
18,600550,保变电气,24.13,12.37,20.971999999999998,230.8541,0.1504,1866.1451,1.216
19,600398,海澜之家,23.79,20.99,41.4246,1665.8695,0.3707,7932.9058,1.7657
20,300533,冰川网络,22.94,52.18,93.3728,100.1568,,191.9319,
21,603187,海容冷链,22.91,14.56,31.3655,78.5603,1.3093,539.2621,8.9877
22,603079,圣达生物,22.64,29.62,57.9696,95.1115,,321.0616,
23,600870,ST厦华,21.85,,,1.3967,0.0026,0.0,0.0
24,000048,京基智农,21.78,11.7,37.5004,144.2292,0.369,1232.0265,3.1528
25,603639,海利尔,21.48,16.28,34.9875,114.6989,,704.3027,
26,600452,涪陵电力,21.47,22.48,8.9983,135.6227,0.8476,603.0475,3.7689999999999997
27,688096,京源环保,21.42,15.86,34.5012,3.405,0.3404,21.4646,2.1464
28,300690,双一科技,21.23,24.28,48.1119,60.0339,,247.2111,
29,002130,沃尔核材,20.98,51.1,29.2787,363.1604,0.6377,710.6452,1.2479
30,603596,伯特利,20.4,10.62,23.0754,73.1408,0.4876,688.6867,4.5912
31,002880,卫光生物,20.09,24.61,45.2625,67.6222,,274.7238,
32,002932,明德生物,20.01,42.26,77.0881,18.0924,0.3773,42.8053,0.8927
33,002736,国信证券,19.84,51.63,68.5036,9021.7957,1.1002,17472.0174,2.1307
34,603658,安图生物,19.83,34.84,78.6444,109.0079,,312.8241,
35,300208,青岛中程,19.77,32.34,48.7114,204.0587,0.6655,630.8373,2.0574
36,600083,博信股份,19.69,14.39,39.4937,9.744,0.0423,67.7116,0.2943
37,300567,精测电子,19.65,18.96,52.2546,40.0314,,211.1024,
38,000929,兰州黄河,19.62,42.0,39.5458,167.3654,0.9009,398.4195,2.1447
39,000565,渝三峡A,19.49,63.7,29.0787,151.5749,0.8739,237.9488,1.3719
40,002174,游族网络,19.44,33.4,62.3909,217.6097,0.7892,651.3609,2.3624
41,300748,金力永磁,19.42,13.43,25.6706,54.6066,0.3276,406.417,2.4384
42,002952,亚世光电,19.39,13.06,25.1762,26.1205,0.4647,199.8594,3.5562
43,002180,纳思达,19.36,54.44,68.2914,124.6631,0.2948,228.9677,0.5416
44,000931,中关村,19.23,37.51,44.339,149.6589,0.2217,398.9665,0.5911
45,600909,华安证券,19.0,51.44,68.62100000000001,1124.7415,0.3987,2186.3966,0.775
46,000712,锦龙股份,18.97,4847.54,97.0272,585.0462,0.6529,12.0689,0.0134
47,002890,弘宇股份,18.47,20.11,25.9724,45.9076,,228.1991,
48,300496,中科创达,18.28,25.23,55.2887,67.7239,0.9029,268.3257,3.5776
49,002354,天神娱乐,18.27,44.7,74.0601,142.7304,0.6402,319.2814,1.4322
50,600645,中源协和,18.08,87.0,70.2352,288.6089,0.7471,331.7244,0.8588
51,002926,华西证券,18.05,51.93,69.3035,1829.3617,1.2945,3522.5105,2.4927
52,000333,美的集团,18.03,10.08,27.4276,8324.1226,1.9402,82509.1438,19.2323
53,603288,海天味业,17.67,23.64,43.9216,1335.2078,0.4933,5645.8964,2.086
54,300072,三聚环保,17.52,18.19,37.2496,402.8579,0.609,2213.9357,3.3468
55,000686,东北证券,17.51,45.48,58.9093,1829.3769,0.9347,4021.5577,2.0547
56,603963,大理药业,17.5,27.31,47.8479,37.9889,,139.0914,
57,000848,承德露露,17.49,16.34,43.275,257.1808,0.3416,1573.2423,2.09
58,688086,紫晶存储,17.49,25.45,41.343,15.3145,0.1914,60.1588,0.7519
59,600958,东方证券,17.32,53.42,69.2282,5877.6055,1.1128,11001.4945,2.0829
60,000625,长安汽车,17.23,15.38,17.5567,5085.2665,1.0905,33052.9552,7.0885
61,603569,长久物流,17.09,8.96,15.4311,149.3408,,1665.1412,
62,601377,兴业证券,16.99,41.6,57.8758,2957.7554,0.5687,7108.4859,1.367
63,000958,东方能源,16.99,43.63,26.1388,174.5357,0.361,399.9494,0.8273
64,000540,中天金融,16.95,17.76,33.8848,1428.9914,0.3318,8044.0078,1.8682
65,603080,新疆火炬,16.88,26.3,43.6006,34.0133,0.3657,129.299,1.3903
66,600883,博闻科技,16.8,1696.9,-20.6707,119.6038,0.5066,7.0484,0.0298
67,300017,网宿科技,16.75,26.05,44.0584,322.269,0.4607,1236.8231,1.7684
68,300642,透景生命,16.66,37.2,79.594,25.3094,,68.0194,
69,603697,有友食品,16.63,18.09,31.9296,70.9978,0.3154,392.4596,1.7439
70,603722,阿科力,16.58,19.82,37.5285,30.7757,0.4734,155.2373,2.3882
71,300658,延江股份,16.51,10.67,33.0441,21.8534,,204.7937,
72,601788,光大证券,16.43,51.23,65.2762,4878.0262,1.4271,9520.7047,2.7854
73,603885,吉祥航空,16.29,13.47,27.627,517.7098,0.9114,3842.0991,6.7642
74,000603,盛达资源,16.18,32.14,80.6689,134.9227,0.2671,419.7148,0.8311
75,603619,中曼石油,16.15,16.14,35.5833,134.0484,,830.3191,
76,300033,同花顺,16.09,55.3,80.4286,224.4419,0.4174,405.8583,0.7549
77,300529,健帆生物,16.04,36.11,84.7919,80.1232,,221.8613,
78,300763,锦浪科技,16.02,9.19,36.073,6.3102,0.6268,68.6018,6.8153
79,000166,申万宏源,15.92,43.13,59.1352,7356.079000000001,0.4951,17053.453999999998,1.1478
80,601066,中信建投,15.86,46.57,61.9556,4116.9645,0.6749,8840.3411,1.4492
81,002294,信立泰,15.7,37.33,74.3067,619.0783,0.5918,1657.9841,1.585
82,601375,中原证券,15.57,42.41,56.6668,1012.2499,0.4977,2386.7005,1.1736
83,300660,江苏雷利,15.49,10.11,24.7171,77.5057,,766.62,
84,300652,雷迪克,15.44,16.01,33.9302,29.1376,,181.9101,
85,000783,长江证券,15.41,50.39,64.6965,2448.5067,0.5162,4858.3794,1.0244
86,603757,大元泵业,15.4,10.57,27.5562,32.2739,,305.1865,
87,002036,联创电子,15.38,51.47,11.6522,110.4517,0.4235,214.5564,0.8227
88,002304,洋河股份,15.34,33.27,60.6919,3184.8625,2.1133,9571.4512,6.3513
89,600999,招商证券,15.31,46.11,58.6722,7314.6655,1.2593,15863.4914,2.7312
90,603188,ST亚邦,15.3,31.63,54.6675,438.9798,0.7621,1387.6978,2.4091
91,600177,雅戈尔,15.3,33.31,32.2125,2902.703,1.3036,8712.7857,3.9130000000000003
92,600369,西南证券,15.25,47.06,58.5049,2842.4998,1.0070000000000001,6039.2024,2.1396
93,600769,祥龙电业,15.1,55.68,7.0128,6.4438,0.0171,11.5708,0.0308
94,002280,联络互动,15.1,51.19,72.0506,140.0402,0.1993,273.5454,0.3893
95,600816,安信信托,15.08,61.94,78.8581,831.6051,1.8312,1342.4163,2.9561
96,600315,上海家化,15.08,19.93,60.6983,640.7996,0.953,3215.0563,4.7817
97,300662,科锐国际,15.07,9.84,56.851000000000006,32.1437,,326.6586,
98,300670,大烨智能,15.05,18.73,34.9389,25.3427,,135.2385,
99,300600,瑞特股份,15.03,33.12,47.2796,54.5633,,164.7105,
100,300267,尔康制药,15.01,36.56,56.5409,284.9328,0.3124,779.3282,0.8545
101,300620,光库科技,14.93,27.78,49.4788,18.5861,,66.9019,
102,600649,城投控股,14.89,109.85,32.8736,2955.1659,0.9891,2690.1291,0.9004
103,002504,弘高创意,14.73,6.9,17.1716,111.0048,0.2689,1606.989,3.8935
104,603863,松炀资源,14.64,8.46,21.8123,11.4985,0.2129,135.8295,2.5153
105,000750,国海证券,14.6,43.71,59.8256,1101.5102,0.4767,2519.7774,1.0906
106,600352,浙江龙盛,14.52,24.65,38.4317,1870.9062,0.575,7588.6478,2.3325
107,002942,新农股份,14.49,11.06,29.8192,34.5617,0.5760000000000001,312.2634,5.2043
108,002054,德美化工,14.34,26.01,23.8552,251.7013,0.5995,967.45,2.3044
109,600566,济川药业,14.32,17.68,84.5631,331.2003,0.4238,1872.7173,2.3964
110,002939,长城证券,14.31,43.93,57.3668,1203.7754,0.5823,2739.9929,1.3255
111,600236,桂冠电力,14.27,20.34,49.5291,604.3168,0.2649,2969.9373,1.3023
112,002500,山西证券,14.26,49.45,66.8829,1203.4443,0.4777,2433.4789,0.9661
113,002415,海康威视,14.24,22.52,42.9432,2206.5217,0.5422,9796.3817,2.4074
114,002739,万达电影,14.22,18.02,34.3697,628.4469,1.1222,3486.4567,6.2258
115,002701,奥瑞金,14.19,16.68,33.8096,553.6871,0.5642,3317.7271,3.3807
116,603398,邦宝益智,14.18,19.94,36.7001,28.3297,0.3934,142.0071,1.9723
117,000838,财信发展,14.18,13.58,40.539,68.1941,0.3767,502.1612,2.7743
118,300715,凯伦股份,14.18,15.64,36.1913,13.8905,0.2572,88.803,1.6444
119,600887,伊利股份,14.15,8.91,34.7755,2662.1784,0.4343,29855.6217,4.8714
120,000049,德赛电池,14.08,3.02,9.9647,114.9883,0.5602,3798.7793,18.5086
121,300641,正丹股份,14.07,9.5,23.9252,52.5734,,553.045,
122,000615,京汉股份,13.97,31.27,15.0146,105.2465,0.4972,336.4952,1.5896
123,000651,格力电器,13.91,11.41,28.0891,5720.7537,1.9019,50111.1824,16.66
124,603277,银都股份,13.77,13.04,35.4258,52.4337,0.6991,401.8167,5.3575
125,002909,集泰股份,13.77,11.43,37.3966,30.6864,,268.4429,
126,300801,泰和科技,13.73,10.25,25.2604,46.0899,,449.5499,
127,000895,双汇发展,13.71,9.74,21.5023,1982.7906,0.6006,20354.3484,6.1663
128,300636,同和药业,13.71,22.87,41.3635,29.204,0.4867,127.6756,2.1279
129,603508,思维列控,13.7,37.44,63.9216,118.1157,0.9842,315.4155,2.6284
130,601975,招商南油,13.58,10.24,18.2316,269.1935,0.0535,2628.5471,0.5232
131,300547,川环科技,13.57,15.66,34.1856,34.2183,,218.4842,
132,300543,朗科智能,13.53,10.1,20.4051,29.6123,,293.0145,
133,300497,富祥药业,13.47,14.76,32.4742,40.7633,0.7548,276.1708,5.1142
134,600201,生物股份,13.46,44.07,77.01,245.8801,0.8584,557.8713,1.9477
135,300703,创源文化,13.39,6.37,28.8349,14.5519,,228.2223,
136,300495,美尚生态,13.36,21.52,37.236999999999995,64.6851,1.2937,300.5211,6.0104
137,002923,润都股份,13.25,13.0,68.795,36.5921,,281.3919,
138,600129,太极集团,13.25,4.67,28.7495,179.9889,0.4216,3847.4392,9.0126
139,601633,长城汽车,13.19,12.7,26.9063,4717.0528,1.5504,37115.3462,12.1992
140,603866,桃李面包,13.13,12.74,33.9614,144.7719,0.3573,1135.6996,2.8034
141,603357,设计总院,13.09,21.16,41.2839,75.1988,,355.3214,
142,002673,西部证券,13.04,50.34,66.8463,1518.0301,0.5429999999999999,3015.296,1.0785
143,601878,浙商证券,13.0,29.99,40.9904,982.0393,0.3273,3273.7973,1.0912
144,002215,诺普信,12.99,15.57,40.184,225.7082,0.2466,1448.8996,1.5835
145,600011,华能国际,12.93,13.87,30.4663,9058.5759,0.6281,65305.472,4.5286
146,603329,上海雅仕,12.86,5.22,11.7732,40.4808,,775.0185,
147,600519,贵州茅台,12.86,49.99,92.611,7888.2323,6.9073,15778.6475,13.8167
148,603348,文灿股份,12.81,11.19,30.1858,63.0857,0.4205,563.4499,3.7563
149,002489,浙江永强,12.8,23.02,23.579,455.7875,0.7332,1979.3646,3.1841
150,600305,恒顺醋业,12.75,27.93,41.053999999999995,181.0624,0.6007,648.2627,2.151
151,000921,海信家电,12.75,3.71,20.6485,505.7177,0.3711,13611.1486,9.9881
152,601099,太平洋,12.74,48.82,65.0934,917.1793,0.2597,1878.6275,0.5321
153,000966,长源电力,12.66,12.96,29.2549,330.8751,0.597,2551.8587,4.605
154,002223,鱼跃医疗,12.58,23.07,41.3626,251.9229,0.4308,1091.7388,1.8669
155,601997,贵阳银行,12.58,41.62,50.4807,1507.872,0.8383,3622.176,2.0138
156,002873,新天药业,12.4,10.46,83.5348,26.0909,0.505,249.2831,4.8254
157,603880,南卫股份,12.36,11.2,30.2499,23.9167,,213.4552,
158,002883,中设股份,12.34,17.71,50.0885,12.6873,,71.6186,
159,603225,新凤鸣,12.33,4.32,7.4867,292.9514,,6766.195,
160,002777,久远银海,12.33,13.83,43.342,24.4457,0.4074,176.7211,2.9453
161,002450,*ST康得,12.28,19.96,38.0166,659.125,0.4591,3301.1261,2.2995
