,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600877,*ST电能,3050.19,51.31,5.3974,301.5512,0.4387,587.6242,0.8549
1,600423,ST柳化,159.31,3.36,5.4217,61.5515,0.1541,1830.0737,4.5826
2,688007,光峰科技,149.34,13.08,41.9513,105.3934,,805.5879,
3,000953,*ST河化,126.44,13.33,-1.9392,29.4624,0.1001,220.8816,0.7511
4,600608,ST沪科,105.97,13.25,0.3205,62.3212,0.1895,470.0863,1.4294
5,600678,四川金顶,103.06,15.6,27.1372,28.858,0.0826,184.9645,0.5299
6,000717,韶钢松山,84.65,9.66,13.2641,2516.5474,1.0401,26038.2683,10.7617
7,603195,公牛集团,81.83,17.75,37.7359,1285.4285,,7240.0724,
8,600319,ST亚星,81.58,1.36,11.2734,26.6146,0.0843,1949.7807,6.1781
9,688188,柏楚电子,72.89,62.31,81.8747,131.0921,,210.3784,
10,600338,西藏珠峰,65.35,45.15,72.5532,1113.6447,1.7054,2466.5269,3.7771
11,600793,宜宾纸业,63.46,7.98,8.9831,92.4647,0.8781,1157.9648,10.9968
12,000016,深康佳A,63.25,16.19,11.0119,5057.0252,2.1001,31227.7632,12.9686
13,002925,盈趣科技,58.97,30.11,48.9369,983.8625,2.588,3267.1957,8.5942
14,002027,分众传媒,57.89,49.98,72.7247,6004.7068,0.4909,12013.5532,0.9821
15,601138,工业富联,56.34,4.47,10.1431,15867.607,0.8951,354543.851,20.0016
16,600306,商业城,55.18,8.93,17.1657,82.4033,0.4625,922.2737,5.1772
17,300782,卓胜微,54.71,28.71,55.8929,169.8884,2.2651,591.6474,7.8886
18,603379,三美股份,54.65,24.46,41.8147,954.1669999999999,2.5355,3899.482,10.362
19,300747,锐科激光,53.88,29.12,46.5967,277.1756,2.8872,951.8272,9.9148
20,002959,小熊电器,53.44,8.9,33.137,146.5629,,1646.5336,
21,600768,宁波富邦,52.32,8.78,2.3099,70.6541,0.5282,804.6708,6.0163
22,600507,方大特钢,52.13,18.21,32.0344,2539.5266,1.915,13944.7496,10.5156
23,300763,锦浪科技,50.83,14.3,32.8233,117.8142,1.9635,823.4814,13.7247
24,600228,ST昌九,49.83,4.72,9.1173,26.1307,0.1082,553.2305,2.2925
25,603709,中源家居,48.21,10.53,28.3019,82.6817,1.3780000000000001,784.5126,13.0752
26,300792,壹网壹创,47.77,19.56,46.8363,137.8208,2.2969999999999997,704.4074,11.7401
27,600230,沧州大化,46.76,29.04,55.6943,1283.0424,4.3612,4417.1951,15.0148
28,603666,亿嘉和,44.85,37.17,67.2173,138.9932,2.6408,373.8802,7.1037
29,688358,祥生医疗,44.41,23.57,59.4176,64.0428,,271.6244,
30,300176,派生科技,44.35,16.72,58.7061,491.1552,4.5782,2936.8894,27.3759
31,300776,帝尔激光,44.22,40.58,65.8824,67.1272,1.3536,165.4126,3.3356
32,603353,和顺石油,43.17,9.28,20.0401,191.8437,,2065.8025,
33,300751,迈为股份,42.15,27.5,48.8264,130.8953,3.3562,475.9193,12.203
34,300821,东岳硅材,41.82,12.7,27.8099,310.0625,,2440.8537,
35,000513,丽珠集团,41.11,51.91,63.8601,4428.6846,8.0051,8530.9686,15.4202
36,600309,万华化学,40.81,20.96,39.7,11134.7903,4.0726,53123.1733,19.4304
37,300618,寒锐钴业,40.34,30.67,48.8973,449.4048,3.745,1464.8966,12.2074
38,000932,华菱钢铁,39.82,5.38,13.8155,4120.9195,1.3665,76511.4136,25.3714
39,300757,罗博特科,39.48,20.26,41.6367,86.9206,1.4486,428.8622,7.1477
40,603185,上机数控,39.48,29.91,47.6194,189.3714,2.0039,633.0253,6.6986
41,000918,嘉凯城,39.29,157.91,16.0802,1987.7496,1.1017,1258.734,0.6976
42,300760,迈瑞医疗,39.11,23.17,67.0299,2589.1548,2.3664,11173.7954,10.2128
43,600161,天坛生物,38.81,66.84,55.9267,1179.9427,1.7608,1765.1697,2.6341
44,603949,雪龙集团,38.8,29.55,58.6241,105.066,,355.5379,
45,603489,八方股份,38.19,16.69,41.7516,102.7397,,615.4064,
46,603165,荣晟环保,37.65,19.59,23.3117,398.6823,3.1471,2034.4144,16.0594
47,300783,三只松鼠,37.38,5.43,28.9199,302.0172,0.8389,5554.1866,15.4282
48,600516,方大炭素,37.31,43.35,76.586,3620.4186,2.0239,8350.4761,4.6682
49,002016,世荣兆业,36.88,29.4,56.9654,912.9816,1.1283,3105.2481,3.8379
50,002366,台海核电,36.77,41.05,67.9312,1013.9797,1.1694,2469.8083,2.8484
51,601003,柳钢股份,36.75,6.36,8.9669,2646.1763,1.0325,41557.1691,16.2155
52,600609,金杯汽车,36.72,1.74,14.4017,100.713,0.0921,5770.545999999999,5.2811
53,688368,晶丰明源,36.56,10.9,22.489,76.1159,,698.2648,
54,002460,赣锋锂业,36.38,33.51,40.471,1469.0781,1.9804,4383.4461,5.9094
55,002110,三钢闽光,36.23,17.76,26.0955,3989.7253,2.9045,22460.5348,16.3514
56,002970,锐明技术,36.16,13.64,40.6596,116.264,,851.9739999999999,
57,603587,地素时尚,36.05,24.67,74.8425,480.0637,1.4119,1945.9084,5.7232
58,603871,嘉友国际,35.94,6.35,9.429,206.2206,3.437,3244.2493,54.0708
59,000055,方大集团,35.33,38.82,32.205,1144.4044,0.9668,2947.4708,2.4901
60,603590,康辰药业,35.32,81.07,92.3853,478.8171,3.9901,590.5801,4.9215
61,000672,上峰水泥,35.28,17.25,34.6881,791.7741,0.9731,4587.5339,5.6384
62,688288,鸿泉物联,35.04,17.65,51.1717,47.7957,,270.7145,
63,600581,八一钢铁,34.96,6.97,14.0532,1167.9596,1.5238,16756.8536,21.8629
64,603551,奥普家居,34.83,17.07,47.7471,270.4506,,1584.1364,
65,603868,飞科电器,34.65,21.67,39.3241,835.3476,1.9176,3853.4289,8.8462
66,300789,唐源电气,34.56,29.79,54.6335,62.0191,,208.12599999999998,
67,300752,隆利科技,34.53,10.9,21.5812,99.0236,1.817,908.3483,16.6681
68,000526,紫光学大,34.53,0.86,28.8304,24.3809,0.2534,2811.5923,29.228
69,000651,格力电器,34.15,15.1,32.8577,22401.5762,3.7238,148286.45,24.6497
70,603755,日辰股份,34.12,26.84,50.2879,56.0381,,208.7664,
71,600618,氯碱化工,34.01,13.73,16.0365,992.6033,0.8583,7226.7461,6.2493
72,300785,值得买,33.95,23.49,84.01,86.2414,,367.0043,
73,688016,心脉医疗,33.71,38.38,77.7267,63.3862,,165.1348,
74,002978,安宁股份,33.66,42.84,66.3739,551.6519999999999,,1287.4825,
75,002517,恺英网络,33.37,51.37,70.6997,1610.2174,1.122,3134.0191,2.1839
76,603948,建业股份,33.18,10.04,15.7934,182.8358,,1820.4834,
77,300454,深信服,32.95,23.19,75.4955,573.5193,1.5931,2472.4745,6.8679
78,600444,国机通用,32.79,27.33,20.2664,167.2599,1.1423,611.83,4.1785
79,002928,华夏航空,32.53,10.85,21.5305,374.2307,1.0395,3448.447,9.579
80,000885,城发环境,32.3,12.77,40.6802,602.8508,1.2144,4720.4123,9.5096
81,000820,*ST节能,32.22,26.43,47.5977,348.0885,0.5462,1316.7882,2.0663
82,300136,信维通信,32.21,25.88,36.4284,889.0461,0.9045,3434.7678,3.4947
83,603983,丸美股份,32.09,22.64,68.27600000000001,306.222,,1352.3234,
84,002968,新大正,32.05,9.2,21.4153,70.6569,1.3424,767.5357,14.583
85,300799,左江科技,31.99,38.49,64.4487,48.3747,0.9485,125.656,2.4638
86,300778,新城市,31.59,19.64,38.3248,72.2173,1.2036,367.656,6.1275
87,000785,居然之家,31.57,8.94,21.0596,357.5353,1.4231,3996.6257,15.9087
88,688198,佰仁医疗,31.5,45.69,89.1224,42.2015,,92.3471,
89,603156,养元饮品,31.48,29.84,47.8525,2309.8787,4.6664,7740.584,15.6375
90,603776,永安行,31.47,48.97,28.432,516.4491,5.3796,1054.5314,10.9847
91,603799,华友钴业,31.46,19.63,34.3915,1895.513,3.1982,9653.2227,16.2875
92,688001,华兴源创,31.42,15.3,45.0344,209.6691,,1369.8342,
93,603516,淳中科技,31.17,36.32,73.5372,90.9278,1.296,250.3269,3.5679
94,000921,海信家电,30.99,5.96,19.4632,1997.5301,1.4658,33487.5904,24.5739
95,002415,海康威视,30.99,22.45,43.9994,9410.8551,1.0197,41905.4766,4.5406
96,300816,艾可蓝,30.97,11.88,34.835,44.3187,,372.9405,
97,002323,ST百特,30.88,19.17,38.1008,264.0927,0.3541,1377.2566,1.8468
98,300815,玉禾田,30.87,7.17,19.5628,154.3239,1.4867,2151.9757,20.7319
99,300813,泰林生物,30.71,31.67,60.3312,44.9879,1.1544,142.0181,3.6442
100,603583,捷昌驱动,30.62,22.71,44.946999999999996,157.8158,1.7418,694.7257,7.667999999999999
101,002120,韵达股份,30.49,15.91,28.9805,1589.3196,1.3056,9985.5739,8.2033
102,000036,华联控股,30.47,33.81,68.2246,1343.1251,1.1766,3971.7470000000003,3.4794
103,603288,海天味业,30.04,24.21,45.6901,3531.4369,1.3073,14584.3109,5.3991
104,603486,科沃斯,29.91,8.25,36.5847,375.6629,1.0435,4551.0256,12.6417
105,600545,卓郎智能,29.82,7.55,26.6742,658.327,0.3473,8713.412,4.5971
106,688200,华峰测控,29.79,35.54,80.7061,52.8114,,148.57299999999998,
107,600398,海澜之家,29.78,18.29,38.954,3328.8742,0.7409,18200.0914,4.0509
108,688088,虹软科技,29.72,24.95,93.6584,86.3325,,345.92400000000004,
109,002597,金禾实业,29.64,22.81,33.7946,1022.2685,1.8117,4479.8764,7.9397
110,688178,万德斯,29.62,24.68,37.585,69.7542,,282.5464,
111,600519,贵州茅台,29.61,46.51,89.7962,27079.3603,21.5566,58217.8613,46.3445
112,000895,双汇发展,29.54,8.56,18.9112,4319.2999,1.3090000000000002,50447.335999999996,15.2891
113,000736,中交地产,29.45,10.65,29.6712,617.1652,2.0766,5793.5788,19.4942
114,300740,御家汇,29.35,9.62,52.6341,158.4942,1.3207,1646.3999,13.7199
115,601155,新城控股,29.23,14.87,35.559,6028.9077,2.6694,40525.6848,17.9437
116,688008,澜起科技,29.22,28.26,53.4871,346.916,,1227.5149,
117,603221,爱丽家居,29.21,10.86,27.6751,114.646,,1055.2572,
118,603700,宁水集团,28.99,14.9,34.9092,121.3582,1.035,814.1762,6.9439
119,600641,万业企业,28.93,81.04,63.0437,1698.906,2.1074,2096.2619,2.6003
120,688233,神工股份,28.92,36.26,55.1155,45.8528,,126.4207,
121,600380,健康元,28.88,19.78,62.8164,2133.0404,1.3553,10779.2582,6.8492
122,300072,三聚环保,28.86,11.29,18.4518,2539.1523,1.4043,22477.732999999997,12.4318
123,300571,平治信息,28.75,10.66,24.7938,97.0273,1.2128,909.9505,11.3743
124,002960,青鸟消防,28.67,21.89,43.8907,322.8728,1.7937,1474.8048,8.1933
125,603217,元利科技,28.65,14.83,35.5303,185.0229,2.7097,1247.5327,18.2708
126,300803,指南针,28.58,23.13,88.3543,154.7713,0.4446,669.0987,1.9221
127,603680,今创集团,28.5,20.46,40.0456,599.8976,1.587,2931.9251,7.7564
128,603773,沃格光电,28.31,31.77,56.8302,207.7464,2.9282,653.8425,9.2159
129,600132,重庆啤酒,28.31,10.37,39.3479,329.4632,0.6807,3175.5195,6.5613
130,688022,瀚川智能,28.2,13.2,37.196,32.1968,,243.8491,
131,603068,博通集成,28.18,15.46,34.0287,87.4273,0.8403,565.3215,5.4339
132,601519,大智慧,28.13,59.99,60.3705,382.9246,0.1926,638.2362,0.321
133,002943,宇晶股份,28.08,22.15,42.3592,78.1616,1.0421,352.8458,4.7046
134,603260,合盛硅业,28.01,21.82,38.7194,1516.9724,2.2641,6950.0376,10.3731
135,600566,济川药业,27.79,21.68,84.9516,1223.4635,1.5111,5642.0091,6.9686
136,002508,老板电器,27.77,20.82,53.6782,1461.2135,1.5396,7017.3971,7.3942
137,300761,立华股份,27.75,13.32,18.7243,790.5369999999999,2.1801,5931.8361,16.3591
138,688228,开普云,27.74,22.98,62.6701,36.0113,0.7152,156.6813,3.1118
139,688020,方邦股份,27.73,42.55,73.1735,96.2911,1.6048,226.2545,3.7709
140,002952,亚世光电,27.69,13.36,25.7233,67.6946,1.1711,506.667,8.7658
141,600282,南钢股份,27.64,8.51,16.3415,3200.3494,0.7258,37600.6641,8.5282
142,688030,山石网科,27.59,12.96,77.5302,60.0522,,463.0586,
143,300771,智莱科技,27.56,21.11,46.8391,115.4819,1.5397,546.9048,7.292000000000001
144,002841,视源股份,27.55,6.35,19.9869,691.0816,1.7008,10867.608,26.7469
145,002955,鸿合科技,27.5,5.64,22.6701,204.3346,1.9852,3616.9482,35.1419
146,300743,天地数码,27.5,11.81,36.5073,44.5186,0.9096,376.7405,7.6983
147,002977,天箭科技,27.49,31.63,55.0849,55.498000000000005,,175.4406,
148,688357,建龙微纳,27.41,8.36,31.9693,20.5358,0.6441,245.5355,7.7018
149,000048,京基智农,27.41,9.4,40.2966,276.7623,0.7082,2942.7278,7.5306
150,688006,杭可科技,27.34,23.42,49.9124,180.5871,,770.9828,
151,300577,开润股份,27.34,11.47,29.6099,133.4076,1.1047,1162.4366,9.6257
152,002940,昂利康,27.3,11.57,53.0952,101.0854,1.4975,873.1544,12.9356
153,688058,宝兰德,27.27,39.8,94.664,34.4985,,86.6682,
154,002932,明德生物,27.22,39.66,81.8617,65.4926,1.3114,165.1233,3.3065
155,300724,捷佳伟创,27.2,20.44,39.6107,254.0393,1.0584,1242.7793,5.1782
156,300504,天邑股份,27.1,9.76,25.3573,229.9486,1.1465,2354.8741,11.7417
157,603697,有友食品,27.1,19.23,36.4466,190.3446,0.8458,989.7183,4.3978
158,600961,株冶集团,27.07,0.4,4.6676,55.4496,0.1051,13796.8289,26.1572
159,300788,中信出版,27.02,16.11,40.6386,204.8511,1.4364,1271.3874,8.9149
160,603650,彤程新材,26.89,16.56,35.6269,314.8709,0.5972,1900.9424,3.6058
161,603053,成都燃气,26.81,12.15,24.5264,469.5411,,3862.2065,
162,603658,安图生物,26.78,31.89,67.4863,446.5642,1.0632,1400.142,3.3336
163,000779,甘咨询,26.58,28.34,14.7851,79.2506,0.425,279.6205,1.4997
164,688025,杰普特,26.56,13.84,33.6534,87.6691,1.4611,633.3393,10.5556
165,300812,易天股份,26.52,16.54,45.1652,48.6576,,294.1065,
166,600477,杭萧钢构,26.52,16.59,33.2218,768.0164,0.5587,4628.1654,3.3673
167,603444,吉比特,26.48,42.34,90.8655,609.7127,8.4989,1440.0077,20.0726
168,000835,长城动漫,26.46,43.88,61.4376,127.6981,0.3908,290.968,0.8904
169,603506,南都物业,26.4,9.13,24.401,74.8324,1.2571,819.5234,13.7679
170,688051,佳华科技,26.35,10.76,35.8164,35.7651,,332.2761,
171,300029,天龙光电,26.28,20.08,42.8631,67.0219,0.3351,333.7206,1.6686
172,002956,西麦食品,26.24,14.07,59.8309,101.2469,1.6874,719.5060000000001,11.9917
173,000803,金宇车城,26.14,7.19,33.1905,21.7406,0.1702,302.1,2.3651
174,000509,*ST华塑,26.11,0.55,0.9523,12.505999999999998,0.0151,2240.8903,2.7146
175,002071,长城影视,26.03,13.63,28.8579,169.7522,0.32299999999999995,1245.3243,2.3701
176,002979,雷赛智能,25.97,17.46,44.451,93.4966,,535.4651,
177,300415,伊之密,25.73,13.71,36.8706,275.4883,0.6377,2008.3146,4.6488
178,002372,伟星新材,25.67,21.04,46.7228,821.2857,0.8144,3902.9582,3.8704
179,002942,新农股份,25.51,9.4,29.4665,76.017,0.8446,808.3324,8.9814
180,600989,宝丰能源,25.5,23.76,43.2241,2923.4357,0.504,12300.745,2.1208
181,002981,朝阳科技,25.5,12.45,26.333000000000002,80.5426,,646.8635,
182,603657,春光科技,25.46,19.19,36.3271,87.624,1.217,456.5584,6.341
183,603160,汇顶科技,25.44,24.09,47.1185,886.9421,1.9525,3681.5943,8.1046
184,300765,新诺威,25.41,18.9,48.8737,194.9111,1.2994,1031.181,6.8745
185,688123,聚辰股份,25.41,16.7,48.5301,57.4307,,343.8579,
186,603059,倍加洁,25.38,12.94,26.2566,86.5642,1.4427,668.8633,11.1477
187,300758,七彩化学,25.23,18.7,36.6632,103.3845,1.2923,552.7503,6.9093
188,603596,伯特利,25.19,11.45,23.2769,277.0033,0.7533,2419.1869,6.5792
189,002032,苏泊尔,25.15,9.21,29.5567,1307.6066,1.5921,14187.3474,17.2745
190,300624,万兴科技,25.14,14.68,95.855,68.6007,1.1433,467.2516,7.7875
191,601012,隆基股份,25.11,21.78,32.2721,3564.5256,1.7876,16362.2845,8.2058
192,603214,爱婴室,25.02,5.17,28.409000000000002,93.5779,1.2477,1807.8493,24.1046
193,002833,弘亚数控,25.02,28.57,38.1846,234.4805,1.7328,820.4604,6.0633
194,688298,东方生物,24.98,14.87,48.1218,33.3566,,224.2374,
195,688169,石头科技,24.86,5.98,21.6413,66.9962,,1118.8176,
196,000567,海德股份,24.85,36.18,100.0,73.2683,0.4845,202.5055,1.3393
197,600569,安阳钢铁,24.8,5.92,14.2922,1600.7815,0.6687,27029.2079,11.2918
198,603327,福蓉科技,24.69,12.74,27.8817,135.8574,0.3881,1065.6296,3.0446
199,600133,东湖高新,24.64,12.1,13.8564,923.9752,1.273,7632.9067,10.5168
200,603967,中创物流,24.62,4.22,8.137,188.6178,0.943,4462.2049,22.311
