,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,000815,美利云,424.76,26.59,5.4245,148.0793,0.4674,556.7114,1.7572
1,002306,ST云网,338.65,17.41,56.4558,65.574,0.0819,376.6359,0.4707
2,600608,ST沪科,328.63,18.39,7.5907,34.9916,0.1064,190.1716,0.5782
3,002959,小熊电器,312.98,9.9,34.525999999999996,71.7432,,724.6268,
4,002517,恺英网络,85.23,27.99,61.185,654.7989,0.9674,2339.3045,3.4564
5,603709,中源家居,80.34,13.88,30.9563,59.1177,0.9852,425.8667,7.0977
6,603506,南都物业,78.02,11.53,29.7747,54.2872,,470.7624,
7,300750,宁德时代,74.23,16.31,38.6415,930.6464,0.4759,5702.8849,2.9167
8,002027,分众传媒,73.69,39.28,70.5617,3389.1420000000003,0.8234,8627.4116,2.0961
9,600870,ST厦华,71.82,6.45,6.0729999999999995,13.9903,0.0267,216.7728,0.4143
10,002962,五方光电,68.52,19.91,42.9035,48.4,,243.0253,
11,600155,华创阳安,63.78,64.76,2.3226,225.7168,0.4735,348.5158,0.7312
12,603587,地素时尚,63.74,27.17,74.5448,503.2295,1.48,1851.8747,5.4466
13,603195,公牛集团,61.43,22.42,41.6065,999.7422,,4458.9131,
14,603890,春秋电子,58.49,6.83,19.3847,87.0937,0.8476,1275.147,12.4101
15,300757,罗博特科,57.83,18.19,37.3827,21.3974,0.3566,117.5934,1.9598
16,002917,金奥博,57.33,18.17,34.6016,72.5265,0.8553,398.957,4.7052
17,600734,实达集团,56.92,49.88,24.3921,154.8191,0.4403,310.33799999999997,0.8827
18,300590,移为通信,56.72,34.83,55.123000000000005,101.5217,1.692,291.4489,4.8574
19,300628,亿联网络,56.0,37.4,58.6328,247.6205,4.4217,661.9126,11.8198
20,002951,金时科技,54.1,38.16,49.5735,263.5841,,690.592,
21,002928,华夏航空,53.78,13.49,27.7469,241.7375,0.6714,1791.8618,4.9773
22,603258,电魂网络,52.23,46.42,95.0561,217.4987,1.2083,468.4699,2.6026
23,600876,洛阳玻璃,51.9,21.82,4.3046,144.483,0.2805,662.1566,1.2856
24,603103,横店影视,51.0,16.29,28.7352,344.3716,0.8609,2113.1257,5.2828
25,603283,赛腾股份,50.32,25.98,54.2386,127.0465,1.0587,488.9477,4.0745
26,002568,百润股份,50.2,21.27,76.336,500.1977,0.5582,2351.1977,2.6241
27,603858,步长制药,49.45,30.34,82.7929,3536.7644,5.779,11655.6274,19.0451
28,603661,恒林股份,49.43,12.4,28.6231,189.7454,2.5299,1530.1670000000001,20.4022
29,688006,杭可科技,48.94,22.01,48.5234,56.783,,257.9755,
30,688202,美迪西,48.78,15.94,36.1561,26.1427,,163.9908,
31,603816,顾家家居,48.42,13.52,41.1293,498.3119,1.51,3684.8459999999995,11.1662
32,603528,多伦科技,47.98,41.6,65.2578,304.9599,1.9674,733.0401,4.7292
33,000520,长航凤凰,47.86,15.92,14.0048,122.5947,0.1211,769.9897,0.7607
34,002980,华盛昌,47.85,19.27,37.9275,90.4249,,469.2397,
35,603626,科森科技,47.49,18.63,38.0577,198.2373,1.2546,1064.0147,6.7342
36,300782,卓胜微,47.07,10.14,56.795,11.2522,,110.9323,
37,300745,欣锐科技,46.69,26.59,44.288999999999994,91.9038,1.0701,345.5989,4.024
38,603156,养元饮品,46.46,28.73,46.2992,2619.9646,5.2928,9117.2535,18.4186
39,300709,精研科技,46.18,26.35,52.3739,119.7029,1.8136,454.1813,6.8815
40,603579,荣泰健康,46.09,13.93,32.4045,142.7024,2.7181,1023.9781,19.5043
41,300681,英搏尔,45.78,21.65,35.7849,92.2841,1.6275,426.1115,7.5151
42,002952,亚世光电,45.66,16.96,26.2395,65.2793,1.1615,384.7347,6.8458
43,603868,飞科电器,45.42,18.03,36.5932,501.7114,1.2798,2782.6268,7.0985
44,300033,同花顺,44.99,66.38,88.26,957.2228,1.7805,1441.9449,2.6821
45,603489,八方股份,44.89,15.19,29.3083,41.4683,,272.9497,
46,300799,左江科技,44.19,35.41,68.9838,16.2396,,45.858999999999995,
47,688168,安博通,44.02,23.56,68.1804,14.4142,1.8017,61.1579,7.6447
48,603610,麒盛科技,43.98,8.09,37.727,56.3518,,696.3169,
49,300759,康龙化成,43.84,6.54,27.5167,73.8464,0.125,1128.0376,1.9097
50,002841,视源股份,43.79,5.91,19.3021,354.4635,0.9764,5996.0575,16.518
51,002968,新大正,43.77,9.46,22.1549,49.5262,,523.126,
52,300812,易天股份,43.77,15.37,44.7126,27.8943,,181.4282,
53,603377,东方时尚,43.67,24.8,57.2893,329.08,0.8894,1326.8751,3.5861
54,002323,ST百特,43.63,28.75,43.2438,266.1905,1.0708,925.6355,3.7237
55,300803,指南针,43.42,19.55,88.6628,105.3015,0.6743,538.5286,3.4486
56,300756,中山金马,43.19,20.17,51.2478,100.0148,3.3338,495.6561,16.5218
57,002901,大博医疗,42.93,48.11,81.0328,188.5072,0.5236,391.8252,1.0884
58,603583,捷昌驱动,42.16,27.18,47.8949,99.3927,1.1611,365.5884,4.2708
59,603277,银都股份,42.13,17.85,40.5823,167.968,2.2395,940.6757,12.5423
60,300713,英可瑞,42.08,23.68,46.5164,60.5815,1.4254,255.8253,6.0194
61,002920,德赛西威,41.22,9.78,26.9619,358.8745,0.7974,3668.2484,8.1516
62,603551,奥普家居,41.09,25.94,48.2799,245.1734,,945.0491,
63,300771,智莱科技,40.67,19.7,42.9999,46.726000000000006,,237.0786,
64,002869,金溢科技,40.0,18.57,49.3043,139.6981,1.5824,752.0645,8.519
65,603387,基蛋生物,39.42,38.0,82.8139,105.0668,1.0612,276.4203,2.7921
66,603380,易德龙,39.32,10.83,25.1656,65.2677,0.5438,602.467,5.0205
67,603983,丸美股份,39.31,23.62,68.6562,281.4346,,1191.2302,
68,300583,赛托生物,39.08,27.99,44.2462,187.0446,2.338,668.1668,8.352
69,300558,贝达药业,38.87,37.75,96.945,345.2981,0.9591,914.6639,2.5407
70,603233,大参林,38.72,7.5,41.0284,395.4341,1.0984,5265.4819,14.6263
71,002925,盈趣科技,38.7,16.8,33.2911,164.7877,0.4334,980.4484,2.5789999999999997
72,603658,安图生物,38.69,38.8,72.7674,278.0268,0.7355,716.4886,1.8954
73,600315,上海家化,38.57,37.8,59.1796,2209.9610000000002,3.2787,5845.8653,8.6729
74,300519,新光药业,38.39,38.13,65.8219,118.7842,1.9797,311.4782,5.1913
75,300819,聚杰微纤,38.28,16.02,35.1118,66.7181,,416.286,
76,002852,道道全,38.27,8.36,16.8804,182.9483,2.4393,2186.1739,29.1489
77,603680,今创集团,38.01,27.19,39.5921,672.6032,1.7793,2473.4822,6.5436
78,300612,宣亚国际,37.96,13.7,47.498999999999995,53.5501,0.9916,390.5962,7.2332
79,300656,民德电子,37.9,36.25,50.1015,45.5292,1.0117,125.57700000000001,2.7906
80,300763,锦浪科技,37.74,11.3,39.1795,20.0444,1.9913,177.3212,17.6162
81,603390,通达电气,37.37,16.2,32.2401,64.7632,0.4275,399.6536,2.6386
82,300668,杰恩设计,37.01,22.29,49.4377,33.0948,1.0479,148.4585,4.7010000000000005
83,000963,华东医药,36.91,5.04,23.9771,1096.9124,2.5269999999999997,21727.3835,50.0561
84,002905,金逸影视,36.84,10.59,26.3545,246.2671,1.9545,2325.275,18.4545
85,300805,电声股份,36.7,14.7,33.2342,174.4454,,1186.5692,
86,300658,延江股份,36.42,13.76,37.2569,63.9733,0.8529,464.6938,6.1959
87,603895,天永智能,36.29,20.51,40.3191,60.4743,1.0444,294.8391,5.0922
88,300533,冰川网络,36.27,46.37,92.552,171.5492,2.2873,369.8822,4.9317
89,603444,吉比特,36.24,58.31,96.4357,174.9777,3.2785,300.0454,5.6219
90,300743,天地数码,35.66,11.16,33.9286,34.8556,0.7122,312.0733,6.3769
91,603303,得邦照明,35.65,10.56,20.0453,341.1918,1.8955,3230.1267,17.9451
92,002931,锋龙股份,35.64,14.91,36.8767,37.7847,0.5668,253.36900000000003,3.8009
93,600398,海澜之家,35.62,18.65,40.2716,2953.1317,0.6573,15830.1096,3.5234
94,300529,健帆生物,35.53,39.38,84.5503,200.44099999999997,0.5417,508.9052,1.3754
95,600340,华夏幸福,35.49,12.52,34.5153,4800.773,1.8145,38334.6897,14.4891
96,603605,珀莱雅,35.32,8.73,63.8602,143.7496,0.9583,1645.2104,10.968
97,603596,伯特利,35.23,11.28,23.3736,165.9246,1.1061,1470.9223,9.8061
98,300595,欧普康视,35.14,50.33,76.9629,88.7048,1.7393,176.2367,3.4556
99,600185,格力地产,35.1,53.86,41.1502,1370.765,2.3728,2544.9238,4.4054
100,002960,青鸟消防,35.04,21.32,40.7599,203.1906,,952.6413,
101,603353,和顺石油,35.02,5.03,16.277,67.9942,,1351.2639,
102,603871,嘉友国际,34.53,16.34,27.4262,102.4569,1.7076,626.6678,10.4444
103,300789,唐源电气,34.51,20.08,59.1005,18.0884,,90.0539,
104,300781,因赛集团,34.48,18.11,59.7465,33.0848,,182.6365,
105,603863,松炀资源,34.45,10.82,21.8454,35.2125,0.652,325.2053,6.0223
