,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600733,北汽蓝谷,121.4863,0.1381,,0.1933,19.3347
1,000609,中迪投资,39.4308,0.1951,1.5098,0.9034,90.3424
2,600053,九鼎投资,10.482999999999999,0.11900000000000001,224.3923,0.1599,18.1804
3,600620,天宸股份,8.4584,0.1919,,0.595,61.527
4,600215,长春经开,6.1293,0.0218,,0.0598,6.9776
5,600503,华丽家族,5.1648,0.0092,0.1067,0.0146,1.8902
6,600816,安信信托,5.0456,0.0755,0.8515,0.1917,19.1706
7,600576,祥源文化,3.7842,0.1992,,0.5267,91.5208
8,600136,当代明诚,3.6641,0.2277,26.4576,1.2596,251.4196
9,002051,中工国际,2.7395,0.5072,29.9631,0.6621,66.9859
10,000001,平安银行,2.6007,0.0371,6.6728,0.0388,
11,600638,新黄浦,2.4044,0.0333,1.7801,0.062,14.6468
12,000711,京蓝科技,2.2284,0.0791,3.6997,0.1392,42.8385
13,600711,盛屯矿业,2.2019,0.0555,,0.1495,18.4112
14,000038,深大通,1.7847,0.0632,,0.0936,9.6242
15,600703,三安光电,1.3919,0.1216,1.6923,0.3591,301.0567
16,600766,园城黄金,1.3543,0.0891,,0.0812,8.2785
17,600751,海航科技,1.3252,0.18600000000000003,,0.113,16.1117
18,000668,荣丰控股,1.2724,0.0631,2.9314,0.2608,32.8793
19,000301,东方盛虹,1.1494,0.1332,7.6156,0.5156,69.8412
20,600382,广东明珠,1.1416,0.0699,1.1339,0.7937,107.0172
21,000415,渤海租赁,1.1329,0.0319,2.7416,0.0602,66.1544
22,000062,深圳华强,1.1197,0.073,11.7161,0.1211,35.7845
23,000752,*ST西发,1.0354,0.2104,6.7671,1.6704,174.0519
24,600107,美尔雅,0.9711,0.0928,14.7583,0.1266,12.8306
25,000502,绿景控股,0.9674,0.0511,,0.0724,7.2461
26,600962,国投中鲁,0.9633,0.4332,14.921,1.5651,158.9725
27,300059,东方财富,0.9238,0.0695,2.0689,1.2281,122.8129
28,002113,ST天润,0.9039,0.2248,14.2238,0.2398,27.579
29,600371,万向德农,0.8849,0.2714,5.6568,0.5118,52.4106
30,002039,黔源电力,0.8647,0.0362,13.2273,0.0455,30.7425
31,600891,*ST秋林,0.8302,0.3096,9.1782,0.9851,102.0752
32,600622,光大嘉宝,0.8233,0.0413,8.6374,0.0653,6.5729
33,000722,湖南发展,0.8212,0.044000000000000004,1.8736,2.225,238.1565
34,600794,保税科技,0.8113,0.0964,1.6653,0.1479,18.0055
35,000828,东莞控股,0.8087,0.0596,1.2659,0.1739,17.6941
36,600020,中原高速,0.7904,0.0346,5.3848,0.0443,18.2098
37,000537,广宇发展,0.7666,0.0697,2.2376,0.1052,11.5956
38,600149,ST坊展,0.7559,0.0078,,0.0522,5.2216
39,600012,皖通高速,0.7461,0.0884,1.7409,0.2426,102.3378
40,300144,宋城演艺,0.7419,0.053,1.5066,0.4118,91.4771
41,000507,珠海港,0.7387,0.0538,0.6684,0.1422,33.2366
42,000006,深振业A,0.7304,0.0989,5.8518,0.1487,19.4467
43,000548,湖南投资,0.7168,0.0443,2.4248,0.1512,20.3125
44,600168,武汉控股,0.6983,0.0295,2.5692,0.0656,20.7071
45,600748,上实发展,0.698,0.0611,5.0784,0.0828,11.9169
46,600035,楚天高速,0.6943,0.0427,1.642,0.076,19.5925
47,000573,粤宏远A,0.6721,0.0906,7.8363,0.2074,38.9229
48,000861,海印股份,0.6674,0.1711,3.4475,0.2578,35.0881
49,601985,中国核电,0.6637,0.0358,2.08,0.044000000000000004,14.0899
50,600188,兖州煤业,0.6497,0.1509,2.6743,0.2702,55.3994
51,601199,江南水务,0.6432,0.0782,2.8379,0.3717,40.4645
52,601188,龙江交通,0.6387,0.0382,1.6322,0.2936,44.8795
53,600692,亚通股份,0.6368,0.048,,0.0728,8.1217
54,002357,富临运业,0.6211,0.0826,1.8366,0.2639,26.4524
55,600900,长江电力,0.6172,0.0333,1.9155,0.0568,8.7008
56,000429,粤高速A,0.6074,0.0287,1.9946,0.0506,17.7977
57,600674,川投能源,0.5899,0.0235,2.1288,0.0461,29.9854
58,601368,绿城水务,0.5888,0.0396,2.2847,0.0518,15.3599
59,600415,小商品城,0.5868,0.05,2.3869,0.0865,9.481
60,000088,盐田港,0.5868,0.02,0.41,0.2375,68.3247
61,600889,南京化纤,0.5864,0.1151,13.3878,0.1539,17.3567
62,000792,*ST盐湖,0.5859,0.0867,1.1683,0.1965,43.4794
63,002492,恒基达鑫,0.5803,0.0468,1.8019999999999998,0.1747,71.0635
64,002253,川大智胜,0.573,0.0571,2.1337,0.3359,39.4544
65,002118,紫鑫药业,0.5725,0.0752,1.9026,0.1898,19.0116
66,000526,紫光学大,0.5669,0.0167,1.9154,0.0773,7.7926
67,002275,桂林三金,0.5618,0.1441,1.7472,1.7191,178.1911
68,600548,深高速,0.5571,0.0291,1.9537,0.0497,22.3342
69,600701,*ST工新,0.5544,0.1377,36.1926,0.2657,27.8765
70,600377,宁沪高速,0.5431,0.08,1.4904,0.2737,42.5462
71,300326,凯利泰,0.5428,0.2268,1.2048,0.9566,148.0934
72,600519,贵州茅台,0.5422,0.1723,1.0313,0.5683,56.9484
73,600647,同达创业,0.5317,0.1322,2.0181,0.2578,25.7775
74,600033,福建高速,0.5311,0.0294,1.7237,0.0509,8.9313
75,601088,中国神华,0.5301,0.1416,2.0964,0.3766,58.8836
76,600139,西部资源,0.5273,0.0869,1.0775,0.4719,47.3945
77,600461,洪城水业,0.5249,0.0601,4.5554,0.1014,36.0748
78,000005,世纪星源,0.5231,0.0117,0.5614,0.0262,2.6238
79,600658,电子城,0.5223,0.0857,1.3652,0.1996,20.2445
80,600831,广电网络,0.5208,0.1092,5.1817,0.1882,26.4385
81,300183,东软载波,0.5189,0.0629,1.0744,1.4021,148.3437
82,600236,桂冠电力,0.5171,0.0596,3.002,0.0771,24.0738
83,000795,英洛华,0.5165,0.1513,18.4677,0.1754,17.5428
84,000858,五粮液,0.5106,0.16699999999999998,1.5497,0.4631,46.4196
85,600645,中源协和,0.5097,0.0836,2.5966,0.1209,12.9224
86,002221,东华能源,0.5079,0.2521,88.8879,0.3225,32.6088
87,601158,重庆水务,0.5077,0.052000000000000005,1.0834,0.152,58.3131
88,002399,海普瑞,0.5032,0.102,2.1933,5.1107,550.3807
89,600007,中国国贸,0.5026,0.0404,6.0732,0.075,49.2624
90,300209,天泽信息,0.4999,0.049,1.4116,0.657,70.236
91,600160,巨化股份,0.4943,0.3977,1.6712,1.1875,139.5298
92,600767,ST运盛,0.4938,0.0581,,0.1149,13.7041
93,300143,盈康生命,0.4929,0.0554,1.6038,0.7348,108.2006
94,600425,青松建化,0.4882,0.0834,2.2611,0.1682,31.656
95,600621,华鑫股份,0.4799,0.0991,2.43,0.3178,31.7755
96,600737,中粮糖业,0.4771,0.1323,,0.2192,22.3891
97,600025,华能水电,0.475,0.0216,4.2583,0.027999999999999997,8.2591
98,002348,高乐股份,0.4741,0.0796,1.6851,2.0707,398.4145
99,600874,创业环保,0.474,0.0418,2.5459,0.0718,15.0538
100,000584,哈工智能,0.4705,0.0779,7.5292,0.1602,16.9817
101,600629,华建集团,0.4704,0.0883,3.1943,0.2358,27.3934
102,600649,城投控股,0.4665,0.0135,0.6195,0.0268,4.6431
103,000799,酒鬼酒,0.4658,0.1444,3.0477,0.3965,39.654
104,000900,现代投资,0.4526,0.0654,1.1093,0.2172,43.1546
105,000598,兴蓉环境,0.444,0.0616,1.4514,0.1301,35.1151
106,600097,开创国际,0.4392,0.1352,3.0743,0.2761,40.9028
107,002106,莱宝高科,0.4366,0.1067,1.0357,0.9684,153.8441
108,600354,*ST敦种,0.43200000000000005,0.0764,,0.1422,14.3701
109,300028,金亚科技,0.4255,0.052000000000000005,2.0184,0.2808,31.0836
110,600978,宜华生活,0.4233,0.0875,3.5057,0.2354,40.6464
111,002320,海峡股份,0.4227,0.0821,1.1301,2.6031,260.3385
112,000975,银泰黄金,0.4179,0.0431,5.1373,0.2027,20.2714
113,600897,厦门空港,0.4169,0.0946,1.2065,1.0412,104.8786
114,002618,丹邦科技,0.4146,0.0634,1.8451,0.1114,23.5215
115,600037,歌华有线,0.4143,0.0348,2.7281,0.0767,29.7077
116,000631,顺发恒业,0.4117,0.0352,1.8536,0.0436,5.1327
117,600009,上海机场,0.4106,0.049,1.1499,0.2582,91.8703
118,600190,锦州港,0.408,0.0326,1.3802,0.0719,12.0354
