,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,000838,财信发展,6451.3655,0.0665,,0.13699999999999998,13.7008
1,600791,京能置业,23.9953,0.22699999999999998,,0.2916,29.7668
2,600732,爱旭股份,12.6827,0.1312,,0.1996,42.6313
3,600681,百川能源,8.9775,0.6068,4.4047,0.084,8.9532
4,600620,天宸股份,8.3504,0.2578,,0.3812,38.7459
5,600816,安信信托,5.5184,0.0839,0.6944,0.1809,18.0852
6,600733,北汽蓝谷,4.9067,0.1057,,0.1638,16.4022
7,000036,华联控股,2.9744,0.2166,14.3183,0.4281,50.9559
8,000996,中国中期,2.5815,0.249,20.9015,1.3974,139.7398
9,600699,均胜电子,1.9754,5.1807,1.7959,1338.7322,133873.2163
10,600368,五洲交通,1.9204,0.1035,5.4636,0.2051,40.6214
11,000609,中迪投资,1.7827,0.0201,,0.0804,8.0426
12,000518,四环生物,1.5024,0.2758,30.7017,4.7531,475.3119
13,600187,国中水务,1.3055,0.1502,6.2813,0.2741,48.0694
14,600381,青海春天,1.2538,0.0796,1.0648,0.0688,11.7611
15,000502,绿景控股,1.1226,0.0743,,0.1211,14.9173
16,000040,东旭蓝天,1.1132,0.2547,9.301,0.4045,49.3849
17,600139,西部资源,1.1083,0.2755,2.7581,1.9656,200.2961
18,600506,香梨股份,1.0656,0.037000000000000005,,0.2562,33.6541
19,000732,泰禾集团,1.0212,0.1337,6.0717,0.1754,23.5937
20,600658,电子城,1.0096,0.2551,3.4297,0.4944,53.1749
21,002344,海宁皮城,0.9681,0.1704,4.1978,0.3316,33.3287
22,000603,盛达资源,0.9622,0.1032,,0.1882,30.1953
23,600703,三安光电,0.9096,0.0873,2.0005,0.3492,66.8889
24,002016,世荣兆业,0.8843,0.2028,4.556,0.4429,45.6723
25,600325,华发股份,0.8443,0.1387,8.7597,0.1954,32.0013
26,000001,平安银行,0.804,0.0157,2.2349,0.0165,
27,600020,中原高速,0.7867,0.0535,2.6363,0.0709,28.6646
28,000886,海南高速,0.7797,0.0273,3.3285,0.1197,14.0518
29,000429,粤高速A,0.7588,0.0551,1.5947,0.0988,52.7538
30,000712,锦龙股份,0.7555,0.0397,0.4547,0.1219,240.7245
31,601200,上海环境,0.7488,0.0761,5.26,0.1957,67.6674
32,600012,皖通高速,0.7468,0.1249,1.8459999999999999,0.3397,126.412
33,000828,东莞控股,0.7359,0.0768,1.2234,0.2312,23.4365
34,600548,深高速,0.7177,0.0531,2.1161,0.0897,44.3322
35,002357,富临运业,0.7108,0.1409,2.3712,0.4664,46.6916
