,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600696,ST岩石,11511.0289,-0.0578,,-0.1068,-10.6952
1,600291,西水股份,1109.3739,0.5527,38.2052,0.6053,63.9621
2,000712,锦龙股份,179.9246,0.1765,3.0568,0.2387,30.5721
3,600753,东方银星,179.1725,0.7919,5.5054,1.7198,171.9799
4,600793,宜宾纸业,113.0512,0.0018,,0.0018,0.6459999999999999
5,600061,国投资本,23.0539,0.2267,10.6652,0.2688,33.1461
6,600503,华丽家族,2.735,0.0735,26.1916,0.2305,23.0508
7,600643,爱建集团,2.5888,0.067,1.5776,0.1506,24.6037
8,000727,*ST东科,2.3039,0.0514,,0.135,49.0364
9,000088,盐田港,1.9229,0.0465,0.7897,0.2161,110.1606
10,600076,康欣新材,1.9219,0.0078,,0.0109,1.2764
11,600773,西藏城投,1.8072,0.0368,11.5806,0.0486,8.4825
12,600683,京投发展,1.7395,0.125,,0.1342,18.9497
13,300028,金亚科技,1.6783,0.3486,,0.4564,46.0372
14,600874,创业环保,1.4421,0.2121,6.3368,0.3868,114.0751
15,002322,理工环科,1.395,0.0713,9.5967,0.5261,52.88399999999999
16,600766,园城黄金,1.3581,0.0565,0.4907,0.0765,7.9072
17,300033,同花顺,1.2446,0.34,1.9534,0.8296,83.6674
18,600415,小商品城,1.2129,0.1056,8.5955,0.1531,17.0409
19,600106,重庆路桥,1.1564,0.0396,1.5967,0.069,46.2502
20,600675,中华企业,1.155,0.0669,,0.0784,12.1449
21,600870,ST厦华,1.0909,0.5146,4.958,0.6321,63.2073
22,601016,节能风电,1.044,0.0751,5.6958,0.1028,39.5929
23,600033,福建高速,0.9553,0.09699999999999999,2.9274,0.19899999999999998,85.1441
24,000544,中原环保,0.9473,0.1597,4.3965,0.2741,36.4562
25,000415,渤海租赁,0.9374,0.0631,5.0224,0.0746,21.0424
26,000633,合金投资,0.9282,0.1412,,0.5975,434.5104
27,000548,湖南投资,0.8902,0.0554,,0.2127,21.2894
28,600025,华能水电,0.882,0.0668,3.3834,0.0862,26.8284
29,000502,绿景控股,0.8449,0.0469,,0.2006,20.0642
30,000965,天保基建,0.8174,0.0549,4.3674,0.1607,25.3719
31,300309,吉艾科技,0.8048,0.0609,4.0048,0.1478,14.8263
32,601619,嘉泽新能,0.802,0.0365,4.3084,0.0514,45.7978
33,300223,北京君正,0.7964,0.0347,0.9921,2.079,410.9736
34,000505,京粮控股,0.7928,0.0848,,0.0783,10.0281
35,600649,城投控股,0.7824,0.0613,0.8638,0.1123,21.5788
36,600692,亚通股份,0.758,0.1042,11.7715,0.1395,18.4141
37,600053,九鼎投资,0.7548,0.1029,9.6223,0.1519,15.241
