,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,000617,中油资本,30.6761,0.0094,0.7924,0.0111,1.1648
1,000627,天茂集团,24.2763,0.0695,5.2913,0.0828,8.6327
2,000809,铁岭新城,6.309,0.0662,10.9017,0.1337,43.7581
3,000416,民生控股,4.1488,0.0254,0.8177,0.8762,88.809
4,600555,海航创新,2.3962,0.0184,,0.0301,5.9659
5,600767,ST运盛,2.3265,0.2876,250.0901,0.7509,76.0195
6,600275,ST昌鱼,2.0825,0.03,,0.0498,4.9849
7,601558,ST锐电,2.0097,0.0121,0.2377,0.0154,1.953
8,002387,维信诺,2.0038,0.009000000000000001,,0.0107,1.2398
9,600736,苏州高新,1.5966,0.1389,8.9177,0.2044,25.5869
10,601188,龙江交通,1.5032,0.0994,2.1446,0.3012,30.1683
11,002417,深南股份,1.4943,0.331,17.3325,1.6813,168.1335
12,000638,万方发展,1.469,0.1158,5.652,0.146,15.8614
13,600791,京能置业,1.4635,0.1233,7.4227,0.1974,37.4337
14,600643,爱建集团,1.355,0.0416,1.1396,0.0729,11.4953
15,000585,ST东电,1.256,0.0828,,0.1768,33.4532
16,000534,万泽股份,1.222,0.1307,61.9862,0.3439,38.0522
17,002289,*ST宇顺,1.1011,0.4365,,1.3131,187.6807
18,600225,天津松江,1.0432,0.0732,2.7815,0.0854,13.8185
19,000628,高新发展,1.0131,0.1234,15.3145,0.1579,16.5722
20,000835,长城动漫,1.0079,0.1136,4.5947,0.1573,24.6534
21,600173,卧龙地产,0.9686,0.1853,4.3846,0.2867,34.6193
22,002244,滨江集团,0.9184,0.1057,4.5796,0.1453,17.7152
23,000010,*ST美丽,0.9116,0.1426,48.7568,0.3177,32.0831
24,002464,众应互联,0.9041,0.1033,1.9418,0.21600000000000003,22.7645
25,600674,川投能源,0.8965,0.0169,0.1719,0.0726,12.9403
26,000014,沙河股份,0.8541,0.2413,63.3804,0.5073,64.4094
27,600106,重庆路桥,0.8482,0.0226,0.6577,0.0479,78.8373
28,000668,荣丰控股,0.8405,0.0026,,0.0039,1.0779
29,600318,新力金融,0.8034,0.0579,3.1054,0.0993,20.1644
30,000537,广宇发展,0.8013,0.1164,9.3222,0.141,17.8033
31,000514,渝开发,0.7936,0.0895,9.9329,0.187,36.1224
32,002818,富森美,0.7741,0.1449,1.4638,0.7289,74.9035
33,603817,海峡环保,0.7661,0.1045,2.5702,0.4114,108.9198
34,600052,浙江广厦,0.7651,0.0301,3.7904,0.0526,6.5315
35,600215,长春经开,0.7577,0.0553,19.8442,0.2839,28.705
36,600724,宁波富达,0.7553,0.1151,9.7795,0.1491,23.0342
37,600900,长江电力,0.743,0.0904,1.5579,0.158,38.24
38,002575,群兴玩具,0.7403,0.0439,,3.6638,744.8981
39,600033,福建高速,0.7375,0.0765,1.7854,0.1854,89.77600000000001
40,600455,博通股份,0.7347,0.1187,7.0859,0.161,16.7392
41,600368,五洲交通,0.7302,0.0778,2.9305,0.1104,65.072
42,000429,粤高速A,0.7269,0.1005,1.1461,0.2389,111.8814
43,000421,南京公用,0.7249,0.2237,13.3399,0.3687,41.8699
44,601518,吉林高速,0.7231,0.0828,2.3731,0.1655,123.2742
45,300741,华宝股份,0.7040000000000001,,1.4121,,
46,002166,莱茵生物,0.6904,0.1249,4.1736,0.1812,21.5606
47,600615,丰华股份,0.6801,0.0725,0.4491,0.7753,107.4313
48,600012,皖通高速,0.6779,0.1075,1.7641,0.3869,171.5865
49,600025,华能水电,0.6663,0.0364,3.3691,0.0468,14.882
50,603797,联泰环保,0.6472,0.033,2.0082,0.0524,20.333
51,300215,电科院,0.635,0.0789,3.3027,0.1655,20.7448
52,600675,中华企业,0.6307,0.1136,8.1799,0.1376,21.8992
53,600854,春兰股份,0.6305,0.1032,8.8544,0.3583,41.0764
54,002447,晨鑫科技,0.6295,0.045,1.3348,0.3524,68.1163
55,002492,恒基达鑫,0.6251,0.0673,2.3302,0.3548,56.5186
56,002930,宏川智慧,0.619,0.0903,2.3284,0.2469,148.4247
57,600236,桂冠电力,0.6189,0.0963,1.9256,0.1574,60.1285
58,003816,中国广核,0.6179,0.0589,1.7447,0.0812,31.2672
59,600548,深高速,0.6076,0.0564,1.5713,0.0988,29.908
60,000426,兴业矿业,0.605,0.0977,2.1823,0.2354,54.295
61,601985,中国核电,0.6025,0.0509,2.1043,0.0681,37.839
62,000557,西部创业,0.6016,0.0516,7.1443,0.2425,28.9444
63,600269,赣粤高速,0.5994,0.0598,2.5055,0.1166,42.2326
64,300144,宋城演艺,0.5845,0.1609,1.4617,1.2769,158.2367
65,600886,国投电力,0.5747,0.0664,2.3695,0.0928,42.1414
66,600634,*ST富控,0.5739,0.0546,1.6784,0.1535,22.3665
67,000620,新华联,0.5722,0.0436,9.3015,0.0518,9.0038
68,001965,招商公路,0.5702,,0.6403,,
69,600657,信达地产,0.5698,0.08,13.1315,0.0931,18.9025
