,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600291,西水股份,4.6212,0.0486,2.4793,0.0684,7.3211
1,000712,锦龙股份,2.1886,0.0275,3.6822,0.0424,5.6824
2,300059,东方财富,1.916,0.1957,95.2587,0.6402,64.505
3,600766,园城黄金,1.6872,0.0683,9.9232,0.0746,7.6024
4,600770,综艺股份,1.5474,0.1132,,0.3201,64.6572
5,600159,大龙地产,1.5458,0.3127,4.5669,0.7785,99.7632
6,600790,轻纺城,1.1608,0.102,2.1325,0.1746,18.4541
7,300803,指南针,1.0722,0.4689,,0.4921,50.044
8,003816,中国广核,1.0226,0.1399,3.4483,0.1859,67.317
9,601016,节能风电,1.0052,0.0896,4.3033,0.1243,45.1743
10,600201,生物股份,0.9672,0.3794,2.6061,1.5107,155.0588
11,600791,京能置业,0.953,0.1993,4.9782,0.2727,55.8233
12,600167,联美控股,0.9389,0.2016,3.9397,0.2968,29.6845
13,600247,ST成城,0.9372,0.0702,,0.1071,10.8529
14,000007,全新好,0.8998,0.2933,10.2419,0.6339,63.3856
15,002818,富森美,0.8388,0.2219,2.0261,0.4972,79.6334
16,300251,光线传媒,0.8342,0.2911,2.2999,2.0316,203.1567
17,603117,万林物流,0.8307,0.0791,2.4308,0.1034,10.8666
18,600705,中航资本,0.8148,0.018000000000000002,0.8164,0.0206,2.4676
19,600730,中国高科,0.809,0.1909,6.3404,0.3044,38.1397
20,000697,炼石航空,0.8023,0.2501,2.8014,1.1742,117.4172
21,600900,长江电力,0.7971,0.1209,1.9944,0.2533,46.6409
22,601619,嘉泽新能,0.7959,0.0524,4.4024,0.0701,50.323
23,002351,漫步者,0.7953,0.3275,6.8883,3.8041,384.5718
24,000791,甘肃电投,0.7937,0.0964,3.6963,0.1334,80.1097
25,601199,江南水务,0.7834,0.1519,3.1506,0.3887,42.7194
26,000503,国新健康,0.775,0.1118,12.9404,1.0248,104.4069
27,600503,华丽家族,0.7655,0.1794,23.8966,0.4987,61.5358
28,600106,重庆路桥,0.7597,0.0437,0.9264,0.0717,60.9134
29,603258,电魂网络,0.7495,0.7983,1.1616,2.3338,233.3848
30,600053,九鼎投资,0.7456,0.1595,17.6373,0.2235,25.6043
31,002930,宏川智慧,0.7422,0.0958,3.8243,0.1439,67.4892
32,603568,伟明环保,0.7288,0.1438,2.2615,0.2032,89.3227
33,000415,渤海租赁,0.7245,0.0809,3.4635,0.0948,26.2177
34,002039,黔源电力,0.7219,0.0428,,0.0533,34.2519
35,000828,东莞控股,0.7197,0.1049,1.3753,0.3443,45.8178
