,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,002670,国盛金控,2046.8286,0.0417,5.5143,0.0611,6.8219
1,000627,天茂集团,61.6755,0.1185,15.1579,0.1435,410.4039
2,600621,华鑫股份,44.5358,0.1437,92.6386,0.2047,22.3345
3,600052,浙江广厦,15.0184,0.2179,0.7426,2.01,202.8794
4,300059,东方财富,14.2215,0.1768,11.0561,0.2815,29.4204
5,000617,中油资本,8.7259,0.0035,0.4214,0.0042,0.436
6,002423,中粮资本,8.0142,0.0257,1.8405,0.0387,9.5249
7,600605,汇通能源,5.904,0.5627,,6.6114,666.3468
8,000803,金宇车城,5.5097,0.0585,,0.0653,7.2439
9,600155,华创阳安,5.3034,0.0102,1.4801,0.0159,2.1451
10,600061,国投资本,5.0554,0.0135,1.2733,0.0175,2.2177
11,300023,宝德股份,5.0339,0.1271,,0.1402,14.0461
12,600864,哈投股份,3.2984,0.0561,4.619,0.0834,11.8036
13,600830,香溢融通,2.5549,0.1638,69.4209,1.0634,106.7289
14,002086,ST东海洋,2.5175,0.2086,25.3498,0.6049,79.0325
15,000897,*ST津滨,2.0512,0.0293,,0.0356,3.5602
16,600106,重庆路桥,1.9405,0.036000000000000004,1.3133,0.0841,21.0929
17,600568,中珠医疗,1.7582,0.0718,18.4762,0.299,47.9044
18,002903,宇环数控,1.6064,0.0691,,0.6973,95.7365
19,600173,卧龙地产,1.5930000000000002,0.1655,5.5477,0.2465,26.8004
20,000809,铁岭新城,1.5769,0.0048,,0.0106,2.1441
21,002208,合肥城建,1.5176,0.0979,7.1186,0.1155,12.4248
22,600603,广汇物流,1.5025,0.0814,5.6851,0.1465,22.1506
23,000608,阳光股份,1.4689,0.0256,,0.0604,11.6356
24,002358,森源电气,1.4144,0.1108,18.3406,0.2619,26.6773
25,002346,柘中股份,1.3992,0.0998,4.0474,0.3829,44.2496
26,000732,泰禾集团,1.3936,0.0847,12.9115,0.1001,16.5753
27,600318,新力金融,1.3783,0.0599,5.1807,0.1089,17.6754
28,000540,中天金融,1.3733,0.0884,8.5035,0.1082,25.4889
