,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600291,西水股份,505.8239,0.5227,61.8624,0.6362,67.123
1,000712,锦龙股份,38.3489,0.1014,3.2875,0.1374,16.6167
2,000668,荣丰控股,14.8696,0.0954,,0.1629,61.0021
3,300059,东方财富,3.8609,0.3822,14.2629,0.5491,54.971000000000004
4,002961,瑞达期货,2.7908,0.2395,8.6145,0.2939,
5,600620,天宸股份,2.7366,0.1171,1.2961,1.4474,149.1201
6,600793,宜宾纸业,2.3087,0.008,2.9384,0.0081,1.3044
7,600773,西藏城投,2.0701,0.2003,43.708999999999996,0.2584,35.8287
8,000611,*ST天首,1.9145,0.1817,,0.7822,78.2164
9,300191,潜能恒信,1.7056,0.1064,5.4058,5.1081,1049.1683
10,000068,华控赛格,1.6465,0.263,,0.3636,36.4119
11,600892,大晟文化,1.4635,0.6837,71.5279,0.8117,83.5498
12,600715,文投控股,1.3851,0.0875,,0.0714,14.897
13,600107,美尔雅,1.3108,0.4841,79.5972,0.8824,107.8663
14,000548,湖南投资,1.1978,0.1268,12.6993,0.5791,57.981
15,600705,中航资本,1.0298,0.0269,1.0476,0.0329,4.0686
16,601698,中国卫通,0.9509,0.149,2.8258,0.4191,75.6599
17,601016,节能风电,0.9465,0.0853,4.928999999999999,0.1203,43.5723
18,300699,光威复材,0.9425,0.2681,8.6535,0.7239,109.3608
19,601619,嘉泽新能,0.9099,0.0738,7.0188,0.0971,50.9176
20,000697,炼石航空,0.9058,0.1403,2.6563,1.4914,149.135
21,300156,神雾环保,0.8956,0.1108,13.0459,0.2979,33.2273
22,601200,上海环境,0.8865,0.1247,3.8464,0.2421,85.618
23,002818,富森美,0.8665,0.19,2.0223,0.4053,72.6494
24,600025,华能水电,0.8494,0.0877,2.7661,0.1093,34.7321
25,002322,理工环科,0.8446,0.125,2.7317,2.0367,255.6615
26,600106,重庆路桥,0.8267,0.0445,1.1371,0.0836,61.3536
27,600900,长江电力,0.7918,0.1449,1.8004,0.35,102.0053
28,600989,宝丰能源,0.7826,0.10800000000000001,21.3758,0.155,21.8141
29,300033,同花顺,0.7734,0.1299,3.3978,0.5273,54.1881
30,600603,广汇物流,0.7701,0.0938,,0.1212,15.2441
31,603258,电魂网络,0.7187,0.6015,1.2462,1.7124,171.2438
32,300799,左江科技,0.6970000000000001,0.311,2.4843,0.4733,47.331
33,600033,福建高速,0.6938,0.0978,2.3121,0.2,46.2963
34,000415,渤海租赁,0.691,0.0699,4.0171,0.0859,23.5169
35,600012,皖通高速,0.6821,0.1384,1.8392,0.5177,125.8064
36,603797,联泰环保,0.6781,0.1049,3.1377,0.1763,63.3098
37,600083,博信股份,0.6771,0.3382,7.0417,0.455,45.8333
38,000526,紫光学大,0.6716,0.0629,6.2307,0.2926,29.4885
39,300533,冰川网络,0.6652,0.3518,1.4664,0.8696,86.9593
40,000429,粤高速A,0.6647,0.0773,2.6954,0.1456,85.9406
41,600020,中原高速,0.6541,0.0646,2.8367,0.0805,30.1755
42,600886,国投电力,0.6499,0.1241,2.1079,0.1649,73.2027
43,601188,龙江交通,0.649,0.0773,1.0829,0.4545,47.2612
44,000722,湖南发展,0.6486,0.0577,0.9126,0.316,83.5984
45,300561,汇金科技,0.6479,0.3633,1.5035,1.3832,144.2386
46,000603,盛达资源,0.6428,0.4235,1.2597,1.5159,158.3646
47,000534,万泽股份,0.6389,0.0964,8.1508,0.18100000000000002,23.1971
48,300518,盛讯达,0.6317,0.304,1.4801,3.8356,503.286
49,603444,吉比特,0.6316,0.449,1.053,1.7504,225.4484
50,600371,万向德农,0.6295,0.34700000000000003,105.0837,0.6987,72.452
51,600035,楚天高速,0.6264,0.0785,2.545,0.1344,46.2493
52,000791,甘肃电投,0.6252,0.0674,4.4559,0.0933,52.4267
53,600766,园城黄金,0.6176,0.1282,2.0826,0.1515,15.5602
54,300215,电科院,0.6167,0.0796,3.3523,0.1365,24.4709
55,603706,东方环宇,0.6125,0.4533,2.0449,0.9881,125.6792
56,603568,伟明环保,0.6013,0.1427,1.8016,0.2189,107.2925
57,001965,招商公路,0.5961,0.0351,0.4715,0.1156,19.1869
58,002039,黔源电力,0.5856,0.0676,2.4601,0.0855,59.8537
59,600167,联美控股,0.5849,0.1337,2.3765,0.2034,44.7046
60,002930,宏川智慧,0.5833,0.0902,2.5397,0.1313,40.1417
61,000897,*ST津滨,0.5791,0.1527,5.3529,0.2099,22.6336
62,600770,综艺股份,0.578,0.0629,2.9277,0.2018,38.9617
63,000831,五矿稀土,0.5756,0.1545,,9.898,1331.0967
64,688181,八亿时空,0.5718,0.1861,3.9871,0.5842,91.0801
65,002316,亚联发展,0.5667,0.1533,22.0267,0.2724,33.4139
66,300144,宋城演艺,0.5646,0.1374,1.4477,1.6097,163.591
67,600236,桂冠电力,0.5642,0.1453,3.385,0.1971,97.3042
68,600358,国旅联合,0.5624,0.0681,,0.1144,23.1252
