,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,000557,西部创业,266.3139,0.1437,0.1432,0.1783,19.4794
1,000638,万方发展,15.9009,0.1031,,0.1507,15.0868
2,000609,中迪投资,10.92,0.1007,8.0115,0.2684,26.9644
3,600790,轻纺城,5.0995,0.2421,9.1719,0.4736,47.6712
4,002305,南国置业,4.5929,0.0807,47.7319,0.1052,13.4074
5,000517,荣安地产,3.4489,0.2221,19.9916,0.2859,31.3987
6,000669,金鸿控股,3.1436,0.2051,,1.0055,100.9035
7,600162,香江控股,2.251,0.1186,,0.1385,17.3013
8,000005,世纪星源,1.9257,0.0718,,0.1503,15.0436
9,600751,海航科技,1.8521,0.5207,,0.1826,18.5654
10,600053,九鼎投资,1.5021,0.035,68.5333,0.0467,6.0359
11,600641,万业企业,1.3916,0.0439,39.5771,0.0684,14.8264
12,000886,海南高速,1.1356,0.1029,3.4731,0.8657,86.5664
13,002244,滨江集团,1.1344,0.0585,5.9606,0.0721,8.5646
14,600658,电子城,1.0689,0.1017,3.0044,0.2134,21.6555
15,600266,城建发展,0.9142,0.0721,3.2859,0.0963,13.3585
16,601199,江南水务,0.9018,0.1412,3.5236,0.4491,48.097
17,000681,视觉中国,0.8487,0.1454,1.9507,0.8062,144.0428
18,600663,陆家嘴,0.8374,0.06,2.6975,0.1009,11.9695
19,300215,电科院,0.7768,0.0964,1.9481,0.214,72.0461
20,600900,长江电力,0.7705,0.0971,1.7865,0.1782,28.0282
21,000828,东莞控股,0.759,0.0841,1.4856,0.2476,42.9417
22,000006,深振业A,0.7574,0.1708,4.4114,0.2665,34.1934
23,000415,渤海租赁,0.7336,0.0478,2.755,0.0715,33.7299
24,002573,清新环境,0.7234,0.0753,2.5107,0.3646,109.8476
25,600020,中原高速,0.7021,0.0502,5.4502,0.0635,16.0499
26,600025,华能水电,0.6994,0.045,2.8844,0.0574,23.9655
27,000722,湖南发展,0.6984,0.067,1.2271,2.8785,303.0253
28,600794,保税科技,0.6913,0.1134,1.6589,0.1813,20.4045
29,601985,中国核电,0.6912,0.0571,2.3239,0.0714,53.1744
30,600035,楚天高速,0.6834,0.0428,2.4757,0.0631,24.8817
31,000736,中交地产,0.6777,0.0588,1.7893,0.1502,21.6365
32,000603,盛达资源,0.6651,0.4327,1.1476,1.1472,120.8857
33,002039,黔源电力,0.6639,0.0671,2.9499,0.0868,57.7436
34,601518,吉林高速,0.6565,0.1057,1.4292,0.3006,116.9487
35,002357,富临运业,0.6362,0.1496,1.8224,0.434,43.534
36,600749,西藏旅游,0.6359,0.0836,5.0586,0.2308,59.8384
37,000429,粤高速A,0.6186,0.0397,1.9393,0.0648,19.3204
38,000531,穗恒运A,0.6149,0.1906,6.8196,0.2759,36.3249
39,000301,东方盛虹,0.6141,0.1102,2.7096,0.4956,65.4988
40,000718,苏宁环球,0.6123,0.0857,3.0755,0.114,13.6793
41,600743,华远地产,0.6042,0.0979,3.0352,0.1311,15.7062
42,600638,新黄浦,0.6041,0.0608,2.311,0.10800000000000001,22.002
43,600139,西部资源,0.5953,0.1212,1.6828,0.9042,106.8575
44,002344,海宁皮城,0.5808,0.147,1.7794,0.2842,28.4185
45,600323,瀚蓝环境,0.5799,0.0825,2.3519,0.1624,47.1007
46,002489,浙江永强,0.5760000000000001,0.28,7.0233,1.1207,112.2269
47,002693,双成药业,0.5759,0.0596,1.1054,1.4445,261.1694
48,002653,海思科,0.5745,0.1754,1.0333,1.6592,207.28599999999997
49,000011,深物业A,0.5646,0.1441,3.3664,0.2116,22.3436
50,300144,宋城演艺,0.5576,0.0791,1.1503,0.7932,90.8329
51,600645,中源协和,0.5558,0.096,3.3881,0.1264,12.6799
52,600012,皖通高速,0.5492,0.0867,1.4237,0.2365,92.571
53,600674,川投能源,0.536,0.0277,0.9008,0.0633,44.2097
54,000673,当代东方,0.5359,0.0589,,0.0611,6.1088
55,000631,顺发恒业,0.5311,0.09699999999999999,2.7838,0.1279,14.5254
56,600007,中国国贸,0.5261,0.0818,2.6534,0.1606,84.5991
57,000151,中成股份,0.5239,0.2498,27.775,0.4485,45.0405
58,600269,赣粤高速,0.5238,0.0541,1.3841,0.1031,16.8262
59,002622,融钰集团,0.5177,0.0805,2.1777,1.5949,169.6297
60,600548,深高速,0.5176,0.0498,1.9524,0.0909,46.4694
61,002492,恒基达鑫,0.5154,0.0724,1.415,0.4104,228.8135
62,600033,福建高速,0.5136,0.0472,1.9702,0.0853,30.6784
63,601200,上海环境,0.5094,0.034,1.6092,0.0651,19.405
64,000616,海航投资,0.5089,0.1087,3.8496,0.1769,34.1153
65,600078,澄星股份,0.5085,0.1831,18.2374,0.2838,30.4065
66,600777,新潮能源,0.501,0.0262,,0.0389,4.2413
67,002621,美吉姆,0.499,0.0684,1.6021,1.8442,222.7598
68,000007,全新好,0.4914,0.1447,10.9197,0.2468,24.6766
69,600106,重庆路桥,0.4876,0.0216,0.6706,0.0344,33.2219
70,000598,兴蓉环境,0.4861,0.0971,1.3369,0.2123,41.1343
71,601158,重庆水务,0.4776,0.0802,1.0955,0.2469,80.2555
72,002568,百润股份,0.4724,0.0933,1.0131,3.1446,314.4588
73,600097,开创国际,0.4714,0.2312,2.0029,0.6325,77.8125
74,000797,中国武夷,0.4681,0.0664,8.4929,0.085,11.8513
75,002351,漫步者,0.4636,0.1579,3.6621,2.083,213.18599999999998
76,300175,朗源股份,0.461,0.1888,6.3429,4.8583,485.8252
77,600684,珠江实业,0.4521,0.1756,2.0065,0.3012,84.8653
78,600461,洪城水业,0.4474,0.0765,3.5935,0.1277,58.0842
79,600168,武汉控股,0.4472,0.026000000000000002,1.9255,0.0635,19.0783
80,000980,众泰汽车,0.4416,0.1431,12.7474,0.4526,49.9751
81,600177,雅戈尔,0.4408,0.0714,3.0254,0.0977,10.8086
82,601828,美凯龙,0.4394,0.0777,1.857,0.1107,26.8017
83,000666,经纬纺机,0.4388,0.1117,1.4096,0.2107,26.1039
84,002399,海普瑞,0.4381,0.0732,1.2383,7.4091,1084.2166
85,000537,广宇发展,0.4354,0.1492,1.5893,0.3028,32.1166
86,601113,ST华鼎,0.435,0.2637,15.4716,1.1019,133.0103
87,000882,华联股份,0.4349,0.0402,6.5253,0.0765,9.3124
