,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,002670,国盛金控,4937.4171,0.0456,3.8409,0.0671,8.5811
1,600621,华鑫股份,93.9432,0.135,70.6899,0.1845,19.8832
2,000627,天茂集团,85.7855,0.0886,24.8491,0.1079,219.3797
3,300059,东方财富,52.0172,0.2617,43.2844,0.3669,38.9347
4,600155,华创阳安,36.7826,0.0189,3.0159,0.0295,3.802
5,600052,浙江广厦,33.7456,0.0703,,0.1012,10.1267
6,002423,中粮资本,17.4048,0.0307,3.9678,0.0456,10.3213
7,000803,金宇车城,13.902000000000001,0.0593,,0.0688,7.9733
8,000809,铁岭新城,8.2927,0.0055,,0.0121,2.4161
9,000014,沙河股份,8.2256,0.0297,,0.055999999999999994,5.9537
10,002086,ST东海洋,7.6715,0.2099,1398.73,0.6268,96.5774
11,600864,哈投股份,5.9692,0.0667,6.0533,0.098,14.8865
12,600598,北大荒,4.587,0.2434,9.7745,0.6244,64.2262
13,000611,*ST天首,4.4836,0.0007,,0.0011,0.1123
14,600061,国投资本,4.3531,0.0073,0.9805,0.0094,1.1574
15,600732,爱旭股份,4.3195,0.0294,,0.1483,14.8313
16,300295,三六五网,3.4018,0.1584,20.9722,0.4114,41.1578
17,000609,中迪投资,3.3999,0.0141,,0.0277,4.4288
18,603032,德新交运,2.6998,0.0724,28.0289,0.3611,124.5417
19,000567,海德股份,2.6529,0.0357,5.2881,0.2209,30.6215
20,000540,中天金融,2.379,0.0724,8.4008,0.0888,15.9709
21,600106,重庆路桥,2.2378,0.0202,1.6939,0.046,13.0859
22,600603,广汇物流,1.9883,0.0449,5.5055,0.0847,13.9304
23,600568,中珠医疗,1.9235,0.0362,,0.1444,25.2474
24,600162,香江控股,1.8624,0.0435,147.2093,0.0572,7.7862
25,002607,中公教育,1.8471,0.2432,22.8144,0.3518,35.6777
26,600807,ST天业,1.7736,0.0867,100.7318,0.106,13.606
27,002358,森源电气,1.7695,0.0753,11.5571,0.1689,17.1942
28,300719,安达维尔,1.6983,0.0963,,0.619,63.2745
29,600817,ST宏盛,1.6498,0.0155,6.6433,0.0631,14.1639
30,002039,黔源电力,1.6093,0.0311,42.41,0.044000000000000004,18.8149
31,002200,*ST云投,1.6065,0.0191,8.4873,0.0215,2.2721
32,000732,泰禾集团,1.6017,0.0483,11.9765,0.0571,9.5222
33,600830,香溢融通,1.5944,0.0495,14.8809,0.2423,32.4255
34,000007,全新好,1.5226,0.0355,1.5852,0.0728,32.1146
35,000820,*ST节能,1.3794,0.0015,,0.0016,0.1853
36,000048,京基智农,1.3629,0.16899999999999998,8.8235,0.2196,22.8436
37,600064,南京高科,1.3537,0.0145,0.505,0.0244,2.6615
38,600643,爱建集团,1.3122,0.0187,1.8983,0.0298,7.0714
39,002059,云南旅游,1.2534,0.0968,,0.1918,19.2089
40,300097,智云股份,1.238,0.0131,,0.0502,5.0485
41,603300,华铁应急,1.2116,0.0453,2.6009,0.147,15.7624
42,002414,高德红外,1.1988,0.0517,35.5437,0.2911,34.0827
43,300681,英搏尔,1.1481,0.0722,,0.1833,23.2816
44,000755,山西路桥,1.1479,0.0227,23.61,0.0257,8.1697
45,002218,拓日新能,1.1377,0.0372,35.7067,0.069,9.4512
46,600516,方大炭素,1.1303,0.1179,2.7512,0.6876,79.8825
47,300079,数码科技,1.109,0.0749,6.4172,0.4006,40.6466
48,600485,*ST信威,1.1078,0.0029,,0.0047,0.5784
49,002337,赛象科技,1.043,0.03,,0.1748,17.6051
50,600316,洪都航空,1.0328,0.033,,0.07400000000000001,7.6323
51,002314,南山控股,1.014,0.0186,,0.0276,4.6993
52,600350,山东高速,0.9616,0.0223,2.3813,0.0394,15.9939
53,300312,邦讯技术,0.9567,0.0154,,0.022000000000000002,2.7738
54,300408,三环集团,0.9474,0.0839,3.0824,0.614,114.2512
55,603817,海峡环保,0.9319,0.0396,4.2381,0.0819,17.6011
56,000791,甘肃电投,0.9319,0.0177,,0.0262,21.1758
57,600290,ST华仪,0.9114,0.0201,,0.0482,4.97
58,002195,二三四五,0.8967,0.0971,2.408,0.5351,74.2657
59,002947,恒铭达,0.8935,0.076,3.1997,1.2527,129.4499
60,000828,东莞控股,0.888,0.0292,1.224,0.0698,11.7799
61,688222,成都先导,0.8846,0.0863,1.0107,0.5277,68.9157
62,600515,海航基础,0.8805,0.0193,5.087,0.0319,4.6227
63,300144,宋城演艺,0.8707,0.0594,1.8373,0.4506,66.8302
64,600382,广东明珠,0.8659,0.0211,1.3547,0.1332,25.6
65,600202,哈空调,0.8522,0.077,16.4579,0.1173,11.7917
66,000005,世纪星源,0.8418,0.0239,,0.0507,5.1007
67,600590,泰豪科技,0.8313,0.0836,19.7044,0.1308,16.1891
68,000616,海航投资,0.8297,0.0056,,0.0192,6.2266
69,002464,众应互联,0.8231,0.0393,3.1632,0.0744,7.5568
70,603105,芯能科技,0.8188,0.0184,126.9098,0.0443,6.858
71,002859,洁美科技,0.809,0.0754,8.6935,0.3359,60.9391
72,603637,镇海股份,0.8071,0.0714,17.9711,0.2987,31.14
73,600962,国投中鲁,0.8024,0.0843,282.3209,0.1888,22.4474
74,000813,德展健康,0.8021,0.0669,3.1931,1.0549,110.3279
75,600173,卧龙地产,0.7996,0.0619,2.6745,0.0998,11.0906
76,002208,合肥城建,0.7849,0.0493,3.5107,0.0594,6.5372
77,600533,栖霞建设,0.7605,0.013999999999999999,1.1493,0.018000000000000002,3.535
78,603377,东方时尚,0.7558,0.0371,5.2766,0.0737,10.2303
79,600136,当代明诚,0.7429,0.0364,,0.0618,10.6041
80,002451,摩恩电气,0.7373,0.0401,1.0148,0.0796,10.9337
81,600977,中国电影,0.7288,0.0886,4.1543,0.2852,34.0603
82,002581,未名医药,0.7267,0.0231,,0.0794,36.3406
83,002016,世荣兆业,0.7261,0.0566,2.0491,0.0915,13.5695
84,603712,七一二,0.7259,0.0397,23.5459,0.0743,7.7806
85,600094,大名城,0.7245,0.0253,6.5857,0.0353,5.5198
86,000544,中原环保,0.7241,0.0255,3.636,0.0848,19.8
87,600714,金瑞矿业,0.7217,0.0593,,0.5894,69.5989
88,000426,兴业矿业,0.7170000000000001,0.0135,,0.0316,6.1204
89,300708,聚灿光电,0.7155,0.0494,,0.0667,7.8487
90,300215,电科院,0.7134,0.03,6.8561,0.0683,13.8253
91,300489,中飞股份,0.7123,0.0252,,0.0866,11.2081
92,300571,平治信息,0.7095,0.10800000000000001,1.8527,0.2629,38.5604
93,601199,江南水务,0.7078,0.0281,3.4389999999999996,0.0804,10.9849
94,000429,粤高速A,0.7038,0.03,1.2694,0.0771,20.9059
95,000056,皇庭国际,0.691,0.0114,2.5111,0.0205,7.1737
96,300309,吉艾科技,0.6908,0.0225,1.7212,0.0321,8.0214
97,688015,交控科技,0.6906,0.0331,,0.0393,4.2235
98,300588,熙菱信息,0.6868,0.0128,,0.0212,2.1609
99,300401,花园生物,0.6863,0.0918,1.2576,2.0668,214.2004
100,002071,长城影视,0.6836,0.0199,4.3698,0.0244,2.8563
101,600834,申通地铁,0.6828,0.0441,3.4156,0.0893,13.2299
102,603797,联泰环保,0.6801,0.0148,2.0124,0.0207,9.4321
103,300483,沃施股份,0.679,0.0439,2.2949,0.1007,16.6892
104,002483,润邦股份,0.6787,0.0511,12.374,0.1401,18.4578
105,600025,华能水电,0.6659999999999999,0.0174,3.4437,0.024,6.5782
106,600012,皖通高速,0.6616,0.033,1.7101,0.1186,28.3763
107,300770,新媒股份,0.66,0.1021,1.6775,0.2942,31.1193
108,002558,巨人网络,0.6448,0.0415,1.5145,0.3184,40.865
109,300277,海联讯,0.6407,0.0316,47.4991,0.0874,8.7987
110,300287,飞利信,0.6386,0.0379,14.7427,0.1094,11.2896
111,603578,三星新材,0.6352,0.095,3.8905,0.6899,71.1291
112,000752,*ST西发,0.627,0.0392,,0.0837,9.3149
113,002818,富森美,0.625,0.0359,1.1374,0.1796,18.1745
114,600236,桂冠电力,0.619,0.031,2.1305,0.0494,14.3186
115,600809,山西汾酒,0.6175,0.1932,2.6553,0.4525,45.5628
116,300108,吉药控股,0.6164,0.0365,6.4564,0.0663,10.3184
117,300417,南华仪器,0.6129,0.0719,2.4107,0.3537,35.3731
118,000516,国际医学,0.6093,0.0171,4.7957,0.0612,11.8789
119,300632,光莆股份,0.6076,0.0943,4.1885,0.2127,21.3693
120,600900,长江电力,0.6061,0.0176,1.7885,0.0348,8.1911
121,600377,宁沪高速,0.6038,0.0284,1.3461,0.0745,21.8221
122,002327,富安娜,0.6005,0.0701,3.8651,0.34600000000000003,35.2707
123,603318,派思股份,0.5926,0.0155,,0.0288,3.2560000000000002
124,002197,证通电子,0.5912,0.0262,61.8318,0.0455,6.0844
125,300356,光一科技,0.5882,0.011000000000000001,,0.0267,4.3026
126,000672,上峰水泥,0.5856,0.0891,1.8493,0.1864,19.903
127,000548,湖南投资,0.5838,0.0165,7.3868,0.0661,6.6355
128,300467,迅游科技,0.5828,0.0273,0.9593,0.1406,16.8066
129,601866,中远海发,0.5811,0.0134,3.1192,0.0158,3.898
130,000532,华金资本,0.5799,0.0197,11.7944,0.0313,4.0623
131,002518,科士达,0.5778,0.0612,5.1294,0.1832,21.5692
132,603429,集友股份,0.5744,0.0812,2.0571,0.2181,23.1584
133,300618,寒锐钴业,0.5744,0.0973,,0.2382,55.7439
134,002357,富临运业,0.5738,0.051,3.1630000000000003,0.0953,14.4007
135,000589,贵州轮胎,0.5702,0.0895,25.9024,0.1351,15.3094
136,600215,长春经开,0.5701,0.01,0.5963,0.0856,8.719
137,002170,芭田股份,0.5697,0.0709,,0.1579,18.6683
138,002034,旺能环境,0.5657,0.0183,1.9280000000000002,0.0402,16.3856
139,002930,宏川智慧,0.5651,0.0244,1.5332,0.0772,23.1446
140,600251,冠农股份,0.5616,0.0967,13.4291,0.1706,17.5941
141,002320,海峡股份,0.5595,0.0502,1.8382,0.6311,73.8096
142,002031,巨轮智能,0.5535,0.0292,6.7589,0.067,7.3671
143,601188,龙江交通,0.5534,0.0179,0.8914,0.1156,11.6011
144,601368,绿城水务,0.5533,0.0184,2.0132,0.027999999999999997,10.5643
145,600867,通化东宝,0.5472,0.0651,1.4298,0.3914,40.6577
146,300572,安车检测,0.5469,0.0543,2.2372,0.1323,13.2525
147,603778,乾景园林,0.5443,0.0099,8.0781,0.0233,2.3251
148,000402,金融街,0.5433,0.0141,3.0712,0.0189,5.2863
149,601088,中国神华,0.5431,0.0561,2.0881,0.2096,33.2328
150,600390,五矿资本,0.5427,0.0072,0.7571,0.0103,1.3224
151,002234,民和股份,0.5415,0.1368,1.0272,0.2857,31.6919
152,603773,沃格光电,0.5382,0.0301,5.0341,0.4844,53.4282
153,600674,川投能源,0.5354,0.0036,0.1559,0.0162,2.0301
154,000046,泛海控股,0.5337,0.002,0.1671,0.0025,0.384
155,002148,北纬科技,0.5323,0.018000000000000002,5.8194,0.2132,23.7293
156,600746,江苏索普,0.5307,0.0707,53.5761,0.4743,59.6328
157,002211,宏达新材,0.5268,0.0994,28.29,0.3343,33.465
158,300518,盛讯达,0.5216,0.0157,1.2927,0.0461,9.5664
159,600101,明星电力,0.5209,0.0708,7.4918,0.2444,37.8707
160,601518,吉林高速,0.5206,0.013000000000000001,2.2047,0.0306,12.9487
161,600020,中原高速,0.5185,0.0177,1.9341,0.023,7.45
162,688020,方邦股份,0.5151,0.0627,1.1602,,
163,000415,渤海租赁,0.5135,0.0159,2.414,0.0201,14.6839
164,688116,天奈科技,0.5125,0.0555,1.9319,0.2269,31.0252
165,600811,东方集团,0.5123,0.0181,6.6029,0.0308,4.9476
166,600671,天目药业,0.5118,0.0838,,0.1041,12.575
