,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,002670,国盛金控,4038.9027,0.0465,,0.0815,12.7285
1,000627,天茂集团,106.7493,0.0912,22.8118,0.1087,82.3892
2,600247,ST成城,25.9827,0.5329,19.024,0.5558,67.5694
3,600155,华创阳安,10.8318,0.0124,6.8863,0.021,2.6094
4,000046,泛海控股,10.4512,0.0171,2.1756,0.02,3.3597
5,300059,东方财富,6.6292,0.0539,8.0911,0.0807,9.8654
6,000809,铁岭新城,5.7562,0.0057,1.1204,0.012,2.6375
7,000517,荣安地产,5.5351,0.0323,,0.0437,5.9904
8,600053,九鼎投资,4.2222,0.139,14.7679,0.2358,27.7345
9,300189,神农科技,3.714,0.0992,17.5345,0.5996,71.5925
10,600598,北大荒,3.7008,0.2489,8.8613,0.6259,64.1505
11,000576,广东甘化,3.7001,0.2652,192.2317,5.8228,583.8132
12,300483,沃施股份,2.3764,0.132,18.4229,0.1816,18.1564
13,300023,宝德股份,2.1721,0.0444,,0.0541,6.604
14,000567,海德股份,2.0231,0.0235,7.377999999999999,0.0534,6.9755
15,600225,天津松江,1.8876,0.0097,,0.011000000000000001,1.5682
16,603377,东方时尚,1.7574,0.10099999999999999,53.9148,0.2554,31.2865
17,600318,新力金融,1.6845,0.0374,5.0635,0.0574,9.3274
18,002039,黔源电力,1.5530000000000002,0.0354,12.7948,0.0482,27.2398
19,300295,三六五网,1.4673,0.0926,7.1715,0.3468,34.6836
20,000791,甘肃电投,1.4649,0.0228,,0.0329,28.1933
21,002167,东方锆业,1.4507,0.0773,17.4503,0.1243,18.342
22,000029,深深房A,1.3732,0.0492,,0.1391,14.1904
23,600515,海航基础,1.3544,0.0188,2.7447,0.0349,4.9527
24,002095,生意宝,1.3118,0.071,7.3763,0.3129,31.546
25,000056,皇庭国际,1.3047,0.0204,4.4599,0.0347,14.4066
26,600846,同济科技,1.2913,0.1332,15.3426,0.1859,25.9695
27,000886,海南高速,1.2401,0.0438,4.1801,0.2449,27.0435
28,300216,千山药机,1.2091,0.0192,,0.0226,2.6959
29,600784,鲁银投资,1.2016,0.1133,5.5604,0.1912,19.5705
30,000831,五矿稀土,1.192,0.0582,4.4306,1.6724,176.1633
31,000752,*ST西发,1.1693,0.0838,11.3779,0.6779999999999999,70.0634
32,600077,宋都股份,1.1633,0.0309,33.5696,0.04,5.386
33,600962,国投中鲁,1.1616,0.1479,62.7008,0.396,40.5729
34,000014,沙河股份,1.1287,0.0482,23.9285,0.0978,10.9573
35,600217,中再资环,1.095,0.1086,8.4032,0.175,24.0695
36,300402,宝色股份,1.0905,0.023,,0.0384,3.9486
37,000655,金岭矿业,1.0898,0.1005,19.8371,0.7798,93.3693
38,000667,美好置业,1.087,0.0103,,0.0164,2.0536
39,000909,数源科技,1.0746,0.0886,61.5843,0.1323,22.198
40,600988,赤峰黄金,1.0743,0.1006,14.9262,0.23199999999999998,36.6315
41,603959,百利科技,0.9711,0.0799,6.1978,0.1462,15.6055
42,300056,中创环保,0.9576,0.0411,,0.0869,9.5988
43,000548,湖南投资,0.9193,0.0253,55.6371,0.1217,12.2293
44,000611,*ST天首,0.9145,0.0025,,0.0041,0.4655
45,600251,冠农股份,0.8983,0.1076,7.9028,0.2209,26.6822
46,688011,新光光电,0.871,,0.6988,,
47,600368,五洲交通,0.8656,0.0257,1.7916,0.0376,16.2253
48,600674,川投能源,0.8459,0.0059,0.217,0.0243,3.7332
49,600025,华能水电,0.8128,0.0146,5.9005,0.0194,6.7544
