,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,601518,吉林高速,2020.2138,0.1336,124514.1903,0.0022,1.2777,211.3172
1,002039,黔源电力,15.565999999999999,17.3455,10403.614,0.026000000000000002,1.0362,260.5675
2,600035,楚天高速,344.1858,0.7845,6634.9979,0.0407,0.6132,440.3131
3,002400,省广集团,10.1692,26.5508,5645.7282,0.0478,1.5007,179.916
4,300071,华谊嘉信,4.1324,65.3373,4648.4659,0.0581,1.7228,156.7216
5,600131,国网信通,118.4277,2.2799,1760.6555,0.1534,1.9317,139.7733
6,600817,ST宏盛,9.9806,27.0525,1658.8629,0.1628,3.1705,85.1601
7,600897,厦门空港,4.4545,60.6129,1090.915,0.2475,0.9995,270.1351
8,300240,飞力达,5.1487,52.4404,944.8726,0.2858,1.5158,178.1238
9,300051,三五互联,8.5221,31.6823,845.6699,0.3193,0.4404,613.0790000000001
10,601598,中国外运,5.2043,51.8802,600.467,0.4497,2.1563,125.2145
11,000088,盐田港,13.8976,19.4278,449.9821,0.6,0.1142,2364.2732
12,300013,新宁物流,3.3122,81.5168,357.6862,0.7549,0.7107,379.9071
13,000089,深圳机场,4.8721,55.4176,345.6348,0.7812,0.8619,313.2614
14,300052,中青宝,12.1207,22.2759,271.2981,0.9952,0.1046,2581.262
15,000507,珠海港,5.2996,50.9472,259.7347,1.0395,0.4063,664.5336
16,000408,藏格控股,4.9224,54.8513,252.0604,1.0712,0.5731,471.12199999999996
17,600548,深高速,8.2423,32.7578,241.3862,1.1185,1.4138,190.9747
18,002467,二六三,5.3269,50.6861,236.8292,1.1401,0.2195,1230.0683
19,600033,福建高速,5.0822,53.1266,211.5852,1.2761,1.6931,159.4708
20,600221,海航控股,35.0307,7.7075,191.1751,1.4123,0.9231,292.4927
21,000722,湖南发展,9.993,27.0189,176.4536,1.5301,1.0277,262.7226
22,300144,宋城演艺,169.7497,1.5906,156.1221,1.7294,0.1703,1585.4375
23,600012,皖通高速,,,147.9942,1.8244,1.9346,139.5637
24,002325,洪涛股份,2.2002,122.7161,147.9316,1.8252,0.9546,282.841
25,600995,文山电力,64.3319,4.197,145.5597,1.8549,4.0543,66.596
26,601000,唐山港,24.8684,10.8572,138.1131,1.9549,1.5396,175.3702
27,002405,四维图新,11.0611,24.4099,135.1974,1.9971,0.3139,860.1465
28,002492,恒基达鑫,6.8753,39.271,135.0087,1.9999,0.2405,1122.6611
29,300253,卫宁健康,2.0768,130.0077,134.3239,2.0101,0.3769,716.3704
30,300284,苏交科,0.8584,314.5387,116.8556,2.3105,0.7083,381.1944
31,600009,上海机场,2.8157,95.8909,114.2725,2.3628,1.0178,265.2781
32,002081,金螳螂,2.3187,116.4446,102.1714,2.6426,1.6244,166.2152
33,600190,锦州港,12.8159,21.0676,100.3353,2.6910000000000003,0.9811,275.2013
34,600505,西昌电力,30.544,8.8397,99.1179,2.7239999999999998,2.0103,134.3083
35,603056,德邦股份,19.8583,13.5963,98.6547,2.7368,4.0541,66.5992
36,002148,北纬科技,3.6027,74.9438,93.01899999999999,2.9026,0.49700000000000005,543.2596
37,002195,二三四五,10.5413,25.6135,87.3356,3.0915,0.9539,283.0485
38,000058,深赛格,14.0696,19.1903,85.6335,3.153,0.4607,586.0647
39,000430,张家界,158.6109,1.7023,76.6098,3.5244,4.8878,55.2396
40,600814,杭州解百,47.8698,5.6403,75.4076,3.5805,4.71,57.3248
41,600515,海航基础,47.0283,5.7412,70.2092,3.8456,1.2392,217.8825
42,600258,首旅酒店,46.7976,5.7695,64.2404,4.203,4.2952,62.8609
43,600652,*ST游久,12.5538,21.5074,63.1057,4.2785,1.2743,211.88099999999997
44,600203,福日电子,26.7341,10.0995,60.8436,4.4376,2.8508,94.7103
45,002267,陕天然气,20.896,12.9211,58.6032,4.6073,2.2018,122.6269
46,002586,ST围海,1.9349,139.5421,56.4036,4.7869,0.8279,326.1263
47,600547,山东黄金,2498.5471,0.1081,56.4032,4.787,12.7851,21.1183
48,601111,中国国航,22.8408,11.821,54.4068,4.9626,3.3001,81.8157
49,000503,国新健康,9.8498,27.4117,54.4061,4.9627,0.0882,3061.2245
50,600004,白云机场,3.5897,75.2152,51.7621,5.2162,1.1959,225.7714
51,601008,连云港,7.6051,35.5025,51.2545,5.2678,1.7579,153.5924
52,000672,上峰水泥,10303.7846,0.0262,50.7709,5.318,3.1710000000000003,85.1466
53,600278,东方创业,19.6215,13.7604,49.4878,5.4559,4.3977,61.3957
54,002238,天威视讯,25.5409,10.5713,47.383,5.6982,0.7821,345.2244
55,600693,东百集团,440.8496,0.6125,44.6555,6.0463,2.44,110.6557
56,600891,*ST秋林,25569.2901,0.0106,40.7714,6.6223,1.3034,207.1505
57,000008,神州高铁,3.3117,81.5291,40.3766,6.687,0.2577,1047.7299
58,600348,阳泉煤业,27.0342,9.9873,40.2881,6.7017,2.8156,95.8943
59,600856,ST中天,69.8751,3.864,38.4426,7.0235,3.0049,89.8532
60,600403,大有能源,45.0891,5.9881,38.3035,7.0489999999999995,2.7476,98.2676
61,002558,巨人网络,31.9211,8.4584,38.1114,7.0845,1.2773,211.3834
62,600452,涪陵电力,232.3624,1.162,37.9517,7.1143,2.8749,93.9163
63,600561,江西长运,33.7115,8.0091,37.3949,7.2202,2.6236,102.912
64,600115,东方航空,26.4554,10.2059,37.1813,7.2617,4.4897,60.1376
65,600029,南方航空,34.4549,7.8363,36.8556,7.3259,3.8347,70.4097
66,002368,太极股份,2.6234,102.9199,35.6682,7.5698,0.8839,305.4644
67,002561,徐家汇,98.5157,2.7407,34.952,7.7249,2.7909,96.743
68,600859,王府井,122.1767,2.2099,34.7035,7.7802,3.1276,86.3282
69,000819,岳阳兴长,240.8714,1.1209,33.7417,8.002,2.8334,95.2919
70,600969,郴电国际,15.4047,17.5271,33.6895,8.0144,0.9454,285.5934
71,002302,西部建设,2.9152,92.618,33.3174,8.1039,1.2802,210.9045
72,000715,中兴商业,124822.3459,0.0022,32.702,8.2564,5.2595,51.3357
73,000582,北部湾港,17.6873,15.2652,31.2698,8.6345,1.6131,167.3796
74,600578,京能电力,7.8664,34.3232,30.7954,8.7675,1.7029,158.5531
75,600335,国机汽车,206.8607,1.3052,30.6999,8.7948,5.4313,49.7119
76,000826,启迪环境,1.1041,244.5431,29.7166,9.0858,0.8066,334.7384
77,600774,汉商集团,118.7446,2.2738,29.4087,9.181000000000001,2.8817,93.6947
78,600634,*ST富控,1.1292,239.1073,28.291,9.5437,0.5478,492.8806
79,601107,四川成渝,10.7959,25.0095,28.234,9.5629,0.9327,289.4821
80,600050,中国联通,14.152000000000001,19.0786,28.1942,9.5764,3.997,67.5507
81,000637,茂化实华,169.3455,1.5944,28.1594,9.5883,6.15,43.9024
82,000554,泰山石油,624.0744,0.4326,28.0916,9.6114,10.4726,25.7816
83,601333,广深铁路,22.2321,12.1446,27.8741,9.6864,2.0985,128.6633
84,000712,锦龙股份,7.2472,37.2558,27.8075,9.7096,1.1399,236.8629
85,600007,中国国贸,10.1052,26.7189,27.2153,9.9209,2.4522,110.1052
86,300104,乐视网,3.5015,77.1098,26.6107,10.1463,0.5112,528.169
87,603123,翠微股份,127.1443,2.1236,26.4975,10.1896,4.0662,66.4011
88,601666,平煤股份,108.5259,2.4879,25.9747,10.3947,2.8018,96.3666
89,600763,通策医疗,39.1632,6.8942,25.6784,10.5147,1.1506,234.6602
90,601018,宁波港,6.6919,40.3473,24.7898,10.8916,0.5663,476.7791
91,600810,神马股份,16.9311,15.947000000000001,24.6482,10.9541,4.1995,64.2934
92,000096,广聚能源,121.016,2.2311,24.4554,11.0405,1.4135,191.0152
93,300191,潜能恒信,0.6937,389.2172,24.4517,11.0422,0.1492,1809.6515
94,600826,兰生股份,30.066999999999997,8.9799,24.3273,11.0986,1.952,138.3197
95,300017,网宿科技,5.4449,49.5877,24.0306,11.2357,0.6245,432.3459
96,600723,首商股份,76.6073,3.5245,23.3224,11.5769,3.4599,78.0369
97,002116,中国海诚,12.3274,21.9024,23.2229,11.6265,1.6184,166.8314
98,000875,吉电股份,5.7015,47.356,23.017,11.7305,1.9227,140.4275
99,002040,南京港,7.8915,34.214,22.8998,11.7905,1.5914,169.6619
100,600642,申能股份,19.2597,14.0189,22.7852,11.8498,1.858,145.3175
101,002419,天虹股份,253.3775,1.0656,22.7473,11.8695,1.6436,164.2735
102,600780,通宝能源,18.1409,14.8835,22.6066,11.9434,3.2747,82.4503
103,001872,招商港口,6.3855,42.2833,22.5954,11.9493,1.3546,199.3208
104,000883,湖北能源,7.14,37.8151,22.3407,12.0856,1.8343,147.1951
105,002082,万邦德,62.4681,4.3222,22.2906,12.1127,8.9469,30.1781
106,601880,大连港,6.603,40.8905,22.1635,12.1822,0.4551,593.2762
107,600626,申达股份,14.3906,18.7622,22.0965,12.2191,2.4855,108.6301
108,600187,国中水务,3.3457,80.7006,21.9573,12.2966,0.5547,486.7496
109,600381,青海春天,14.0633,19.1989,21.6327,12.4811,1.0215,264.3172
110,001896,豫能控股,5.9724,45.208,21.5908,12.5053,1.6416,164.4737
111,600461,洪城水业,5.6933,47.4242,21.5427,12.5332,1.8574,145.3645
112,000156,华数传媒,27.5602,9.7967,21.4565,12.5836,3.3624,80.2998
113,300157,恒泰艾普,0.8674,311.2751,21.0974,12.7978,0.099,2727.2727
114,002091,江苏国泰,8.1245,33.2328,20.3983,13.2364,2.5304,106.7025
115,002320,海峡股份,18.3877,14.6837,20.1804,13.3793,0.3816,707.5472
116,002210,*ST飞马,6.0085,44.9363,19.8851,13.578,0.7659,352.5264
117,600575,淮河能源,13.3535,20.2194,19.846,13.6048,2.0633,130.8583
118,600428,中远海特,19.0417,14.1794,19.5724,13.7949,0.9205,293.3188
119,002596,海南瑞泽,2.1119,127.84700000000001,19.500999999999998,13.8454,0.9612,280.8989
120,600313,农发种业,991.5838,0.2723,19.4064,13.9129,1.4953,180.5658
121,600025,华能水电,6.757999999999999,39.9526,19.3318,13.9666,2.8091,96.1162
122,600717,天津港,4.5835,58.9069,18.8307,14.3383,1.5131,178.4416
123,000416,民生控股,1245.0829,0.2169,18.579,14.5325,0.7073,381.7334
124,000543,皖能电力,7.2372,37.3072,18.4098,14.6661,3.0688,87.9823
125,600021,上海电力,11.2422,24.0167,18.2479,14.7962,3.1761,85.0099
126,000524,岭南控股,18.2479,14.7962,18.1987,14.8362,2.0891,129.2423
127,000520,长航凤凰,8.9645,30.1188,17.9966,15.0028,1.0478,257.6828
128,600077,宋都股份,4.0279,67.0324,17.9205,15.0665,1.9957,135.2909
129,600650,锦江投资,30.7177,8.7897,17.7877,15.179,1.5875,170.0787
130,000767,漳泽电力,7.193,37.5365,17.7626,15.2005,1.8672,144.6015
131,000409,ST地矿,31.1502,8.6677,17.7605,15.2023,1.6543,163.211
132,000780,平庄能源,6.0467,44.6525,17.6715,15.2788,0.9148,295.1465
133,600822,上海物贸,136.5955,1.9766,17.5795,15.3588,7.0406,38.349000000000004
134,600900,长江电力,4.7127,57.292,17.5144,15.4159,1.9102,141.3465
135,002187,广百股份,46.2649,5.836,17.4981,15.4302,2.8889,93.4612
136,601866,中远海发,11.640999999999998,23.1939,17.438,15.4834,1.7572,153.6535
137,600708,光明地产,14.5649,18.5377,17.4267,15.4935,2.4657,109.5024
138,600027,华电国际,10.3125,26.1818,17.4032,15.5144,3.1134,86.7219
139,000504,*ST生物,1.1989,225.2064,17.2392,15.662,0.8938,302.08099999999996
140,600694,大商股份,99.1144,2.7241,17.0172,15.8663,3.5949,75.1064
141,600250,南纺股份,4.4788,60.284,16.9403,15.9383,1.7705,152.4993
142,002063,远光软件,2.5077,107.6684,16.8651,16.0094,0.5699,473.7673
143,000895,双汇发展,157.3979,1.7154,16.689,16.1783,6.2024,43.5315
144,600896,览海医疗,8.5901,31.4315,16.5789,16.2858,1.6159,167.0895
145,601678,滨化股份,41.4798,6.5092,16.5467,16.3175,2.3839,113.2598
146,600236,桂冠电力,7.6915,35.1037,16.4949,16.3687,1.2582,214.5923
