,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,600605,汇通能源,1.8824,47.8113,26368.4725,0.0034,1.4166,63.5324
1,000068,华控赛格,0.0589,1528.0136,1088.7868,0.0827,0.0532,1691.7293
2,300071,华谊嘉信,0.5207,172.8442,784.6115,0.1147,0.3656,246.1707
3,000415,渤海租赁,2.5241,35.6563,558.7128,0.1611,0.1467,613.4969
4,002039,黔源电力,1.669,53.9245,544.2417,0.1654,0.42700000000000005,210.7728
5,600897,厦门空港,1.495,60.2007,513.5169999999999,0.1753,0.2082,432.2767
6,002400,省广集团,1.6284,55.269,395.7669,0.2274,0.475,189.4737
7,603056,德邦股份,9.2478,9.732000000000001,314.8422,0.2859,1.7089,52.6655
8,002238,天威视讯,5.3127,16.9405,204.7405,0.4396,0.2784,323.2759
9,300013,新宁物流,0.9819,91.65899999999999,203.0849,0.4432,0.2754,326.7974
10,300347,泰格医药,0.7567,118.9375,202.7808,0.4438,0.1612,558.3127
11,000089,深圳机场,1.6587,54.2594,194.4772,0.4628,0.4044,222.5519
12,600385,*ST金泰,29.1275,3.0899,192.6672,0.4671,3.0419,29.5868
13,300170,汉得信息,0.5461,164.805,178.7083,0.5036,0.17,529.4118
14,002148,北纬科技,1.0019,89.8293,174.6704,0.5153,0.1426,631.136
15,601598,中国外运,1.4388,62.5521,147.2348,0.6113,0.6644,135.4606
16,600995,文山电力,12.995999999999999,6.9252,118.9797,0.7564,1.3882,64.8322
17,600221,海航控股,13.5623,6.636,106.3921,0.8459,0.3312,271.7391
18,600452,涪陵电力,209.704,0.4292,94.5068,0.9523,3.7339,24.1035
19,600131,国网信通,19.2424,4.6772,85.5628,1.0519,0.7567,118.9375
20,601518,吉林高速,993.7316,0.0906,84.4337,1.0659,0.1385,649.8195
21,601519,大智慧,5.0219,17.9215,82.2673,1.094,0.1441,624.5663
22,002210,*ST飞马,7.2553,12.4047,77.9014,1.1553,0.4643,193.8402
23,000061,农产品,7.4904,12.0154,77.6594,1.1589,0.1302,691.2442
24,300383,光环新网,3.1968,28.1532,74.1601,1.2136,0.3711,242.5222
25,000791,甘肃电投,2.6056,34.541,72.0191,1.2497,0.4127,218.0761
