,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,600605,汇通能源,3.6319999999999997,49.5595,51129.0549,0.0035,2.5745,69.9165
1,002649,博彦科技,1.9325,93.1436,23207.4165,0.0078,0.6706,268.4163
2,002039,黔源电力,4.5379,39.6659,2176.845,0.0827,1.2123,148.4781
3,300071,华谊嘉信,1.1266,159.7728,1802.8735,0.0998,0.8597,209.3754
4,002400,省广集团,3.3316,54.0281,1703.8636,0.1056,1.0001,179.982
5,000415,渤海租赁,5.3776,33.4722,1345.3367,0.1338,0.2798,643.3167
6,000068,华控赛格,0.1161,1550.3876,1250.6768,0.1439,0.0717,2510.4603
7,600897,厦门空港,3.0646,58.7352,1013.5346,0.1776,0.4367,412.1823
8,603056,德邦股份,21.1435,8.5133,721.0969,0.2496,3.8499,46.7545
9,300013,新宁物流,2.04,88.2353,488.3359,0.3686,0.6221,289.3425
10,300170,汉得信息,1.1291,159.41899999999998,331.792,0.5425,0.371,485.1752
11,000089,深圳机场,3.4556,52.0894,326.4506,0.5514,0.7849,229.3286
12,300347,泰格医药,1.375,130.9091,294.8303,0.6105,0.3357,536.193
13,002238,天威视讯,10.1727,17.6944,288.3321,0.6243,0.57,315.7895
14,600995,文山电力,38.181,4.7144,261.4989,0.6883,3.0124,59.753
15,601519,大智慧,3.3245,54.1435,231.4832,0.7776,0.1969,914.1696
16,600452,涪陵电力,470.0861,0.3829,224.2308,0.8027,6.6685,26.9926
17,600221,海航控股,32.9278,5.4665,221.3799,0.8131,0.6709999999999999,268.2563
18,601598,中国外运,3.1691,56.7985,193.6358,0.9296,1.3584,132.5088
19,002148,北纬科技,1.7108,105.2139,190.5213,0.9448,0.2701,666.4198
20,600131,国网信通,54.5789,3.298,187.9218,0.9578,1.5783,114.0468
21,000791,甘肃电投,4.6331,38.8509,134.9338,1.334,0.7862,228.9494
22,600505,西昌电力,6.452000000000001,27.8983,131.8783,1.3649,1.2697,141.7658
23,300215,电科院,18.7368,9.6068,131.5697,1.3681,0.6788,265.1738
24,002210,*ST飞马,16.5717,10.8619,125.8465,1.4303,0.9447,190.5367
25,600168,武汉控股,1.7673,101.8503,120.7172,1.4911,0.4663,386.0176
26,300383,光环新网,5.2512,34.2779,120.3711,1.4954,0.7774,231.541
27,601518,吉林高速,,,117.0335,1.538,0.327,550.4587
28,600012,皖通高速,,,115.7344,1.5553,0.7332,245.4992
29,000507,珠海港,4.6111,39.0362,111.9114,1.6084,0.7435,242.0982
30,603000,人民网,1.7899,100.5643,99.1318,1.8158,0.2864,628.4916
31,300052,中青宝,2.3768,75.7321,98.2126,1.8328,0.4693,383.55
32,300379,东方通,0.3531,509.7706,88.6511,2.0304,0.2092,860.4207
33,600556,ST慧球,3.8058,47.2962,87.5013,2.0571,0.3864,465.8385
34,002195,二三四五,5.6952,31.6056,84.9788,2.1182,0.6315,285.0356
35,600009,上海机场,3.0061,59.8782,83.8928,2.1456,0.3391,530.8169
36,603032,德新交运,8.6808,20.7354,82.4827,2.1823,1.2273,146.6634
37,603885,吉祥航空,21.1532,8.5094,81.422,2.2107,2.2904,78.5889
38,002081,金螳螂,0.7574,237.6551,79.1241,2.2749,0.5322,338.2187
39,300144,宋城演艺,44.516000000000005,4.0435,75.4737,2.3849,0.3645,493.8272
