,code,name,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days
0,000526,紫光学大,103.1979,2.6163,39749.8707,0.0068,1.4849,181.8304
1,002647,仁东控股,2.2324,120.9461,30613.1087,0.0088,0.6141,439.6678
2,603377,东方时尚,9984.5895,0.027000000000000003,21565.814,0.0125,0.8664,311.6343
3,000429,粤高速A,25.0985,10.7576,6425.3515,0.042,1.0176,265.3302
4,300347,泰格医药,2.2676,119.0686,5115.42,0.0528,1.1431,236.1998
5,600897,厦门空港,4.5729,59.0435,4626.0803,0.0584,1.2876,209.6925
6,002659,凯文教育,23.7217,11.382,4217.6704,0.064,0.2582,1045.701
7,002400,省广集团,3.7687,71.6427,3872.316,0.0697,1.5239,177.17700000000002
8,300467,迅游科技,9.7246,27.7646,3718.9331,0.0726,0.7961,339.1534
9,000415,渤海租赁,12.7961,21.1002,3029.5999,0.0891,0.6638,406.749
10,002707,众信旅游,14.7645,18.2871,3021.1448,0.0894,2.6269,102.7827
11,300675,建科院,1.1607,232.6182,2535.9279,0.1065,0.5016,538.2775
12,603258,电魂网络,32.2398,8.3747,2220.3087,0.1216,0.2352,1147.9592
13,603357,设计总院,0.9042,298.6065,2129.1335,0.1268,0.4544,594.1901
14,601619,嘉泽新能,0.7963,339.0682,2102.9055,0.1284,0.5365,503.2619
15,300170,汉得信息,1.2734,212.0308,1766.9917,0.1528,0.8066,334.7384
16,600576,祥源文化,1.3916,194.0213,1460.7844,0.1848,0.4293,628.9308
17,603569,长久物流,2.0954,128.8537,1272.8575,0.2121,1.1024,244.9202
18,603056,德邦股份,15.3575,17.581,1187.9595,0.2273,3.2465,83.1665
19,002039,黔源电力,12.4285,21.7243,1108.1397,0.2437,1.8747,144.023
20,603813,原尚股份,3.4905,77.3528,903.2845,0.2989,1.8316,147.4121
21,000503,国新健康,13.0873,20.6307,861.248,0.3135,0.0523,5162.5239
22,600131,国网信通,212.6717,1.2696,830.3711,0.3252,4.2371,63.7228
23,300051,三五互联,6.2875,42.9423,716.7274,0.3767,0.6736,400.8314
24,300746,汉嘉设计,2.1092,128.0106,708.3395,0.3812,0.8334,323.9741
25,600452,涪陵电力,8.3797,32.2207,698.4567,0.3866,2.1254,127.0349
26,002649,博彦科技,2.8921,93.3578,559.629,0.4825,1.1096,243.3309
27,601519,大智慧,5.9513,45.3682,558.7903,0.4832,0.4851,556.5863
28,300383,光环新网,3.0933,87.2854,534.0196,0.5056,1.3862,194.7771
29,600605,汇通能源,4.4813,60.2504,509.6683,0.5298,2.9624,91.1423
30,300348,长亮科技,1.0546,256.0212,397.2659,0.6796,0.5982,451.3541
31,000796,凯撒旅业,5.9181,45.6228,389.3776,0.6934,1.6477,163.8648
32,300687,赛意信息,1.4436,187.0324,359.0458,0.752,0.7084,381.1406
33,000088,盐田港,9.9981,27.0051,354.2933,0.7621,0.2231,1210.2196
34,300560,中富通,0.8628,312.9346,345.4048,0.7817,0.6712,402.2646
35,603506,南都物业,3.7039,72.8961,342.5446,0.7882,0.8919,302.7245
36,002468,申通快递,13.9507,19.3539,323.7378,0.8340000000000001,1.9803,136.343
37,600233,圆通速递,15.7974,17.0914,320.8012,0.8416,3.0897,87.3871
38,000089,深圳机场,5.0475,53.4918,318.9916,0.8464,0.6431,419.8414
39,002027,分众传媒,2.6628,101.397,317.5379,0.8503,0.9333,289.296
40,002357,富临运业,8.2202,32.8459,309.767,0.8716,2.5275,106.8249
41,000606,顺利办,5.1522,52.4048,308.2452,0.8759,0.5449,495.5038
42,600556,ST慧球,,,242.7157,1.1124,0.4596,587.4674
43,600634,*ST富控,8.3632,32.2843,234.1443,1.1531,0.2676,1008.9686
44,300494,盛天网络,,,221.7149,1.2178,0.3934,686.3244
45,000791,甘肃电投,2.6023,103.7544,208.3961,1.2956,0.8761,308.184
46,002285,世联行,3.1536,85.6164,206.7471,1.3059,0.4775,565.445
47,300144,宋城演艺,47.8541,5.6421,200.5584,1.3462,0.9084,297.2259
48,600221,海航控股,22.5388,11.9793,195.4911,1.3811,1.2744,211.8644
49,600865,百大集团,46.3118,5.83,188.5786,1.4318,0.8617,313.3341
50,600705,中航资本,20.0385,13.4741,185.9557,1.452,0.0368,7336.9565
51,000524,岭南控股,33.5635,8.0445,185.7853,1.4533,3.1157,86.6579
52,603444,吉比特,5.5021,49.0722,181.4591,1.4879,0.4809,561.4473
53,300215,电科院,14.0381,19.2334,175.9936,1.5341,0.7857,343.6426
54,603888,新华网,1.7631,153.1394,167.8064,1.609,0.335,805.9701
55,600722,金牛化工,,,165.0038,1.6363,0.7758,348.0278
56,600025,华能水电,4.9235,54.839,160.09799999999998,1.6865,1.4351,188.1402
57,002889,东方嘉盛,2.6252,102.8493,159.7188,1.6905,1.3066,206.6432
58,601598,中国外运,,,158.6105,1.7023,1.7955,150.3759
59,601518,吉林高速,,,154.6385,1.746,0.8522,316.827
60,002127,南极电商,2.583,104.5296,150.3849,1.7954,0.8486,318.1711
61,600012,皖通高速,,,144.357,1.8704,0.8909,303.0643
62,600009,上海机场,5.2404,51.5228,144.2463,1.8718,0.6859999999999999,393.586
63,300598,诚迈科技,1.5932,169.4702,140.1924,1.9259,0.8476,318.5465
64,002072,*ST凯瑞,0.9229,292.5561,135.468,1.9931,0.1216,2220.3947
65,603223,恒通股份,33.7735,7.9944,125.1101,2.1581,5.5879,48.3187
66,300017,网宿科技,2.7516,98.1247,120.8392,2.2344,0.853,316.5299
67,603825,华扬联众,2.2097,122.1885,118.2864,2.2826,1.5946,169.3215
68,603613,国联股份,,,96.8535,2.7877,3.6141,74.7074
69,002352,顺丰控股,11.0046,24.5352,88.4896,3.0512,2.1358,126.4163
70,000007,全新好,1115.5598,0.242,85.6132,3.1537,0.1931,1398.2393
71,601021,春秋航空,122.0597,2.2119999999999997,81.9271,3.2956,1.2643,213.5569
72,000889,中嘉博创,2.2213,121.5504,80.9161,3.3368,1.4137,190.9882
73,603689,皖天然气,34.3744,7.8547,79.7826,3.3842,2.8971,93.1966
74,600179,ST安通,6.7478,40.013000000000005,78.8457,3.4244,2.1315,126.6714
75,603885,吉祥航空,39.5017,6.8351,78.6421,3.4333,2.0396,132.3789
76,300571,平治信息,4.3177,62.5333,75.2891,3.5862,1.2989,207.8682
77,600640,号百控股,2.766,97.6139,74.6205,3.6183,0.514,525.2918
78,002629,*ST仁智,24.1596,11.1757,74.0451,3.6464,3.7647,71.7189
79,002325,洪涛股份,0.5670000000000001,476.1905,73.9157,3.6528,0.34700000000000003,778.0980000000001
80,600033,福建高速,,,73.2576,3.6856,1.4906,181.1351
81,000038,深大通,2.3425,115.2615,72.8925,3.7041,0.6424,420.2989
82,600633,浙数文化,6.9549,38.8216,72.8646,3.7055,0.4491,601.2024
83,300550,和仁科技,0.9142,295.3402,72.1116,3.7442,0.41100000000000003,656.9343
84,002120,韵达股份,22.4422,12.0309,72.0635,3.7467,1.2666,213.1691
85,600969,郴电国际,9.8025,27.544,71.8833,3.7561,0.5204,518.8317
86,002081,金螳螂,0.9654,279.6768,71.4999,3.7762,0.73,369.86300000000006
87,000665,湖北广电,7.5219,35.8952,67.9782,3.9719,1.0878,248.2074
88,600083,博信股份,5.4084,49.9223,67.5482,3.9971,3.8376,70.3565
89,600995,文山电力,41.5368,6.5003,67.01899999999999,4.0287,3.2569999999999997,82.8984
90,603300,华铁应急,1.3822,195.3408,66.1504,4.0816,0.2804,962.9101
91,600050,中国联通,,,64.4345,4.1903,2.6395,102.2921
92,603648,畅联股份,4.9817,54.1984,64.2143,4.2047,0.7551,357.5685
93,600689,上海三毛,19.9668,13.5224,64.0451,4.2158,2.3696,113.9433
94,600777,新潮能源,7.7937,34.6434,63.9862,4.2197,1.1776,229.2799
95,300012,华测检测,3.5847,75.3201,63.2464,4.269,1.04,259.6154
96,600880,博瑞传播,3.3732,80.0427,62.4933,4.3205,0.3939,685.4532
97,603713,密尔克卫,2.9821,90.5402,61.8726,4.3638,1.5103,178.7724
98,600317,营口港,8.6826,31.0967,61.6833,4.3772,0.8690000000000001,310.702
99,600678,四川金顶,72.8735,3.7051,61.2895,4.4053,2.7409,98.5078
100,601595,上海电影,2.9379,91.9024,61.0479,4.4228,0.4386,615.5951
101,600814,杭州解百,,,60.6536,4.4515,1.4555,185.5033
102,002034,旺能环境,3.1749,85.042,60.4071,4.4697,0.4664,578.9022
103,600093,易见股份,14.1035,19.1442,59.0889,4.5694,0.8887,303.8146
104,000543,皖能电力,8.0438,33.5662,58.9569,4.5796,3.2238,83.7521
105,600874,创业环保,0.8606,313.7346,57.2407,4.7169,0.4088,660.4697
106,002905,金逸影视,9.8959,27.284000000000002,56.5449,4.775,0.9251,291.8603
107,002306,ST云网,6.6944,40.3322,56.2738,4.798,0.8498,317.7218
108,600900,长江电力,8.0541,33.5233,54.1733,4.984,3.0574,88.3103
109,600004,白云机场,6.4447,41.8949,53.8979,5.0095,1.3009,207.5486
110,300496,中科创达,2.0908,129.1372,53.8135,5.0173,0.5725,471.6157
111,600029,南方航空,35.3077,7.6471,52.3134,5.1612,4.3449,62.1418
112,002040,南京港,5.5488,48.6592,51.54600000000001,5.2379999999999995,0.7967,338.898
113,600985,淮北矿业,63.7811,4.2332,50.7214,5.3232,6.9239999999999995,38.9948
114,600588,用友网络,3.0618,88.1834,50.3613,5.3613,0.6523,413.92
115,001872,招商港口,5.9852,45.1113,50.1785,5.3808,1.7102,157.8763
116,300640,德艺文创,4.1207,65.5228,49.0293,5.5069,1.3324,202.6418
117,002467,二六三,6.7999,39.7065,48.9165,5.5196,0.7072,381.7873
118,600774,汉商集团,143.3559,1.8834,48.707,5.5434,4.7732,56.5658
