,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600291,西水股份,236.89,0.4004,25.4636,0.5169,53.2248
1,600485,*ST信威,11.7365,0.1141,474.5382,0.5092,67.1843
2,600683,京投发展,10.4481,0.0816,,0.0879,11.3713
3,000712,锦龙股份,9.8521,0.0338,1.1299,0.0495,6.6398
4,600715,文投控股,8.7834,0.0647,,0.0635,18.5618
5,300059,东方财富,5.7247,0.4412,30.3246,0.7406,74.2282
6,000668,荣丰控股,4.52,0.0221,,0.0392,11.6209
7,600773,西藏城投,2.6402,0.1763,56.2188,0.2015,34.8531
8,000068,华控赛格,2.2098,0.1357,,0.1874,18.7577
9,600215,长春经开,1.9857,0.1104,,0.2359,27.3687
10,300156,神雾环保,1.6736,0.0509,13.1981,0.1571,16.1921
11,000831,五矿稀土,1.5105,0.257,,2.4717,249.6343
12,600606,绿地控股,1.2747,0.0205,,0.0319,4.1226
13,000526,紫光学大,1.1436,0.0672,19.1733,0.3039,30.6222
14,600892,大晟文化,1.1023,0.4985,181.2775,0.5882,61.4555
15,601016,节能风电,1.0236,0.0633,7.1132,0.0881,32.2937
16,600020,中原高速,0.9504,0.0551,3.9973,0.0682,23.7676
17,000609,中迪投资,0.8667,0.0144,8.418,0.0351,3.5431
18,600025,华能水电,0.8226,0.0666,2.7258,0.085,29.8509
19,000150,宜华健康,0.8011,0.0248,85.656,0.0355,4.2698
20,600106,重庆路桥,0.7848,0.0323,1.0290000000000001,0.0593,133.0939
21,000603,盛达资源,0.7845,0.3695,1.5339,1.078,112.0816
22,002322,理工环科,0.7595,0.0689,4.7269,2.6185,261.85
23,601200,上海环境,0.7532,0.0772,2.5356,0.1611,83.8674
24,000429,粤高速A,0.7297,0.0644,2.2566,0.1157,69.3146
25,000722,湖南发展,0.7287,0.0551,1.0461,0.2965,78.1368
26,601188,龙江交通,0.7147,0.0602,0.8511,0.3004,31.842
27,600033,福建高速,0.7049,0.0741,2.1425,0.1481,54.3564
28,002622,融钰集团,0.6857,0.0532,2.6115,0.8161,84.5952
29,601199,江南水务,0.6754,0.0933,2.6183,0.2225,24.7427
30,600012,皖通高速,0.6749,0.0936,1.7577,0.2623,40.9669
31,600265,ST景谷,0.6635,0.1213,,0.124,12.3964
32,600900,长江电力,0.6629,0.091,1.4468,0.2029,49.683
33,000862,银星能源,0.6621,0.0719,,0.0856,71.6285
34,000035,中国天楹,0.6611,0.0655,1.8993,0.1423,44.6012
35,600035,楚天高速,0.6363,0.0593,2.0392,0.1005,37.3975
36,000415,渤海租赁,0.6184,0.0469,3.3596,0.0577,14.4808
37,000900,现代投资,0.6138,0.057999999999999996,3.3604,0.0929,28.6695
38,600886,国投电力,0.6105,0.0898,1.8559,0.11699999999999999,52.4149
39,600053,九鼎投资,0.6085,0.0873,6.3251,0.126,14.2701
40,300215,电科院,0.6067,0.0648,3.2109,0.1184,27.0922
41,600989,宝丰能源,0.598,0.0708,4.8244,0.1031,17.904
42,300144,宋城演艺,0.5979,0.1132,1.344,1.3407,134.0743
43,002357,富临运业,0.5972,0.1447,1.8026,0.3903,39.472
44,300384,三联虹普,0.5931,0.1365,2.4794,0.2863,28.9673
45,600236,桂冠电力,0.5904,0.1119,2.9741,0.1509,86.6456
46,601158,重庆水务,0.5901,0.0951,1.3633,0.267,50.5981
47,002492,恒基达鑫,0.5621,0.0681,2.1366,0.3326,53.9276
48,300345,红宇新材,0.5616,0.091,40.9465,0.3748,37.481
49,002447,晨鑫科技,0.5601,0.0515,1.5001,0.147,72.845
50,600767,ST运盛,0.5537,0.128,5.4532,0.3391,36.694
51,600804,鹏博士,0.5532,0.2052,6.7542,0.3142,37.2851
52,600962,国投中鲁,0.5486,0.1618,,0.2909,29.11
53,002320,海峡股份,0.547,0.1227,4.2142,3.7527,-746.1929
54,003816,中国广核,0.5439,0.0622,1.5004,0.0904,62.3231
55,603789,星光农机,0.5427,,2.3158,,
56,601985,中国核电,0.5394,0.0337,1.9296,0.0424,29.225
57,603099,长白山,0.532,0.1605,1.4898,1.979,214.2968
58,601368,绿城水务,0.531,0.0679,1.9133,0.0924,36.6677
59,603568,伟明环保,0.5299,,1.3122,,
60,000088,盐田港,0.5221,0.0188,0.3103,0.157,107.0833
61,600007,中国国贸,0.5163,0.0865,1.9729,0.1813,96.4083
62,300382,斯莱克,0.5121,0.1196,1.6945,0.4697,47.248999999999995
