,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,300059,东方财富,2.2106,0.0188,1.6432,0.0271,3.1561
1,300208,青岛中程,1.3801,0.0287,6.5489999999999995,0.0431,5.2123
2,300770,新媒股份,0.9384,0.0891,1.9193,0.3602,37.0654
3,002294,信立泰,0.711,0.0767,4.1263,0.4585,66.2847
4,300592,华凯创意,0.69,0.0122,,0.0242,2.6744
5,002223,鱼跃医疗,0.6829999999999999,0.1083,2.4962,0.4222,49.6723
6,000534,万泽股份,0.6309,0.0484,2.3766,0.08800000000000001,15.0628
7,002858,力盛赛车,0.6252,0.0293,18.8029,0.1134,13.7633
8,600830,香溢融通,0.5426,0.0038,1.0119,0.0485,4.8566
9,300401,花园生物,0.5228,0.0329,1.1528,0.2021,20.4201
10,002978,安宁股份,0.4888,0.0646,1.0799,0.3132,43.6871
11,300136,信维通信,0.4813,0.0595,8.3751,0.1388,18.4034
12,000722,湖南发展,0.4502,0.009000000000000001,0.929,0.1474,43.2024
13,603058,永吉股份,0.4418,0.0391,1.1603,0.2896,49.4752
14,601799,星宇股份,0.439,0.0651,3.4623,0.1603,17.5037
15,002802,洪汇新材,0.4342,0.0657,2.8394,0.7807,101.3795
16,300628,亿联网络,0.4336,0.0536,0.7704,0.5651,57.1426
17,300529,健帆生物,0.3947,0.0551,0.8135,0.4234,50.714
18,300215,电科院,0.3753,0.0087,,0.0174,3.1093
19,300790,宇瞳光学,0.3487,0.037000000000000005,4.3189,0.0869,9.1212
20,300234,开尔新材,0.3414,0.0095,0.2506,0.0343,3.661
21,002643,万润股份,0.3406,0.0373,1.6912,0.2404,25.5814
22,300686,智动力,0.2883,0.0597,2.7159,0.1122,12.8469
23,002661,克明面业,0.2852,0.0522,2.4348,0.1012,10.5069
24,600897,厦门空港,0.2821,0.0148,17.832,0.1254,12.9112
25,002429,兆驰股份,0.2424,0.0285,3.1953,0.0526,5.7177
26,002138,顺络电子,0.2356,0.0229,1.5344,0.0886,11.4191
27,603185,上机数控,0.2326,0.0332,1.6206,0.0793,8.1116
28,002299,圣农发展,0.22399999999999998,0.0434,0.9545,0.1112,11.7255
29,603657,春光科技,0.2082,0.0224,1.4444,0.2214,23.4061
30,002923,润都股份,0.1775,0.0395,1.7638,0.1258,15.5796
31,300620,光库科技,0.17300000000000001,0.0152,1.6116,0.0589,7.5326
32,002913,奥士康,0.1668,0.0211,3.2366,0.0581,5.9804
33,002859,洁美科技,0.1658,0.0207,0.9648,0.0806,12.9998
34,600132,重庆啤酒,0.1646,0.0263,2.0476,0.0475,6.3869
35,002020,京新药业,0.1535,0.0209,1.2628,0.0579,6.2113
36,603866,桃李面包,0.1489,0.0363,1.013,0.1323,31.0765
37,002916,深南电路,0.1457,0.0291,1.3154,0.0504,7.9677
38,002675,东诚药业,0.1445,0.0146,1.1840000000000002,0.0473,5.6658
39,000830,鲁西化工,0.1437,0.0159,31.5876,0.0253,3.3056
40,002007,华兰生物,0.1415,0.0123,0.4039,0.14400000000000002,14.4992
41,300496,中科创达,0.1399,0.0185,0.9139,0.0448,4.671
42,600201,生物股份,0.1362,0.0085,0.3144,0.0593,7.7792
