,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,600988,赤峰黄金,283.7129,0.0541,,0.298,29.7971
1,600291,西水股份,45.3891,0.0483,8.2836,0.0707,8.0421
2,600734,实达集团,14.5123,0.217,,0.2628,27.7417
3,000638,万方发展,8.4669,0.1628,684.8964,0.2107,21.0839
4,000609,中迪投资,7.8878,0.0167,,0.0467,4.6862
5,600634,*ST富控,3.0623,0.0314,,0.154,15.3974
6,600643,爱建集团,3.0367,0.0234,1.3279,0.4887,61.8303
7,000514,渝开发,3.0279,0.0665,16.3414,0.1201,19.4372
8,002244,滨江集团,1.7313,0.038,10.8357,0.0472,6.1539
9,002346,柘中股份,1.7186,0.0281,,0.2016,20.1646
10,600506,香梨股份,1.706,0.0592,4.062,1.012,256.7308
11,000029,深深房A,1.6466,0.0665,76.2503,0.1058,15.1325
12,000037,深南电A,1.4849,0.0553,,0.0782,7.9366
13,600545,卓郎智能,1.3078,0.0138,,0.0184,2.0418
14,600247,ST成城,1.2922,0.0724,76.3032,0.1537,15.3856
15,002351,漫步者,1.2617,0.1419,8.8136,2.5019,255.4317
16,000668,荣丰控股,1.1707,0.0266,14.5715,0.0809,10.460999999999999
17,000031,大悦城,1.1523,0.0312,13.3278,0.0397,5.5366
18,000791,甘肃电投,1.1275,0.0191,,0.0257,19.5022
19,600641,万业企业,1.1004,0.0288,19.8111,0.0464,10.8018
20,300144,宋城演艺,1.0959,0.03,2.0344,0.42100000000000004,46.1373
21,600095,哈高科,1.0956,0.0316,,0.0614,9.6731
22,000603,盛达资源,1.0809,0.1276,1.9369999999999998,0.4805,50.0429
23,600862,中航高科,1.0374,0.0522,54.4856,0.073,8.7032
24,600094,大名城,1.0011,0.0475,5.7747,0.0745,9.958
25,000631,顺发恒业,0.9778,0.0138,6.437,0.0184,2.1034
26,300251,光线传媒,0.9778,0.0923,2.5152,1.2184,122.2621
27,000531,穗恒运A,0.9706,0.0766,9.54,0.1111,13.3978
28,300567,精测电子,0.9349,0.1567,3.7935,0.56,198.4452
29,600382,广东明珠,0.9272,0.005,0.8211,0.0604,6.0445
30,300382,斯莱克,0.9139,,3.0643,,
31,603126,中材节能,0.8946,,8.2437,,
