,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,000838,财信发展,17.0234,0.0473,,0.0554,8.6775
1,000609,中迪投资,9.7723,0.0417,,0.0688,6.9075
2,600381,青海春天,5.973,0.0099,,0.0082,2.1403
3,600291,西水股份,4.4002,0.0553,3.3431,0.0796,8.9995
4,600159,大龙地产,3.0017,0.2923,4.0784,0.6412,84.0311
5,600145,*ST新亿,2.0153,0.1919,10.5162,1.1219,112.1906
6,600791,京能置业,1.8468,0.1602,9.0498,0.2367,32.6882
7,300059,东方财富,1.8111,0.1256,,0.6768,68.1715
8,600247,ST成城,1.0783,0.0851,28.9851,0.1803,18.0492
9,601016,节能风电,1.0664,,5.0463,,
10,002351,漫步者,1.0212,0.3282,8.0701,5.1160000000000005,520.7036
11,000975,银泰黄金,0.9775,0.0542,0.7737,0.6306,63.4387
12,600730,中国高科,0.9091,0.1051,62.9762,0.1587,19.6683
13,300251,光线传媒,0.9064,0.2689,2.6219,3.1969,320.2163
14,000900,现代投资,0.8444,0.0757,2.7476,0.1288,39.6752
15,000711,京蓝科技,0.8385,0.0374,,0.059000000000000004,17.8386
16,601199,江南水务,0.8319,0.1215,3.3922,0.3244,35.4911
17,600025,华能水电,0.779,0.0586,3.2644,0.0752,39.7408
18,600503,华丽家族,0.762,0.1263,28.0155,0.3099,36.6933
19,000151,中成股份,0.7562,0.2734,10.6774,0.4471,44.8466
20,600900,长江电力,0.7555,0.0883,1.8141,0.1744,29.8671
21,600593,大连圣亚,0.7554,0.2057,3.8798,0.3703,80.6512
22,600053,九鼎投资,0.7547,0.1019,32.233000000000004,0.1382,16.3652
23,000828,东莞控股,0.726,0.0781,1.2838,0.2416,45.1496
24,002506,协鑫集成,0.7143,0.0443,,0.0492,7.4001
25,600033,福建高速,0.7124,0.0714,2.3406,0.1357,56.2345
26,300144,宋城演艺,0.7043,0.1021,1.3981,1.2469,124.6875
27,000603,盛达资源,0.6990000000000001,0.5388,1.2416,1.3464,140.2305
28,000939,*ST凯迪,0.6962,0.0894,16.3026,0.1248,23.2132
29,002039,黔源电力,0.6875,0.0369,,0.0465,29.4643
30,600020,中原高速,0.6782,0.0421,4.048,0.0522,18.8149
31,600012,皖通高速,0.6776,0.0965,1.6308,0.2661,97.5638
32,600865,百大集团,0.6735,0.1158,12.673,0.1623,22.0756
33,000791,甘肃电投,0.6655,0.0663,2.0789,0.0923,73.8254
34,000514,渝开发,0.6605,0.0411,6.0294,0.0699,10.4058
35,601200,上海环境,0.6603,0.0469,1.7766,0.0926,69.7408
36,000697,炼石航空,0.6589,0.1462,2.2823,0.6462,64.6231
37,600988,赤峰黄金,0.6541,0.2279,1.9016,0.5236,52.3569
38,000722,湖南发展,0.6539,0.0466,0.9644,0.2604,37.6159
39,000415,渤海租赁,0.6528,0.038,2.3998,0.0522,17.86
40,600674,川投能源,0.6344,0.0315,0.3921,0.0786,35.8221
41,002492,恒基达鑫,0.632,0.0768,1.9009,0.4067,75.7365
42,300308,中际旭创,0.6316,0.0598,2.1135,0.3498,96.4038
43,000062,深圳华强,0.6314,0.1205,5.4629,0.1794,24.7327
44,002582,好想你,0.6308,0.2421,4.6268,1.3654,201.5268
