,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
0,000627,天茂集团,41.2713,0.0891,9.1866,0.1052,359.0775
1,000611,*ST天首,13.2789,0.5696,,2.3973,239.7255
2,600555,海航创新,4.2837,0.0265,,0.0467,10.6882
3,600275,ST昌鱼,4.2698,0.0382,,0.0645,6.4761
4,000638,万方发展,2.775,0.1425,19.9796,0.1678,18.1001
5,000010,*ST美丽,2.1928,0.1537,,0.3518,35.5448
6,000534,万泽股份,2.1769,0.1444,107.0623,0.3041,32.5263
7,002670,国盛金控,2.0171,0.0514,8.4618,0.09699999999999999,13.9794
8,002417,深南股份,1.8733,0.3446,10.5105,1.3176,131.7563
9,600215,长春经开,1.7586,0.0571,11.7967,0.3035,30.7056
10,600791,京能置业,1.7418,0.0593,289.7128,0.0963,21.8679
11,000918,嘉凯城,1.7083,0.0224,,0.0244,2.9974
12,000585,ST东电,1.5739,0.0792,,0.1702,31.3483
13,300023,宝德股份,1.4809999999999999,0.0658,9.1207,0.0794,9.2701
14,601188,龙江交通,1.4791,0.0615,1.9497,0.1923,19.2596
15,300191,潜能恒信,1.4424,0.0271,,0.4139,42.7843
16,600615,丰华股份,1.4244,0.1037,0.6779999999999999,0.8891,113.632
17,002289,*ST宇顺,1.3995,0.2747,,0.5551,65.1807
18,002305,南国置业,1.3298,0.0444,2780.3428,0.0567,11.0544
19,600736,苏州高新,1.2006,0.0765,5.1845,0.1089,15.1306
20,600598,北大荒,1.0398,0.1792,3.035,0.5172,52.74100000000001
21,000537,广宇发展,1.0301,0.0712,32.1678,0.0847,12.0005
22,600106,重庆路桥,1.0202,0.0183,0.6924,0.0385,65.2827
23,000014,沙河股份,1.0158,0.1964,71.9317,0.3989,52.4601
24,002447,晨鑫科技,0.9694,0.0444,2.6385,0.3443,67.5024
25,600962,国投中鲁,0.9611,0.3077,68.1407,1.186,123.8584
26,600854,春兰股份,0.9497,0.0767,2.9758,0.2822,30.6198
27,600173,卧龙地产,0.858,0.1399,7.152,0.2249,28.726999999999997
28,000514,渝开发,0.8523,0.0732,12.1729,0.1511,29.1501
29,600208,新湖中宝,0.8448,0.0277,7.085,0.0365,8.0492
30,601518,吉林高速,0.8419,0.0523,2.6693,0.1028,74.9522
31,002951,金时科技,0.8159,0.2389,2.3707,1.2127,123.8879
32,600696,ST岩石,0.8087,0.1691,11.1564,0.1963,69.8948
33,600652,*ST游久,0.8078,0.0329,1.9345,0.27699999999999997,28.3749
34,002244,滨江集团,0.8024,0.0765,3.2995,0.1102,13.7938
35,600368,五洲交通,0.7939,0.0574,2.7116,0.0814,48.3409
36,000671,阳光城,0.7856,0.0328,17.2108,0.0378,6.5654
37,600674,川投能源,0.7717,0.0094,0.218,0.0334,5.1758
38,002718,友邦吊顶,0.768,0.1607,3.4517,0.6975,70.0217
39,300775,三角防务,0.7331,0.0943,2.1933,0.5099,71.381
40,002818,富森美,0.7222,0.0928,1.357,0.4548,46.7548
41,600724,宁波富达,0.7217,0.0716,9.7669,0.0929,13.6146
42,600900,长江电力,0.7113,0.0455,1.6928,0.0761,15.8832
43,000429,粤高速A,0.7099,0.0636,1.0322,0.1457,66.8637
44,000820,*ST节能,0.7027,0.1751,1.6368,0.3392,45.2135
45,000886,海南高速,0.7006,0.0815,2.8372,0.5248,58.2591
46,600371,万向德农,0.6939,0.1038,3.1288,0.2756,30.3508
47,600773,西藏城投,0.6858,0.0411,12.1907,0.0575,12.48
48,600202,哈空调,0.6856,0.0446,,0.0728,7.4131
49,600634,*ST富控,0.6791,0.0425,1.7991,0.115,16.4155
50,300777,中简科技,0.6692,0.084,1.206,0.3835,224.5292
51,600506,香梨股份,0.6658,0.0788,,1.1523,257.8602
52,600012,皖通高速,0.665,0.0683,1.8019999999999998,0.2246,74.3901
53,002464,众应互联,0.6622,0.05,1.2915,0.12300000000000001,12.2974
54,601872,招商轮船,0.6513,0.0502,2.6756,0.10099999999999999,34.3231
55,000691,亚太实业,0.6506,0.0328,,0.0484,8.0818
56,600236,桂冠电力,0.6463,0.0565,2.6355,0.0886,33.5911
57,002558,巨人网络,0.6456,0.0982,1.2346,0.7307,88.0313
58,600657,信达地产,0.6438,0.0581,14.9099,0.0676,15.8149
59,600269,赣粤高速,0.6342,0.0429,2.4292,0.0832,32.4882
60,002359,*ST北讯,0.6302,0.0441,17.0133,0.1098,17.0245
61,001914,招商积余,0.6202,0.0775,,0.1016,20.3187
62,000835,长城动漫,0.62,0.0466,2.2091,0.0644,9.0321
63,600033,福建高速,0.6151,0.0418,1.4002,0.0979,43.2574
64,002287,奇正藏药,0.6121,0.1244,1.6562,0.5688,64.7035
65,002039,黔源电力,0.6085,0.0281,6.6593,0.0366,37.7017
66,600466,蓝光发展,0.6072,0.0436,13.467,0.0535,8.4757
67,000426,兴业矿业,0.6067,0.0546,2.3656,0.1256,27.5777
68,000544,中原环保,0.6047,0.045,1.5935,0.3336,99.9872
69,600892,大晟文化,0.6035,0.0247,1.7587,0.085,8.5439
70,003816,中国广核,0.5997,0.0371,1.5797,0.0506,18.3005
71,300215,电科院,0.5977,0.0453,3.4585,0.0891,11.2111
72,000421,南京公用,0.5948,0.1309,9.2064,0.2289,26.468000000000004
