,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16957840020.64,11405363677.74,5646312694.82,21458411715.88,16298932652.63,10784003790.66,5356199456.65,20381753946.22,15416289428.31,10226906728.55,5079061852.50,13635659044.24,8972821511.57,5618626601.40,2679530413.95,12537010222.56,10083666360.78,7125687455.74,3590905369.93,18256846651.09,14999162303.35,10723466719.83,5530461939.57,25833698643.75,20414345004.87,14545022517.33,7505420704.16,30072395138.06,23154529491.25,16593306593.59,8461219045.65,37569080704.76,29062927833.09,19393206391.00,10153177843.57,30289161376.44,24597219877.22,16066694797.77,7695668873.32,20245537812.43,7368271782.79,4880953626.98,2213716541.95,9275886197.17,7073329268.92,4482326935.42,1835920361.53,5301654817.83,3828719921.70,2514779422.53,1205111427.64,3754794296.63,2740605875.65,1770110465.82,845382447.40,3253559622.35,2466757097.91,1654679733.23,794777256.44,2444557612.18,1762728276.82,1086162409.36,462970960.62,1310995098.55,945866523.29,647546232.89,348384100.01,1420441832.50,1106302182.48,714725796.08,351348573.16,1171498234.23,550753643.15,895345523.66,419623352.78,804564651.81,402034158.65,871850368.25,883493030.61,859588422.92,0.0
2,营业收入,16957840020.64,11405363677.74,5646312694.82,21458411715.88,16298932652.63,10784003790.66,5356199456.65,20381753946.22,15416289428.31,10226906728.55,5079061852.50,13635659044.24,8972821511.57,5618626601.40,2679530413.95,12537010222.56,10083666360.78,7125687455.74,3590905369.93,18256846651.09,14999162303.35,10723466719.83,5530461939.57,25833698643.75,20414345004.87,14545022517.33,7505420704.16,30072395138.06,23154529491.25,16593306593.59,8461219045.65,37569080704.76,29062927833.09,19393206391.00,10153177843.57,30289161376.44,24597219877.22,16066694797.77,7695668873.32,20245537812.43,7368271782.79,4880953626.98,2213716541.95,9275886197.17,7073329268.92,4482326935.42,1835920361.53,5301654817.83,3828719921.70,2514779422.53,1205111427.64,3694676835.39,2699668179.57,1745188275.88,834359048.90,3209452649.98,2437191768.99,1635082772.47,786258435.02,2409208525.50,1735876246.83,1069746853.74,454761853.54,1285911867.59,931983173.07,640008727.30,345527302.47,1399162715.36,1091061225.46,706477660.00,347754906.06,1164513657.12,548363323.07,891909832.25,412084441.96,803721425.23,400637671.69,870081817.72,881475315.42,853850469.25,0.0
3,二、营业总成本,15675927396.83,10585674511.89,5315142885.61,20087399912.68,14991823648.71,9811008798.26,4896382291.66,18898541922.06,14169569531.35,9394126941.74,4657880059.89,13337019379.98,8841441378.02,5592924842.06,2656836737.02,14516450069.35,10398246152.83,7367232047.46,3641258029.68,18579679119.23,14910606542.72,10697397060.67,5431788074.55,24290077276.86,19199496257.42,13415198729.87,6781149853.04,27129967160.30,20646666960.03,14536977827.73,7365876354.62,33655253462.74,25873994110.44,17154040202.03,9074535166.79,27054895825.00,22010937528.70,14311562351.68,6830770994.85,17946691963.05,6286255528.50,4059111066.60,1714801513.80,6472220847.11,4539345660.17,3392099464.84,1431850617.73,4452144701.34,3160334980.28,2076627468.25,969934072.42,3106071697.24,2267406515.33,1437526329.37,673790834.62,2448150011.41,1722704101.93,1119250015.16,507573728.25,1908135434.21,1350094819.00,891599883.05,382624320.55,1087689347.29,802643471.44,554489698.07,294987364.01,1149569102.16,836782943.69,548044373.97,272563807.02,928623436.96,429263970.56,677969015.54,314713839.89,605755937.41,294787902.44,653599492.98,662773040.11,652780350.50,0.0
4,营业成本,13296127795.58,8954233121.30,4453087689.46,15698335242.12,12301268224.65,8037878459.41,3930827915.43,15361027766.26,11777672215.29,7780368414.82,3823574384.85,10579710102.88,7002290926.82,4392605095.48,2098596910.18,11017716155.33,8082085051.15,5733473853.53,2880629035.00,14539188432.67,12092575526.73,8550287237.75,4302000600.98,19587959360.45,16093409955.92,11176665242.74,5458188398.16,21644554053.52,16545621234.91,11677290457.43,5847430292.13,28207074986.56,22051714186.13,14684591787.14,7852765778.16,22529703512.91,18929815610.74,12298352293.41,5916259640.29,14848212092.00,5178812164.44,3376594810.43,1325231728.81,4716318579.86,3582258292.32,2762181649.34,1113095840.40,3359941559.83,2385201910.48,1569509342.70,741997115.25,2292406814.86,1742852885.02,1100712374.15,512894163.92,1806183580.28,1300106769.23,830135622.22,394977329.64,1428130104.89,1033067948.59,699460591.84,299827372.73,834834118.25,616770219.43,420665969.33,228645590.31,868269439.95,610361299.72,391352798.60,209928235.59,699403118.84,333535524.75,511566201.02,224793566.19,415049007.81,204385596.74,453919920.28,461004354.91,460534796.22,0.0
5,营业税金及附加,439820306.15,304162773.85,163560994.15,625795006.51,480862977.41,320625288.28,152776185.47,554541648.58,422364224.04,274444998.85,128496666.55,355876487.53,162932190.51,93190546.16,47140386.59,260549283.32,196763751.60,136751664.96,63564698.16,279002892.67,215529729.79,151618104.33,72864068.35,338909929.36,247399624.52,198682680.77,96619851.45,384025599.42,288400936.12,201125610.23,103814352.24,393140339.73,300570285.13,196940462.54,99732144.44,337554753.30,256403369.72,169364697.61,91973411.53,232813395.18,100473761.10,69704400.45,35966965.68,130069190.83,100682824.46,62592552.25,25785580.31,84982105.68,64652107.78,42871520.64,2073217.54,52437604.33,34177840.38,21558820.33,10489080.69,41454223.79,31985875.49,22079915.26,10962068.16,32101915.44,22719897.05,13562091.85,4887751.92,14997647.36,11041368.62,7983566.44,4421423.06,18151475.75,14747176.73,9471202.66,4698513.77,15335508.45,7326720.83,11790089.46,5376814.15,12748701.65,6705504.22,15593569.31,15816949.39,12949550.47,0.0
6,销售费用,266023014.86,184679931.14,86271899.64,371293517.26,318933653.53,193152881.74,96611699.40,349249361.36,262539936.25,179806023.06,85028228.16,302759335.62,182808570.97,127816356.33,54344887.93,437616365.93,268308290.95,177724312.32,79767320.57,386423329.40,272093189.79,175147716.10,88100713.42,550375040.46,387886632.97,268092640.45,132716849.92,604236762.57,441668406.72,319377918.86,157992705.95,651656227.18,429492703.11,292727183.08,135208735.79,577419674.65,333840034.65,203176974.95,85918252.52,407111205.72,143233841.33,94856150.41,43657049.24,169025089.23,117789982.81,71676418.29,33239057.00,119319661.42,92864454.02,65746099.35,35256327.43,82618387.47,52395768.85,33878684.67,17963099.77,77433354.09,48835612.23,33503272.83,15809259.70,58274523.04,40909284.73,26130723.69,10304722.87,37048831.75,26909616.33,20814664.37,10887310.04,71885371.71,55952547.11,35884290.64,15066132.65,77085876.96,34689448.39,58989768.40,30225475.60,54689228.32,13729654.96,32840112.55,29428457.78,21201040.45,0.0
7,管理费用,1295800256.35,888471087.98,466371065.23,2105269090.51,1411214063.07,937549013.70,518471900.25,1886613052.59,1168127136.85,790345741.87,437599686.26,1415574296.20,1049391792.63,686681914.30,303773479.85,1937969465.89,1411869726.98,1034156731.59,491973336.09,2413048349.22,1749055703.73,1351604870.33,720338892.59,3178500817.16,2100187683.16,1534213084.79,823630267.45,3647508380.84,2523975922.76,1762576627.78,895761182.31,3624588972.51,2465817037.84,1568933692.25,805285457.01,3217546397.51,2022925310.29,1287742605.24,605986350.30,2382149788.38,889610473.28,558230162.18,310029972.33,1182834461.63,656922550.73,466510792.33,252345124.06,830873263.81,553770668.95,342807879.28,161829940.85,652530693.29,420341903.84,270991430.35,127856080.91,515144040.99,336758829.95,230136015.38,82150702.00,368416019.37,240999686.28,145413470.86,63637833.20,191110956.70,140636330.37,100190745.93,48271366.03,185505698.33,151816718.22,108784204.61,41673162.05,136171932.11,54036632.58,97457540.56,54611485.80,121294243.09,67772567.22,142415056.89,154063787.86,156231959.04,0.0
8,财务费用,369895949.22,249731332.06,133878873.17,597728115.38,433549361.52,291218977.28,152435984.94,638634043.63,467516112.36,314675705.01,162288299.42,587458050.85,408790271.39,266773174.84,140420255.05,651528030.16,406301476.61,267229241.50,166328703.62,755089807.84,504323945.66,370470041.76,179622898.44,761921602.81,542564655.31,387483316.24,185052234.31,670866673.89,553590767.58,367379031.30,188433733.87,639769330.28,445732026.46,253162823.77,95942634.69,300070437.30,176810554.44,110736187.89,50421376.63,213635662.73,29886030.61,15168522.68,10212175.67,38498473.34,27087567.38,16346974.89,9177717.82,34784173.79,29474012.81,21320800.04,10115571.35,26078197.29,17638117.24,10385019.87,4588409.33,7934812.26,5017015.03,3395189.47,3674368.75,21212871.47,12398002.35,7033004.81,3966639.83,9697793.23,7285936.69,4834752.00,2761674.57,5757116.42,3905201.91,2551877.46,1197762.96,627000.60,-324355.99,-1834583.90,-293501.85,1974756.54,2194579.30,8830833.95,2459490.17,1863004.32,0.0
