,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2165491701.10,1418426973.81,592364114.54,2353478723.31,1411420337.40,1028014082.18,933695854.37,3105248137.41,1560251229.86,195955203.62,131371642.74,1432955497.83,1136205731.19,1036796465.66,43795667.99,1349018042.74,875841602.84,617652370.37,18057554.58,421053061.32,357838245.98,298565625.85,129069227.93,972969484.95,551273087.52,344266132.48,186972272.15,617581363.04,169590056.74,148697351.06,110604371.94,549563921.85,378288981.21,188830830.17,60364657.27,719431323.16,442265757.64,75287455.64,35114247.61,570522572.66,390966638.27,217192478.58,3030864.94,720439332.03,667262639.58,565998730.88,280759858.99,23378100.94,17724887.23,16534677.98,4791742.60,67847125.00,49943697.86,35699953.62,8221154.35,89012191.56,70043233.75,53390004.36,10168557.32,65302069.57,53783871.69,34487490.06,9911946.84,70229151.16,53546617.32,33810215.86,67884517.28,48151292.28,0.0
2,营业收入,2165491701.10,1418426973.81,592364114.54,2353478723.31,1411420337.40,1028014082.18,933695854.37,3105248137.41,1560251229.86,195955203.62,131371642.74,1432955497.83,1136205731.19,1036796465.66,43795667.99,1349018042.74,875841602.84,617652370.37,18057554.58,421053061.32,357838245.98,298565625.85,129069227.93,972969484.95,551273087.52,344266132.48,186972272.15,617581363.04,169590056.74,148697351.06,110604371.94,549563921.85,378288981.21,188830830.17,60364657.27,719431323.16,442265757.64,75287455.64,35114247.61,570522572.66,390966638.27,217192478.58,3030864.94,720439332.03,667262639.58,565998730.88,280759858.99,23378100.94,17724887.23,16534677.98,4791742.60,67460514.30,49640085.23,35526290.36,8161191.92,88553706.52,69669456.12,53176826.17,10083711.20,65046659.13,53600153.55,34394870.39,9886194.70,70058027.83,53431590.55,33746003.36,67755004.47,48091546.51,0.0
3,二、营业总成本,1160489288.15,694315985.44,320222834.07,1340292636.54,701096909.35,493434270.91,455785427.37,1798984250.79,1006661663.46,182145622.71,107575825.43,1211385509.33,944477179.51,821233583.42,66232943.14,1188416897.52,778460564.58,541356161.26,40382461.71,423368600.93,340159114.53,264413015.19,113419345.19,870902753.00,462228416.26,300015446.54,153523649.28,514527258.11,175677600.38,141797508.53,93688667.22,431621540.91,299094424.37,166754940.01,57460057.65,585728201.25,347496356.69,74010174.95,37384386.77,434711314.90,278598097.09,159547474.55,10304306.41,558934886.06,507476890.06,434779095.41,214792731.19,54533345.27,45344762.18,32390614.88,10571616.09,68289425.09,48550190.10,32764276.54,7395570.12,85903653.76,64189677.17,49730448.31,10236303.30,61549066.28,45911679.30,25885567.99,8890939.88,59704771.85,45016245.94,27437263.46,55125921.67,36708451.23,0.0
4,营业成本,665457605.76,393484701.00,204807770.33,898806882.90,470061119.72,354027701.08,358485716.41,1336332194.94,752451368.74,109632129.81,70293542.55,898646931.75,735967665.43,666495132.11,37360344.66,938511680.04,613250619.61,431185867.41,18793571.96,284154631.51,240715393.12,193997537.35,81885501.07,629639895.32,336915133.92,212619559.54,108012419.94,369465440.21,87555970.61,77087855.68,59998042.05,287242746.93,201134057.22,109974630.74,32343573.29,401837631.31,240774658.22,34376834.73,16293529.72,307770742.05,195401000.92,112993922.19,1161739.02,460269952.72,433542739.16,374821836.16,176844959.12,19097223.14,13804007.83,12432973.32,3114509.22,32194636.02,24254763.71,16704250.62,2962375.17,52431994.93,38393204.56,32588674.49,3479943.21,26712998.88,21012252.22,13712540.00,3084671.35,33643010.65,26603909.94,15069989.30,29551692.03,16515712.04,0.0
5,营业税金及附加,344587804.48,225614933.65,95139917.43,277500809.11,162071042.15,96302737.57,87710613.90,379028674.84,199459164.75,29713001.08,18932997.08,149660057.88,106547349.36,99164112.42,7113638.60,119803870.45,79016470.18,53600674.89,2841992.86,41453208.45,31677185.14,25102122.40,10484111.92,97340907.79,46063342.58,36411587.53,19132802.93,54115427.30,30115792.00,26357829.88,13550944.76,75406231.12,53010565.83,26817222.36,9108818.88,118806947.36,60797375.52,9754228.31,4774201.79,84955745.86,53243412.63,30087306.41,196637.08,42644780.94,39452042.03,33413664.75,16655718.30,361933.39,285076.44,396883.88,341207.16,1326792.44,1076115.61,789302.82,152752.97,787014.08,600933.08,365455.99,119620.99,1018626.10,917411.87,599725.43,133006.19,998046.85,788723.86,467841.96,1082352.91,546284.39,0.0
6,销售费用,105178322.32,48011967.90,4907684.75,59131572.65,33777752.25,20878087.30,2654496.17,22506982.31,16511177.31,13746727.20,3657071.59,63554502.24,34543779.02,9968854.93,3202381.57,53026370.88,35203076.14,27032516.79,5713983.15,31089040.17,23105313.65,14813359.65,6294775.00,69860793.41,27071982.30,15054007.98,7245325.68,25003888.67,16764518.18,11004186.54,7091377.56,19945944.63,15571704.41,10168765.05,6701636.54,29913766.91,19267908.45,11305435.65,5658004.66,9682136.58,7589201.80,3440557.45,1892910.96,9946913.75,8748561.30,6170915.02,2787581.40,11374583.69,11665162.13,6922437.02,2990223.05,12833276.60,9119079.21,6043653.01,1422789.21,15675649.74,11158233.62,7658878.54,3705337.34,13188059.94,11611574.04,4960437.39,2483574.01,13246550.15,8917163.07,6000185.92,13919328.58,12379120.55,0.0
7,管理费用,50071749.64,30578824.13,13129115.71,68744531.24,45674810.97,30503026.03,12960081.82,70249265.25,47110469.71,33283851.10,18896911.44,87572326.80,53456101.57,33884630.40,12025803.91,66953428.71,43002747.87,29658349.58,14017674.42,64681812.76,42141867.94,26763745.16,13024833.62,59411811.02,39092228.77,24484903.80,12094007.15,45516484.39,27362816.90,18018290.43,8330485.41,46544151.70,27830733.96,18401424.93,9408865.95,32459801.95,23294940.17,17164127.39,8883834.42,25239895.55,20328958.30,12334911.57,6632627.06,29025770.25,22195436.56,17252181.08,18026812.37,20410462.51,17246486.25,11102012.50,3492398.65,20714120.84,13466736.10,8899952.65,2816964.57,17476687.38,14532031.70,9716190.16,3404568.54,20927036.16,11749139.43,5863016.89,2813027.79,11037039.14,8243461.08,5763755.93,9730265.56,7063474.79,0.0
8,财务费用,-4806194.05,-3374441.24,1651395.51,-11954208.53,-10004811.35,-8344273.25,-5073776.91,-18461210.49,-9723540.92,-5096750.14,-4690273.11,12377862.91,14250598.48,11151917.92,6103325.28,9331216.74,6424814.56,-464335.85,-1375336.36,904594.88,1771565.17,3160071.42,1313348.92,14275463.70,12738677.99,11136577.48,7240043.84,19917052.95,13526365.49,8975586.49,4618135.34,320238.62,-458345.10,-545703.34,-240558.35,-708297.22,-482395.02,-315126.06,-98575.61,1864931.59,1759021.74,400371.51,389923.59,2215808.19,1449426.40,1031813.79,477660.00,2966998.32,2344029.53,1536308.16,633278.01,1220599.19,633495.47,327117.44,40688.20,-467692.37,-494725.79,-598750.87,-473166.78,-297654.80,621301.74,749848.28,376660.54,780125.06,462987.99,135490.35,842282.59,203859.46,0.0
