,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2182152598.76,1266992173.33,550597952.92,3186847122.86,2271901601.74,1571960763.72,541567786.50,4367977205.72,2563568646.51,1493600354.02,881014938.07,4068435950.67,2457535152.07,1871328966.49,862240035.49,4027432992.73,2593995540.57,1866145062.67,995865534.76,3895042664.06,3006040095.24,2214391037.37,956361811.66,4358993718.53,2881632756.25,2069425655.75,998023995.88,2829670982.01,1565433668.48,1125400345.71,617986112.42,5345826411.51,3984183439.64,2910754584.41,1535335921.15,7629799750.86,4707918271.52,3309964863.65,1810800619.67,6009692706.89,4650260025.69,3157614053.28,1374664071.86,4368624822.73,3333153312.47,2014784430.71,856300137.42,3156269138.39,2245183831.54,1481037049.62,605667982.97,3104149210.31,2499956007.07,1827429537.31,766760884.48,1971985095.52,1243814536.86,740070322.75,309499467.95,1140002440.99,792996387.81,469719717.43,195850495.58,814873534.57,556516009.69,373093750.08,172809725.62,656179285.41,422725589.03,301363636.87,153922904.66,615237999.83,291847658.55,615869486.32,282461866.81,583163497.79,555404193.46,431605085.33,0.0
2,营业收入,2182152598.76,1266992173.33,550597952.92,3186847122.86,2271901601.74,1571960763.72,541567786.50,4367977205.72,2563568646.51,1493600354.02,881014938.07,4068435950.67,2457535152.07,1871328966.49,862240035.49,4027432992.73,2593995540.57,1866145062.67,995865534.76,3895042664.06,3006040095.24,2214391037.37,956361811.66,4358993718.53,2881632756.25,2069425655.75,998023995.88,2829670982.01,1565433668.48,1125400345.71,617986112.42,5345826411.51,3984183439.64,2910754584.41,1535335921.15,7629799750.86,4707918271.52,3309964863.65,1810800619.67,6009692706.89,4650260025.69,3157614053.28,1374664071.86,4368624822.73,3333153312.47,2014784430.71,856300137.42,3156269138.39,2245183831.54,1481037049.62,605667982.97,3079807536.26,2483493396.23,1816745394.22,763467466.59,1963050060.73,1233576170.00,737113094.75,308698191.92,1133113014.49,789041691.75,467494874.56,194833002.72,809872878.04,552357631.30,370304817.48,172370129.54,652814495.28,420712902.66,299933562.39,153177101.74,611934673.43,290134815.58,614275015.71,282149605.41,583163497.79,551937944.24,429314526.72,0.0
3,二、营业总成本,2324312087.55,1398151757.67,596518684.35,4009085116.17,2471467438.23,1707778226.56,603129817.53,4529283767.14,2716253289.56,1600320823.06,879209203.84,4056730545.59,2532861535.82,1862403441.72,855729237.07,4701201113.17,2602401112.56,1855888960.75,992430616.60,3907411399.11,2952914006.23,2194601385.62,941542031.76,9855516440.71,5085341413.87,3153551246.95,1116460958.01,4184807749.19,2229366366.13,1493641165.29,727877373.65,5228673646.56,3884123564.25,2890408673.61,1517954701.66,7533553550.72,4512522363.29,3160394035.14,1669618902.88,5600819177.70,4203460033.81,2772301729.16,1187570157.91,3970922204.87,2990143398.15,1808521293.31,721300915.99,2920291916.09,2105311791.13,1372465088.90,576359879.35,2916970727.47,2317088516.54,1703337480.30,727028216.09,1816155322.00,1151513467.45,695313059.47,289861161.44,1074868822.83,743786559.84,440058947.71,183647557.88,755384431.99,530663295.47,352885884.23,163960765.24,601944426.61,392084467.98,277237828.59,143718238.69,567356769.24,280468753.01,558204222.84,259187040.88,0,495313065.96,388395484.28,0.0
4,营业成本,1832491663.40,1097189675.45,442670358.13,2801701902.56,1928823118.92,1333543956.95,436269539.18,3510129215.99,2122034695.40,1212034843.77,701448774.87,3105884196.28,1966801999.49,1494826546.62,691226651.13,3300144857.50,2026278069.68,1474777077.55,810431367.00,3060178271.68,2359664777.54,1768261838.54,766881380.41,4004107654.07,2522265563.61,1838301531.92,870808041.29,2716546735.38,1431931453.25,994595385.17,523989119.07,4236293118.65,3212807132.98,2415672314.92,1285315723.36,6381884468.07,3839372003.56,2716466759.82,1476473105.51,4856338715.49,3683419511.76,2411625597.84,1036597236.40,3387189217.59,2534193146.89,1533233429.07,616620093.51,2524497403.67,1839212581.74,1231223081.97,515309426.62,2563621087.06,2045913694.36,1495315344.29,664873398.58,1572590370.54,991854613.57,593036988.09,247367532.33,901732365.38,631333016.38,374746940.75,157574933.84,646459582.21,451879296.71,302342702.82,143590810.60,515967190.48,335584837.65,238911229.23,127100748.04,482984128.26,234669512.12,457536771.44,213419063.30,0,407289625.93,307736349.37,0.0
5,营业税金及附加,22268044.71,13977439.33,8359548.73,30094855.68,20301872.45,11735230.99,6692197.85,49744666.12,29170983.86,17663471.10,12599850.58,42400605.70,16138887.11,10925567.05,6302856.93,22096002.27,11624300.39,9767130.85,5537997.46,11881543.44,6203841.59,3328722.46,1064743.40,20393710.82,8676863.20,6092499.48,2852927.77,19327785.42,11459902.68,10743442.22,2711035.43,30397469.98,18278090.14,13761567.34,7829060.73,53160934.84,32187985.73,23217429.82,11365390.18,22225675.93,20682843.95,17573514.30,5184046.38,14379805.56,12754613.45,6653996.76,2706811.87,10008570.70,5377200.06,3923094.54,939518.73,11183134.88,8920036.83,7275967.74,1341226.46,2244075.76,609054.46,460351.83,287364.27,4142535.45,1969963.87,1071228.23,290599.50,3884827.59,1104000.96,749422.73,216784.60,3713936.16,976735.13,789765.08,565813.40,3808240.69,1530689.75,4405204.78,1814620.77,0,3259549.36,2607391.82,0.0
6,销售费用,103850051.49,65612451.72,32317163.50,131296521.08,94452902.34,56982665.70,29921307.39,130361211.87,88231914.92,54267072.63,28077830.93,183932962.33,108473918.17,62691365.08,22458738.11,169984624.81,104713265.78,66718251.60,31916141.21,162843814.12,121900875.66,92874924.83,28012347.60,221489065.59,101046762.69,58328261.19,23216642.76,138605674.46,105256096.31,70463512.00,28927463.64,127506200.75,105073460.96,80481784.42,41258810.53,174197880.48,88244834.74,55949076.14,27532740.68,92999702.63,71614861.21,48555168.35,22517936.90,85654870.30,62242662.37,38476847.19,14535244.20,110667801.06,70561141.55,35411264.17,17286668.77,66516541.83,46709689.44,32238389.07,13052792.99,52182984.74,35309802.54,22192268.63,8913554.89,36726797.37,23409663.96,14425843.93,6283907.42,26284012.89,18113710.27,10902424.01,5153079.19,15850031.94,9415371.55,6102475.85,3366074.11,15339773.16,8830489.81,15481525.32,8101007.09,0,11965746.60,9587766.51,0.0
7,管理费用,149466424.59,86575710.17,47050531.36,220049747.70,149043141.70,160354014.13,72852524.61,332451275.60,239271107.98,152737236.41,76033272.43,319305036.22,228829364.86,153797938.19,75386290.68,338274390.54,229082342.14,145843013.21,74144420.43,289843543.35,195693659.10,139241764.89,67826651.93,476128608.13,340678591.66,220568051.47,112477205.65,473825954.03,292401373.83,144469333.01,66176988.91,328039871.69,212711835.13,147602852.46,82532974.75,435741758.69,216838477.30,135191937.52,71913886.98,259714396.49,174812448.33,119330744.34,51372987.71,222984108.30,170174124.86,107198544.48,38484204.21,135771939.07,89765986.08,54063873.68,27078175.43,201252927.28,152483502.18,122455795.20,29708703.69,125309444.73,80372093.20,51415828.65,19939898.39,93658644.10,59050670.78,34994001.25,13656186.32,54788532.04,43316414.95,28191753.39,10225407.82,46770081.24,31460850.28,21452729.47,7498076.39,43994985.34,24506476.54,57471798.38,24416251.69,0,46901835.94,44842597.60,0.0
8,财务费用,109740543.18,79858043.29,43213887.20,227695816.87,171393203.26,121133880.75,57394248.50,276207521.16,208506195.69,134579807.44,61049475.03,253901028.26,206061967.75,133606626.34,60354700.22,287897680.64,219804462.17,147884815.14,70400690.50,335305067.71,260016763.31,181460045.87,77756908.42,434675022.01,319936300.14,211721850.63,107106140.54,478666269.85,354598969.01,236461898.24,106072766.60,418286834.31,323342750.14,216327036.99,101018132.29,431721660.72,286616283.95,180306053.83,82333779.53,338572868.57,236732107.61,159018443.38,71912950.52,234552938.97,164239683.11,108555751.70,49123062.20,110513327.04,72430715.68,38499808.52,15746089.80,74397036.42,63061593.73,46051984.00,18052094.37,63828446.23,43367903.68,28207622.27,13352811.56,38608480.53,28023244.85,14820933.55,5841930.80,23967477.26,16249872.58,10699581.28,4774683.03,19643186.79,14646673.37,9981628.96,5187526.75,21229641.79,10931584.79,23214673.66,11387594.92,0,25806826.95,23621378.98,0.0
