,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9938665232.05,5265713494.51,1785782148.45,21115474506.44,12231801565.35,9554261085.09,3335965138.65,13773703966.33,6493255146.80,4967681972.19,1217140238.84,19452245423.65,13955667298.92,8421516436.85,4725234028.82,12617555197.08,8392559857.27,5945162531.83,2769908456.62,11758569573.81,7576400652.78,4343149795.67,3212378759.03,10381916409.04,6072123104.38,5014629076.52,892443822.66,6411123129.91,1910714119.29,648562358.01,492621839.61,3565366603.92,970023720.94,855269934.26,769574796.19,6218083386.36,1918192397.36,876645881.27,460534023.09,2833614162.22,1822677112.45,199189235.38,106500849.19,2325909410.66,2269084759.68,1301080823.48,82115473.40,2630656156.45,1713774011.25,136637195.11,68153188.21,1349935036.98,943209677.67,0.0
2,营业收入,9938665232.05,5265713494.51,1785782148.45,21115474506.44,12231801565.35,9554261085.09,3335965138.65,13773703966.33,6493255146.80,4967681972.19,1217140238.84,19452245423.65,13955667298.92,8421516436.85,4725234028.82,12617555197.08,8392559857.27,5945162531.83,2769908456.62,11758569573.81,7576400652.78,4343149795.67,3212378759.03,10381916409.04,6072123104.38,5014629076.52,892443822.66,6411123129.91,1910714119.29,648562358.01,492621839.61,3565366603.92,970023720.94,855269934.26,769574796.19,6218083386.36,1918192397.36,876645881.27,460534023.09,2833614162.22,1822677112.45,199189235.38,106500849.19,2325909410.66,2269084759.68,1301080823.48,82115473.40,2630656156.45,1713774011.25,136637195.11,68153188.21,1349935036.98,943209677.67,0.0
3,二、营业总成本,7908935770.53,4601006575.37,1544812311.44,16773821215.94,9671252539.41,7781132221.96,2691799008.33,11444907571.25,5115304311.88,3605944688.38,999696274.07,16667888314.36,12045747695.95,7132904923.11,3904961933.92,10552001523.99,6975974688.59,5025302082.12,2189001367.26,10597297031.94,6773455156.57,3705192381.38,2726217679.72,8665135800.14,4650328812.26,3924509746.15,712238780.99,4720892167.19,1419680340.06,523271630.66,356395991.73,2518196870.20,735791048.61,598851493.29,445115732.12,4278850712.74,1338335957.82,561008631.74,282711353.47,1990434394.98,1338141907.22,167222577.34,73231650.39,1540740685.28,1468298379.79,866170038.89,60304476.79,1931877508.81,1232219004.28,141252476.21,62984053.83,1060915780.18,806095767.22,0.0
4,营业成本,5941177893.07,3393756752.32,979037990.06,13567853887.84,8324003367.72,6907635158.61,2328519874.36,9586411872.56,3719070708.80,2853822375.28,759037745.52,14579761496.60,10128208578.81,5913741884.00,3282209054.22,8545667659.42,5941831460.06,4333809869.35,1770508970.85,9113414507.59,5744996470.71,3035646353.07,2250610445.54,7220122571.12,3665810760.09,3130641490.25,539176956.57,3521083529.63,941056054.67,291691191.30,212392153.07,1591425017.99,461383786.54,405497948.84,340275257.58,3430763801.01,1053372972.23,427497966.94,203531456.83,1648851194.28,1109492773.77,99194931.64,43067399.56,1272643976.98,1256764491.12,757796117.50,45235376.98,1489847778.84,918032200.94,70809482.44,39849610.64,894186967.81,703727907.60,0.0
5,营业税金及附加,747861144.96,362038738.12,150329017.70,1124542019.18,588854851.14,282332045.33,79206820.16,1134142106.66,824485579.17,391423726.50,103882059.45,1427887375.79,1405774638.83,936970973.70,517879201.98,1291743080.01,645008193.35,419482270.81,297812469.41,939262475.16,669677883.80,445772229.82,382889362.61,1015457392.88,737379446.69,627125322.99,83638839.79,800036137.69,280755533.45,101295908.12,78414859.96,570199519.37,114066485.83,90639735.67,62629966.89,517856082.96,155079302.06,59219690.89,29120163.54,181074791.76,117801604.82,14801920.54,8357175.23,136879526.74,131486526.01,66514307.69,5484366.97,320338042.32,222170288.63,9968359.68,5182286.83,105924132.26,61993275.48,0.0
6,销售费用,351399909.96,265685920.97,116000832.20,306570248.85,105239001.78,58004241.51,30307367.01,153815021.14,95407899.00,71515751.46,44607548.37,162454847.44,120651543.49,68007859.54,27624196.44,120119521.46,84006583.99,48654724.65,23778245.41,117167053.34,83279450.50,59712721.47,26332604.78,113198931.60,76956635.67,48348219.15,20904143.98,81800127.29,56544286.44,35454393.22,14426299.10,69526387.98,38471174.51,20318114.47,11147189.28,49173657.65,38192755.09,21116472.62,13859881.59,26392416.11,17712101.42,11036520.70,5315808.07,37795574.64,24647172.65,14672769.45,4926485.38,24887387.65,19842708.60,14725484.40,6481927.02,25745830.41,14773620.26,0.0
7,管理费用,257883246.74,143014304.94,63801347.20,309791881.13,203863260.12,130783318.45,62510885.74,239335482.76,175725137.75,105470368.57,57449510.30,295763121.47,210778082.02,118234906.82,48911930.52,257863128.62,149299266.75,100887547.12,39721351.45,233340584.71,125016684.52,83686609.89,39676463.46,242136865.99,137113786.97,89523747.31,48026580.15,196055713.53,110611549.11,72695927.59,37262439.65,203279961.06,108269866.35,71242133.82,37534600.64,140682972.87,63617212.54,43479292.83,23651130.23,92013316.32,57493797.54,32515788.23,15775324.30,88140452.21,48216715.03,30944743.25,14578719.75,49784878.46,36215782.55,22484633.10,12248689.97,38261482.27,30278292.02,0.0
8,财务费用,610613575.80,436510859.02,239767143.67,657104088.44,457355387.44,296219119.89,140713082.47,210664521.85,168350381.99,93405071.66,46177085.71,114099438.17,120030967.51,57296719.66,26515583.09,167942771.19,127840971.68,95030403.69,51609209.01,200905629.36,144707607.07,81553451.63,30079447.72,51418556.68,29284471.62,22691112.84,17190567.52,112169952.68,26091409.84,20427665.14,8123949.41,92222392.46,20736072.59,18399337.22,6886243.00,143102193.92,23912548.67,9708150.29,2983831.59,11534212.81,7372008.10,4159928.14,1121205.40,21770744.49,18510925.19,13261538.11,-382655.60,29225791.73,20823191.56,12567985.59,-1247839.10,-4582642.29,-1535722.23,0.0
