,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5346767596.00,3600133198.98,1285283125.89,6184863970.71,5028729218.69,3390488014.70,1811585362.40,6103450844.39,4686423194.21,3071457212.55,1625107576.40,16422440078.68,14908430461.14,13482715623.07,8374102453.30,57025945986.72,48015635168.62,31336506936.00,13137003916.59,69626032992.02,55276963804.71,36843629697.88,18223389173.15,97501653932.07,76674108405.87,51165576123.73,24242441374.97,95270214407.02,67653697204.91,41362085918.21,17244889893.34,80571915518.57,58791103683.16,38371795989.90,17178457479.97,57953236769.74,43138033888.58,28844370641.57,13294604461.24,45799630208.83,33570835639.67,21196499414.16,7463127145.26,32919509823.93,26458959179.66,17600781729.12,8048026270.72,30032021750.67,22836216983.06,16304042386.08,7187239666.68,27304757522.47,19378084694.62,12376153954.95,5629469321.56,19485374509.20,12867298008.66,5780633603.69,2550028695.51,8578685626.62,6160938625.70,3988178918.67,1871649860.34,6851396911.04,4650352853.29,3044384437.66,1412198163.55,4480681778.25,2780313425.12,1754225409.61,654166057.82,3196422679.94,1560542921.46,1267501933.51,599802990.42,1098314614.23,651164677.23,1056393873.22,512225768.10,729748520.65,378284405.11,728026462.60,383778105.10,950301550.83,584072841.81,1005603000.00,374940864.05,1037126900.00,935322600.00,460914000.00,0.0
2,营业收入,5346767596.00,3600133198.98,1285283125.89,6184863970.71,5028729218.69,3390488014.70,1811585362.40,6103450844.39,4686423194.21,3071457212.55,1625107576.40,16422440078.68,14908430461.14,13482715623.07,8374102453.30,57025945986.72,48015635168.62,31336506936.00,13137003916.59,69626032992.02,55276963804.71,36843629697.88,18223389173.15,97501653932.07,76674108405.87,51165576123.73,24242441374.97,95270214407.02,67653697204.91,41362085918.21,17244889893.34,80571915518.57,58791103683.16,38371795989.90,17178457479.97,57953236769.74,43138033888.58,28844370641.57,13294604461.24,45799630208.83,33570835639.67,21196499414.16,7463127145.26,32919509823.93,26458959179.66,17600781729.12,8048026270.72,30032021750.67,22836216983.06,16304042386.08,7187239666.68,27276939030.90,19364522172.40,12367553386.57,5625097750.56,19474180693.43,12861830567.41,5778465919.99,2549220362.38,8575900785.59,6158955779.32,3986850197.33,1871312767.02,6848777721.55,4648637022.77,3043470732.34,1412016147.30,4477050796.35,2776714343.56,1750940853.38,653859858.75,3184316798.50,1557137691.06,1266320252.05,598358362.81,1097755191.81,650573954.50,1052107813.41,507656377.24,722852519.03,376130868.34,715526772.24,379472815.18,943235364.34,581620268.63,993743000.00,371554631.36,1029991400.00,931009400.00,460897500.00,0.0
3,二、营业总成本,5303438075.11,3573006669.67,1268911263.01,6151099503.68,4994187164.93,3363823728.63,1796518695.94,6086512006.41,4667461438.71,3060311184.06,1618804951.50,16435690447.30,14912870257.85,13492842455.19,8370800648.49,58790238153.03,48830613076.96,31441751511.56,13121558361.61,69765439118.33,55258022522.73,36821113252.03,18210691822.91,97640917076.06,76662981289.48,51145578738.04,24229714021.16,95925787406.95,67726056843.42,41308904503.79,17224239529.46,80474144949.31,58723657703.96,38314512935.74,17149659091.97,57884377914.31,43072400832.04,28799098139.63,13276015347.88,45798092985.33,33550888468.38,21191553002.41,7463592342.95,32896353097.74,26426061639.24,17575673725.07,8027794478.01,30011103062.70,22796466830.26,16279434386.75,7173632927.14,27244147174.21,19335716256.33,12350384637.00,5622688516.82,19459657302.84,12855058262.28,5772228807.71,2548604902.19,8576303747.00,6154777557.55,3981845682.60,1868395869.29,6856319783.47,4668181935.75,3059791936.88,1412682387.51,4481504175.23,2772767557.23,1741124980.05,649610442.99,3180563721.84,1554731999.03,1293476430.29,606865684.10,1130602567.85,657697140.16,1068257340.05,516451466.10,727674576.03,0,725698667.14,0,947064646.44,0,0,0,1020460800.00,921983100.00,459665500.00,0.0
4,营业成本,5056132304.67,3410514700.84,1191083839.22,5813974598.33,4760252191.14,3209682541.57,1721394346.43,5752242015.89,4434566394.86,2905069563.95,1543823023.74,16076922252.04,14654880231.45,13295704842.03,8280219815.56,56524126312.05,47545799573.05,30969979352.85,12952458682.06,68793471040.29,54643768315.43,36415862024.66,18008065748.19,96685635296.82,76067380826.11,50768529388.21,24035734090.08,94886151286.52,67176856766.39,40936205838.15,17061154041.84,79771502844.30,58246954437.54,37998323178.37,17004172789.70,57331564966.51,42667330393.29,28521854822.14,13146646681.66,45347757264.75,33241553011.94,20988045695.52,7371657010.58,32468059919.84,26093158427.62,17348187485.62,7926434598.46,29596120339.29,22500092604.87,16077315679.24,7078198836.86,26868113208.67,19075714185.90,12179165790.92,5547135932.38,19177809297.16,12658358345.21,5661473087.03,2497373183.68,8365755181.01,6003835118.67,3878102770.24,1816029967.49,6683750283.49,4550039214.34,2977516810.85,1371934324.98,4339540761.32,2680423012.58,1683964884.14,623556840.53,3050201979.46,1491127109.93,1225100758.97,578499764.60,1052931360.49,625911265.35,1003385723.30,485041013.56,663656216.26,0,648368218.85,0,860745442.77,0,0,0,1020460800.00,921983100.00,459665500.00,0.0
5,营业税金及附加,4374419.40,2942810.36,1266376.10,7091062.72,5332633.55,3754400.35,2188075.19,7614238.96,6254327.21,4658985.11,2263691.87,11796355.81,6920544.70,5659210.60,3878056.17,20599940.92,13802885.08,9847078.18,4274437.18,23333713.75,14931388.28,8823407.56,4094568.65,19353399.56,13419634.29,6309002.72,3180429.55,12424693.52,7194451.60,4573684.78,2439513.55,13049261.48,8008547.18,4987019.96,2307095.51,10591806.43,6350272.65,4092981.01,1922322.46,9802458.43,6534311.56,4670980.94,1747547.62,11781059.51,8938133.35,5592695.51,1804956.19,10508412.05,7350054.66,4127232.05,2117982.40,6889015.34,4054436.07,3719862.56,1025685.89,5337052.15,3555514.04,2769609.81,949315.72,4065675.51,3303544.59,1977407.34,1456562.21,3190748.91,1314667.46,827314.86,414778.74,2713507.61,2194691.00,1530327.68,743844.08,2246939.42,758571.34,2096996.78,938615.40,2505500.99,1063966.70,2626217.94,1265372.54,3171749.12,0,3688068.03,0,4171586.12,0,0,0,0,0,0,0.0
6,销售费用,84276583.33,55388259.54,28431685.97,113174616.71,87654629.97,57784079.56,29374096.80,112315692.01,83589763.43,53980162.21,27425999.01,103790534.22,78779498.28,64226084.79,27193831.89,153077379.95,112309203.66,74047891.85,34836568.63,220953230.13,169666587.99,115379770.32,59038374.83,236790945.45,162945621.22,107286610.82,52529135.14,331570027.04,208148571.18,143432085.84,68091683.95,279372241.08,216257576.82,151078606.27,74633411.62,235528014.83,184501561.41,127253458.41,61386251.75,194762786.41,153478618.31,103071444.47,47250360.41,184504756.46,152448268.01,103524484.54,52904424.63,193102119.20,143834091.19,102961304.22,49944018.85,176397107.06,124131615.21,83387953.40,35971968.85,144249523.09,101723509.27,58025679.01,27546068.74,114711467.47,84562993.40,57944199.58,29221329.21,97095641.33,66553433.16,46513457.56,24380658.86,71619323.07,44873664.08,28222857.96,11460033.82,73408712.15,37718087.72,17610872.86,8412446.88,18946255.80,11157472.35,20344978.82,8848485.63,18988139.24,0,17546851.47,0,20756226.67,0,0,0,0,0,0,0.0
7,管理费用,154825013.68,101036069.20,48128935.26,212536993.04,139172012.05,92352970.09,44697449.47,203479643.23,136049948.11,91111911.89,43451257.28,212317550.24,143483337.40,95670560.21,42843772.33,260303400.66,167060755.05,106680707.17,51268579.98,252982247.82,171100548.96,110463015.94,52077157.62,237831979.87,164266058.75,104390573.04,51336040.82,225897752.51,124303349.14,78093304.47,38978000.19,177751172.11,119570762.89,82444711.58,39784938.12,173015137.79,122447082.06,79342636.53,39225351.33,140153020.89,97497047.84,63141340.75,29551978.42,124430181.20,87046143.52,59595247.24,29947994.88,120622580.09,81947712.05,54289532.66,22887881.56,125200072.50,82121042.22,50728297.64,22591866.81,79557578.21,54095491.74,27314166.83,12512501.41,49972113.61,32874334.36,21861262.81,10591977.37,36586395.52,25481479.20,17728327.65,8000264.86,42042988.10,24851659.99,13708335.17,7825668.75,32451368.80,15448397.69,32775665.04,10594562.72,36624007.99,11304958.57,25270835.82,14123591.42,28721181.76,0,36844740.51,0,30849703.53,0,0,0,0,0,0,0.0
8,财务费用,3829754.03,3124829.73,1807592.86,6232323.17,4283522.73,2807210.46,1543782.03,11635998.32,8237147.16,6685965.93,3005705.59,39742460.92,35458297.31,32902437.14,17322138.38,224746886.44,172993691.43,117326471.17,60407498.72,341523081.01,274739223.05,186442953.39,87983605.81,315433383.17,232692078.94,136530516.69,86826454.68,278956033.82,211127821.50,147305525.02,53673567.91,202817427.12,135783709.00,80599463.56,31418405.84,114526071.78,86895306.17,56448249.37,24421484.18,82868498.00,60830697.74,41591919.17,22880987.39,96661621.23,82216989.19,56361195.62,31774437.07,85709047.14,62167828.08,39669567.41,20486582.47,67547770.64,49694976.93,33382732.48,15963062.89,52703852.23,37325402.02,22646265.03,10223832.64,41799309.40,30201566.53,21960042.63,11096033.01,35696714.22,24793141.59,17206025.96,7952360.07,25587595.13,20424529.58,13698575.10,6024055.81,22254722.01,9679832.35,15795050.02,8353993.28,19515503.35,8297669.74,16587960.16,6905063.60,13137289.65,0,19250788.28,0,30541687.35,0,0,0,0,0,0,0.0
