,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7061918362.42,2894334714.17,1570144526.27,5290725786.19,4344694760.42,3095286527.27,1610399462.80,4438228162.51,3146798839.13,2001703712.67,1049813321.57,2928966150.33,2158365636.64,1595244809.90,817623597.33,3114129700.14,2339578011.96,1802254171.95,920012237.40,2820490311.82,2088748311.80,1609663904.40,853385191.63,3004580834.79,2200636707.87,1601588716.66,881479850.39,2218662690.63,1712234924.02,1232493330.57,625354691.50,1842814090.93,1391612986.02,1019218770.95,502462524.87,1566921418.53,1209695117.81,987776027.97,500810264.13,1544045958.18,1340476361.63,1167058539.49,675331473.77,2103047030.68,1884036849.47,1344444570.03,688189785.43,1415888523.79,1071588833.99,813218893.66,360363931.07,1023136558.89,760949834.41,593371040.98,314722043.24,755736970.99,605579252.89,453036548.96,229908347.21,550247270.02,437971447.51,335983519.07,167992458.20,374115036.83,330976982.27,249749513.37,120578866.41,302521271.54,276298335.94,208368305.31,94025777.52,264416321.37,172744030.35,245297000.74,210883987.65,0.0
2,营业收入,7061918362.42,2894334714.17,1570144526.27,5290725786.19,4344694760.42,3095286527.27,1610399462.80,4438228162.51,3146798839.13,2001703712.67,1049813321.57,2928966150.33,2158365636.64,1595244809.90,817623597.33,3114129700.14,2339578011.96,1802254171.95,920012237.40,2820490311.82,2088748311.80,1609663904.40,853385191.63,3004580834.79,2200636707.87,1601588716.66,881479850.39,2218662690.63,1712234924.02,1232493330.57,625354691.50,1842814090.93,1391612986.02,1019218770.95,502462524.87,1566921418.53,1209695117.81,987776027.97,500810264.13,1544045958.18,1340476361.63,1167058539.49,675331473.77,2103047030.68,1884036849.47,1344444570.03,688189785.43,1415888523.79,1071588833.99,813218893.66,360363931.07,1017243592.90,755942735.55,589616119.56,313719054.12,751921043.05,602379631.87,450405421.47,228893607.62,549827767.87,439225014.18,335394613.06,167610397.61,373097948.12,330974148.77,249749513.37,120578866.41,300975583.58,276298335.94,208368305.31,94025777.52,264416321.37,172744030.35,245297000.74,210883987.65,0.0
3,二、营业总成本,5802717938.54,2172597219.26,1212556148.45,4211077061.61,3374912997.90,2408417901.22,1291010942.10,3815045216.00,2704229608.06,1729388852.06,907110588.36,2481349567.60,1849512424.97,1373464064.42,703035664.70,2593766855.71,1960871338.51,1510560125.51,773931963.82,2308271820.14,1713226460.12,1316175858.47,717357774.92,2546896823.58,1866502971.82,1350452005.03,761178705.04,1978632824.03,1542087707.44,1102866573.88,561751186.54,1678053001.97,1260522241.99,915501370.52,458261241.57,1433864426.45,1075105364.87,870153345.28,446094927.27,1365778227.71,1168878687.12,1018650193.80,614565505.23,1883115011.62,1666391206.21,1188542611.44,626902769.42,1311709324.39,997129807.31,752177515.09,335560434.81,949352774.52,702797625.56,543215685.45,290358082.47,694540954.52,551578106.06,407001263.71,209252194.48,500485679.50,392266339.33,295746793.29,149692712.39,330639978.03,287605874.36,212147862.55,105021853.19,261109456.86,239307271.32,176759664.90,79411629.64,226702180.87,148961415.78,208126746.57,177971444.46,0.0
4,营业成本,5033003002.98,1887385904.09,1008873436.30,3722655832.23,2998689323.92,2129950661.24,1087729109.81,3219785636.49,2312552100.55,1488565657.24,789172560.77,2202035228.05,1604874972.23,1177023174.59,596956824.42,2286812450.51,1763089615.92,1353655203.30,687943374.73,2078786159.50,1570194715.44,1203884207.66,646938809.36,2310187680.01,1738860502.05,1257706839.31,693612663.24,1820443667.14,1410286161.46,1018089845.46,510521366.55,1539418829.09,1158117806.35,841343692.64,418756532.93,1295225154.08,973513862.03,789150950.98,393110827.97,1211217004.12,1073432499.18,941686916.26,566122628.59,1727003890.51,1589650542.11,1122879866.20,581341655.79,1196343305.56,929658516.88,701519234.90,306243118.55,866571884.17,652320830.32,507075149.64,267561347.74,627846289.87,491898040.87,360396807.80,185459126.95,440299507.29,343788886.48,257152884.78,131762242.59,290849769.72,252352718.27,185753524.05,93632315.87,219588158.13,200167134.74,143965316.39,69167698.72,191922750.06,126703487.00,183238799.73,147779504.90,0.0
5,营业税金及附加,18013547.47,9179326.09,4356934.01,16907720.18,13624551.46,9537133.03,4380922.54,15516104.74,11701303.58,7116715.22,5241480.76,10703352.14,4664198.47,3821697.69,1860409.05,7537758.33,7150734.12,6223237.77,4038944.43,10171724.92,7468613.77,4399145.91,1478313.13,8533998.83,5493274.58,4259404.21,0,5688589.03,5688589.03,5598498.84,3135010.23,5930504.57,3488493.93,1181430.24,590350.43,3498711.79,1159336.33,1043372.06,905298.95,3325025.94,2414865.55,2511665.95,222859.40,10496782.37,7009533.43,5479843.33,1692541.34,5992760.95,4800941.00,2447012.35,949377.50,2904039.24,2253679.51,2000637.12,924504.20,879476.72,879476.72,608599.49,160673.36,484676.32,484676.32,343327.43,0,0,0,0,0,369362.79,369362.79,239342.84,0,971467.69,764343.18,1034949.19,1156558.84,0.0
6,销售费用,210079438.92,33344985.74,17354092.27,66712980.73,53973675.30,37165212.16,17365099.80,56331845.71,39936253.39,18100835.94,10304411.94,35849519.91,27699308.80,16693397.27,8198352.36,38291780.12,27302657.37,18806727.91,9790504.51,26057365.94,19486751.13,13079985.96,7160347.52,25161654.44,20328300.72,10541519.22,6008405.26,19786723.08,14983677.68,10600571.85,5204479.27,20260162.76,14748594.90,8401503.40,3533193.85,18636118.84,14745943.96,10491200.06,4977390.42,17229791.37,11573334.84,9010009.50,4639882.77,18865302.73,14694583.62,9528190.23,7382316.59,18012810.67,14783359.76,10873041.75,4269136.69,19103400.04,14321448.77,8616476.05,5476639.82,25478659.74,24500245.13,20541274.27,9352090.95,25732281.38,19291751.17,16115684.18,7480945.25,18009070.82,16294102.62,12380458.58,6582019.09,19107518.31,19008604.61,14969279.49,5179784.02,16656159.53,10549415.48,10769364.80,5885044.23,0.0
7,管理费用,345684039.92,126955753.37,68032467.65,185294422.01,132348736.36,222664779.37,114913529.01,378188220.81,266885785.78,171898938.28,84115642.64,268825131.31,208363572.10,154814867.59,66666144.93,291010584.69,188258780.78,127186855.67,59995638.19,224487875.04,141653739.41,101112800.26,53409586.10,197211193.78,99275070.25,67731832.00,44076233.40,144907139.33,110109335.04,64378582.26,32254420.15,120606673.86,78897698.64,54884396.29,26477445.64,104448957.79,78396669.83,49702305.31,31168607.36,113820734.63,64947987.29,46166190.88,31537767.59,116579356.39,43913075.70,35247186.13,22244521.90,59728963.02,31164095.92,22684613.36,9419021.65,56158173.34,29823847.39,23217638.99,14072193.98,31914526.64,28354733.40,21725738.99,12471942.69,30684740.91,26030670.13,20960866.29,9976373.71,23184352.16,20110517.35,14673643.93,5354359.53,23949783.22,21005229.87,17982050.95,5111131.76,17149082.74,10737997.75,12265923.51,17810331.60,0.0
8,财务费用,-7655452.19,-679288.96,21381048.26,-54155110.84,-66088595.34,-12414513.40,50125636.61,78355348.92,57729413.89,28976771.78,10421677.50,-50893465.47,-23584897.69,-17852669.26,3387247.57,-57068227.27,-41161247.74,-19331335.64,-10624479.25,-34413168.58,-29276494.61,-20610485.24,-8350646.66,-3696925.73,72670.89,3489889.21,4546924.05,-22391311.66,-9290962.89,-8063996.73,54597.05,-6044919.83,-372398.50,-693475.91,-1915801.59,4739372.57,2534818.66,2941953.42,1537283.19,16026033.37,11988490.76,8172709.43,1807068.72,16240576.21,12827682.60,10125936.52,3256829.22,17293077.87,5716454.10,2796500.96,1921032.32,4615277.73,4077819.57,2305783.65,2323396.73,8422001.55,5945609.94,3728843.16,1808360.53,3284473.60,2670355.23,1174030.61,473150.84,-1403214.67,-1151463.88,-659764.01,-546841.30,-1905365.59,-1243060.69,-396324.77,-46984.86,2720.85,206172.37,817709.34,5340004.89,0.0
