,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2985961603.00,14558436761.99,10311158246.49,6554136622.14,3084408704.32,11547228731.64,8056246445.57,5069938319.03,2351473831.31,10158794866.30,6572963752.19,4327161181.66,2019301073.64,8340420528.35,6139815040.01,3924488983.00,1838730815.83,6939825279.22,5059800467.04,3188747929.32,1424538726.77,6436059894.41,4613049686.24,2911817060.29,1270147530.66,4708227702.10,3224553642.25,1911067093.85,972191605.33,4099300058.91,2910917644.63,1862064148.14,922220291.73,3111347537.01,2096909876.42,1244652736.70,543590708.08,2069516920.97,1398937113.61,866820263.22,417461211.21,1437686735.70,993257115.44,597458605.52,267701046.13,1295351700.09,952797548.86,897469555.54,576857517.05,0.0
2,营业收入,2985961603.00,14558436761.99,10311158246.49,6554136622.14,3084408704.32,11547228731.64,8056246445.57,5069938319.03,2351473831.31,10158794866.30,6572963752.19,4327161181.66,2019301073.64,8340420528.35,6139815040.01,3924488983.00,1838730815.83,6939825279.22,5059800467.04,3188747929.32,1424538726.77,6436059894.41,4613049686.24,2911817060.29,1270147530.66,4708227702.10,3224553642.25,1911067093.85,972191605.33,4099300058.91,2910917644.63,1862064148.14,922220291.73,3111347537.01,2096909876.42,1244652736.70,543590708.08,2069516920.97,1398937113.61,866820263.22,417461211.21,1437686735.70,993257115.44,597458605.52,267701046.13,1295351700.09,952797548.86,897469555.54,576857517.05,0.0
3,二、营业总成本,2276523388.66,10336545225.27,7510385402.77,4855777498.42,2393032861.88,9990118332.10,7244238284.72,4754264686.60,2237350675.47,9889639243.48,6578112631.96,4400408947.72,2013681344.89,7795215034.10,5692510076.10,3741426099.15,1828546840.04,7623409438.16,5571438259.73,3600425628.26,1647063289.68,6438270682.32,4495088854.01,2886675980.38,1400829138.02,4999540595.13,3503008960.23,2176344488.31,1064662448.92,4133677287.40,2835789064.53,1749315919.37,853481561.03,2634000796.43,1777406005.94,1119309823.50,499241278.46,1792483357.93,1246304818.50,799256178.43,393264031.67,1238968710.73,853706134.53,517284003.37,245415216.06,1113215162.45,807433843.94,728725351.97,523944645.05,0.0
4,营业成本,2091889824.18,9528575356.57,6938935886.47,4476781831.19,2199431247.04,9177034619.72,6659358332.70,4366802267.05,2042497855.76,9053138310.02,6133673835.14,4108587156.28,1885176012.46,7296097190.06,5333545631.73,3501845619.29,1716613060.79,6945303603.58,5050738256.05,3247357026.25,1491323735.24,5911156318.17,4139251748.45,2652572575.13,1278475466.71,4606988143.39,3226624612.82,1978658512.07,990789821.61,3906034884.85,2684772460.25,1662912328.27,815697225.30,2464850992.32,1655033579.16,1037280323.42,460079421.41,1672929356.68,1163957942.62,748365312.84,367792830.88,1137088240.59,775983331.93,469526047.79,221196407.73,1014573345.57,735729034.12,652979959.23,472350438.45,0.0
5,营业税金及附加,6395387.90,31820457.86,24494939.32,16179837.18,8445344.30,31240085.02,23623503.06,14703305.78,6962672.40,27813821.73,12562819.05,8150595.90,3971568.50,11528742.29,555617.94,393446.36,183390.96,498884.31,275241.44,125803.68,43828.28,303157.92,259341.17,195974.48,58718.55,1238179.20,1039953.07,793440.80,416023.67,2810494.14,2158362.67,1370993.51,681404.84,1204815.30,682434.41,72174.61,25968.95,139007.24,114709.03,74189.00,29341.30,74563.99,42228.35,27172.48,11767.85,155063.82,125291.48,14274.59,117034.49,0.0
6,销售费用,82309178.49,375577541.83,269853277.15,170553665.13,83894516.78,355689810.73,250892749.83,157912004.52,75778805.12,340469105.33,158810999.02,104787679.20,45648064.49,178936525.23,123263900.55,77819087.14,38828405.68,152208941.96,100311120.88,61399285.42,26782706.09,106928282.92,71501396.05,45159790.11,19337390.67,65463618.20,43212239.31,26415291.24,12518455.83,51646669.80,36229134.73,21694159.56,11702441.41,38159836.06,26243473.05,16126784.75,7150881.09,28621994.27,20670282.36,13426415.54,6497926.14,23438300.40,16235892.79,9222878.61,3996059.62,21681779.43,15930684.19,18463603.94,14954228.01,0.0
7,管理费用,48763899.28,197462628.86,117520186.45,79490188.64,38538299.05,155841292.97,109534906.64,90356059.09,43687451.41,180499186.38,89751753.62,59715149.43,27365508.81,107999754.40,80797104.62,56753038.21,23502877.80,114374013.26,96105242.81,56429318.82,21539220.40,91357632.77,65120372.88,40435469.27,21161741.22,84719333.11,60245750.26,39509932.42,18438832.77,78017083.86,52627442.21,29633166.59,14162671.20,79050639.83,54400465.56,33970724.45,17170795.15,54589985.62,38665612.83,26582471.50,14619742.08,38532764.05,27422835.28,16219514.19,8333949.63,34346804.06,25527899.47,35397648.95,16663911.85,0.0
8,财务费用,33291224.43,156778591.29,129834241.45,93651127.39,51847246.90,213876516.66,161712334.82,112643178.08,60898912.92,233340254.96,150169719.56,97578638.63,46142589.71,199040447.20,154209306.32,105226037.02,52099766.31,293931756.41,242923604.78,179262317.48,93240923.75,280742374.76,196976249.11,126449836.18,59025288.77,177544591.16,122813446.85,76040887.00,35871799.42,89617518.95,59890645.42,33609397.48,11173518.18,50829596.05,41174675.07,31722728.34,14811931.26,35984656.84,22725111.58,10768944.22,4312231.05,39799441.98,33911688.49,22266550.62,11632444.75,42259578.05,30085104.00,21952655.70,19699215.85,0.0
