,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1933137923.65,1336728744.40,966729276.59,519206453.09,1430218530.55,962153304.82,647850041.56,321047950.09,1446947409.23,1122631100.13,741491542.76,325436114.50,1455018729.86,993270086.09,673343395.55,325056050.25,1665534208.17,1182551726.17,724801578.26,377065445.63,1877451171.18,1244199957.66,798739231.37,414074390.88,1829934170.93,1272733166.02,801638391.68,452087879.24,1472040498.04,1035305389.17,653139980.10,376866048.27,1631647862.30,1240120094.57,844382085.06,448571659.66,1596804265.98,1149632608.22,766898258.21,345779851.02,1471724832.34,1008893098.34,669160396.41,310967378.19,1356699239.32,1020111822.06,687857824.47,303969561.77,1554580219.41,1017565098.17,663619402.36,307783180.69,1012085208.91,628737592.28,374729632.80,209387784.19,731116744.42,542748100.91,374688379.89,661808169.76,435502400.45,0.0
2,营业收入,1933137923.65,1336728744.40,966729276.59,519206453.09,1430218530.55,962153304.82,647850041.56,321047950.09,1446947409.23,1122631100.13,741491542.76,325436114.50,1455018729.86,993270086.09,673343395.55,325056050.25,1665534208.17,1182551726.17,724801578.26,377065445.63,1877451171.18,1244199957.66,798739231.37,414074390.88,1829934170.93,1272733166.02,801638391.68,452087879.24,1472040498.04,1035305389.17,653139980.10,376866048.27,1631647862.30,1240120094.57,844382085.06,448571659.66,1596804265.98,1149632608.22,766898258.21,345779851.02,1471724832.34,1008893098.34,669160396.41,310967378.19,1356699239.32,1020111822.06,687857824.47,303969561.77,1554580219.41,1017565098.17,663619402.36,307783180.69,1007955316.67,625803316.03,372430590.71,209387784.19,726406367.41,539757413.01,372291343.09,653707239.22,432208874.82,0.0
3,二、营业总成本,1624872412.59,1082964566.56,712889892.66,354417433.62,1294986979.43,874341205.00,572823172.15,271373068.71,1281925505.61,1001827121.71,649040378.92,279699493.56,1141241516.26,792482166.20,567897616.43,282011488.22,1561351555.97,1113618218.52,713842678.13,367820005.88,1828490471.44,1244446774.29,810522360.92,411684696.69,1840243798.75,1317611112.19,846215099.09,450562469.26,1677182193.37,1157569500.54,743614925.04,392322683.73,1617944761.63,1218897875.77,823019511.07,423091806.45,1581430431.83,1147895062.16,764583739.45,343438940.20,1457329470.35,1009376115.70,666729708.68,307764871.28,1425746789.69,1050310505.13,681267536.97,293391792.33,1437121613.42,915716347.80,594547336.54,272917760.84,909321933.63,545508902.98,300776000.06,146436889.78,605512735.87,437440064.15,296927054.82,555050725.10,340822963.16,0.0
4,营业成本,937609787.43,637062967.10,420329235.37,204398225.32,704548293.16,495451787.88,333779859.27,159314824.84,729585338.99,644446118.27,426201546.90,173562774.26,582435343.34,404601117.32,291022941.15,147945157.39,938254095.83,689556397.55,458221321.99,230069944.16,1231276571.17,878580023.01,568728211.31,287791016.22,1328092514.31,960696927.49,618095976.92,333929708.30,1199085590.45,839894425.12,525525603.03,286063914.87,1233188528.32,937961804.22,644930114.02,333404666.89,1225337762.86,899084736.15,602037634.80,266552428.04,1127137496.59,799630380.99,536572374.81,254064652.36,1025367571.65,789007452.96,539555652.92,228832114.15,1143222670.04,739923845.27,481222441.69,213828159.52,653630344.70,371236694.34,195855545.30,99837448.63,374680003.87,277866168.97,189403398.90,353416499.89,206559236.17,0.0
5,营业税金及附加,39771025.94,27532039.98,19261838.35,9959670.82,37592446.01,26263566.63,17734778.09,9084142.28,40878128.89,28268084.57,18757662.97,9366006.87,33019461.40,15659211.98,10988698.54,5533280.16,22460441.17,15687662.04,9196141.89,4699687.57,22922337.36,15036731.90,9409125.95,4767772.80,20683411.44,12766898.45,7578559.09,4355035.53,17207813.70,11520053.83,6923625.25,3558324.11,17882001.77,13218766.87,8790990.30,4949007.36,16442695.66,11091441.82,7314573.57,3535588.20,17274132.65,11634038.25,7396520.00,3565486.57,16108654.02,12171192.89,7317481.87,3798807.22,17373356.73,11965157.77,7556148.75,3590491.72,17499513.79,10880124.27,6666053.72,3952998.24,13247131.54,10511030.17,7036678.94,11822681.21,9479486.68,0.0
6,销售费用,342333222.39,217075428.63,145843598.35,77898184.85,331991549.21,214347707.39,132078107.19,62654486.10,324098732.13,203145192.96,131129374.19,62752026.81,244433392.39,153969109.87,102200888.87,38943084.37,197616316.73,126106206.39,73261244.32,35483979.89,209343333.12,121199347.16,76774817.54,40357766.33,192542009.52,122226513.68,74849956.16,38021495.83,153161315.32,97141942.57,63460078.98,29794896.84,136220128.34,96985958.98,63656810.49,30424396.06,133179698.37,91550513.27,59234302.33,25491971.62,131590734.52,88254669.98,55407680.99,25419375.03,116807467.30,84367597.41,51384238.47,23221520.07,114212504.90,76977859.34,49657280.66,30127822.02,117800759.28,73462198.75,42912203.27,20449259.44,119213347.88,80790045.53,55281586.54,98622088.03,68206593.65,0.0
7,管理费用,207299049.73,133872267.42,81568719.77,38051302.18,193066678.45,126045206.98,82087584.54,37448033.58,177829138.54,122838017.35,71947841.30,35826379.85,254929423.47,192304982.56,145874013.61,77848590.94,287829711.41,192973288.16,111817652.56,51238882.48,253335556.91,150850532.07,94232441.74,44657938.84,200573149.77,142903811.88,91206006.56,41510013.06,209176261.70,135378567.19,84748173.41,40261233.87,166666479.35,122311845.69,76138707.93,34167266.94,146833338.69,104062279.32,65959192.66,33338036.45,125935915.86,86096606.24,58526920.24,28543941.57,165907021.46,89414242.58,56294465.50,25542269.03,116734894.25,59591716.40,38348970.19,16491177.89,108465558.51,73956254.88,47716264.43,19738147.16,90408356.88,63725349.77,42195836.04,87742231.05,55933881.01,0.0
8,财务费用,88790894.51,64384013.98,43452082.65,21304909.90,8972388.21,6469373.00,4139408.44,1685191.33,2762303.00,1566800.32,73483.63,-2019619.29,18750850.90,19305370.57,16298028.63,9724849.51,83607139.40,72315204.42,50447438.23,23227512.49,99718617.35,71121623.59,49111838.54,22633247.23,92979035.60,70190247.81,46479619.59,23535447.11,81517651.11,58265246.84,36785083.19,16543835.83,58940960.55,42254494.42,26246418.24,12895665.57,51169794.47,38346183.38,25190687.88,11547148.54,50203528.98,37145931.47,25530189.33,14188508.35,65744124.90,44987508.41,28445655.43,11997081.86,40899414.54,29264524.54,19769250.78,9715958.59,11925757.35,15973630.74,7625933.34,2459036.31,7963895.70,4547469.71,3009554.40,3447224.92,643765.65,0.0
