,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,839538862.26,416406647.46,227981533.03,27061975.27,789157206.77,394562659.84,261732133.25,44440259.83,789108710.44,428676599.22,278293799.59,47179766.01,600734208.89,232613431.60,123434676.51,11617849.28,392984833.08,273864638.09,205970248.15,17154701.57,803447558.78,609135046.96,366590003.15,71797108.33,870972272.02,394243499.22,151207312.63,41216831.81,472360557.44,299485265.30,155472825.18,13960307.86,640145903.62,351787794.18,161730333.76,26904404.90,542757392.34,357608478.47,220543107.95,122071167.84,427174180.28,250786541.03,137596111.68,15793390.27,398086264.12,262336058.51,156211401.93,784205.03,336444508.58,245447539.81,97463671.64,320565.34,157246076.64,103198534.81,140895142.11,151748273.09,0.0
2,营业收入,839538862.26,416406647.46,227981533.03,27061975.27,789157206.77,394562659.84,261732133.25,44440259.83,789108710.44,428676599.22,278293799.59,47179766.01,600734208.89,232613431.60,123434676.51,11617849.28,392984833.08,273864638.09,205970248.15,17154701.57,803447558.78,609135046.96,366590003.15,71797108.33,870972272.02,394243499.22,151207312.63,41216831.81,472360557.44,299485265.30,155472825.18,13960307.86,640145903.62,351787794.18,161730333.76,26904404.90,542757392.34,357608478.47,220543107.95,122071167.84,427174180.28,250786541.03,137596111.68,15793390.27,398086264.12,262336058.51,156211401.93,784205.03,336444508.58,245447539.81,97463671.64,320565.34,157246076.64,103198534.81,140895142.11,151748273.09,0.0
3,二、营业总成本,825054439.60,444586750.63,260812627.14,46283312.74,780637275.69,393499020.85,264747422.99,58732092.51,757111989.22,426408122.40,286442126.57,61159133.71,589143591.63,259273206.32,144904429.36,27316919.02,456820688.51,283942513.95,201653195.53,27469037.47,726029139.81,564383245.15,337418030.17,76792186.43,796932524.21,372499204.79,152272019.81,52359126.05,450410633.82,289634954.04,166682343.23,28894085.45,617296619.50,339768722.42,166904224.90,42848757.93,461899678.70,304455843.72,186334204.31,108502716.41,358961468.89,212931865.26,119691494.29,19695378.25,357432373.65,227293237.60,140907898.04,6665583.27,303875396.33,214808986.53,85937605.63,4942859.37,141541761.39,89639252.80,123815022.17,135945339.23,0.0
4,营业成本,645449630.44,325335335.53,178729211.42,20201494.32,618413115.89,303182856.30,206238308.64,33343239.43,621676113.80,350286287.84,235139360.64,41068609.69,457203573.34,168743451.57,84385100.83,9764401.10,323674956.77,200062912.01,149482789.06,12401038.49,606318539.24,471416799.71,286496900.79,59901598.14,619006522.75,273487599.46,91401277.61,27845993.56,332876256.10,211445567.89,114509001.28,9376888.80,478681139.88,253309640.22,119675169.57,24083081.03,370037087.65,240805090.70,142099361.60,82397344.65,280292696.85,160905726.32,88360585.11,10750721.73,293982549.28,185756240.12,117375121.18,562784.35,246428281.17,176133707.54,66758992.19,152090.24,113615242.09,71435602.84,107813475.53,117748824.06,0.0
5,营业税金及附加,8628142.35,4815922.02,3068623.41,932909.06,6747791.88,3873769.08,2504634.79,962366.06,10158902.95,4990439.14,4004757.93,2016996.24,8170641.91,1851874.55,1751818.13,761944.40,2871102.11,2089800.73,1828585.17,220064.35,8114242.95,5410266.66,2838409.43,925550.18,4627421.13,1681544.89,1169384.16,452861.88,5187062.43,3071351.35,1729920.57,1314296.38,3636417.35,1317677.80,395824.81,-60048.55,2948861.20,1851627.92,1315559.03,699451.03,469465.14,97319.25,77901.36,4564.68,188871.35,102743.54,33714.25,0,-408307.85,239209.04,239209.04,19064.84,648235.82,470421.50,784734.91,932111.31,0.0
6,销售费用,25138123.88,13824042.46,8391487.67,3005962.45,25533602.36,10132462.73,7105080.23,2991461.13,21053758.22,12483764.87,8280001.92,2543770.18,33387170.49,22180575.48,12615569.65,2293448.61,21100353.33,13312116.48,10568686.82,2448467.24,23088406.90,15341467.54,10902018.13,1396810.24,72904239.55,33996699.00,18420728.90,7855756.33,45457581.27,28674220.58,19457974.88,3919272.71,61851863.25,33279801.21,16394904.27,5460024.74,35644127.37,26008521.06,21064123.03,12175980.76,32547970.42,22056803.73,11217600.93,1463199.80,18387435.50,13156257.91,6858627.09,997692.31,20834682.59,13035745.57,5678664.52,458571.35,3321950.30,1892812.73,1438463.10,1539168.86,0.0
7,管理费用,96933711.37,57509097.98,39008977.74,14851306.07,86580717.17,51480722.34,35802770.73,15358547.10,92484496.96,49387828.53,30427690.37,11425325.73,64933426.24,50082989.40,36344937.36,11225490.35,89036078.33,55308797.58,27451213.46,11100728.57,70524044.75,52370376.37,29035003.56,16128310.23,65350270.81,44761754.18,30861937.91,13520008.47,50179976.45,35301783.93,24409345.65,12913391.01,49899794.78,35934017.71,21706564.06,12236636.34,37377351.34,28602427.33,18889337.15,11882961.19,34653500.24,21092625.15,13498192.17,7082382.81,28425525.20,16365960.27,8614690.44,3256225.93,23591188.67,13895858.64,8541909.07,3396045.05,17430001.27,10197674.14,7926524.61,10658144.47,0.0
8,财务费用,35351835.82,36694979.77,27820206.98,10353751.05,28879582.60,18438029.65,10705904.28,6438075.46,12486730.38,14749551.00,10149574.19,5206284.51,18411626.58,14086268.97,9439013.02,4879471.67,20674078.30,14294882.58,8441086.03,3840245.30,15565498.30,11921940.45,5967153.66,2428602.20,18709080.67,12925035.12,8856019.62,3568367.91,18381274.77,12478734.31,9016691.24,4968969.74,17552706.91,13003816.33,8590870.54,3921133.69,10238001.05,6556520.29,3512896.44,2057323.77,10258641.37,8060411.13,5506888.08,2734321.75,10724753.23,7834297.41,5184523.06,2499029.66,9681107.22,6704929.95,4202258.24,2010003.77,6526331.91,5642741.59,4756296.37,4710119.59,0.0
