,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,13474565780.88,9929289575.84,6234774794.01,2904718930.09,14712449109.37,11019553218.00,7234988976.74,3375935832.72,12414348798.35,8894311024.32,6110143275.48,2909283787.50,7585485678.82,5232405317.02,3330104337.16,1429029562.78,7357344198.39,6807278438.27,4062651508.08,1805494871.43,10308066919.27,7653090629.52,5302125116.14,2469272021.83,10786859721.70,7961196455.31,5159985607.16,2366392565.85,12147999073.91,9024620606.39,6376458257.92,3094523736.56,15000587375.89,11852020230.55,8156209477.55,3863229144.51,12537439606.65,18995912.25,16432505.73,5805889.36,35158111.80,24646318.85,12307596.40,2016395.17,1408285298.81,1395140687.93,1252323587.05,668504790.93,3127167447.55,2548324629.15,1817694742.21,652774000.97,3060853623.14,2158514485.82,1265006635.54,572518251.01,1934942622.65,1354238783.73,1394940647.01,871891431.15,0.0
2,营业收入,13474565780.88,9929289575.84,6234774794.01,2904718930.09,14712449109.37,11019553218.00,7234988976.74,3375935832.72,12414348798.35,8894311024.32,6110143275.48,2909283787.50,7585485678.82,5232405317.02,3330104337.16,1429029562.78,7357344198.39,6807278438.27,4062651508.08,1805494871.43,10308066919.27,7653090629.52,5302125116.14,2469272021.83,10786859721.70,7961196455.31,5159985607.16,2366392565.85,12147999073.91,9024620606.39,6376458257.92,3094523736.56,15000587375.89,11852020230.55,8156209477.55,3863229144.51,12537439606.65,18995912.25,16432505.73,5805889.36,35158111.80,24646318.85,12307596.40,2016395.17,1408285298.81,1395140687.93,1252323587.05,668504790.93,3127167447.55,2548324629.15,1817694742.21,652774000.97,3060853623.14,2158514485.82,1265006635.54,572518251.01,1933879099.83,1353649444.09,1392128952.70,867609546.87,0.0
3,二、营业总成本,12493625780.92,9171377856.66,5581150281.54,2673745538.17,11916144952.89,8645232007.62,5712231697.39,2707093537.53,10566068467.43,7901192316.13,5586152705.66,2632807894.12,7025240575.58,4925450397.52,3177763268.65,1419967101.25,7403433989.52,6762437326.66,3923610788.06,1736045816.62,10111683633.95,7535930244.01,5221232698.67,2458936853.72,10745817859.10,7941241172.82,5156398744.78,2362677663.60,12172426207.11,9087038766.34,6309973444.48,3073368854.82,14351826430.70,11235737970.56,7744030951.06,3663695978.53,11688924692.50,48013379.40,8404120.79,33649173.28,142276448.57,119833005.10,70986654.15,37640279.11,1870101854.28,1543231378.14,1347129152.43,729840138.68,3314212588.74,2505690178.16,1785309608.28,635663248.66,3001556205.47,2113034458.65,1232494104.69,563562031.35,1888064131.44,1331199559.63,1354607214.24,847650470.24,0.0
4,营业成本,12082679366.71,8891895547.95,5380505854.55,2589360911.88,11414688137.61,8337052883.96,5518770017.34,2610146663.95,10158434641.13,7630784052.60,5394607614.28,2555616736.77,6696504785.79,4665381690.10,2991343378.73,1350513569.52,7036098262.94,6475169821.65,3723439789.09,1675586248.76,9657222080.03,7175118082.35,4952806810.53,2352473301.43,10240292266.81,7578023533.05,4890938679.67,2243886061.09,11569404782.10,8620855672.00,5979787645.92,2910189410.16,13653565002.95,10710191488.76,7395324695.28,3459910569.24,11115586860.07,29481524.57,23433680.19,9264714.68,42544795.37,31743646.94,22238724.38,10253518.53,1465484424.71,1439147654.96,1288263601.52,688521581.04,3154228409.01,2417250305.88,1737389281.60,612375376.14,2898443314.70,2024182938.83,1171359559.46,541361953.75,1796107923.41,1264326303.67,1277555153.26,790608459.43,0.0
5,营业税金及附加,66105738.02,60218818.14,41227674.26,20269727.42,114002925.28,96998841.57,65446645.53,32109176.43,78667244.70,54049866.51,35211003.56,6350624.80,43975744.72,20235918.66,14214030.99,7043383.27,25598350.72,17733724.92,10609828.27,3326737.55,37217632.67,31269765.53,19086148.73,5196781.31,25280879.99,18592996.72,12092793.46,6444925.55,40241959.38,24157124.97,16727626.37,7218929.28,48161383.23,36896935.41,24399250.62,11613998.84,22131370.30,11096.49,0,0,0,0,-85595.37,-85595.37,8220109.71,8134514.34,3439029.93,1932010.47,2118764.33,1819492.57,1819492.57,811480.15,202059.20,192164.25,7351.96,0,1300679.80,1014037.73,1073126.90,288901.82,0.0
6,销售费用,108481364.06,77878250.98,47507950.90,21695607.51,100350794.51,77882500.33,51205635.68,24412738.27,100307687.42,71355284.53,44252712.68,22679130.94,106678768.10,77222734.16,55523429.19,28998566.29,113678882.62,85424800.44,52936214.31,23322742.58,128652414.90,93098281.96,70282260.91,27279996.73,132849767.77,101751584.82,64456051.36,28845599.29,135528336.24,101681338.01,73032109.16,35591834.67,138137816.54,112066594.44,74642190.37,38487600.87,133492572.26,811101.06,514867.22,553209.63,2829175.81,4125400.14,2700032.34,1505592.03,24093827.82,20499642.58,14956755.43,11401669.24,26521225.79,25594484.06,17374710.44,6785196.29,23636097.12,20423044.82,14476483.55,7751933.57,25003449.14,20549636.18,16860542.72,13448739.46,0.0
7,管理费用,188568485.46,117777255.40,99528792.06,39787338.70,204692602.31,136214224.77,86213607.58,42443463.71,215849116.61,159292657.61,112898714.16,45967598.68,186401973.14,136997233.20,87001295.51,47134765.04,181229821.20,147370328.90,92674897.86,41855969.01,185961392.86,136062988.25,93027487.31,43297885.99,184533707.93,147345672.91,97606485.79,46046419.92,200510456.44,147888499.84,98250935.22,48718387.62,208491022.17,161076512.61,114655679.69,61083361.02,173582849.14,57999315.45,39066126.16,18009354.10,77730800.33,61696648.11,42151515.37,12575208.30,49512022.28,23682608.28,12720265.90,6882473.83,29552221.90,18318789.75,12060729.18,5762018.28,26514812.85,29393699.01,17218610.96,7189161.47,33488344.34,18535877.82,22078135.87,20153473.19,0.0
8,财务费用,-12307639.39,-10150535.21,-4864634.03,-956430.69,-7518738.27,-6098905.93,-8843373.71,-3696380.42,-18613913.52,-12016300.83,-3637933.71,-2766097.12,-2083487.84,-109614.30,393324.25,-4043105.02,-4004696.60,-113243.90,859406.72,3238436.21,74429968.37,70988806.19,53240487.40,27489915.31,118047356.67,85077610.94,60949450.22,34026408.41,216182151.30,177965676.17,140408924.11,78984271.07,297891225.35,222985303.39,141344090.45,97023727.21,221178738.35,30690243.37,20051837.90,10786768.60,49313312.61,43798891.81,26081261.93,13616018.72,79213673.31,70171025.98,51352161.85,22732828.49,59405701.51,39730725.43,23291339.75,9929177.80,42656233.59,38842611.74,23208670.59,7258982.56,32163734.75,26773704.23,37040255.49,23150896.34,0.0
