,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5393091652.04,3649888486.84,1688358242.03,6786645292.78,5394201647.99,3576385243.98,1782258348.99,5293966778.84,3783454108.26,2340323695.11,1096734420.37,6020371054.26,4537494389.43,3049965982.08,1477220892.70,5301970142.19,3747849316.62,2211388560.83,896825289.43,3581615546.80,2571861063.68,1679427182.22,732629094.31,2924158459.52,2097777568.89,1391121293.19,671295540.48,2733691196.62,1879504383.10,1223405269.22,610487159.59,2122816273.26,1554201366.46,952699158.84,491974181.66,1799426084.49,1309192265.49,878624464.83,438265176.00,1406541578.20,959019974.05,567947076.44,294223001.98,1094915749.25,794571457.91,569487026.32,300101003.29,1237594259.85,913563334.35,422508938.83,210115411.77,830878008.02,565017402.74,350684378.08,201722165.67,866797363.93,608408434.65,394071375.10,182346697.80,603082954.41,428079745.95,264855477.60,132555243.73,468798905.84,339314593.22,209150159.50,123373691.67,440947700.79,386733145.92,194363646.80,0.0
2,营业收入,5393091652.04,3649888486.84,1688358242.03,6786645292.78,5394201647.99,3576385243.98,1782258348.99,5293966778.84,3783454108.26,2340323695.11,1096734420.37,6020371054.26,4537494389.43,3049965982.08,1477220892.70,5301970142.19,3747849316.62,2211388560.83,896825289.43,3581615546.80,2571861063.68,1679427182.22,732629094.31,2924158459.52,2097777568.89,1391121293.19,671295540.48,2733691196.62,1879504383.10,1223405269.22,610487159.59,2122816273.26,1554201366.46,952699158.84,491974181.66,1799426084.49,1309192265.49,878624464.83,438265176.00,1406541578.20,959019974.05,567947076.44,294223001.98,1094915749.25,794571457.91,569487026.32,300101003.29,1237594259.85,913563334.35,422508938.83,210115411.77,829918749.77,564699655.52,350597386.86,201735451.33,866407567.74,608178983.80,393835902.60,182289118.92,603098894.16,428083681.71,264855364.62,132549090.21,468794005.47,339267111.35,209103284.04,123369426.33,440809480.39,386747235.81,194406352.11,0.0
3,二、营业总成本,4643356346.07,3154469565.29,1462759441.83,5813165174.81,4532071321.98,2997062692.81,1509610077.99,4426310113.68,3064898372.19,1876889895.25,864945176.23,5452083566.72,4042095458.83,2701518551.87,1293432492.29,4616259094.75,3180835982.18,1804196667.74,749860540.74,3011510434.96,2116098811.96,1386172202.52,650775167.30,2567001578.23,1855422720.84,1207603393.55,600191086.07,2433807812.14,1686317584.29,1084244657.22,558110466.71,1879158917.98,1363222339.99,846574592.99,439228635.28,1635146398.30,1197478418.25,800673977.00,401743076.91,1317948861.60,903488280.02,534735474.22,276347575.32,1045383360.16,775509851.42,535319797.37,272990039.55,1146391781.61,869036950.94,402687497.30,196622942.57,786963914.23,534250755.34,330758807.19,185751535.89,813805359.86,575441272.05,369874552.43,167059597.03,572287026.90,402371793.81,248133860.22,119169772.83,423787168.61,303864206.79,191155992.03,107275699.17,389281413.02,340554252.15,145941121.33,0.0
4,营业成本,1290784758.03,859220088.09,400846253.84,1553313141.48,1294428607.20,855917846.73,440941053.31,1449016019.56,1056764492.99,710607874.55,342361613.65,3132504428.96,2383031215.14,1606884966.64,763965227.35,2482099294.41,1645217224.62,801186364.95,274434288.73,1104408229.37,785412915.94,519576572.02,240313042.18,941932048.89,676449162.69,443780230.08,216444111.06,911279867.74,609227326.88,387659527.67,195800177.78,724997035.76,541051967.51,346020392.27,184970348.77,689992346.28,511903478.87,345835649.85,177701546.14,606602979.62,420177139.57,259008638.48,133469291.03,515962706.64,378591445.82,267667859.17,141231683.07,558267895.04,421175618.29,196785072.91,100751064.40,385573942.59,278644340.96,178133670.80,99229893.48,448854333.78,316561631.55,210254058.94,99316818.71,322040500.12,225442997.72,140768371.42,68543390.71,220235128.68,147121609.34,88997707.06,49059738.33,184175599.87,151570644.01,51383017.25,0.0
5,营业税金及附加,81560749.86,52477320.16,28086774.43,111514665.38,89832962.75,59958440.47,32898504.25,96645965.43,66359919.86,40855330.14,19433355.57,75103371.67,42800016.14,28346138.24,13964163.80,54347893.61,58647868.15,44482900.64,12069908.59,44941592.52,33959602.47,22222617.98,10000875.95,39983579.18,27595956.55,18926276.88,9521638.61,38316168.12,27589812.89,17644098.82,8905826.52,28806635.83,21149939.03,12016759.63,6233506.25,22611368.38,16159478.08,10296049.07,5322253.07,17062232.37,11998298.58,7380600.43,4035010.59,13234123.47,9388192.01,6962132.27,3781846.34,14762071.57,10815071.65,4816588.07,2465402.95,9485153.47,6578986.27,3566367.13,2132046.22,8804090.44,5904948.95,3769135.65,1738412.39,5567986.23,3625593.00,2220187.99,1074918.88,5147639.92,3504211.77,2404631.72,1388470.01,5667324.66,5050249.91,2862551.32,0.0
6,销售费用,2695492544.97,1862804512.38,842297557.60,3421745079.23,2668174690.47,1785228682.16,900182953.88,2283649121.97,1546230401.62,865555600.57,374745084.32,1536915132.71,1133499603.67,744168016.42,350501615.74,1450700893.78,1067240737.84,701962904.91,340730788.61,1422758092.41,995957340.84,654214422.88,311955096.48,1225389545.34,893110997.39,574678844.88,283098228.48,1148730786.23,828975747.78,539760723.37,286517145.02,896023035.52,636122905.52,393281130.99,199410058.62,732149553.87,539380335.45,356947168.87,174058082.21,541433879.02,370306025.52,210789209.34,111919763.97,387878615.10,290416461.27,194972942.16,98303211.28,426748793.74,328798072.77,145632819.14,65791946.14,278984589.62,174565433.98,97031105.28,57956682.06,252574478.61,189189523.34,116240709.91,47803918.53,168797571.77,125497203.13,73954145.32,34941197.82,133814716.84,119820007.89,77472345.05,45316755.00,133030864.17,132710707.01,79499606.77,0.0
7,管理费用,363038025.69,231483740.27,115757172.07,432253264.84,307621678.94,270636592.53,125904373.76,506563510.51,347840702.24,225834568.12,109744008.09,510544033.60,368088777.21,241412759.33,121787628.15,436193914.88,308053712.46,196360888.33,91589238.60,350760902.77,240389620.74,151915440.23,70379874.55,291791017.64,207368300.02,134591541.27,70263348.80,283631375.17,182444134.99,117538302.76,54493175.52,206722770.61,145179512.95,82586288.63,42895881.61,173202850.19,114589598.01,78066779.12,38813381.27,120464586.20,82478501.19,45376947.37,20151173.70,96272568.75,73870933.55,49487019.51,22068280.59,103457284.54,79153356.59,41081654.15,20897674.95,89091723.04,59247535.23,41317774.80,21395448.27,78549600.82,52645607.82,32969709.43,14856263.47,57192402.53,40029017.71,26783110.93,12515684.90,39884134.38,27677987.55,18438866.88,9691796.16,42154550.90,37232251.79,8506335.14,0.0
8,财务费用,83780947.95,58146174.18,30372666.80,71827254.53,50868056.44,21404241.06,9545898.99,62958614.83,41489096.70,26094299.35,14738940.11,101109383.53,91798550.20,67455962.38,39688396.94,129781811.06,93807926.61,55742393.00,27910691.98,86147342.04,54735382.81,32383008.90,14459828.57,62707542.79,45571011.22,31229971.69,15703466.21,47630456.77,31651933.57,16070254.82,9624276.14,21078630.42,15658045.12,7495594.43,4163928.46,19999748.80,15154036.04,10246416.37,5501044.68,22570104.28,18528315.16,12180078.60,6772336.03,28523244.68,23242818.77,16229844.26,7577626.13,38399211.32,29094831.64,14371363.03,6716854.13,23828505.51,15214458.90,10709889.18,5037465.86,25022856.21,11139560.39,6640938.50,3344183.93,18688566.25,7776982.25,4408044.56,2094580.52,24705548.79,5740390.24,3842441.32,1818939.67,24253073.42,13990399.43,3689610.85,0.0
