,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,20031231,20021231,20011231,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,1168867000000.00,892751000000.00,639155000000.00,378161000000.00,976832000000.00,750456000000.00,534814000000.00,310452000000.00,890882000000.00,663006000000.00,463765000000.00,265643000000.00,712453000000.00,546118000000.00,376657000000.00,208857000000.00,619990000000.00,473206000000.00,337909000000.00,175457000000.00,462882000000.00,344360000000.00,236336000000.00,131154000000.00,362631000000.00,274483000000.00,189474000000.00,103136000000.00,299372000000.00,226436000000.00,159531000000.00,86504000000.00,248915000000.00,185329000000.00,129749000000.00,73915000000.00,189439000000.00,138226000000.00,93818000000.00,52148000000.00,147835000000.00,160797000000.00,110868000000.00,55354000000.00,139803000000.00,104216000000.00,71485000000.00,38412000000.00,165204000000.00,129102000000.00,84051000000.00,40337000000.00,107919000000.00,60524000000.00,54627000000.00,66804000000.00,61543000000.00,63527000000.00,61523066523.00,46162478541.00,25326000000.00,48709980000.00,24250130000.00,19166560000.00,0.0
2,已赚保费,748779000000.00,580666000000.00,421432000000.00,256098000000.00,677703000000.00,530265000000.00,386286000000.00,238686000000.00,572990000000.00,444436000000.00,321171000000.00,197203000000.00,441620000000.00,340651000000.00,243623000000.00,146925000000.00,349846000000.00,269671000000.00,191862000000.00,114606000000.00,288779000000.00,222383000000.00,159364000000.00,96503000000.00,240199000000.00,184198000000.00,131030000000.00,77276000000.00,213144000000.00,162788000000.00,115571000000.00,67870000000.00,186662000000.00,143026000000.00,103399000000.00,62424000000.00,141124000000.00,105781000000.00,74585000000.00,42291000000.00,100383000000.00,122454000000.00,84701000000.00,45147000000.00,121790000000.00,92463000000.00,63349000000.00,32544000000.00,94032000000.00,70393000000.00,49180000000.00,24435000000.00,78845000000.00,61415000000.00,41480000000.00,67383000000.00,61496000000.00,63697000000.00,62026667021.00,46526385785.00,27375000000.00,48574960000.00,21681340000.00,17981990000.00,0.0
3,保费业务收入,795064000000.00,615067000000.00,446481000000.00,274386000000.00,719556000000.00,561835000000.00,408194000000.00,253109000000.00,605035000000.00,471772000000.00,341390000000.00,211093000000.00,469555000000.00,359346000000.00,256873000000.00,155451000000.00,386012000000.00,296831000000.00,212275000000.00,127033000000.00,326423000000.00,251103000000.00,179395000000.00,108075000000.00,269051000000.00,204531000000.00,144460000000.00,85018000000.00,233940000000.00,179905000000.00,127812000000.00,74677000000.00,207802000000.00,159959000000.00,116080000000.00,69600000000.00,159384000000.00,120331000000.00,85079000000.00,48091000000.00,112213000000.00,133744000000.00,92685000000.00,49097000000.00,129383000000.00,99408000000.00,69228000000.00,35802000000.00,100945000000.00,76192000000.00,53885000000.00,26499000000.00,85405000000.00,64810000000.00,46000000000.00,71609000000.00,65608000000.00,67459000000.00,61971014208.00,46456833512.00,27322000000.00,22174540000.00,16971570000.00,15064060000.00,0.0
4,其中:分保费收入,115000000.00,77000000.00,74000000.00,38000000.00,115000000.00,70000000.00,52000000.00,76000000.00,127000000.00,123000000.00,94000000.00,14000000.00,106000000.00,72000000.00,54000000.00,8000000.00,63000000.00,46000000.00,15000000.00,11000000.00,38000000.00,25000000.00,11000000.00,6000000.00,55000000.00,50000000.00,28000000.00,25000000.00,69000000.00,57000000.00,44000000.00,36000000.00,175000000.00,123000000.00,78000000.00,34000000.00,217000000.00,157000000.00,123000000.00,80000000.00,134000000.00,111000000.00,70000000.00,33000000.00,119000000.00,84000000.00,59000000.00,22000000.00,85000000.00,65000000.00,47000000.00,32000000.00,28000000.00,25000000.00,7000000.00,15000000.00,10000000.00,38000000.00,37783741.00,42912715.00,42000000.00,1142420000.00,11310000.00,3830000.00,0.0
5,减:分出保费,21370000000.00,16365000000.00,11623000000.00,6574000000.00,19417000000.00,14727000000.00,10491000000.00,5755000000.00,17420000000.00,13540000000.00,9442000000.00,5020000000.00,17827000000.00,13178000000.00,9289000000.00,5097000000.00,25208000000.00,18767000000.00,12911000000.00,6849000000.00,24660000000.00,19082000000.00,13875000000.00,7671000000.00,21034000000.00,13802000000.00,9441000000.00,5206000000.00,12851000000.00,10187000000.00,7173000000.00,3931000000.00,10970000000.00,8349000000.00,5857000000.00,3358000000.00,8181000000.00,6645000000.00,4542000000.00,2372000000.00,6347000000.00,5074000000.00,3706000000.00,1984000000.00,5813000000.00,4725000000.00,3344000000.00,1848000000.00,4298000000.00,3468000000.00,2600000000.00,1166000000.00,4271000000.00,3420000000.00,2466000000.00,4241000000.00,4122000000.00,3800000000.00,3720401981.00,2699908478.00,2049000000.00,0,0,0,0.0
6,提取未到期责任准备金,24915000000.00,18036000000.00,13426000000.00,11714000000.00,22436000000.00,16843000000.00,11417000000.00,8668000000.00,14625000000.00,13796000000.00,10777000000.00,8870000000.00,10108000000.00,5517000000.00,3961000000.00,3429000000.00,10958000000.00,8393000000.00,7502000000.00,5578000000.00,12984000000.00,9638000000.00,6156000000.00,3901000000.00,7818000000.00,6531000000.00,3989000000.00,2536000000.00,7945000000.00,6930000000.00,5068000000.00,2876000000.00,10170000000.00,8584000000.00,6824000000.00,3818000000.00,10079000000.00,7905000000.00,5952000000.00,3428000000.00,5483000000.00,6216000000.00,4278000000.00,1966000000.00,1780000000.00,2220000000.00,2535000000.00,1410000000.00,2615000000.00,2331000000.00,2105000000.00,898000000.00,2289000000.00,0,2054000000.00,0,0,0,0,0,0,0,0,0,0.0
7,投资净收益,77497000000.00,63330000000.00,44398000000.00,16078000000.00,74589000000.00,118731000000.00,77161000000.00,36645000000.00,155919000000.00,99267000000.00,64020000000.00,29428000000.00,109678000000.00,83747000000.00,54471000000.00,24283000000.00,137844000000.00,106523000000.00,84121000000.00,33609000000.00,78735000000.00,53809000000.00,33780000000.00,15966000000.00,54917000000.00,42219000000.00,27997000000.00,11569000000.00,32996000000.00,24438000000.00,18248000000.00,6161000000.00,32572000000.00,23374000000.00,18177000000.00,7618000000.00,32782000000.00,20906000000.00,11765000000.00,6198000000.00,30380000000.00,24641000000.00,13887000000.00,4359000000.00,28248000000.00,26567000000.00,23445000000.00,16156000000.00,56950000000.00,46142000000.00,29124000000.00,13346000000.00,21292000000.00,10850000000.00,8802000000.00,5794000000.00,3006000000.00,2517000000.00,787078883.00,1808838936.00,3511000000.00,2323990000.00,0,0,0.0
8,其中:对联营企业和合营企业的投资损失,23224000000.00,17288000000.00,12164000000.00,4711000000.00,18074000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,公允价值变动损益,44091000000.00,28809000000.00,27876000000.00,34170000000.00,-28284000000.00,-18902000000.00,-11147000000.00,-4795000000.00,3271000000.00,1443000000.00,875000000.00,-85000000.00,3831000000.00,3303000000.00,676000000.00,-816000000.00,125000000.00,-61000000.00,374000000.00,37000000.00,615000000.00,213000000.00,222000000.00,-825000000.00,596000000.00,11000000.00,-68000000.00,53000000.00,105000000.00,82000000.00,155000000.00,95000000.00,-320000000.00,-637000000.00,-386000000.00,-271000000.00,-137000000.00,-143000000.00,-724000000.00,-182000000.00,1814000000.00,4388000000.00,6615000000.00,3457000000.00,-17668000000.00,-19925000000.00,-18759000000.00,-11877000000.00,6885000000.00,8436000000.00,3094000000.00,1366000000.00,6895000000.00,0,4001000000.00,0,0,0,0,0,0,0,0,0,0.0
10,汇兑损益,779000000.00,241000000.00,457000000.00,555000000.00,-946000000.00,-1135000000.00,-769000000.00,-124000000.00,-128000000.00,-45000000.00,-256000000.00,-115000000.00,1401000000.00,606000000.00,316000000.00,43000000.00,256000000.00,2000000.00,-440000000.00,-184000000.00,-191000000.00,-4000000.00,97000000.00,47000000.00,-381000000.00,-286000000.00,-105000000.00,-26000000.00,255000000.00,252000000.00,236000000.00,93000000.00,-434000000.00,-457000000.00,-149000000.00,-58000000.00,-104000000.00,-61000000.00,-28000000.00,2000000.00,-17000000.00,-11000000.00,-17000000.00,-3000000.00,-465000000.00,-534000000.00,-525000000.00,-250000000.00,-501000000.00,-467000000.00,-335000000.00,-136000000.00,-463000000.00,-295000000.00,-130000000.00,-408000000.00,1000000.00,0,-426206.00,-1301184.00,0,0,0,0,0.0
11,其他业务收入,60172000000.00,43938000000.00,28474000000.00,14587000000.00,50503000000.00,37430000000.00,24178000000.00,10974000000.00,44911000000.00,32662000000.00,20523000000.00,10349000000.00,42318000000.00,31946000000.00,20182000000.00,9390000000.00,27583000000.00,18125000000.00,11610000000.00,4820000000.00,17636000000.00,12380000000.00,7684000000.00,3411000000.00,11034000000.00,8270000000.00,5247000000.00,2096000000.00,8935000000.00,6519000000.00,4033000000.00,1493000000.00,3989000000.00,3382000000.00,2066000000.00,895000000.00,4906000000.00,4062000000.00,3170000000.00,1523000000.00,8284000000.00,4599000000.00,2852000000.00,1101000000.00,1779000000.00,1066000000.00,707000000.00,201000000.00,2043000000.00,1147000000.00,817000000.00,319000000.00,673000000.00,19000000.00,265000000.00,215000000.00,170000000.00,111000000.00,168771409.00,163475045.00,0,135020000.00,2568790000.00,1184570000.00,0.0
12,二、营业支出,983839000000.00,731628000000.00,522760000000.00,314857000000.00,813494000000.00,628093000000.00,448090000000.00,270877000000.00,756124000000.00,562474000000.00,398259000000.00,232984000000.00,619085000000.00,464088000000.00,320871000000.00,181729000000.00,527043000000.00,392464000000.00,278481000000.00,141997000000.00,400541000000.00,294750000000.00,203820000000.00,114492000000.00,316292000000.00,236778000000.00,161898000000.00,91160000000.00,266997000000.00,201202000000.00,138981000000.00,76155000000.00,219002000000.00,163809000000.00,113443000000.00,66666000000.00,167122000000.00,121706000000.00,81624000000.00,46653000000.00,128254000000.00,149990000000.00,103537000000.00,52633000000.00,142110000000.00,108012000000.00,64313000000.00,32878000000.00,148037000000.00,116726000000.00,75564000000.00,35954000000.00,100208000000.00,70153000000.00,50200000000.00,72175000000.00,64628000000.00,66440000000.00,63336430687.00,48248220752.00,29419000000.00,60723180000.00,4309070000.00,2789180000.00,0.0
13,退保金,26661000000.00,19610000000.00,13110000000.00,6790000000.00,21539000000.00,16572000000.00,11604000000.00,6891000000.00,20519000000.00,16884000000.00,13242000000.00,9545000000.00,16050000000.00,12777000000.00,10075000000.00,7249000000.00,16578000000.00,13954000000.00,11173000000.00,8046000000.00,10188000000.00,7546000000.00,5053000000.00,2495000000.00,7574000000.00,5588000000.00,3712000000.00,1742000000.00,5341000000.00,3950000000.00,2576000000.00,1260000000.00,4407000000.00,3190000000.00,2058000000.00,1051000000.00,3816000000.00,2659000000.00,1728000000.00,808000000.00,4993000000.00,9414000000.00,6117000000.00,3249000000.00,13362000000.00,9841000000.00,6840000000.00,3510000000.00,13333000000.00,9723000000.00,5919000000.00,2711000000.00,8617000000.00,5803000000.00,3910000000.00,6956000000.00,4542000000.00,4312000000.00,3017852046.00,1642550043.00,2889000000.00,4823220000.00,3068170000.00,1385690000.00,0.0
14,赔付支出,225030000000.00,164939000000.00,111455000000.00,58850000000.00,203323000000.00,152267000000.00,104402000000.00,60182000000.00,159113000000.00,115990000000.00,78107000000.00,40260000000.00,140236000000.00,103246000000.00,69846000000.00,36211000000.00,118125000000.00,86010000000.00,56934000000.00,28785000000.00,102659000000.00,75846000000.00,50760000000.00,25305000000.00,90663000000.00,65653000000.00,43102000000.00,21898000000.00,80512000000.00,58255000000.00,38762000000.00,19348000000.00,58230000000.00,41684000000.00,27749000000.00,13097000000.00,39629000000.00,27887000000.00,18179000000.00,8712000000.00,33154000000.00,24847000000.00,15859000000.00,8071000000.00,34592000000.00,26074000000.00,17505000000.00,8543000000.00,26998000000.00,17638000000.00,11791000000.00,5299000000.00,18081000000.00,12042000000.00,7814000000.00,14918000000.00,12323000000.00,10871000000.00,11002127984.00,6269863798.00,2767000000.00,2427430000.00,2313380000.00,1944290000.00,0.0
