,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1706301327.11,1128830971.77,561610200.00,2369069435.42,1634421108.10,1018297077.69,553319500.00,1690487574.44,1149533183.35,0.0
2,营业收入,1706301327.11,1128830971.77,561610200.00,2369069435.42,1634421108.10,1018297077.69,553319500.00,1690487574.44,1149533183.35,0.0
3,二、营业总成本,1562391168.38,1017416826.18,0,2085505207.79,1433913203.44,886702928.40,0,1594853366.43,1075511855.91,0.0
4,营业成本,1118859635.15,736804305.46,0,1544365479.90,1061467843.01,642287993.99,0,1095634065.36,787307013.48,0.0
5,营业税金及附加,3296047.14,2918341.59,0,10281230.65,3358248.06,2836107.45,0,5662394.58,388824.37,0.0
6,销售费用,47603316.47,34066643.34,0,56488841.82,41155384.30,25781970.99,0,42959090.89,26416259.18,0.0
7,管理费用,59981292.45,41262081.06,0,70069104.91,49450974.42,33919449.44,0,147495295.54,50685837.68,0.0
8,财务费用,-13021658.57,-9459192.78,0,3742051.21,5576851.94,2802233.50,0,11174590.14,-5405631.69,0.0
9,研发费用,345672535.74,211824647.51,0,376293125.88,272903901.71,179075173.03,0,267079589.02,210776839.40,0.0
10,资产减值损失,0,0,0,24265373.42,0,0,0,24848340.90,5342713.49,0.0
11,公允价值变动收益,1817013.70,0,0,0,0,0,0,0,0,0.0
12,投资收益,-2043940.28,-1059095.44,0,473506.28,564449.06,442753.42,0,869671.23,0,0.0
13,其中:对联营企业和合营企业的投资收益,-2043940.28,-1059095.44,0,-539877.28,-207674.23,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,126381992.77,102995249.48,44238700.00,297374150.74,197821895.41,135094109.83,71663400.00,102568682.37,76675643.78,0.0
16,加:营业外收入,540893.32,502747.62,0,696427.14,1120406.02,721854.55,0,1145405.59,6629406.68,0.0
17,减：营业外支出,928718.18,166164.16,0,2093343.22,1834140.09,480077.67,0,7186.48,511727.90,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,125994167.91,103331832.94,44194200.00,295977234.66,197108161.34,135335886.71,71421900.00,103706901.48,82793322.56,0.0
20,减：所得税费用,-5531697.05,-2605110.64,0,13637684.77,14946347.07,7874298.21,0,25791638.51,9776831.02,0.0
21,五、净利润,131525864.96,105936943.58,46105900.00,282339549.89,182161814.27,127461588.50,64907200.00,77915262.97,73016491.54,0.0
22,归属于母公司所有者的净利润,132222144.11,106286539.56,46273400.00,282530860.94,182231074.07,127461588.50,64907200.00,78091337.21,73016491.54,0.0
23,少数股东损益,-696279.15,-349595.98,0,-191311.05,-69259.80,0,0,-176074.24,0,0.0
24,六、每股收益,,,,,,,,,,
25,基本每股收益(元/股),0.321600,0.290000,0,0.760000,0.492500,0.340000,0,0.210000,0,0.0
26,稀释每股收益(元/股),0.321600,0,0,0.760000,0.492500,0,0,0.210000,0,0.0
27,七、其他综合收益,8828107.74,600992.26,0,4515792.57,-11045304.63,-19264106.94,0,-5068528.39,7994578.29,0.0
28,八、综合收益总额,140353972.70,106537935.84,0,286855342.46,171116509.64,108197481.56,0,72846734.58,81011069.83,0.0
29,归属于母公司所有者的综合收益总额,141050251.85,106887531.82,0,287046653.51,171185769.44,108197481.56,0,72989679.59,81011069.83,0.0
30,归属于少数股东的综合收益总额,-696279.15,-349595.98,0,-191311.05,-69259.80,0,0,-142945.01,0,0.0
