,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6474023584.64,35147806427.74,24134404733.64,13575797933.18,5705494533.57,23750587785.28,15447866017.74,8426361039.89,4045738552.24,25536730614.49,17260042795.70,9973937503.79,4525923770.19,19287807649.88,12604865100.13,6545099028.39,2688756232.04,13656025765.75,9096463260.02,5416370473.97,2421377904.91,12698986013.34,8358598396.43,4673051154.85,2096610415.96,10048818481.30,6236221085.53,3665386559.00,1602889773.94,7253205090.54,4531264610.35,2547890307.87,979952086.76,4077000282.02,2753719950.56,1466133873.71,612009660.44,2644667519.52,1845494501.31,1037741244.59,360706093.78,1126850226.05,713763754.08,358752806.98,132195058.79,1012441865.85,783752385.20,471746759.60,196671055.96,644718100.20,408979401.18,230550755.52,86371249.17,161450605.72,102940251.50,0.0
2,营业收入,6474023584.64,35147806427.74,24134404733.64,13575797933.18,5705494533.57,23750587785.28,15447866017.74,8426361039.89,4045738552.24,25536730614.49,17260042795.70,9973937503.79,4525923770.19,19287807649.88,12604865100.13,6545099028.39,2688756232.04,13656025765.75,9096463260.02,5416370473.97,2421377904.91,12698986013.34,8358598396.43,4673051154.85,2096610415.96,10048818481.30,6236221085.53,3665386559.00,1602889773.94,7253205090.54,4531264610.35,2547890307.87,979952086.76,4077000282.02,2753719950.56,1466133873.71,612009660.44,2644667519.52,1845494501.31,1037741244.59,360706093.78,1126850226.05,713763754.08,358752806.98,132195058.79,1012441865.85,783752385.20,471746759.60,196671055.96,644718100.20,408979401.18,230550755.52,86371249.17,161450605.72,102940251.50,0.0
3,二、营业总成本,6113814632.58,33493453834.27,22773347484.00,13026351411.48,5513244907.14,22933495980.88,14658833254.61,8123803065.96,3928205810.54,23259372553.64,15904904782.71,9215643557.41,4207932647.37,17447881506.55,11441909764.40,6042382308.98,2472654669.10,12213526576.49,8082262252.01,4807964773.18,2105224425.84,10777003890.16,7130084295.05,3997115017.42,1811295199.55,8526603108.43,5280276026.90,3126479123.18,1377486637.47,6179967147.19,3835592503.76,2163311697.78,839778314.62,3442373221.06,2332580270.48,1257235779.57,545215735.80,2302035341.31,1600265809.84,912301544.78,327975954.17,1014407287.78,650550837.02,333422999.46,131617624.01,863316956.38,666392167.86,401238600.37,168103212.34,548374716.89,349308111.53,198836650.96,75333096.48,127509057.47,85748055.91,0.0
4,营业成本,5294071637.66,29725775791.58,20241813329.30,11462509273.24,4747603876.10,19281919403.08,12307457466.10,6618532909.18,3159550240.33,19917183898.74,13627554969.89,7765796964.65,3515308762.16,14969060198.52,9800284930.63,5046329731.45,2036354829.68,10256144959.19,6768658726.25,4009014884.64,1770251651.42,9215538080.12,6065361133.88,3383751203.79,1536922032.46,7350136643.81,4493355536.55,2647719685.17,1168898004.96,5382882450.73,3307655768.83,1831338193.24,699235709.81,2932597613.04,1980033002.00,1065104122.37,449517184.56,1977010752.26,1396101313.43,790892269.78,277676507.44,862668214.01,549348248.81,275927793.32,104526979.11,720643354.51,558205681.96,335097117.41,140535562.70,462523142.81,293676279.12,165932104.46,61409456.21,103959936.51,63997851.13,0.0
5,营业税金及附加,48313960.76,224488564.03,164180883.65,98592454.45,39479849.08,141651156.04,92985629.63,67158096.10,45906387.66,138863265.36,96229338.37,76420599.54,31415519.43,119026821.22,59944019.27,55849871.12,34169405.35,52203621.00,41302331.24,36729518.61,22177597.14,59891681.22,38306873.06,34727164.67,30519106.86,42439972.82,35166197.69,27169877.16,10530378.75,28252649.10,12138937.48,11816821.53,5916259.66,24683312.89,13250753.74,10870433.81,6485783.03,570388.52,218191.81,134790.57,35127.56,754202.20,623466.49,483007.48,321311.47,1399048.81,1154526.85,464558.83,187238.51,1001465.43,564357.16,28604.44,0,0,0,0.0
6,销售费用,132991533.59,534438331.89,419708129.13,255886265.91,134778440.67,569244060.54,407519978.95,243969682.89,117875823.25,503305563.19,351135456.34,226009786.50,112085307.99,444908460.67,269012499.62,163655028.54,63474663.89,362422944.96,176028805.00,98864820.98,47434651.70,223081531.34,148302211.15,84707936.42,39426684.09,187515332.87,106706842.28,63374800.36,27079126.21,143089068.28,101365553.15,55627237.66,19501731.51,93087330.48,64205375.71,29202289.27,11473226.98,59584998.83,36524454.62,23118429.76,8625402.85,34365343.71,23821117.37,10364503.92,4231957.56,22932315.05,18405456.80,12164414.38,5371860.09,10926233.87,7760417.83,5173277.73,2752003.21,3637594.37,1863794.38,0.0
7,管理费用,218946136.32,838266588.88,582433046.02,365860461.71,241763375.64,1039921885.32,709863365.77,1009232320.66,458891025.61,2195088040.60,1457899754.94,945336716.47,456770547.25,1754434871.70,1118835546.67,660660227.95,297883315.35,1345242374.62,931112114.31,581460600.73,241952047.15,1129714948.23,794379898.29,465624608.81,198296972.88,722256859.20,499624319.54,299418134.82,132453342.89,490060823.59,332349126.66,206866021.39,82088493.15,291181771.51,204289621.53,123428632.20,66521208.17,210719248.09,132529441.62,77873344.09,35443888.85,92952954.25,62889448.18,39152211.64,19255657.93,92684481.91,68268378.28,37202446.21,13101564.33,55546642.44,35366654.46,21888399.23,9238572.90,17028919.93,16690396.95,0.0
8,财务费用,81426778.43,363688007.45,244520414.75,176665309.65,99478754.21,317997348.00,270100092.17,185877370.94,166223801.33,420747958.78,350089627.81,203486608.82,97229277.96,86005142.58,146923241.16,105855235.84,52146907.98,188018095.85,162322166.24,95215385.18,33484607.19,140576207.63,83384357.06,43207290.90,18970817.78,173443322.16,119729660.89,81640412.73,36921195.16,120235205.21,72610567.55,53655217.46,31966793.22,90713219.73,62658455.60,27317422.10,10643536.32,51607622.57,30960910.42,18157007.13,5784670.54,19655350.04,12734960.98,7809022.35,4008327.17,24184439.53,19308620.71,15384856.13,8373546.98,16647840.12,9788596.94,4441573.49,1425014.84,1217789.54,1105935.36,0.0
9,研发费用,338064585.82,1806796550.44,1120691681.15,666837646.52,236388837.97,1334266411.46,831159123.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
