,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6471221683.71,4454840299.02,3052935742.71,1688463995.70,6436651111.97,4462101009.28,2950017537.11,1477040773.53,6606508717.70,4885108752.60,3536195523.36,1825000103.94,6766605873.15,4452393741.97,3219607177.93,1528039127.42,6021122848.89,3743545773.20,2740039312.08,1375346181.08,5363738784.11,3523293030.77,2534275899.14,1190030324.31,4324070402.37,2808291360.41,1835679236.15,897343772.36,3139507285.23,2109543434.60,1428395279.90,725119131.84,2438178354.54,1673314222.68,1136194138.75,540511824.06,1833403036.00,1403280603.03,919187217.09,448224756.02,1752350901.86,1282148433.84,826447459.96,413578880.60,1465537450.87,86981347.76,56863199.05,25009521.85,119032905.26,83968333.82,51501902.49,23451462.34,110723399.41,77272843.90,51877954.85,21225480.13,104457870.20,68910158.35,45682019.93,21601501.56,94981636.97,64654182.35,42246332.22,19008309.00,77491029.48,71812916.39,53295426.64,17350899.30,65727439.40,47513737.79,32941090.14,61524064.30,58876769.89,37268659.70,0.0
2,营业收入,6471221683.71,4454840299.02,3052935742.71,1688463995.70,6436651111.97,4462101009.28,2950017537.11,1477040773.53,6606508717.70,4885108752.60,3536195523.36,1825000103.94,6766605873.15,4452393741.97,3219607177.93,1528039127.42,6021122848.89,3743545773.20,2740039312.08,1375346181.08,5363738784.11,3523293030.77,2534275899.14,1190030324.31,4324070402.37,2808291360.41,1835679236.15,897343772.36,3139507285.23,2109543434.60,1428395279.90,725119131.84,2438178354.54,1673314222.68,1136194138.75,540511824.06,1833403036.00,1403280603.03,919187217.09,448224756.02,1752350901.86,1282148433.84,826447459.96,413578880.60,1465537450.87,86981347.76,56863199.05,25009521.85,119032905.26,83968333.82,51501902.49,23451462.34,109699995.13,76164775.89,51332765.75,20911488.71,102242625.40,66927944.78,44524763.43,21158704.01,93659189.08,63472595.97,41590836.08,18901770.40,76897043.63,58050202.84,39953125.32,17113827.63,64505575.71,47179689.57,32720732.40,60782372.35,58699571.67,37091742.99,0.0
3,二、营业总成本,6293062365.68,4234950982.40,2892163146.45,1597359522.19,6409395679.03,4278615154.14,2823675826.47,1379020058.60,6579030023.41,4709549641.09,3426583313.00,1741302385.01,6572394400.96,4222139090.59,3051087154.24,1463266373.76,5853149775.24,3552162346.24,2583305660.46,1313055819.18,5125769658.53,3322385884.62,2374634693.66,1130047295.71,4088188211.39,2612771590.42,1680567620.55,824978077.23,2915574871.01,1934636414.29,1286231397.22,662358462.90,2218141144.90,1493829131.34,1007035962.93,480645110.59,1627122064.01,1237851119.41,801574817.66,395106433.79,1546448909.58,1125356572.50,721155617.73,362307632.74,1279620168.91,88519538.06,57576972.65,25088048.72,119084161.97,83291599.54,52024033.73,23391900.59,112915555.09,76619415.56,52054567.15,23032275.82,102951215.88,68202400.21,45202629.85,21896471.68,94821106.14,65318998.80,42058472.94,19269759.70,86724103.32,58158120.16,39792614.81,17990868.70,68290327.75,43222463.33,29492835.86,51527368.06,50851037.78,30740601.85,0.0
4,营业成本,5708222275.97,3880094264.07,2659355315.82,1480991372.93,5706088661.11,3923309780.81,2575828286.99,1271805054.61,5893850619.83,4338028712.39,3187684930.19,1638463261.56,6033068818.76,3933122878.57,2858980607.55,1374344634.28,5358650136.04,3261342936.69,2383760017.60,1229988067.29,4650441476.34,3049889259.28,2213628320.05,1055205925.49,3648737876.60,2363494213.00,1527948095.11,751404783.52,2534709216.24,1700866451.52,1141806793.52,591138296.61,1892925914.83,1293356495.67,868241720.90,416171902.77,1329401244.71,1048719170.32,673068049.64,329386750.14,1263114359.89,947657351.03,596552095.81,300169267.78,1045087014.53,59521408.02,38893987.32,16573792.66,80354132.91,55141064.72,33842103.68,15334129.18,77229630.69,52454089.08,34639101.01,13792243.70,67806354.13,42100247.15,28273820.69,13525277.42,58256663.89,38348762.68,24843449.54,10465723.61,44683348.73,33137790.24,22122979.70,10143694.56,35479967.61,24612085.14,16641215.54,29046594.36,33265623.38,20107404.11,0.0
5,营业税金及附加,28348267.00,15528974.12,11703160.93,5393021.41,25941174.89,15816320.97,12021511.51,5862113.56,28733829.48,16928063.41,12881686.32,5231577.46,28946335.00,7607510.14,6056633.83,1918559.78,17865566.91,9044990.81,5682434.18,1747901.22,14814040.78,9063234.56,6509794.64,1859472.63,15091334.02,8405751.09,6331163.65,1919525.57,13185738.07,6314337.13,5586964.31,1018286.51,12094191.09,6404647.89,5042281.76,1272028.09,12233303.93,6600088.38,4411394.43,1675412.58,11594962.37,9643790.32,4716299.23,2140370.70,13566411.74,818809.93,569715.11,260044.09,1220488.21,746070.09,427750.53,234743.76,1307534.67,1000631.64,644456.98,184702.34,928442.81,625297.85,425566.12,200236.80,988972.68,575821.35,329542.14,94012.19,954875.80,666235.75,482152.67,145108.96,549510.13,293930.73,198725.43,604549.01,553661.58,341697.02,0.0
6,销售费用,221294125.37,140320512.28,97162389.56,46168973.73,197890066.13,133365065.10,93112367.03,40309712.75,188250834.93,134234157.60,86418082.96,41507883.24,173953082.28,105471885.05,66767771.69,36705068.89,158329844.73,94023371.38,64770093.30,32122083.53,134596880.50,90047641.36,57169377.54,28641972.47,119221327.09,73838596.77,51493070.14,27607460.53,117673537.03,76854719.86,50824801.10,24860610.33,92686942.23,64471488.85,49596450.23,21560075.58,80964001.47,64169158.20,45548603.60,20111106.84,91065276.09,50514703.34,34496495.75,18841325.80,60750265.22,9389705.13,6082853.09,2979943.35,12844951.54,9422779.29,6177242.67,3089974.08,12858941.77,9106145.64,6198495.59,3053106.79,14443844.76,10989976.03,7555847.63,3529383.13,13957518.28,10482466.55,6707287.86,3332580.93,13463362.24,8974974.53,5778024.90,2990708.27,9882508.25,7303695.55,4726898.39,7706253.71,5632860.54,4803550.47,0.0
7,管理费用,313882078.02,192343617.69,128860111.73,61786504.59,305625748.19,182499863.86,123029692.31,60454434.52,285530355.91,191358789.23,114817762.47,56265921.51,277982829.85,169720181.96,112798792.29,49880326.56,280241225.75,177152933.55,115494211.51,47826210.53,265751070.37,155736816.11,89043420.69,43404898.86,236223053.29,146910477.13,81129375.78,44399157.77,218145732.80,145090699.30,79344677.19,44381715.43,200815239.37,125168921.41,79467457.56,42582809.41,175172545.22,117272013.11,76288268.52,42352637.31,149073489.64,110785708.23,79772317.26,40518482.03,136939791.65,14499337.80,8682279.68,4667390.83,16681001.61,13243362.68,8553655.89,3559809.98,19769651.77,12720797.00,8750223.41,4872224.74,16514012.89,12390360.94,7805059.11,3677962.46,17197086.66,12606973.80,8005802.94,4190710.39,23842551.82,12687508.86,9756259.31,3883412.54,19768939.63,9254050.58,6624650.11,11296031.12,10143212.94,5320485.06,0.0
8,财务费用,-7043395.64,-8367197.00,-13797823.24,-3940335.72,-6115379.73,-17538887.16,-12946137.55,-3168938.51,-3677314.58,-6330389.46,-5835469.54,-1215459.54,-4560687.43,-9096648.65,-3984638.87,-804578.29,-6498381.45,-10256568.42,-6101458.44,-739790.58,-4124504.80,-9969037.28,-6976819.78,-838620.30,-12185913.07,-8605604.59,-1327033.07,-1805867.26,-22960632.32,-11031352.75,-4611129.09,-431470.25,-12344944.74,-6804190.57,-3900324.62,-2416075.50,-5812980.19,-2439903.93,-2019303.17,346024.84,-4415025.00,-2441945.71,-3216424.13,78675.18,-3023103.93,2567191.34,1580676.81,583236.31,3750540.80,2936434.97,2038472.53,1173243.59,1749796.19,1337752.20,1822290.16,1129998.25,3258561.29,2096518.24,1142336.30,963611.87,4420864.63,3304974.42,2172390.46,1186732.58,3779964.73,2691610.78,1653198.23,827944.37,2609402.13,1758701.33,1301346.39,2873939.86,1255679.34,167465.19,0.0
9,研发费用,28359014.96,15030811.24,8879991.65,3065575.28,30545313.90,9840976.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,3894409.97,149420094.54,31322033.73,32630106.18,3757681.67,186341697.84,35330307.92,30616320.60,1049200.78,63004022.50,15313283.52,10467987.75,1222362.54,44561383.26,20854682.23,19700362.31,2111347.19,64290695.34,27617970.59,15260600.52,1773646.56,81100533.46,28728157.02,14992948.94,1453017.10,54821279.19,16541559.23,13279290.19,1391024.27,31963802.12,11231768.09,8588377.10,1474370.24,35163948.87,3530593.33,4277804.64,1234502.08,36015846.59,9196965.29,8834833.81,559511.25,26299789.70,1723085.84,1767460.64,23641.48,4233046.90,1801887.79,984808.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
