,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,8976374629.37,6394652115.51,4115866666.88,1819961119.49,8694640505.76,6177581519.38,4015919596.31,1503288637.21,7791528910.40,5373430104.11,3258338756.66,1531103664.79,5738468159.88,3647936279.10,2693627850.62,1086665527.94,5196043096.55,3606588811.75,2144672417.13,723349070.34,4226868489.63,3079365719.87,1889021288.11,638123913.66,3720788318.32,2602812058.93,1721080091.73,611032740.74,3350577661.53,2387470162.69,1757348754.46,653442362.03,3656752163.70,2628618329.12,1746847106.07,723326647.95,3150736110.55,2380411216.30,1563532171.04,600290976.50,2928061616.53,1971952003.79,1118997524.31,603815157.05,2020393183.39,1305768165.79,806589652.21,383389991.93,1793680963.50,1307275480.56,877677352.70,437301048.92,1591700263.31,1172732813.16,753765363.01,384799448.47,1034679804.13,675403805.10,0.0
2,营业收入,8976374629.37,6394652115.51,4115866666.88,1819961119.49,8694640505.76,6177581519.38,4015919596.31,1503288637.21,7791528910.40,5373430104.11,3258338756.66,1531103664.79,5738468159.88,3647936279.10,2693627850.62,1086665527.94,5196043096.55,3606588811.75,2144672417.13,723349070.34,4226868489.63,3079365719.87,1889021288.11,638123913.66,3720788318.32,2602812058.93,1721080091.73,611032740.74,3350577661.53,2387470162.69,1757348754.46,653442362.03,3656752163.70,2628618329.12,1746847106.07,723326647.95,3150736110.55,2380411216.30,1563532171.04,600290976.50,2928061616.53,1971952003.79,1118997524.31,603815157.05,2020393183.39,1305768165.79,806589652.21,383389991.93,1793680963.50,1307275480.56,877677352.70,437301048.92,1591700263.31,1172732813.16,753765363.01,384799448.47,1032625341.54,674327706.41,0.0
3,二、营业总成本,8642250568.40,6163783356.17,3938003056.37,1726178372.58,8515483617.28,6016573747.51,3882183533.76,1440067554.91,7694942663.81,5289136816.36,3190445123.32,1494800686.25,5690894015.73,3604779703.91,2645426094.11,1060714175.28,5146016062.93,3550618140.12,2092677992.68,697120516.58,4157872885.30,3003845424.04,1834681487.05,610197090.06,3659210922.43,2512482016.88,1659575502.29,581876581.32,3257992407.06,2292127596.52,1688408306.59,622508486.37,3556789287.84,2528567847.98,1678981634.37,690317065.00,3066707183.53,2312570908.36,1518488142.77,573575005.91,2874791473.21,1922181967.43,1091083989.78,586537560.51,1984201716.61,1262267277.93,783218151.31,366742258.76,1696475474.52,1228965129.40,831877410.24,417568779.12,1450521761.30,1071017602.83,691489811.85,362157491.70,958216310.09,602687853.47,0.0
4,营业成本,7936795180.84,5655937440.89,3606052851.29,1625519550.02,7759055585.99,5490990292.56,3557255878.86,1327342114.04,6912220959.04,4806547766.36,2901078404.55,1377026410.04,5085865505.48,3272834434.17,2405689454.70,979955956.70,4598721069.75,3205643784.61,1882651246.51,627309373.97,3685656489.75,2662769237.43,1640800328.99,545320252.08,3199288004.80,2186034753.57,1449240677.19,513356690.74,2805474646.74,1996904866.56,1495760161.16,559900417.91,3155107234.28,2244671556.64,1509957806.47,620415479.16,2721855988.31,2062181281.10,1353653095.02,517571774.10,2545112092.20,1729012995.37,973705395.86,529595936.86,1719008333.33,1103392922.18,680368304.99,322947598.66,1517269751.97,1096635360.81,738978708.64,384103450.63,1302184239.38,962044558.83,621904878.28,330306490.88,848076251.34,539157630.58,0.0
5,营业税金及附加,21837591.77,12532954.83,10204830.73,4688072.79,21998665.81,13083815.38,11629246.91,3204117.50,28093974.99,17408935.98,15147408.93,8145448.10,36959646.81,20661275.23,20405328.54,11132561.26,53898140.52,37664889.19,23644721.96,11436446.03,55734504.39,39825053.88,25773258.80,9079794.47,47105466.92,29283577.17,22070352.04,7150153.93,42958024.25,26566214.57,18510963.31,7239212.96,38776778.52,24069272.16,15114980.81,5102895.63,32678041.08,22809543.80,14377980.01,6204694.72,30046123.99,18488080.89,9926271.78,4916031.76,16620522.27,10321925.11,6969789.86,2486753.69,18346441.64,11532651.98,8347928.44,4603119.26,15106822.02,14318068.83,13529315.64,5120090.47,12205127.58,7553877.22,0.0
6,销售费用,28574071.71,18581793.02,13818153.23,7436108.67,28396770.29,20980623.15,15924979.65,6905330.52,23315484.98,16333735.79,12828185.80,6609642.96,24274996.63,17826660.70,13449550.24,8017640.79,24843743.75,18513061.15,13559297.68,6580904.51,23593756.83,17770147.09,13204224.92,6705453.09,24934680.42,18593131.67,13951103.90,6522007.07,24298877.43,17624194.79,12669229.04,6953440.22,23154555.40,15697425.37,9783924.09,5746668.88,20962284.69,14116095.91,7902312.55,5883038.30,22164372.73,12634651.61,5874944.89,5019346.86,25690526.67,20072908.74,10890957.91,3404977.09,11981583.65,8227487.76,5549798.44,2550459.95,9336428.49,6082009.76,2827591.03,1100342.08,7315446.10,5680859.89,0.0
7,管理费用,190407873.77,146980089.05,100708095.03,56862019.00,165095280.72,126630994.99,289293914.14,137462524.42,504201305.81,339111967.99,216714670.19,100947170.92,316664028.31,209141285.27,141433533.97,74689104.77,289060487.64,198962646.44,151188195.29,63431079.83,273165397.41,197717785.69,129248036.37,60882940.28,255029043.13,200655394.79,124548377.69,61451466.58,261638018.57,178767792.17,118477104.17,65488197.87,249849282.76,176074680.06,121598744.30,67334377.95,206694178.86,146748805.58,95287969.95,48467192.74,168169803.89,100127495.07,62137413.03,37474461.33,90299166.36,65504130.92,45215797.54,23550169.34,62080363.54,40218483.45,21440911.90,10524032.24,54203126.78,40535309.87,22244330.93,11396940.01,64930909.11,44745281.81,0.0
8,财务费用,63636017.42,48906571.96,34270269.15,16110804.86,72183420.04,51027005.89,36650488.36,20010275.94,101939780.98,82788275.35,53728643.68,26843888.74,114346911.10,61963467.03,43706902.78,20690623.40,84337527.39,58306849.25,43186439.64,20788978.71,81547142.38,59514128.12,41401381.86,26412404.69,92987052.02,72308323.71,47108340.91,22622992.49,82465904.33,59132234.66,41310596.08,14255694.78,60445262.37,40215613.67,25120262.16,8124325.19,41436972.27,28473172.79,18642487.65,9532521.45,53024908.67,38700705.68,26036096.58,12310100.62,66569938.46,47644416.74,32897419.63,11859528.44,46746352.08,33797340.87,21276012.17,8800157.84,40293763.56,30471398.15,20625400.24,9151061.71,25688575.96,5550203.97,0.0
