,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19911231,19901231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,609609551.76,458735739.24,214585414.82,1119658541.73,831580293.92,612433089.61,325617984.10,1189942399.62,698803959.64,454819672.35,226965995.91,1478636982.78,591333434.44,314319954.69,151636080.27,1150836949.17,880140697.46,565093880.40,318335280.86,1401720585.50,946857550.55,585681647.17,243567837.64,1326950812.70,926276067.27,595129005.93,288532486.55,1205098865.43,874572846.31,559210309.12,247253082.74,976935594.37,692643976.07,465517171.51,204775035.07,853427675.33,585796166.56,398420366.81,186993164.69,713796195.76,496753836.23,310958586.24,161698231.30,615755118.87,443363668.80,295104886.53,136050581.67,508725068.99,363847513.05,241572101.86,99961813.60,456151829.77,316970427.61,217774086.34,96504502.23,450486167.66,328929007.27,220828334.53,99746008.49,408473196.88,285741653.02,186671713.02,87629108.81,338397949.01,271524072.60,172682139.52,87463663.18,330966606.14,267442430.35,171324535.05,92694663.10,305456519.62,150044613.01,294167875.10,141282710.36,286007417.09,137956160.86,279766682.25,132494002.58,236131289.76,120536774.29,211152999.69,102825252.61,170791152.80,80870100.00,155320120.00,68699201.44,199081192.22,70088351.04,125382700.00,112188100.00,85016300.00,0.0
2,营业收入,609609551.76,458735739.24,214585414.82,1119658541.73,831580293.92,612433089.61,325617984.10,1189942399.62,698803959.64,454819672.35,226965995.91,1478636982.78,591333434.44,314319954.69,151636080.27,1150836949.17,880140697.46,565093880.40,318335280.86,1401720585.50,946857550.55,585681647.17,243567837.64,1326950812.70,926276067.27,595129005.93,288532486.55,1205098865.43,874572846.31,559210309.12,247253082.74,976935594.37,692643976.07,465517171.51,204775035.07,853427675.33,585796166.56,398420366.81,186993164.69,713796195.76,496753836.23,310958586.24,161698231.30,615755118.87,443363668.80,295104886.53,136050581.67,508725068.99,363847513.05,241572101.86,99961813.60,456151829.77,316970427.61,217774086.34,96504502.23,450277650.50,327417241.53,220628389.29,99607805.76,408449693.90,285292780.09,186322340.97,87684579.85,338296934.28,268397010.56,169646007.24,87414596.12,330554722.11,267041950.96,171074851.60,92523372.87,305021457.91,149876217.93,293613233.46,141000978.53,285710598.22,137888764.08,279375054.02,132188366.85,235552394.75,120652530.55,212427837.48,103644507.88,171379234.88,80806400.00,155393710.00,68611506.22,198725472.54,70153325.21,125348700.00,112125600.00,85103500.00,0.0
3,二、营业总成本,512527577.04,519020135.06,267542858.64,4189332394.41,1652057321.66,1372989943.45,296954588.05,1153663972.61,660442334.54,429125709.85,201520337.39,999910659.08,501766510.16,261464787.12,128219999.97,812207772.42,641027795.56,434483637.04,289831928.81,1360521603.78,901607408.73,554425653.87,217742844.51,1285526382.67,870274438.79,550627112.17,263193664.86,1153153679.48,821172232.49,516421259.63,225072359.15,926361228.54,646347950.70,424731932.46,183435132.19,814842650.95,542005810.18,364723022.13,164210150.97,663400076.81,453472556.00,282069650.41,142841901.77,569930101.45,404626589.39,267188501.10,119193808.11,479806829.49,336433907.36,218535963.65,84885414.74,450889046.72,307237002.16,211237394.88,86193970.92,438372653.15,312721358.29,204431753.53,90353417.68,392799442.86,273180689.16,171606807.31,79266846.23,315061640.34,251168553.16,156959494.08,79705165.09,306923184.44,249421092.12,159223226.64,86776714.36,287170282.29,143168078.35,277870073.55,135344364.71,272467848.84,127900339.24,260631568.65,120471325.48,223216464.73,0,199797712.13,0,155271380.81,0,0,0,172462550.40,60548120.42,139150200.00,99800500.00,76356800.00,0.0
4,营业成本,480752549.10,349138415.43,183159320.54,920471471.78,668691667.26,482647181.83,249241982.82,866317875.21,539189566.55,357876017.79,169063359.62,744973968.97,349668497.94,191505296.18,94480382.32,659517992.92,527805448.39,354017596.15,191224266.34,870500175.68,587757728.10,348154566.19,138971681.80,841375066.63,591401601.17,391329596.56,184110618.56,794171841.23,571217959.15,372213189.34,161561834.58,668960669.38,479335528.52,323009086.65,139160287.21,572937415.90,391638996.30,266134398.08,123471285.61,472067672.14,327546960.24,205399015.00,107659631.09,405006072.87,293941246.19,192035479.07,88460376.37,329233548.67,236086043.45,157094391.10,65324045.79,312992834.13,221265626.17,149893583.57,68173478.48,311312569.66,227299287.95,151539202.36,67632888.90,285162334.16,202860359.21,129047901.84,59437819.75,227541175.11,185699550.07,116774806.78,58107129.55,217566121.59,168072230.91,107876213.35,59394153.24,203308345.18,96914764.55,202948408.51,96439881.58,189261040.68,88109568.04,181289495.56,86262333.34,152247098.24,0,142087524.67,0,115764128.30,0,0,0,141479658.65,50408664.51,0,0,0,0.0
5,营业税金及附加,5014115.29,3165937.40,1883258.43,12886577.66,9007514.88,6701658.89,3160285.76,14188182.79,9459154.82,6545838.39,3839846.82,20147127.76,1441866.95,884127.77,155363.99,578023.57,0,0,2874110.70,11125844.15,8227629.66,5606081.84,2699907.78,11428830.59,8496923.03,6250625.11,3247591.28,9215552.46,7792654.04,5178980.05,2341580.38,6371651.95,4165511.55,2492357.23,780579.67,7270817.77,8890261.01,7284029.46,1669732.43,7165902.16,5132258.23,3259252.13,1787640.20,6301971.99,4516517.80,3226939.15,1538422.88,5027497.58,3573849.39,2762670.49,912312.24,3263419.43,2296646.76,1506859.34,624108.23,3124633.67,1971073.26,1501883.98,630516.66,3921861.47,2588099.47,1475854.95,857786.59,3073587.77,2228038.15,1216883.07,546725.13,3515591.49,3071837.31,1692009.36,1062755.52,1516195.08,1443087.71,2997565.94,1359274.85,3313705.36,1255880.12,2858561.69,1395874.25,2022968.20,0,1578609.16,0,1292029.91,0,0,0,4727144.59,1612809.28,139150200.00,99800500.00,76356800.00,0.0
6,销售费用,10348513.37,6608025.65,2636752.92,14414433.63,13255121.03,6079938.06,2620905.97,14496840.58,9310897.60,6186250.80,3417601.16,13345636.58,6453024.43,3923862.90,1446526.60,3808249.69,2491265.98,1705062.77,56330691.13,330364790.11,186421557.33,122322149.51,37978284.77,272473488.40,157490743.46,87383001.44,42390401.09,207001191.04,131916192.84,71167675.18,27264114.96,134393167.90,84617183.49,49427256.85,20154279.30,152171165.34,82327739.98,52416289.78,20102906.93,112178005.29,68853719.84,38202709.95,14213990.75,86280978.94,54323932.59,36458331.34,9927702.86,75261386.97,48415567.21,28461990.71,5124585.63,61546920.29,38273879.72,28232531.83,6109113.19,61067183.68,33334833.26,22110270.84,9720730.29,54303216.18,29457713.57,19341619.22,9283212.36,39952375.00,30466356.45,19251813.63,12126203.84,33772111.80,35264710.45,23433378.71,9500657.37,42984916.41,23297374.70,35847519.46,18852398.63,46319735.92,22881111.95,44789831.72,19723026.94,37113793.61,0,24914312.73,0,15979168.60,0,0,0,5350160.04,1669244.13,0,0,0,0.0
7,管理费用,66514590.07,45770785.19,22113747.86,118934508.04,72416381.33,55344728.60,22686921.35,143801616.55,77739437.62,51548329.62,25118457.24,114073460.09,66746002.07,43226242.90,23537994.13,99422759.98,74707766.15,51132064.13,26743662.51,86506286.27,64522826.46,44087098.15,21353583.84,93217180.08,66594080.60,34646412.88,16444370.14,81984136.39,67446861.32,40365012.66,17464750.17,63368683.18,43499541.14,27902550.94,13576019.87,47930595.99,34227954.87,21106937.47,10334491.26,41838502.21,30048794.83,20227144.01,9620751.80,37639490.94,26654361.44,17803526.52,7946776.10,40411056.06,29643363.70,19703750.64,7501506.78,56428516.17,33208073.34,23519792.08,9246993.63,45722111.26,38990628.26,22245014.89,9364771.27,38054354.98,31929617.68,17961507.84,8197420.47,38773420.01,28829333.45,17378160.70,7152374.30,49304788.50,41576748.40,25294947.35,16402357.87,33844168.32,18578395.91,30886204.35,16468931.16,28213597.85,12481118.13,25183371.48,10069932.67,22545591.42,0,20115610.64,0,13829796.51,0,0,0,14135543.64,3883027.55,0,0,0,0.0
8,财务费用,-88304949.75,81391845.85,53222286.98,268795906.54,82599895.16,56523772.67,19394114.11,67445772.39,37489221.85,29260404.26,13940690.22,38288805.99,28385751.26,17494083.93,8141259.94,33830439.84,28710544.67,23813656.18,12123355.04,49748812.50,41615397.63,29266288.21,14251794.78,48406034.96,38815202.39,25607735.79,13679570.40,48302260.07,36631826.51,22365431.80,13673796.19,50644494.05,29940707.29,17264643.74,7165203.29,27888002.60,20785914.48,13864959.22,6220642.15,26344953.38,20018540.78,13509577.80,7805681.97,29577350.70,21646166.11,14202140.34,8107599.22,21979549.81,15988820.26,8573640.60,4685980.16,14363644.28,10643414.56,7191404.21,2688672.98,17146154.88,11125535.56,7035381.46,3004510.56,11357676.07,6344899.23,3779923.46,1490607.06,5721082.45,3945275.04,2337829.90,1772732.27,2764571.06,1435565.05,926677.87,416790.36,5516657.30,2934455.48,5111698.93,2124439.23,5255042.02,3172661.00,6510308.20,3020158.28,9287013.26,0,11101654.93,0,8406257.49,0,0,0,6770043.48,2974374.95,0,0,0,0.0
