,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,59765104.01,504408910.17,296281288.63,204278084.75,85068095.65,528708205.03,266757200.38,183786068.91,75814258.11,546892512.85,316218366.26,216007595.72,68877884.98,514609100.85,288168929.68,205864421.97,58266707.44,566026914.58,271340361.84,184243582.64,72170867.35,525623757.30,235763021.50,153809482.20,53058184.08,387553675.59,190475077.05,126438406.81,57053328.01,293990051.77,161019542.91,94499018.64,40887806.28,344955214.37,171892091.55,101765398.19,22769969.14,250287117.56,107493615.91,66073087.83,12297002.78,166358343.74,70452465.08,43199126.02,23911396.93,133574575.05,63275166.48,123976662.83,95708637.36,0.0
2,营业收入,59765104.01,504408910.17,296281288.63,204278084.75,85068095.65,528708205.03,266757200.38,183786068.91,75814258.11,546892512.85,316218366.26,216007595.72,68877884.98,514609100.85,288168929.68,205864421.97,58266707.44,566026914.58,271340361.84,184243582.64,72170867.35,525623757.30,235763021.50,153809482.20,53058184.08,387553675.59,190475077.05,126438406.81,57053328.01,293990051.77,161019542.91,94499018.64,40887806.28,344955214.37,171892091.55,101765398.19,22769969.14,250287117.56,107493615.91,66073087.83,12297002.78,166358343.74,70452465.08,43199126.02,23911396.93,133574575.05,63275166.48,123976662.83,95708637.36,0.0
3,二、营业总成本,55395141.14,452491640.73,257924355.51,174716821.03,78722214.77,507349124.28,239327234.46,155468327.11,67817524.75,685572013.92,286588291.93,188188334.85,63874182.66,434053223.02,246748691.73,170454107.38,61746798.76,484748054.51,233138649.31,151737926.71,69115036.61,434589134.34,215003595.77,128949788.40,46706788.18,349929846.50,180239461.31,119527728.22,54230956.96,259467358.57,149815542.08,89623106.78,43187326.46,256580215.97,141254450.82,86431914.81,33712712.68,169552262.89,86272118.07,52007280.56,14983149.66,120328544.79,55817925.84,34732780.87,16394451.09,102994999.62,51992454.91,96567179.70,73953800.31,0.0
4,营业成本,32200466.00,285374024.23,155851396.94,109762369.86,46252338.78,278441382.36,132008193.88,94588475.45,37521110.34,288274429.29,171550791.45,122476207.78,32794810.24,265768221.00,151678129.67,112185985.09,31740630.41,293203316.44,136078689.51,97051753.77,36828319.29,281674706.60,131821221.01,81960816.46,22299646.72,211526944.99,95614511.72,62331356.66,28661388.95,148732416.55,80741497.37,43828661.95,19850773.00,175058660.40,89367848.33,51289935.75,11192448.98,122180444.70,56825294.61,33985662.54,6361690.53,83200648.60,35141764.75,21728927.78,9931927.97,67283325.83,31649444.69,66673552.66,51724283.66,0.0
5,营业税金及附加,695832.37,6659526.53,4421774.50,3208133.43,1514854.90,7377558.35,3799745.85,2153319.13,1124395.30,7127122.66,3140672.73,1843489.90,724603.84,5893881.98,2256672.94,1325077.74,483556.68,5367536.49,2796578.82,1482550.36,497728.73,5972692.55,2317217.69,980774.18,284881.28,3856804.55,1511870.27,883048.34,230619.98,2532502.55,1154988.85,762251.48,397552.55,3206496.09,1233262.44,580253.97,123069.50,2321610.45,870371.45,475996.57,105822.20,1323627.62,442864.99,316823.91,30126.91,1291110.76,435014.06,1247210.91,1170643.15,0.0
6,销售费用,3443305.85,41505685.50,23615069.11,15095688.89,6910716.02,38353173.86,27797384.61,15351185.69,8725475.56,31096146.69,21085199.38,13982647.70,7925898.97,32051198.07,21357140.96,12641390.99,6151547.98,28123121.31,17533009.84,9908292.19,4758842.76,25328419.65,15984189.91,10211913.28,4744315.80,23207066.85,17039711.77,10882447.69,4884387.14,19776581.61,14200570.78,10241946.64,5392420.19,19823356.54,13770778.67,9574041.79,5459850.62,13815460.15,8079988.96,4701528.15,2448964.52,10196007.67,5736344.21,3782807.99,1250689.67,8688243.07,5287269.34,6426564.25,5424799.75,0.0
7,管理费用,6245898.40,38323003.80,22453059.56,15215576.49,7446566.77,34979788.74,23863291.66,34693697.94,18978048.69,108189529.40,72206650.16,41197348.35,20836585.60,94807818.81,64954706.76,43557016.01,21175572.62,108026374.58,70462489.01,45920832.74,25257309.01,102911802.44,64861302.52,42387232.93,21346185.98,91456711.97,61779600.84,41437382.96,18646545.01,82942429.86,51630297.48,32811998.93,17327959.17,55409123.90,37762376.44,25413114.96,17191555.77,31134491.53,20660272.43,12709232.68,6152160.91,22896990.66,15148174.37,9690076.39,4630567.29,22548287.68,14493655.82,19301837.50,14321787.35,0.0
8,财务费用,-1097408.66,2920130.22,3290718.41,2809902.41,1792589.70,13614129.37,11380261.05,6814013.90,3275757.59,15641036.26,13365356.91,7320554.65,2527457.22,7669024.20,3475579.28,-3822937.20,103970.77,13503527.42,8238747.12,2162974.46,1123603.43,-644125.29,643735.17,-1734945.40,-728144.59,3813345.38,3552199.24,2807357.90,1928138.39,2293352.05,1413431.29,1080182.06,357940.15,-4027020.42,-2409908.33,-1955524.93,-452866.19,-5265612.76,-868231.44,-575118.90,-89211.99,1664389.17,992798.98,939887.06,427567.14,1303179.08,883420.44,1219486.11,1134896.32,0.0
