,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,10491833608.90,47612587464.50,35512563178.71,21064293070.43,8874920365.40,42156628800.11,30833476824.35,17680900759.05,7259881518.56,32556634127.38,26502344335.43,14532337762.58,5466140158.09,27185309985.32,19972991191.80,11620378224.28,4003598841.52,25567402483.20,17599487049.71,9650442818.43,3524106228.55,21090411325.24,16271438646.01,8932187443.52,3039882807.35,17930412463.89,13820970278.32,7212764919.00,2801627024.79,15451453920.62,12027752412.32,6307530589.17,2044062682.33,11975721873.21,9061911811.76,4142285211.10,1283709683.32,7697692263.07,5788855534.02,2664723588.13,946142164.73,5250445099.83,4038615872.11,2096618422.70,738648823.55,4530322085.53,3555210098.21,2721675221.90,1526481203.20,0.0
2,营业收入,10491833608.90,47612587464.50,35512563178.71,21064293070.43,8874920365.40,42156628800.11,30833476824.35,17680900759.05,7259881518.56,32556634127.38,26502344335.43,14532337762.58,5466140158.09,27185309985.32,19972991191.80,11620378224.28,4003598841.52,25567402483.20,17599487049.71,9650442818.43,3524106228.55,21090411325.24,16271438646.01,8932187443.52,3039882807.35,17930412463.89,13820970278.32,7212764919.00,2801627024.79,15451453920.62,12027752412.32,6307530589.17,2044062682.33,11975721873.21,9061911811.76,4142285211.10,946142164.73,7697692263.07,5788855534.02,2664723588.13,946142164.73,5250445099.83,4038615872.11,2096618422.70,738648823.55,4530322085.53,3555210098.21,2721675221.90,1526481203.20,0.0
3,二、营业总成本,9955633784.93,45665430527.82,33810477313.71,20216101906.61,8674087832.99,40607996956.95,29407338503.62,16995434519.33,7144074854.97,31270302771.79,25233532966.54,13956299025.51,5399962469.54,26265962445.88,18952351321.91,11079375003.13,4001902910.41,24645403028.76,16741283868.18,9319533436.03,3498244222.93,20431384328.47,15585688023.14,8675525138.58,3027630040.03,17634289131.69,13497899955.73,7088164419.16,2798183333.99,14941042934.42,11547941331.71,6099787108.97,2034061241.39,11565199417.64,8690746632.17,4024220549.93,1281872273.04,7446557378.42,5548943139.52,2585057537.81,945817375.39,5060165598.28,3857574608.80,2028312297.30,747057533.15,4407192201.69,3424812896.40,2625232070.52,1460265288.81,0.0
4,营业成本,9226929268.34,42223411917.10,31262089555.27,18560301691.38,7988814715.87,37615586184.77,27200133962.16,15634988732.94,6539044578.49,28979578692.42,23594015649.87,12933371072.44,4923065002.50,24625416153.34,17756275203.03,10326558100.57,3658106677.56,23159446103.63,15586117764.21,8613608744.04,3186609533.60,19018833532.16,14558815117.25,8022228369.21,2786203458.65,16411603391.61,12573580416.52,6537042843.78,2554434619.97,13999150316.11,10805074655.14,5691139839.75,1877907623.49,10867142264.16,8173862760.80,3736371810.05,1181617913.00,7033038912.70,5267169219.41,2423273460.48,880936783.23,4814274732.12,3673328913.33,1916303923.00,695816805.12,4176998926.78,3245925325.28,2474882766.34,1378709600.95,0.0
5,营业税金及附加,14663539.58,60616092.81,43792423.35,28676035.23,14638152.40,53140738.34,38849461.33,24469290.45,11496436.17,47090570.89,34518122.91,20464826.26,8960408.05,33744344.90,4918269.45,3747968.29,585366.80,5423758.57,4045092.74,1735901.25,451739.21,5018366.93,3386170.59,1317641.27,485927.42,3142344.81,2038698.48,967769.38,303555.32,2918816.11,2017516.12,1199021.33,198136.53,2843015.52,2151943.86,1045984.21,146582.77,791062.17,482824.56,250562.14,34428.70,421954.89,360107.45,213516.70,36977.23,284325.58,157414.47,177689.30,917726.35,0.0
6,销售费用,277935500.42,1562696499.51,1240864652.19,815367519.59,285947160.05,1377926458.68,1017238022.36,634824666.42,270414708.56,1070474010.85,778425888.45,466800905.65,210758112.63,761033415.86,543381769.48,336066613.22,156153369.35,674426746.82,480207207.54,289330992.90,122683962.68,568639117.33,404423462.56,231125901.62,86357031.12,486440680.86,346897806.08,209548249.20,86933865.66,371899521.84,300546740.83,162331544.24,56403924.25,288587915.62,205899693.70,113937795.75,42197571.11,173865539.05,120426562.43,61682838.44,21957857.11,95460799.22,70805321.62,38606359.34,16346478.64,64759844.91,49669573.96,48859128.89,28900216.47,0.0
7,管理费用,306281768.97,1190746169.15,823068738.08,530313554.54,250619528.11,967112552.40,676905283.39,565949368.11,279911412.99,1047237762.73,709147021.06,467334532.28,223080273.80,756304596.69,552266004.89,357855197.26,168112312.58,677120834.33,539005551.66,341104494.24,156067387.36,703612778.76,506419161.82,354410001.53,130452029.13,586967533.40,444311847.78,269420026.72,125181961.46,475958333.15,344790919.35,205107489.53,87009436.97,375660560.56,273096270.52,155404294.75,54292724.51,224453850.91,137481016.71,85352081.72,38260715.81,122319377.66,90602785.27,56736946.65,28498909.05,122593379.23,95089046.35,85696088.04,44722201.46,0.0
8,财务费用,59401291.11,211949889.53,177336431.34,116737959.18,42457938.33,219052330.92,170853765.68,85181429.70,23441865.51,80452779.18,40265545.84,34670477.51,16937628.22,70268699.78,50437777.37,29364574.67,12629826.54,102403882.66,87203732.53,56344946.88,28153824.16,99028084.05,77360979.28,52539631.99,26818507.47,129289141.30,96146915.81,60548392.74,30700710.68,77750167.90,66826274.08,29065162.53,14867958.01,21849621.47,10325155.25,8876140.08,4582231.01,-338139.87,-64042.04,1833901.75,3144379.14,26257864.10,19044409.20,12722579.42,6573826.30,37981548.17,29482049.64,13871722.58,4979197.36,0.0
