,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5332188973.32,3387643535.17,1729007811.51,8364374225.51,6393320305.23,4173195884.52,1944913494.68,8393725783.69,6282520310.95,4066615682.92,1989934884.43,6272602657.94,4485763131.47,2778365693.71,1178183210.85,4858253802.09,3601521260.60,2291400212.90,926594624.48,4579665071.83,3478038949.67,2176956280.41,822520286.88,3732067368.29,2631681166.08,1674224256.00,629299182.31,3363158183.93,2352635306.20,1370846029.30,510363394.92,1747311965.64,1168932704.63,719489114.73,275862959.64,862610841.88,609070152.12,364516144.07,151006666.97,470293759.02,343475406.15,215455023.49,94319557.59,213161050.74,108534452.84,3838939.61,985815.07,843211.03,557071.03,443088.56,71205.82,1546872.76,357055.98,489523.26,157853.93,47670512.81,159863834.60,123328644.67,26925221.16,205008748.99,303093234.55,185117888.89,137016531.58,394647960.90,411319921.92,251875265.00,90597440.79,499167635.81,362697442.79,186597040.36,94101124.83,429654607.21,321210400.53,182984635.02,78676847.04,50189342.59,113707026.59,62321170.25,191203750.99,93229635.61,313382931.76,163470573.53,194950676.66,107349588.40,275786747.87,309440191.00,319537988.00,0.0
2,营业收入,5332188973.32,3387643535.17,1729007811.51,8364374225.51,6393320305.23,4173195884.52,1944913494.68,8393725783.69,6282520310.95,4066615682.92,1989934884.43,6272602657.94,4485763131.47,2778365693.71,1178183210.85,4858253802.09,3601521260.60,2291400212.90,926594624.48,4579665071.83,3478038949.67,2176956280.41,822520286.88,3732067368.29,2631681166.08,1674224256.00,629299182.31,3363158183.93,2352635306.20,1370846029.30,510363394.92,1747311965.64,1168932704.63,719489114.73,275862959.64,862610841.88,609070152.12,364516144.07,151006666.97,470293759.02,343475406.15,215455023.49,94319557.59,213161050.74,108534452.84,3838939.61,985815.07,843211.03,557071.03,443088.56,71205.82,1546872.76,357055.98,489523.26,157853.93,47305211.01,159391561.18,123328644.67,26757662.45,204237600.91,301341157.86,184077102.81,136221862.88,395417734.87,410970522.59,251724506.71,90520853.12,498731231.33,362409226.77,186403678.39,93991672.05,421729398.58,305499964.53,171247723.54,71746564.41,50269078.88,113765780.74,62321999.93,190639480.76,93336246.84,312125822.45,162662083.66,194158379.48,106833200.19,274317981.20,308175311.00,317973460.00,0.0
3,二、营业总成本,4352410855.55,2688075477.47,1386400844.48,5746114658.59,3998931909.24,2562776662.06,1170396519.79,5131926561.10,3826712858.33,2448886740.15,1230863367.05,4168228905.29,3129569223.54,1975904072.38,845123558.99,3356331125.40,2299929196.07,1435220223.39,647172378.83,3196088679.82,2464805842.01,1571187270.82,653180321.95,2929864480.94,2035195963.69,1279560849.68,489420582.72,2871212476.77,1935578616.62,1045875628.34,391521797.54,1227629588.83,828471124.08,532714194.15,187941812.46,569979594.40,397546074.63,243067585.23,105246167.34,321344544.92,241094397.64,155216254.05,71631180.37,151189840.25,74170440.57,906031.40,520014.63,55191219.50,42013050.61,28253960.53,12723954.69,76943590.04,46102331.20,24105823.70,10921059.00,160536510.42,189923466.68,141146908.81,36132957.26,279609755.43,294836152.87,176504304.22,129274082.67,595874870.97,401942149.85,245984787.31,88866163.79,482883305.56,354351097.97,185611388.80,92860451.15,414883451.67,296970682.47,167220861.06,101662110.37,66673966.39,230748839.10,271057364.36,145737607.86,71445659.01,253996471.66,0,171708374.37,0,249465412.44,277350502.00,292904602.00,0.0
4,营业成本,3605691752.45,2196289051.81,1090350260.84,4624807514.02,3366245419.76,2133160929.45,950481570.22,4298403726.96,3245428121.99,2104046994.94,1078357511.91,3660287763.59,2769462766.89,1732334475.08,717674557.12,2616550399.91,1941686406.02,1187656603.25,478033245.73,2516739943.94,2003600363.38,1279966075.78,495022865.53,2379385440.47,1684503366.59,1060840096.64,381997781.73,2463345207.36,1719047667.97,921753232.23,329639892.36,1008077781.06,696186899.69,452047284.18,157466449.82,453837672.66,329414328.83,205820642.95,87071108.37,272708522.26,204822671.53,131198959.27,59504321.27,125169257.84,61409167.14,0,0,314743.70,314743.70,300747.74,88427.08,1549274.86,521741.12,300940.83,136593.22,57075814.46,148691295.05,111409968.26,23365571.95,204674145.00,259789037.21,155423626.41,114859150.76,540362103.43,370458436.44,226336003.23,80702358.63,440146508.29,325411385.21,171287233.53,87115519.58,378920973.14,273667930.02,154020980.98,63716131.04,44040867.25,122507579.59,74140271.22,133279573.03,65260250.98,204680244.55,0,128088924.70,0,191739527.27,219108570.00,247804042.00,0.0
5,营业税金及附加,75419783.58,44528650.78,23746518.30,104502763.37,77160327.25,49520474.66,19887079.03,117708244.35,88901568.63,54593759.86,28612365.72,96652375.53,41186732.00,26648468.76,10140865.99,44862823.94,28479603.83,16531564.01,7229637.44,16256028.57,10954627.92,8021731.36,2935963.00,11274897.82,3761136.32,2713473.85,610904.00,7615271.11,3394775.46,2801413.56,2629567.29,4848732.35,2766721.53,1902037.79,624938.44,5181952.82,3337117.97,2069764.70,662695.67,4833478.50,4487472.57,3296423.93,997911.88,1475269.55,224198.06,214980.62,56191.46,14250.60,0,0,0,2137.91,0,0,0,12328.49,32328.49,34823.53,3098.33,50774.20,974499.80,860853.18,545371.07,2713338.84,303107.57,261925.29,3060.64,1199708.75,15967.65,13753.97,0,24425.91,24425.91,31475.08,1303268.78,1238114.55,147210.52,-38402.40,1115242.87,451951.60,940936.77,0,1420919.38,0,1649021.23,1451470.00,10036825.00,0.0
6,销售费用,113372236.68,75774020.75,35597139.29,113375709.27,104725432.31,70344734.97,36191229.70,97738375.63,101478998.33,65601558.74,29900426.46,60050645.35,64417042.94,42013915.12,19599579.03,43452393.69,48088366.43,28901615.21,18759205.91,35958742.87,45639129.34,28886692.35,11829944.29,26102301.39,20783605.85,11860890.41,5512981.14,27028804.64,16353965.52,9144122.34,4348183.07,11547880.88,8117373.43,5841461.91,3622942.25,6075261.50,4495230.12,2464221.46,1063716.28,4257551.76,3206575.57,2012324.96,942070.70,1763872.55,752136.43,0,0,0,0,0,0,264271.49,0,158566.68,6118.60,3519751.49,2578358.48,1905013.44,1100162.44,9020694.53,6377364.18,3130065.16,2410960.75,11433141.16,5644081.78,3251485.50,1691328.65,8260946.70,5547774.40,2616366.43,1066843.34,8315131.72,5692079.62,3237616.35,8200320.16,4753926.90,33728906.77,11979160.68,641678.53,233719.58,17573036.86,0,15516845.73,0,26526964.04,33616075.00,14416520.00,0.0
7,管理费用,352342378.83,225015738.11,107950397.28,501083569.11,320103423.61,252223531.67,127559413.87,522997321.73,317218632.12,190786957.34,94678018.55,428241962.32,311083513.72,206183196.41,106055501.02,401491327.28,236001299.49,152394199.89,113376617.09,459430099.55,297742308.40,189735651.77,103148398.53,344885557.21,206288767.24,126071982.13,58517116.50,237374532.58,152264273.21,95503666.17,47855430.29,171538704.23,104214057.78,63898928.85,21868984.04,76555084.23,34909047.64,18494278.19,9520171.02,25418613.90,18056537.68,11538491.86,5846747.11,13651191.27,7480610.93,741178.28,436942.56,30598521.64,20678894.46,12937623.36,6271961.78,83704357.98,25545649.43,13103122.83,5601915.92,71313609.90,19893000.50,14389924.18,4589471.67,34724710.15,9020907.03,5177761.27,3789134.16,15541117.32,7542152.48,4678751.70,1283260.22,16707292.73,11376338.09,4346293.40,1000442.75,16922667.31,9146381.67,5968447.17,16790368.31,11093947.44,53324336.59,172819093.33,9796845.41,5074345.91,18742085.62,0,9912524.03,0,10679864.27,10208978.00,8713452.00,0.0
8,财务费用,84313767.42,66139010.87,41954135.73,55687542.81,15955419.60,17617929.26,32987440.54,72281549.88,60703265.96,24330028.46,-4683226.85,-106770897.92,-66877586.14,-39568258.07,-7667551.96,-10381101.86,35658064.39,40688818.62,29244689.47,149337066.15,105702188.94,65494881.63,40243150.60,174628615.23,130774693.19,87125918.43,42781799.35,106216675.13,48364440.19,13727172.89,7048724.53,21757151.81,15279050.11,7117459.88,4358497.91,27043470.50,25390350.07,14106914.19,6802808.58,13938729.40,10521140.29,7218780.99,4340129.41,8695978.67,4386684.66,-3306.90,0,24263703.56,21019412.45,15015589.43,6363565.83,34596043.02,20034940.65,10543193.36,5176431.26,28615006.08,18728484.16,13407179.40,7074652.87,31139431.55,18674344.65,11911998.20,7669465.93,25825170.22,17994371.58,11456621.59,5186155.65,16568849.09,11999632.62,7347741.47,3677645.48,10700253.59,8439865.25,3962341.48,12148630.48,5805542.60,18158983.68,12157241.53,904268.02,425390.94,12060167.86,0,16769160.53,0,18870035.63,12965409.00,11933763.00,0.0
